id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2		14					57:countdown_196													1								sfx_universal_countdown01														1;0											1																														
2	3		0		<color=#d8d8d8>风声切碎了话语。</color>			57:dialg_bg_349				24	2								1					bgm_battle_BF04			sfx_story_01_dadi												1		1;0											1											<color=#d8d8d8>風聲切碎了話語。</color>	<color=#d8d8d8>The wind scattered the words.</color>	<color=#d8d8d8>風が言葉を切り刻んだ。</color>	<color=#d8d8d8>바람 소리에 말소리가 그대로 묻혀버렸다</color>	[​เสียง​ลม​ตัด​คำพูด​ขาดหาย​]​															
3	4		0	小白	调查官！绪能点……溢出……！																1			18:card_icon_108008_2	1					story_00_02_1158											1		1;0											1	小白	Shiro	シロ	화이트	ชิโระ						調查官！緒能點……溢出……！	Inspector! The Drop Point... is overflowing...!	調査官！ドロップポイントが……！	조사관님! 이모션 에너지 스팟이... 흘러 넘치고 있어요...!	คุณ​ผู้ตรวจการ​!​ จุด​พา​โธส​รั่ว​ไห​ล.​..​															
4	5		0	特莉丝	……那里……危险……！																1			18:npc_icon_610_7	1					story_00_02_1159											1		1;0											1	特莉絲	Triss	トリス	트리스	ทริส						……那裡……危險……！	... Watch out... over there...!	……そこ……危険です……！	... 저기서... 위험해요...!	...​ระวัง​ค่ะ​...​ อันตราย​...!​															
5	6		11					57:story_cg_224_1			0.1										1								sfx_chapter2_jian														1;0											1																														
6	7		0		<color=#d8d8d8>蓝尾的箭矢划破空气，目标是特莉丝。</color>																1																						1;0											1											<color=#d8d8d8>藍尾的箭矢劃破空氣，目標是特莉絲。</color>	<color=#d8d8d8>The blue-tailed arrow sliced through the air, with Triss as its target.</color>	<color=#d8d8d8>青い矢が空気を切り裂き、トリスを狙う。</color>	<color=#d8d8d8>푸른 깃 화살이 허공을 가로질렀다. 목표는 트리스다</color>	[​ลูกธนู​หาง​สี​ฟ้า​พุ่ง​ผ่า​อากาศ​ เป้าหมาย​คือ​ท​ริ​ส​]​															
7			3																		1														挡住箭矢——;推开特莉丝——	8;8							1;0											1																擋住箭矢——;推開特莉絲——	Block the arrow...;Push away Triss...	矢を止める——;トリスを押し退ける——	날아오는 화살을 막아선다;트리스를 밀어낸다	ขวางลูกธนู—;ผลักทริสออก—										
8	9		11								0.6	5	1								1					-1			-1														73;0.4											1																														
9	10		11					57:dialg_bg_100			2										1					sfx_story_03_xie																	1;0											1																														
10	11		12	海蕾	…………！！			57:dialg_bg_349				50	3	121008		200201			20		1					sfx_story_01_dadi			sfx_story_03_erming	story_00_02_1160		121008									1		1;0											1	海蕾	Hailey	ヘイリー	헤일리	เฮย์ลีย์						…………！！	...!!	…………！！	...!!	...............!!															
11	12		0	特莉丝	调，调查官！您的小臂在流血……！									121008		200201			20		1			18:npc_icon_610_7	1					story_00_02_1161											1		1;0											1	特莉絲	Triss	トリス	트리스	ทริส						調，調查官！您的小臂在流血……！	In-Inspector!! Your arm is bleeding...!	調、調査官さん！腕から血が……！	조, 조사관님! 팔에 피가...!	คะ​...​ คุณ​ผู้ตรวจการ​คะ​!​ แขน​ของ​คุณ​มี​เลือด​ออ​ก.​..!​															
12	13		0	#playerName	只是一点擦伤，你没事就好。									121008		200401			20		1																				1		1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						只是一點擦傷，你沒事就好。	Just a scratch. Good thing that you're okay.	ちょっとしたかすり傷だ、問題ない。	살짝 스쳤을 뿐이야. 너만 안 다쳤으면 됐어	แค่​รอย​ถลอก​เล็กน้อย​ ดี​ที่​เธอ​ไม่เป็นอะไร​มาก​															
13	14		0		<color=#d8d8d8>下意识做出的保护性动作，带来的感官反馈只有——刺痛。</color>									121008		200401			20		1																				1		1;0											1											<color=#d8d8d8>下意識做出的保護性動作，帶來的感官回饋只有——刺痛。</color>	<color=#d8d8d8>The instinctive action to protect her brought only one sensory feedback: pain.</color>	<color=#d8d8d8>無意識のうちに行われた防御がもたらした感覚、刺されたような痛み。</color>	<color=#d8d8d8>무의식적으로 몸을 날려 트리스를 지키고 내게 남은 건... 고통뿐이었다</color>	[​การเคลื่อนไหว​ที่เกิด​จาก​สัญชาตญาณ​เพื่อ​ปกป้อง​เธอ​ ให้​ความรู้สึก​เพียง​อย่าง​เดียว​—​เจ็บ​แปลบ​]​															
14	15		0	海蕾	你疯了！要不是我反应快，你……									121008		200301	100901		20		1								-1	story_00_02_1162		121008									1		1;0											1	海蕾	Hailey	ヘイリー	헤일리	เฮย์ลีย์						你瘋了！要不是我反應快，你……	Are you crazy?! If I had been a millisecond slower, you would have...	狂ってる！私が反応できなかったら、あなたは……	미쳤구나! 내 반응 속도가 조금만 더 느렸어도 너는...	บ้า​ไป​แล้ว​หรือไง​!​ ถ้า​ฉัน​ช้า​กว่า​นี้​ คุณ​คง​...​															
15	16		0	海蕾	哼……我把话放在前面，就算你现在立刻就死在我面前，我也不会感到愧疚的！									121008		200301	100901		20		1									story_00_02_1163		121008									1		1;0											1	海蕾	Hailey	ヘイリー	헤일리	เฮย์ลีย์						哼……我把話放在前面，就算你現在立刻就死在我面前，我也不會感到愧疚的！	Hmph... I'm telling you right now: I wouldn't feel even an ounce of regret even if you died in front of me right now!	フンッ……先に言っておくけど、今目の前で死んでも私は罪悪感を感じないから！	흥... 확실히 말해두는데 난 네가 지금 당장 죽어버려도 죄책감 같은 거 느끼지 않아!	หึ​...​ บอก​ไว้​ก่อน​นะ​ ถึง​จะ​ตาย​ตรงหน้า​ฉัน​ตอนนี้​ ฉัน​ก็​ไม่​รู้สึก​ผิด​หรอก​!​															
16	17		0	海蕾	你有这个觉悟，就算拼上性命也要阻止我完成委托吗？！									121008		200301			20		1									story_00_02_1164		121008									1		1;0											1	海蕾	Hailey	ヘイリー	헤일리	เฮย์ลีย์						你有這個覺悟，就算拼上性命也要阻止我完成委託嗎？！	Do you have what it takes to stop me with your life?!	命をかけてでも私を阻止して任務を遂行する覚悟がある？！	이런데도 네 목숨을 버리면서까지 내 의뢰를 방해할 거야?!	กล้า​ใช้ชีวิต​เข้า​แลก​เพื่อ​ขัดขวาง​ภารกิจ​ฉัน​เลย​สิ​นะ​?!​															
17			3											121008		200301			20		1														我还是很珍惜自己的生命……;是拼上性命也要阻止你犯错。	18;18					1		1;0											1																我還是很珍惜自己的生命……;是拼上性命也要阻止你犯錯。	I do value my own life...;I would risk my life just to stop you from making a mistake.	私は今でも自分の命をとても大切にしている……;間違いを犯さないように、命を賭ける。	내 목숨은 소중해...;목숨을 걸고 네 잘못된 선택을 막겠어	ฉันยังคงให้ความสำคัญกับชีวิตของตัวเอง...;ต่อให้ต้องเอาชีวิตเข้าแลกก็จะหยุดเธอไม่ให้ทำผิดพลาด										
18	19		0	#playerName	所以，可以收手了吗？									121008		200201			20		1																				1		1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						所以，可以收手了嗎？	So, could you stop?	だから、もうやめてくれるか？	그러니까 제발 그만두면 안 돼?	ถ้า​งั้น​ ยอม​ถอย​ได้​หรือยัง​?​															
19	20		0	#playerName	我不认为你是为了利益不择手段的人，但你现在做的事情很危险，我得阻止你继续犯错！									121008		200201			20		1																				1		1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						我不認為你是為了利益不擇手段的人，但你現在做的事情很危險，我得阻止你繼續犯錯！	I don't think you are those people who value profit above all, but what you are doing right now is dangerous, and I must stop you from making more mistakes!	あなたは利益のために何でもする人ではない、今やっていることは非常に危険だ、もうこれ以上過ちを犯さないようにしなければ！	너는 돈 때문에 수단 방법 가리지 않는 사람이 아니잖아. 지금 네가 하려는 일은 너무 위험하고 나는 너를 막을 수밖에 없어!	ฉัน​ไม่​เคย​คิด​ว่า​เธอ​เป็น​คน​ที่จะ​ทำ​ทุกอย่าง​เพื่อ​ผลประโยชน์​ แต่​สิ่ง​ที่​เธอ​ทำ​ตอนนี้​มัน​อันตราย​มาก​ ฉัน​ต้อง​หยุด​เธอ​ไม่​ให้​ทำ​ผิดพลาด​อีก​!​															
20	21		0	海蕾	你这个软弱的家伙……									121008			100401		20		1									story_00_02_1165		121008									1		1;0											1	海蕾	Hailey	ヘイリー	헤일리	เฮย์ลีย์						你這個軟弱的傢伙……	You weakling...	軟弱なやつ……！	이 나약한 자식...	เจ้าพวกคนอ่อนแอ...															
21	22		0	#playerName	现在还有机会，现在还不算迟。让我们好好谈谈吧……									121008			100401		20		1																				1		1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						現在還有機會，現在還不算遲。讓我們好好談談吧……	There's still a chance to go back. It's not too late yet. Let's sit down and talk about it...	機会はまだある、まだ間に合う、とりあえず話し合おう……	아직 기회는 있어. 늦지 않았다고. 우리 대화 좀 하자...	ตอนนี้​ยัง​มีโอกาส​ ยัง​ไม่​สาย​เกินไป​ มา​คุย​กัน​ดี​ๆ​ เถอะ​...​															
22	23		11								1			121008			100401		20		1					-1	sfx_story_01_dihou														1		1;0											1																														
23	24		11					57:dialg_bg_100			0.6	6	0								1					bgm_op_strange															1		1;0											1																														
24	25		11					57:story_cg_225_1			0.8	17	-1								1																						1;0											1																														
25	26		12	#playerName	……小心！！背后！																1																						1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						……小心！！背後！	... Watch out!! Behind you!!	……気を付けて！後ろ！	... 뒤에!! 조심해!!	...ระวัง!! ข้างหลัง!															
26	27		0	战马铠甲	嘎啊啊啊啊啊——！！																1									story_00_02_1166													1;0											1	戰馬鎧甲	Warhorse Armor	バーディング	전마 갑옷	เกราะม้าศึก						嘎啊啊啊啊啊——！！	Garrrrrgh...!!	ギャァァァァァァ！！！	쿠오오오오오...!!	กร้ากกก—!!															
27	28		12	海蕾	什么……？！																1									story_00_02_1167													1;0											1	海蕾	Hailey	ヘイリー	헤일리	เฮย์ลีย์						什麼……？！	What...?!	何……？！	뭐야...?!	อะไร...?!															
28	29		0		<color=#d8d8d8>突然出现在海蕾身后的傀化物，正以恐怖的速度径直冲来——</color>																1																						1;0											1											<color=#d8d8d8>突然出現在海蕾身後的傀化物，正以恐怖的速度徑直衝來——</color>	<color=#d8d8d8>An Anomaly appeared behind Hailey and charged at her with terrifying speed...</color>	<color=#d8d8d8>ヘイリーの後ろに突然現れた傀化物は、恐ろしい速度で突進して来た——</color>	<color=#d8d8d8>헤일리의 뒤에 갑자기 등장한 퍼펫화 개체가 무서운 속도로 돌진해 온다...</color>	[​หุ่นเชิด​ไร้​ร่าง​ที่​ปรากฏ​ขึ้น​ด้านหลัง​เฮย์ลีย์​กะทันหัน​ กำลัง​พุ่ง​เข้ามา​ด้วย​ความเร็ว​ที่​น่ากลัว​—]​															
29	30		11								0.6										1																						74;0.4											1																														
30	31		12		<color=#d8d8d8>砰！</color>			57:dialg_bg_100													1					-1	sfx_story_01_daodi																1;0											1											<color=#d8d8d8>砰！</color>	<color=#d8d8d8>[BANG!]</color>	<color=#d8d8d8>バン！</color>	<color=#d8d8d8>펑!</color>	[ปัง!]															
31	32		0	海蕾	唔！！！																1									story_00_02_1168													1;0											1	海蕾	Hailey	ヘイリー	헤일리	เฮย์ลีย์						嗚！！！	Agh!!!	ウッ！！！	윽!!!	อึก!!!															
