id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2		0	#playerName	最近的天气真是阴晴不定……还好，入职地点应该就在附近了吧？																1																																	1	#playerName	#playerName	#playerName	#playerName	#playerName						最近的天氣真是陰晴不定……還好，入職地點應該就在附近了吧？	The weather has been unpredictable as of late... Good thing I'm not far from the onboarding site.	最近、天気がコロコロ変わるな…幸い、配属先はこの近くにあったはずだ。	날씨가 왜 이렇게 이랬다저랬다 하는 거지…. 임관 장소가 이 근처라 다행이군	อากาศ​ช่วงนี้​แปรปรวน​จริงๆ​...​															
2	3		0	小猫的呼救声	喵呜……																1									story_00_01_156																								1	小貓的呼救聲	Animal Sound	子猫が助けを求める声	고양이의 구슬픈 목소리	เสียงแมวน้อยขอความช่วยเหลือ						喵嗚……	Meow...	にゃ…	니야옹...	เหมียว...															
3	4		0	#playerName	嗯？有猫？																1																																	1	#playerName	#playerName	#playerName	#playerName	#playerName						嗯？有貓？	Eh? A cat?	うん？猫？	응? 고양이잖아?	เอ๊ะ? แมวเหรอ?															
4	5		0		<color=#d8d8d8>四下搜寻了一圈，终于在角落栏杆下发现了一个倒扣的纸箱。</color>																1																																	1											<color=#d8d8d8>四下搜尋了一圈，終於在角落欄杆下發現了一個倒扣的紙箱。</color>	<color=#d8d8d8>You searched the area and found an overturned cardboard box in a corner.</color>	<color=#d8d8d8>周りを見回すと、角の手すりの下で逆さまになったダンボール箱を見つけた。</color>	<color=#d8d8d8>사방을 둘러보고 난 후에야, 난간 모퉁이 아래에서 뒤집어져있는 종이상자를 발견할 수 있었다</color>	[​หลังจาก​มองหา​ไป​รอบ​ๆ​ ก็​พบ​กล่อง​กระดาษ​ที่​คว่ำ​อยู่​ใต้​มุม​ราว​กั้น​]​															
5	6		0		<color=#d8d8d8>猫爪胡乱地抓挠着纸箱的边缘，却始终无法脱困。</color>																1																																	1											<color=#d8d8d8>貓爪胡亂地抓撓著紙箱的邊緣，卻始終無法脫困。</color>	<color=#d8d8d8>The cat has left countless scratch marks around the edges. Yet, despite its best efforts, it's stuck fast inside.</color>	<color=#d8d8d8>子猫はダンボールを引っかき回していたが、抜け出す方法は見つからなかったらしい。</color>	<color=#d8d8d8>거기엔 앞발로 상자를 계속 긁어도 도저히 탈출을 할 수 없는 고양이가 있었다</color>	[​อุ้งเท้า​แมว​ข่วน​ขอบ​กล่อง​ไปมา​ แต่​ก็​ไม่​สามารถ​หลุด​ออกมา​ได้​]​															
6	7		0	小猫	喵~																1									story_00_01_157																								1	小貓	The Kitten	子猫	고양이	แมวน้อย						喵~	Meow...	にゃ～	냐앙~	เหมียว~															
7	8		0		<color=#d8d8d8>被解救的小猫亲昵地将脑袋凑近，发出咕噜咕噜的声音，似乎是在道谢。</color>																1																																	1											<color=#d8d8d8>被解救的小貓親暱地將腦袋湊近，發出咕嚕咕嚕的聲音，似乎是在道謝。</color>	<color=#d8d8d8>The kitten snuggles closer and purrs happily in thanks.</color>	<color=#d8d8d8>救出された子猫はゴロゴロと鳴いて、まるで「ありがとう」と言っているようだ。</color>	<color=#d8d8d8>구조된 고양이가 가까이 다가와, 그르렁 소리를 냈다. 고맙다고 말하는 듯하다</color>	[​แมว​น้อย​ที่​ได้รับ​การ​ช่วยเหลือ​เอา​หัว​มา​ถูไถ​อย่าง​สนิทสนม​ ส่ง​เสียงคราง​ใน​ลำคอ​อย่าง​ขอบคุณ​]​															
8	9		0	#playerName	下次别这么调皮了！好了，我该走了……																1																																	1	#playerName	#playerName	#playerName	#playerName	#playerName						下次別這麼調皮了！好了，我該走了……	Alright, I gotta go... Don't get yourself stuck again, hear me?	もうヤンチャするなよ、よし、私もそろそろ行こう…	다음부턴 장난치면 안된다! 이제, 가 볼까…	อย่า​ซน​อีก​ล่ะ​!​ ฉัน​ต้อง​ไป​แล้ว​...​															
9	10		0	#playerName	接下来怎么走来着……这下真的要迟到了！																1																																	1	#playerName	#playerName	#playerName	#playerName	#playerName						接下來怎麼走來著……這下真的要遲到了！	Which way was it again...? Gosh, now I'm really gonna be late!	えっと、次はどこに行けば……やばい、本当に遅刻する！	여기서 어떻게 가야 하는 거지… 진짜 지각할 것 같은데?	ไป​ทาง​ไหน​ดี​นะ​...​ ต้อง​สาย​แน่ๆ​ เลย​!​															
