id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2		14				1	57:countdown_46													1								sfx_universal_countdown01												1		1;0											1																														
2	3		0	短发护士	特莉丝小姐真的很厉害！听过她的歌，患者们的状况会出现明显好转呢。		1	57:dialg_bg_28		1.1		17	-1	102008;20005		200501;200401	100801;100401		14;26		1			18:npc_icon_317_1	1	bgm_prologue_ditu				story_00_01_1022											1	1;1	3;0											1	短髮護士	Nurse	ショートヘアの看護師	단발머리 간호사	พยาบาลผมสั้น						特莉絲小姐真的很厲害！聽過她的歌，患者們的狀況會出現明顯好轉呢。	There's just something about her! Listening to her songs really improves the patients' conditions.	トリスさんは本当にすごいですね！彼女の歌を聴いた後、患者たちの症状は著しく改善するのです。	트리스 님은 정말 대단하세요! 트리스 님의 노래를 들은 환자분들의 상태가 눈에 띄게 좋아지더라고요	คุณ​ท​ริ​ส​เก่ง​มาก​เลย​ค่ะ​!​ คนไข้​ที่​ได้​ฟังเพลง​ของ​เธอ​ อาการ​จะ​ดีขึ้น​อย่าง​เห็นได้ชัด​นะคะ​															
3	4		0	艾可	调查官，依依刚才肯定被吓到了，非常需要平复情绪！					1.1				102008;20005		200401;200401	0;100401		14;26		1									story_00_01_1024		102008									1	0;1	3;0											1	艾可	Echo	アイコ	에코	เอคโค						調查官，依依剛才肯定被嚇到了，非常需要平復情緒！	Inspector, Elle's just been through shock, I think she needs some well-deserved rest!	調査官、エリーはきっとショックを受けているよ、早く気持ちを落ち着かせないと！	조사관, 엘리는 아까 분명 엄청 놀랐을 거야. 반드시 이모션을 가라앉혀야 해!	ผู้ตรวจการ​ เมื่อ​เอ​ล​ลี่​ต้อง​ตกใจ​มาก​ ต้อง​พยายาม​ให้​สงบใจ​ก่อน​นะ​!​															
4	5		0	斐克	恕我直言，儿童福利院很显然没能力照顾好她。\n万一再遇到今天这么危险的情况……					1.1				102008;20005		200401;200401	0;100401		14;26		1			18:npc_icon_319_1	1	-1				story_00_01_1025											1	1;1	3;0											1	斐克	Dr. Frek	フェイク	프렉	ฟิค						恕我直言，兒童福利院很顯然沒能力照顧好她。\n萬一再遇到今天這麼危險的情況……	It is quite obvious at this point that the Orphanage is incapable of looking after her. If something like this happens again...	失礼ですが、児童養護施設は明らかにこの子の面倒を見る能力がありません。\n万が一、今日のような危険な状況がまた発生した場合……	솔직히 말하자면, 복지 센터는 그 아이를 돌볼 능력이 없다네.\n만약 또 오늘처럼 위험한 상황이 닥친다면...	ขออนุญาต​พูดตรงๆ​ นะ​ครับ​ สถานสงเคราะห์​เด็ก​ไม่​มี​ความสามารถ​พอ​จะ​ดูแล​เธอ​แน่นอน​\nถ้า​เกิด​สถานการณ์​อันตราย​แบบ​วันนี้​อี​ก.​..​															
5	6		0	非天	调查官。我有一个请求。					1.1				20005;101008		200401;0	100401;10214		20;27		1									story_00_01_1026		101008									1		41;1											1	非天	Asura	アスラ	아수라	อาสึระ						調查官。我有一個請求。	Inspector, I have a favor to ask.	調査官、一つお願いがあります。	조사관. 부탁이 있어	ผู้ตรวจการ​คะ​ ฉัน​ขอ​อะไร​หน่อย​ค่ะ​															
6	7		0	非天	可以把依依接回去吗。\n我担心……					1.1				115008;20005;101008		0;200401;200401			13;20;27		1					bgm_story01_inter				story_00_01_1027		101008									1	0;0;20005	42;1											1	非天	Asura	アスラ	아수라	อาสึระ						可以把依依接回去嗎。\n我擔心……	Could we please take Elle back with us?\nI'm worried that...	エリーを連れ戻してくれませんか？\nもしかしたら……	엘리를 다시 데리고 가면 안 될까?\n너무 걱정돼...	พา​เอ​ล​ลี่​กลับ​ไป​ได้​ไหม​คะ​\nฉัน​เป็นห่วง​...​															
7			3							1.1				115008;20005;101008		0;200401;200401			13;20;27		1														这里确实有问题。;依依跟着我们更好。	8;9					1	0;0;20005	42;0											1																這裡確實有問題。;依依跟著我們更好。	There's something off about this place.;Elle is safer with us.	ここには確かに問題がある。;エリーを連れて行った方がいい。	여긴 확실히 문제가 있어.;엘리는 우리가 데리고 있는 게 낫겠어.	ที่นี่มีปัญหาจริงๆ;เอลลี่ไปกับพวกเราจะดีกว่า										
8	10		0	#playerName	情绪干预中心……没想象中那么安全……					1.1				115008;20005;101008		0;200401;200401			13;20;27		1																				1	0;0;20005	42;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						情緒干預中心……沒想像中那麼安全……	The Emotion Remedy Center... It's not as safe as I believed it to be...	ERCは……見た目ほど安全な場所じゃない……	이모션 컨트롤 센터도... 보기보다 안전하지 않네...	ศูนย์​เยียวยา​พา​โธ​ซิ​ส​...​ ไม่​ปลอดภัย​อย่าง​ที่​คิด​...​															
9	10		0	#playerName	我也担心她在这里出现什么意外。					1.1				115008;20005;101008		0;200401;200401			13;20;27		1																				1	0;0;20005	42;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						我也擔心她在這裡出現什麼意外。	I share the same worries, too.	このままでは、エリーの安全が心配だ。	나도 엘리가 여기 있는 게 걱정돼.	ฉัน​ก็​เป็นห่วง​ว่า​จะ​เกิดเรื่อง​กับ​เธอ​ที่นี่​															
