id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2		14					57:countdown_258													1								sfx_universal_countdown01														1;0											1																														
2	3		0	艾琳娜粉丝	这是怎么回事！			57:dialg_bg_100													1			18:npc_icon_461_4	1				sfx_story_03_yilun	story_00_03_727											1		1;0											1	艾琳娜粉絲	Erina Fan	エリナのファン	에리나의 팬	แฟนคลับของเอรินา						這是怎麼回事！	What's happening?!	なに、なに！	무슨 일이야!	อะไรน่ะ เกิดอะไรขึ้น!															
3	4		0	特莉丝粉丝	难道是表演效果？哇，好特别！																1			18:npc_icon_462_4	1					story_00_03_728											1		1;0											1	特莉絲粉絲	Triss Fan	トリスのファン	트리스의 팬	แฟนคลับทริส						難道是表演效果？哇，好特別！	Is this part of the light show? Awesome!	演出？うわー、超特別じゃん！	혹시 공연 효과인가? 와, 정말 특별한데!	นี่​เป็น​เอฟเฟกต์​การแสดง​เหรอ​?​ ว้าว​ พิเศษ​จัง​!​															
4	5		0	工作人员	灯光师！灯光师呢？！喂——																1			18:npc_icon_453_4	1					story_00_03_729											1		1;0											1	工作人員	Worker	スタッフ	스태프	พนักงาน						燈光師！燈光師呢？！喂——	Where's the lighting tech?! Hey, what's—	照明！おい？！どうしたんだ——	조명 감독님! 조명 감독님 어디계신가요?! 어이—	ช่างไฟ​!​ ช่างไฟ​อยู่​ไหน​?!​ เฮ้ย​—​															
5	6		0	迷离的嗓音	与其听这个无聊的家伙聒噪地大放厥词……不如，沉浸在我的歌声之中吧。																1								-1	story_00_03_730											1		1;0											1	迷離的嗓音	Indistinct Voice	謎の声	흐릿한 목소리	เสียงเพี้ยนๆ						與其聽這個無聊的傢伙聒噪地大放厥詞……不如，沉浸在我的歌聲之中吧。	Enough of their meaningless babble... Lose yourself in my song instead.	こんな退屈なやつが口うるさくほざくのを聞くくらいなら……私の歌声に浸れ。	재미없는 녀석들의 재미없는 말보다는… 내 노래에 빠져 봐	แทนที่จะ​ฟัง​คน​น่ารำคาญ​พูด​โอ้อวด​...​ มา​ดื่มด่ำ​กับ​เสียงเพลง​ของ​ฉัน​ดีกว่า​															
6	7		0	艾琳娜	咦？！什么人！！																1			18:npc_icon_493_8	1	bgm_chapter03_bewitch				story_00_03_731											1		1;0											1	艾琳娜	Erina	エリナ	에리나	เอรินา						咦？！什麼人！！	Huh?! Who's that?!	はぁ？！誰よ！！	어이?! 누구세요!!	หา?! ใครน่ะ!!															
7	8		0		<color=#d8d8d8>那仿佛在黑暗中找到归宿的迷离歌声，如迅速袭来的风暴，夺去了所有人的感官。</color>																1																				1		1;0											1											<color=#d8d8d8>那仿佛在黑暗中找到歸宿的迷離歌聲，如迅速襲來的風暴，奪去了所有人的感官。</color>	<color=#d8d8d8>The voice broke into song, its voice one amid the darkness. In mere seconds, their senses were no more.</color>	<color=#d8d8d8>暗闇の中に光を見つけたように朦朧とした歌声は、急速に迫る嵐のように、全員の感覚を奪った。</color>	<color=#d8d8d8>그 마치 어둠 속에서 길을 찾은 듯한 몽롱한 노래소리는, 빠르게 몰아치는 폭풍처럼 모두의 감각을 앗아갔다</color>	[​เสียงเพลง​พิศวง​ราวกับ​หา​ที่​พักพิง​ได้​ใน​ความมืด​ พัดกระหน่ำ​มา​ดั่ง​พายุ​ พราก​ประสาทสัมผัส​ทั้งหมด​ของ​ทุกคน​ไป​]​															
8	9		0		<color=#d8d8d8>——唯有听觉，得到了赦免。</color>																1																				1		1;0											1											<color=#d8d8d8>——唯有聽覺，得到了赦免。</color>	<color=#d8d8d8>All their senses, save for their hearing.</color>	<color=#d8d8d8>——唯一残されたのは、聴覚だった。</color>	<color=#d8d8d8>——오직 청각만이 살아남을 수 있었다</color>	[—​เหลือ​เพียง​การ​ได้ยิน​ที่​ยัง​คงอยู่​]​															
9	10		0	非天	这是……「留响空间」？																1			18:npc_icon_608_3	1					story_00_03_732											1		1;0											1	非天	Asura	アスラ	아수라	อาสึระ						這是……「留響空間」？	Is this... Sensory Space?	これは……「留響空間」？	이게... 「센서리 스페이스」인가?	นี่​มัน​...​ "​ห้วง​กังวาน​"​ ใช่ไหม​															
