id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2		2		情绪干预中心 | 花园																1						op_jianpan																1;1											1											情緒干預中心 | 花園	Emotion Remedy Center | Central Garden	ERC | 庭	이모션 컨트롤 센터|정원	ศูนย์เยียวยาพาโธซิส | สวนดอกไม้															
2	3											17	-1								1																						1;1											1																														
3	4			芬恩	……		1	57:dialg_bg_250	0	1											1			18:npc_icon_702_5	1	bgm_universal_shadeoflove_A																	1;1											1	芬恩	Fennel	フィン	핀	ฟินน์						……	...	……	...	...															
4	5			芬恩	这个地方，还是老样子呢……				0	1											1			18:npc_icon_702_5	1																		1;1											1	芬恩	Fennel	フィン	핀	ฟินน์						這個地方，還是老樣子呢……	This place... it feels so familiar...	この場所、相変わらずだね……	이곳은, 예전이랑 똑같네요...	ที่นี่​...​ ยัง​เหมือนเดิม​ไม่​เปลี่ยน​เลย​นะ​...​															
5	6			#playerName	（好像艾可之前提起过——）				0	1											1																						1;1											1	#playerName	#playerName	#playerName	#playerName	#playerName						（好像艾可之前提起過——）	(I believe Echo mentioned this place before...)	（アイコがフィンさんの過去を話してくれたようなーー）	(에코가 아까 말했던 것 같은데...)	(​เหมือน​เอ​ค​โค​เคย​เล่า​ให้​ฟัง​ว่า​—)​															
6	7		11				1	57:dialg_bg_100	0	1	1										1																						1;1											1																														
7	8			艾可	听说曾经他的家人得了很严重的情绪病，不幸去世了……		1	57:dialg_bg_416	0	1		10	1	102008		200601	10214		20		1																						1;1											1	艾可	Echo	アイコ	에코	เอคโค						聽說曾經他的家人得了很嚴重的情緒病，不幸去世了……	I heard that his family had severe Pathosis and, unfortunately, passed away.	でも家族が重い情緒病に罹って、お亡くなられて……	듣기로는 가족이 중증 이모션리스 때문에 세상을 떠났대...	ได้ยิน​ว่า​ครอบครัว​ของ​เขา​เคย​เป็น​พา​โธ​ซิ​ส​รุนแรง​มาก​ และ​เสียชีวิต​ไป​แล้ว​...​															
8	9			艾可	他十分伤心，也被诊断出了情绪病……				0	1				102008		200601	10214		20		1																						1;1											1	艾可	Echo	アイコ	에코	เอคโค						他十分傷心，也被診斷出了情緒病……	He was devastated and was eventually diagnosed with Pathosis as well.	彼も悲しいあまり、情緒病が検出されたにゃ……	슬픔에 빠진 저 손님도 이모션리스 진단을 받았는데...	เขา​เสียใจ​มาก​ และ​ได้รับ​การวินิจฉัย​ว่า​เป็น​พา​โธ​ซิ​ส​ด้วย​...​															
9	10		11				1	57:dialg_bg_100	0	1	1										1																						1;1											1																														
10			3				1	57:dialg_bg_250	0	1											1														询问芬恩过去的事情	11							1;1											1																詢問芬恩過去的事情	Ask Fennel about his past	フィンの過去について聞く	핀의 과거를 물어본다	สอบถามเรื่องราวในอดีตของฟินน์										
11	12			#playerName	听说……之前芬恩你也曾经得过情绪病？				0	1											1																						1;1											1	#playerName	#playerName	#playerName	#playerName	#playerName						聽說……之前芬恩你也曾經得過情緒病嗎？	I heard... Fennel, you also suffered from Pathosis, right?	あの……フィンさんも以前、情緒病になったことがあるんですか？	듣기로는... 예전에 핀 씨도 이모션리스에 걸렸었다면서요?	ได้ยิน​มา​ว่า​...​ ก่อนหน้านี้​ฟินน์​ก็​เคย​เป็น​พา​โธ​ซิ​ส​ด้วย​ใช่ไหม​?​															
