id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2		11				1	57:dialg_bg_100			2	10	80								1						sfx_story_03_jianting																											1																														
2	3				<color=#d8d8d8>利兹丹姆风格的街道，建筑毫无破败的痕迹，行人络绎不绝，个个衣着体面。</color>		1	57:dialg_bg_48				17	-1								1								sfx_story_02_xuzhihua																									1											<color=#d8d8d8>里茲丹姆風格的街道，建築毫無破敗的痕跡，行人絡繹不絕，個個衣著體面。</color>	<color=#d8d8d8>Leidsdam was perfectly preserved, not a crack in the pavement. Elegantly dressed people filled the walkways.</color>	<color=#d8d8d8>リーズダム風の街並み、建物には荒廃の痕跡はなく、人々が絶え間なく行き交い、誰もがきちんとした服装をしている。</color>	<color=#d8d8d8>리즈덤 특유의 거리, 건물은 조금의 파손 흔적도 없이 정돈되어 있었고, 사람들은 끊이지 않고 오가며 하나같이 말끔한 옷차림이었다.</color>	[​ถนนหนทาง​ที่​เต็มไปด้วย​สไตล์​แบบฉบับ​ของ​ลิ​ซแดนม์​ อาคารบ้านเรือน​ไร้​ซึ่ง​ร่องรอย​ความทรุดโทรม​ ผู้คน​สัญจร​ผ่าน​ไปมา​ไม่ขาดสาย​ แต่ละคน​ต่าง​แต่งกาย​เรียบร้อย​และ​ดู​ภูมิฐาน​]​															
3	4				<color=#d8d8d8>空气中弥散着挥之不去的尘埃，仿佛处于永恒的黄昏。</color>																1																																	1											<color=#d8d8d8>空氣中彌散著揮之不去的塵埃，仿佛處於永恆的黃昏。</color>	<color=#d8d8d8>A fine, golden dust seemed frozen in the air, casting an eerie, eternal sunset glow over the scene.</color>	<color=#d8d8d8>空気中には散りきらない塵が漂い、永遠の黄昏の中にいるかのようだ。</color>	<color=#d8d8d8>공기엔 지워지지 않는 먼지 냄새가 가득했고, 마치 영원한 황혼에 머문 듯했다.</color>	[​ใน​บรรยากาศ​เต็มไปด้วย​ละออง​ฝุ่น​ลอย​ฟุ้ง​จน​ไม่​อาจ​รอดพ้น​ ราวกับ​อยู่​ใน​ยาม​สนธยา​ที่​ไม่​มี​วัน​สิ้นสุด​]​															
4	5				<color=#d8d8d8>街角咖啡店，三位顾客正在寒暄，零星语句轻飘飘地传来，如惊雷炸响。</color>																1						sfx_rolestory_yifu																43;2											1											<color=#d8d8d8>街角咖啡店，三位顧客正在寒暄，零星語句輕飄飄地傳來，如驚雷炸響。</color>	<color=#d8d8d8>The light chatter from a nearby coffee shop floated on the wind, each word resonating with staggering force.</color>	<color=#d8d8d8>街角のカフェで、三人の客が軽い挨拶を交わしている。ちらりと聞こえる言葉は、雷のように轟く。</color>	<color=#d8d8d8>거리 모퉁이의 카페, 세 명의 손님이 대화를 나누고 있었고, 흘러나오는 몇 마디는 마치 천둥처럼 울렸다.</color>	[​ที่​ร้านกาแฟ​ตรง​หัวมุมถนน​ มี​ลูกค้า​สาม​คน​กำลัง​พูดคุย​กัน​ ประโยค​ที่​หลุดลอย​มา​เพียง​ประปราย​กลับ​ดัง​สะท้อน​ราวกับ​สายฟ้า​ดังสนั่น​]​															
5	6			猫族青年	介绍一下，这位就是我跟你提起过的，卡尔·卡尔森。																1			18:npc_icon_794_1	1																		43;2	2										1	貓族青年	Felinian Youth	フェリ二アンスの青年	캣족 청년	เผ่าแมวรุ่นเยาว์						介紹一下，這位就是我跟你提起過的，卡爾·卡爾森。	Ah, perfect timing! This is Karl Carlson.	こちらが前に話していたカール・カールソンだ。	소개할게. 이쪽은 내가 말했던 그 사람이야, 칼·칼슨.	ขอ​แนะนำ​ก่อน​นะ​ นี่​ก็​คือ​คน​ที่​ฉัน​เคย​เล่า​ให้​ฟัง​ไง​ —​ คาร์​ล​ คาร์​ล​สัน​															
6			3																		1			18:npc_icon_794_1	1	bgm_universal_survey01									卡尔森？！！	7							43;2	2										1																卡爾森？！！	Carlson?!	カールソン？！！	칼슨?!!	คาร์ลสัน?!!										
7	8			#playerName	（新海市奠基人之一的卡尔森？！！活着的…呃，这种情况能算是活着吗？）																1																						43;2											1	#playerName	#playerName	#playerName	#playerName	#playerName						（新海市奠基人之一的卡爾森？！！活著的…呃，這種情況能算是活著嗎？）	(Karl Carlson is standing right there. But is this really him, or just a memory?)	（新海市の礎の一人、カールソン？！生きている…いや、この状況は生きていると言えるのか？）	(뉴오션 시티의 건국자 중 한 명인 칼슨?! 살아있는… 아니, 이 상황을 살아있다고 해야 하나?)	(​คาร์​ล​สัน​ หนึ่ง​ใน​ผู้ก่อตั้ง​แค​ทโตะ​ซิตี้​น่ะ​เหรอ​?!!​ เขา​ยัง​มีชีวิต​อยู่​...​ อ๊ะ​ เอ่อ​...​ สถานการณ์​แบบนี้​ยัง​นับว่า​ยัง​มีชีวิต​อยู่​ได้​มั้ย​นะ​?)​															
8	9			卡尔森	你是？我们认识吗？																1			18:npc_icon_793_4	1																		43;2	2										1	卡爾森	Carlson	カールソン	칼슨	คาร์ลสัน						你是？我們認識嗎？	Have we met?	あなたは？お知り合いでしたか？	당신은? 우리 만난 적 있나요?	เธอ​คือ​?​ เรา​เคย​รู้จัก​กัน​มา​ก่อน​มั้ย​?​															
9	10			猫族青年	汤姆？你和卡尔森认识？																1			18:npc_icon_794_1	1																		43;2	2										1	貓族青年	Felinian Youth	フェリ二アンスの青年	캣족 청년	เผ่าแมวรุ่นเยาว์						湯姆？你和卡爾森認識？	Hold on, Tom? You and Carlson have met?	トム？カールソンとは知り合いなのか？	톰? 당신과 칼슨이 아는 사이야?	ทอม​?​ เธอ​รู้จัก​คาร์​ล​สัน​ด้วย​เหรอ​?​															
10	11			#playerName	汤姆？																1																						43;2											1	#playerName	#playerName	#playerName	#playerName	#playerName						湯姆？	Tom?	トム？	톰?	ทอม?															
11	12				<color=#d8d8d8>（所以我现在是变成汤姆了？我该说什么？我完全没有对方的记忆……）</color>																1																						43;2											1											<color=#d8d8d8>（所以我現在是變成湯姆了？我該說什麼？我完全沒有對方的記憶……）</color>	<color=#d8d8d8>(So I'm "Tom" now? What do I say? I have no idea who this guy is supposed to be...)</color>	<color=#d8d8d8>（つまり、今の私はトムになったのか？何て言えばいい？相手の記憶が全くない…）</color>	<color=#d8d8d8>(지금 나는 톰이 된 건가? 뭐라고 해야 하지? 기억이 전혀 없는데…)</color>	(​ถ้า​งั้น​...​ ฉัน​ใน​ตอนนี้​ก็​กลายเป็น​ทอม​ไป​แล้ว​เหรอ​?​ ฉัน​ควร​พูด​อะไร​ออก​ไป​ดี​ล่ะ​?​ ฉัน​ไม่​มี​ความทรงจำ​ของ​เขา​เลย​นะ​...)​															
12	13			#playerName	咳咳，久仰大名。																1																						43;2											1	#playerName	#playerName	#playerName	#playerName	#playerName						咳咳，久仰大名。	It's an honor to finally meet you.	ええと、お噂はかねがね伺っております。	크흠, 이름은 익히 들었습니다.	อะ​แฮ่ม​ ฉัน​...​ นับถือ​คุณ​มา​นาน​แล้ว​ล่ะ​															
13	14			卡尔森	您过誉了。																1			18:npc_icon_793_1	1																		43;2	2										1	卡爾森	Carlson	カールソン	칼슨	คาร์ลสัน						您過譽了。	I'm flattered.	お褒めに預かり光栄です。	과찬이십니다.	คุณชมกันเกินไปแล้ว															
14	15			猫族青年	都别客气，既然认识那就坐下来一起聊聊吧。																1			18:npc_icon_794_2	1																		43;2	2										1	貓族青年	Felinian Youth	フェリ二アンスの青年	캣족 청년	เผ่าแมวรุ่นเยาว์						都別客氣，既然認識那就坐下來一起聊聊吧。	Don't just stand there, Tom. Sit down!	皆さん遠慮なく、知り合いなら座ってゆっくり話そうよ。	다들 그렇게 정중할 것까진 없어. 이미 아는 사이라면 같이 앉아서 얘기하지.	ไม่ต้อง​เกรงใจ​กัน​หรอก​น่า​ ใน​เมื่อ​รู้จัก​กัน​แล้วก็​มา​นั่ง​คุย​กัน​เถอะ​นะ​															
15	16			猫族青年	呃，你不介意吧？汤姆是研究猫族与情绪粒子方面的专家。																1			18:npc_icon_794_1	1																		43;2	2										1	貓族青年	Felinian Youth	フェリ二アンスの青年	캣족 청년	เผ่าแมวรุ่นเยาว์						呃，你不介意吧？湯姆是研究貓族與情緒粒子方面的專家。	Let me explain. Tom specializes in the intersection of Felinian biology and Pathos Particles.	ええと、構いませんよね？トムはフェリニアンスとエモーション粒子の専門家なんだ。	저기, 괜찮을까요? 톰은 캣족과 이모션 파티클 연구 분야의 전문가야.	เอ่อ​ คุณ​ไม่​ว่า​อะไร​ใช่​มั้ย​?​ ทอม​เป็น​ผู้เชี่ยวชาญ​ด้าน​เผ่า​แมว​และ​อนุภาค​พา​โธส​น่ะ​															
16	17			卡尔森	荣幸至极。																1			18:npc_icon_793_1	1																		43;2	2										1	卡爾森	Carlson	カールソン	칼슨	คาร์ลสัน						榮幸至極。	How fascinating.	光栄の至りです。	영광입니다.	เป็นเกียรติอย่างยิ่งเลย															
17	18			猫族青年	好了，我才介绍到一半。卡尔·卡尔森，情绪粒子学说的创始人。																1			18:npc_icon_793_1	1																		43;2	2										1	貓族青年	Felinian Youth	フェリ二アンスの青年	캣족 청년	เผ่าแมวรุ่นเยาว์						好了，我才介紹到一半。卡爾·卡爾森，情緒粒子學說的創始人。	Let me finish the introductions properly. This is the man who first mapped Pathos Particles, Karl Carlson.	よし、紹介の途中だったね。カール・カールソン、エモーション粒子学説の創始者。	자, 이제 본론으로. 칼·칼슨, 이모션 파티클 학설의 창시자.	เอาล่ะ​ ฉัน​แนะนำ​ไป​แค่​ครึ่ง​เดียว​เอง​ คาร์​ล​ คาร์​ล​สัน​ ผู้ก่อตั้ง​ทฤษฎี​อนุภาค​พา​โธส​															
