id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2				<color=#d8d8d8>当意识再一次回到身体时，熟悉的电机声与轨道摩擦时发出的刺耳声响再一次传入耳内。</color>		1	57:dialg_bg_552				38	1								1				1	sfx_story_04_huoche																												1											<color=#d8d8d8>當意識再一次回到身體時，熟悉的電機聲與軌道摩擦時發出的刺耳聲響再一次傳入耳內。</color>	<color=#d8d8d8>When my mind slips back into my body, the sounds rush in with it—the familiar drone of the motor, the screech of wheels against the rails.</color>	<color=#d8d8d8>意識が再び身体へ戻った時、聞き慣れたモーター音と、レールが擦れ合う耳障りな音が、もう一度耳へ飛び込んできた。</color>	<color=#d8d8d8>의식이 다시 몸으로 돌아왔을 때, 익숙한 전동기 소리와 선로가 마찰하며 내는 날카로운 소리가 다시 귓가에 들려왔다.</color>																
2	3				<color=#d8d8d8>熟悉的隧道、熟悉的车厢、熟悉的座椅、熟悉的广告……在诡异的宁静之中，车牌上，赫然标着——</color>																1				1																													1											<color=#d8d8d8>熟悉的隧道、熟悉的車廂、熟悉的座椅、熟悉的廣告……在詭異的寧靜之中，車牌上，赫然標著——</color>	<color=#d8d8d8>The same tunnel, the same car, the same seats, the same ads... and through the eerie silence, the number on the car stands out plain as day—</color>	<color=#d8d8d8>見慣れたトンネル、見慣れた車内、見慣れた座席、見慣れた広告……不気味な静寂の中、車内表示にははっきりと――</color>	<color=#d8d8d8>익숙한 터널, 익숙한 객차, 익숙한 좌석, 익숙한 광고…… 기묘한 정적 속에서 차량 표지판에는 선명하게——</color>																
3	4		1	字幕	八号车厢							28	1								`				1		sfx_story_01_zaodian																											1	字幕	Caption	テロップ	자막							八號車廂	Car 8	8号車	8호 객차																
4	5			绮华唯	比奈……		1	57:dialg_bg_552				28	-1	172008				1	20		1				1																													1	綺華唯	Yui Ayaka	綺華 唯	아야카 유이							比奈……	Hina...	比奈ちゃん……	히나……																
5	6			#playerName	……																1				1																													1	#playerName	#playerName	#playerName	#playerName							……	...	……	……																
6	7			#playerName	（我们又回来了吗……）																1				1																													1	#playerName	#playerName	#playerName	#playerName							（我們又回來了嗎……）	(Are we back again...?)	（また戻ってきたのか……）	（우리가 다시 돌아온 건가……）																
7	8			#playerName	（是因为我们触发了规则，还是因为……）																1				1																													1	#playerName	#playerName	#playerName	#playerName							（是因為我們觸發了規則，還是因為……）	(Is it the rule pulling us back, or is it...)	（ルールが発動したから？それとも……）	（규칙을 발동했기 때문인가, 아니면……）																
8	9				<color=#d8d8d8>绮华唯的眼中仍然缀满泪水。向下，她的手中紧紧攥着的，是东云比奈口中的「礼物」——</color>									172008				1	20		1	4			1																													1											<color=#d8d8d8>綺華唯的眼中仍然綴滿淚水。向下，她的手中緊緊攥著的，是東雲比奈口中的「禮物」——</color>	<color=#d8d8d8>Ayaka's eyes are still brimming with tears. And there, clutched tight in her hands, is the "gift" Hina spoke of—</color>	<color=#d8d8d8>綺華唯の瞳には、まだ涙が残っていた。視線を下へ向けると、その手には東雲比奈が言っていた「贈り物」がしっかりと握られている――</color>	<color=#d8d8d8>아야카 유이의 눈에는 여전히 눈물이 가득했다. 아래를 내려다보니, 그녀가 손에 꼭 쥐고 있는 것은 시노노메 히나가 말한 「선물」이었다——</color>																
9	10				<color=#d8d8d8>是那台翻盖手机。</color>									172008				1	20		1	4			1																													1											<color=#d8d8d8>是那台翻蓋手機。</color>	<color=#d8d8d8>That flip phone.</color>	<color=#d8d8d8>あのガラケーだった。</color>	<color=#d8d8d8>바로 그 폴더폰이었다.</color>																
