id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2											17	-1								1																						8;1											1																														
2	3			桑德斯	是为了白金锦标赛？		1	57:dialg_bg_132	0	1.1				103008					20		1			18:npc_icon_370_2	1	bgm_plot_trust01																1	8;1											1	桑德斯	Saunders	サンダース	샌더스	ซอนเดอร์ส						是為了白金錦標賽？	Let me guess—the Platinum Tournament?	「プラチナ・チャンピオンシップ」の件ですね。	백금 챔피언십 때문이죠?	เพื่อ​แพลทินัม​ทัวร์นาเมนต์​เหรอ​ครับ​?​															
3	4			特莉丝	是的……我之前有看过5年前白金锦标赛的夺冠视频，很好奇这种跨物种的羁绊。				0	1.1				103008		200101			20		1																					1	8;1											1	特莉絲	Triss	トリス	트리스	ทริส						是的……我之前有看過5年前白金錦標賽的奪冠視頻，很好奇這種跨物種的羈絆。	Yes. I saw the footage from five years ago. That bond between human and dolphin... it's incredible.	はい……五年前の優勝映像を拝見しました。あの異種間の「絆」に、とても惹かれまして。	네……예전에 5년 전 백금 챔피언십 우승 영상을 봤거든요. 이런 종(種)을 초월한 유대가 정말 인상적이어서요.	ใช่​ค่ะ​...​ ฉัน​เคย​ดู​คลิป​วินาที​คว้าแชมป์​ของ​เมื่อ​ห้า​ปีก่อน​ และ​มัน​ทำให้​ฉัน​อด​สงสัย​ไม่​ได้​ถึง​ความผูกพัน​ข้าม​สายพันธุ์​อัน​แน่นแฟ้น​แบบ​นั้น​น่ะ​ค่ะ​															
4	5			特莉丝	以及……有没有可能我们也可以拥有一段这样的奇遇呢？				0	1.1				103008		200501			20		1																					1	8;1											1	特莉絲	Triss	トリス	트리스	ทริส						以及……有沒有可能我們也可以擁有一段這樣的奇遇呢？	I was wondering... if we could ever form a bond like that.	そして……わたくしたちにも、あれを体験する可能性はあるのでしょうか。	그리고……저희도 이런 인연을 만날 수 있을지 궁금했어요.	แล้วก็​...​ พวกเรา​จะ​มีโอกาส​ได้​เจอ​กับ​เรื่องราว​มหัศจรรย์​แบบ​นั้น​บ้าง​มั้ย​นะ​?​															
5	6				<color=#d8d8d8>桑德斯轻轻咳了咳，并没有直接回应特莉丝。</color>				0	1.1				103008		200501			20		1																					1	8;1											1											<color=#d8d8d8>桑德斯輕輕咳了咳，並沒有直接回應特莉絲。</color>	<color=#d8d8d8>Saunders paused, choosing his words carefully.</color>	<color=#d8d8d8>サンダースは軽く咳払いをし、すぐには答えなかった。</color>	<color=#d8d8d8>샌더스는 가볍게 헛기침을 하며, 바로 대답하지 않았다.</color>	[​ซอน​เดอร์ส​กระแอม​เบา​ๆ​ และ​ไม่​ได้​ตอบกลับ​ท​ริ​ส​โดยตรง​]​															
6	7			桑德斯	……在我们传说中，是海豚带我们的先祖来到这座美丽海岛的。				0	1.1				103008		200501			20		1			18:npc_icon_370_2	1																	1	8;1											1	桑德斯	Saunders	サンダース	샌더스	ซอนเดอร์ส						……在我們傳說中，是海豚帶我們的先祖來到這座美麗海島的。	...Our stories say dolphins guided the first of our people to these shores.	……我々の伝承では、イルカが先祖たちをこの美しい島へ導いたとされています。	……우리의 전설에 따르면, 돌고래가 우리 선조들을 이 아름다운 섬으로 이끌었다고 합니다.	...​ใน​ตำนาน​ของ​พวกเรา​ โลมา​เป็น​ผู้นำ​บรรพบุรุษ​ของ​เรา​มาสู่​เกาะ​แสน​งดงาม​แห่ง​นี้​															
7	8			桑德斯	很久很久以前，先祖们乘上独木舟，离开那片日渐凋零的故土去寻觅新的家园。				0	1.1				103008		200501			20		1			18:npc_icon_370_2	1																	1	8;1											1	桑德斯	Saunders	サンダース	샌더스	ซอนเดอร์ส						很久很久以前，先祖們乘上獨木舟，離開那片日漸凋零的故土去尋覓新的家園。	Ages past, our ancestors left a dying land in search of a new one, traveling in hollowed logs.	遥か昔、先祖たちは丸木舟に乗り、衰退しつつあった故郷を離れ、新たな住処を求めました。	아주 오래전, 선조들은 카누를 타고 점점 황폐해져 가던 고향을 떠나 새로운 터전을 찾으러 나섰죠.	เมื่อนานมาแล้ว​ บรรพบุรุษ​ของ​พวกเรา​ออก​ล่องเรือ​ด้วย​ไม้ท่อน​เดียว​ ทิ้ง​ผืน​แผ่นดิน​ที่​กำลัง​โรยรา​ไว้​เบื้องหลัง​ เพื่อ​เสาะหา​ดินแดน​แห่ง​ใหม่​เป็น​บ้าน​															
8	9			桑德斯	寻找新家园的旅途却并不顺遂，一场意外的暴风雨掀翻了我们先祖的独木舟。				0	1.1				103008		200501			20		1			18:npc_icon_370_2	1																	1	8;1											1	桑德斯	Saunders	サンダース	샌더스	ซอนเดอร์ส						尋找新家園的旅途卻並不順遂，一場意外的暴風雨掀翻了我們先祖的獨木舟。	The voyage was harsh. A storm caught them and shattered their boats.	しかし、その旅路は決して順調ではなく、嵐に見舞われ、丸木舟は転覆してしまいました。	하지만 여정은 순탄치 않았고, 뜻밖의 폭풍이 선조들의 카누를 뒤집어 버렸습니다.	แต่​การ​เดินทาง​หา​บ้าน​ใหม่​นั้น​ก็​ไม่​ราบรื่น​ พายุ​ที่​โหม​เข้ามา​โดย​ไม่​คาดฝัน​ ได้​พลิกคว่ำ​เรือ​ไม้​ของ​บรรพบุรุษ​ของ​พวกเรา​ให้​จม​ลง​สู่​คลื่น​ทะเล​คลั่ง​															
9	10			桑德斯	我们的先祖只能紧紧抱住船桨，在海上漫无目的的飘荡，没有食物也没有水。				0	1.1				103008		200501			20		1			18:npc_icon_370_2	1																	1	8;1											1	桑德斯	Saunders	サンダース	샌더스	ซอนเดอร์ส						我們的先祖只能緊緊抱住船槳，在海上漫無目的的飄蕩，沒有食物也沒有水。	They were left clinging to wreckage, drifting without direction, sustenance, or fresh water.	先祖たちは櫂にしがみつき、食料も水もないまま、海を漂うしかなかったのです。	선조들은 노를 꼭 끌어안은 채, 먹을 것도 물도 없이 바다 위를 표류할 수밖에 없었죠.	บรรพบุรุษ​ของ​พวกเรา​เลย​จำเป็นต้อง​กอด​เรือ​ไม้​ไว้​ให้​แน่น​ที่สุด​ ลอยลำ​ไป​อย่าง​ไร้จุดหมาย​บน​ท้องทะเล​อัน​กว้างใหญ่​ ไม่​มี​ทั้ง​อาหาร​และ​น้ำดื่ม​															
