id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2											17	-1								1																																	1																														
2	3				<color=#d8d8d8>神秘的「死神」被伊德手中的剑刺穿，逐渐支离破碎。</color>		1	57:dialg_bg_270				23	1								1						sfx_story_02_niesui		op5_nengliang_loop																									1											<color=#d8d8d8>神秘的「死神」被伊德手中的劍刺穿，逐漸支離破碎。</color>	<color=#d8d8d8>The mysterious "Grim Reaper" was pierced by the sword in Idego's hand, gradually falling apart.</color>	<color=#d8d8d8>神秘的な「死神」はイードの剣に貫通され、次第に崩れていった。</color>	<color=#d8d8d8> 수상한 「사신」은 에이드가 휘두른 검에 찔린 후에 점점 부서져 갔다</color>	["​ยมทูต​"​ ลึกลับ​ถูก​ดาบ​ใน​มือ​ของ​เอ็ด​แทง​ทะลุ​ ร่าง​ของ​มัน​ค่อยๆ​ แตกสลาย​กลายเป็น​เสี่ยง​ๆ​]​															
3	4				<color=#d8d8d8>与此同时，刚刚出现的那个奇妙空间也逐渐崩坍、消失。</color>		1	57:dialg_bg_270													1						Story_catcity_sound_0_21																						57:dialg_bg_100					1											<color=#d8d8d8>與此同時，剛剛出現的那個奇妙空間也逐漸崩坍、消失。</color>	<color=#d8d8d8>At the same time, the strange space that had just appeared also gradually collapsed and vanished.</color>	<color=#d8d8d8>同時に、先ほど出現した不思議な空間も次第に崩れ、消えていった。</color>	<color=#d8d8d8>이와 동시에 조금 전에 나타났었던 기묘한 공간이 점점 무너지면서 사라졌다</color>	[​ในขณะเดียวกัน​ มิติ​ประหลาด​ที่​เพิ่ง​ปรากฏ​ขึ้น​เมื่อ​ครู่​ก็​ค่อยๆ​ พังทลาย​ลง​ และ​สลาย​หาย​ไป​ในที่สุด​]​															
4	5			内特	太好了，我们又回来了。		1	57:dialg_bg_268	8	1.3		17	-1	106008;105008;107008		200601;0;0	0;100801;0		13;20;27		1					bgm_universal_survey01			-1													105008;0;0	34;0											1	內特	Nate	ネイト	네이트	เนท						太好了，我們又回來了。	Great, we're back again.	よかった、また戻った。	다행이야. 다시 돌아왔어!	เยี่ยม​เลย​ เรา​กลับมา​ได้​แล้ว​															
5	6			小音	不过，刚刚那个奇怪的空间是什么啊？				8	1.3				106008;105008;107008		200601;0;0	0;100801;0		13;20;27		1																					105008;106008;0	34;0											1	小音	Poppy	イナ	이나	อินะ						不過，剛剛那個奇怪的空間是什麼啊？	But what was that strange space just now?	でも、さっきの変な空間ってなに？	그런데, 좀 전의 그 이상한 공간은 뭐였던 걸까요?	ว่าแต่​ มิติ​ประหลาด​เมื่อกี้​มัน​คือ​อะไร​กัน​นะ​?​															
6	7			伊德	……无法确定，可能是次生空间。				8	1.3				106008;105008;107008		200601;200501;0	0;100801;101001		13;20;27		1																					107008;107008;1	1;1											1	伊德	Idego	イード	에이드	เอ็ด						……無法確定，可能是次生空間。	...Can't say for sure. It might be a secondary space.	……分からない。派生空間の可能性もある。	…확실하진 않지만, 다른 차원의 공간인 것 같아	...​ยัง​สรุป​ไม่​ได้​ แต่​อาจจะ​เป็น​มิติ​ทุติยภูมิ​ก็ได้​															
7	8			小音	次生空间，是哪里啊？				8	1.3				106008;105008;107008		200501;200301;0	101001;0;101001		13;20;27		1																					107008;107008;1	1;1											1	小音	Poppy	イナ	이나	อินะ						次生空間，是哪裡啊？	Secondary space, where is that?	派生空間？それはどこなの？	다른 차원의 공간이라면, 어디죠?	มิติ​ทุติยภูมิ​...​ มัน​คือ​ที่ไหน​เหรอ​?​															
8	9			伊德	次生空间并不是具体某个地方，而是某类特殊空间的统称。				8	1.3				106008;105008;107008		200501;200301;0	101001;0;0		13;20;27		1																					107008;107008;1	45;1											1	伊德	Idego	イード	에이드	เอ็ด						次生空間並不是具體某個地方，而是某類特殊空間的統稱。	Secondary space isn't a specific place, but rather a collective term for a certain kind of special space.	派生空間は具体的な場所ではなく、ある特殊空間の総称だ。	다른 차원의 공간은 구체적으로 어떤 공간을 말하는 건 아니고, 일종의 특수한 공간을 지칭하는 통칭이야	มิติ​ทุติยภูมิ​ไม่​ได้​หมายถึง​สถานที่​แห่งใด​แห่ง​หนึ่ง​โดยเฉพาะ​หรอก​ แต่​เป็น​คำ​เรียก​รวม​ๆ​ ของ​พื้นที่​พิเศษ​ประเภท​นึง​น่ะ​															
9	10			伊德	我们刚刚在那个空间的打斗并没有影响到这个世界。				8	1.3				106008;105008;107008		200501;200301;0	0;0;101301		13;20;27		1																					107008;107008;1	45;1											1	伊德	Idego	イード	에이드	เอ็ด						我們剛剛在那個空間的打鬥並沒有影響到這個世界。	The fighting we did just now in that space didn't affect this world.	さっきの空間での戦いは、この世界に影響はなかった。	우리가 방금 그 공간에서 싸웠는데, 이 세계는 아무런 영향을 주지 못했으니까	เมื่อกี้​การต่อสู้​ของ​พวกเรา​ใน​มิติ​นั้น​ไม่​ได้​ส่ง​ผลกระทบ​ต่อ​โลก​นี้​เลย​															
