id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2			背嵬	嘿兄弟，说句话嘛。		1	57:dialg_bg_172		1.1		17	-1	104003;119008					14;26		1			18:npc_icon_593_1	1	bgm_universal_survey01	sfx_story_01_shafa															1;1	7;1											1	背嵬	Byrwald	背嵬	세이가이	เบอร์วาลด์						嘿兄弟，說句話嘛。	Hey buddy, say something.	なあ、なんか言えって。	어이, 친구. 말 좀 해 봐	เฮ้​เพื่อนยาก​ พูด​อะไร​หน่อย​ซิ​															
2	3			牛仔	……					1.1				104003;119008					14;26		1			18:npc_icon_731_4	1																	1;1	7;1											1	牛仔	Cowboy	カウボーイ	카우보이	คาวบอย						……	...	……	...	...															
3	4			神秘人	叫——你——说——话——叻——					1.1				104003;119008		200201;200302	0;10206		14;26		1						sfx_story_03_shuaidao	1														1;1	7;1											1	神秘人	Mysterious Person	謎の人	정체불명의 누군가	บุคคลลึกลับ						叫——你——說——話——叻——	You start TALKING now!	言ーえーつーってーんーのー	말— 하— 라— 고— 오—	พูด​—​ อะ​—​ ไร​—​ หน่อย​—​ เซ่​—!​															
4	5				<color=#d8d8d8>被背嵬钳制、又被神秘人戳着肩膀的牛仔惊恐地缩了缩脖子。</color>					1.1				104003;119008		200201;200302	0;10206		14;26		1																					1;1	7;1											1											<color=#d8d8d8>被背嵬鉗制、又被神秘人戳著肩膀的牛仔驚恐地縮了縮脖子。</color>	<color=#d8d8d8>The cowboy, held by Byrwald and poked by the mysterious person, shrank his neck in fear.</color>	<color=#d8d8d8>背嵬に掴まれて、謎の人物に肩を突かれるカウボーイは恐怖で首をすくめた。</color>	<color=#d8d8d8>세이가이에게 눌리고, 정체불명의 사람에게 어깨를 찔린 카우보이는 놀라고 당황해 목을 잔뜩 움츠렸다</color>	[​คาวบอย​ที่​ถูก​เบอร์​วาลด์​จับตัว​ไว้​แน่น​ และ​ยัง​ถูก​บุคคล​ลึกลับ​จิ้ม​ไหล่​ไป​พร้อมกัน​ หด​คอ​ลง​อย่าง​ตกใจ​]​															
5	6			南弥生	手上拿着的确实是铃的合作书，但人却又一声不吭……更可疑了呢。					1.1				104003;119008		0;200602	100201;10206		14;26		1						sfx_story_02_fandong															1;1	1;2											1	南彌生	Minami	南弥生	미나미	มินามิ						手上拿著的確實是鈴的合作書，但人卻又一聲不吭……更可疑了呢。	He's holding Linn's cooperation contract, but not saying a word... that's very suspicious.	これ、リンの契約書で間違いないわ。でもこの人、なにも言わないのね……ますます怪しい。	손에 든 건 린의 협력 계약서가 맞는데, 아무 말도 못 하는 게... 더 수상하네	ที่​ถือ​อยู่​ใน​มือ​ก็​เป็น​หนังสือสัญญา​ของ​ลินน์​จริงๆ​ แต่​เขา​กลับ​เงียบ​ไม่​ยอม​เปิดปาก​พูด​...​ นี่​มัน​ยิ่ง​น่าสงสัย​นะเนี่ย​															
6	7			背嵬	打扮成这个样子，会不会就不是本地人，听不懂我们在说什么啊？					1.1				104003;119008		0;200602	100201;0		14;26		1			18:npc_icon_593_1	1																	1;1	1;2											1	背嵬	Byrwald	背嵬	세이가이	เบอร์วาลด์						打扮成這個樣子，會不會就不是本地人，聽不懂我們在說什麼啊？	Dressed like that, he might not be local and can't understand us.	この格好、地元民じゃなくね？言葉通じてねぇんじゃ……	차림새를 보니 여기 사람은 아닌 것 같은데 우리가 뭐라는지 못 알아듣는 거 아냐?	แต่งตัว​แบบนี้​ ดู​ไม่​ใช่​คน​ท้องถิ่น​นะ​ อาจจะ​ฟัง​ที่​เรา​พูด​ไม่​เข้าใจ​เหรอ​เปล่า​?​															
7	8			神秘人	欸？那可难办了……					1.1				104003;119008			100201;101001		14;26		1																					1;0	1;2											1	神秘人	Mysterious Person	謎の人	정체불명의 누군가	บุคคลลึกลับ						欸？那可難辦了……	Hmm, that could be tricky...	えっ？それは困るぞ……	네? 그럼 곤란해지는데...	เอ๋​?​ แบบนี้​ท่าจะ​ลำบาก​แล้ว​นะ​...​															
8	9			南弥生	让我来吧。					1.1				104003;119008			0;101001		14;26		1																					1;1	1;2											1	南彌生	Minami	南弥生	미나미	มินามิ						讓我來吧。	Let me take care of this.	私がやってみよう。	내가 해 볼게	ให้ฉันจัดการเอง															
9	10				<color=#d8d8d8>只见南弥生俯下身，用他国语言询问着什么。</color>					1.1				119008			101001		26		1						op2_xiaobaijugong															1	46;2											1											<color=#d8d8d8>只見南彌生俯下身，用他國語言詢問著什麼。</color>	<color=#d8d8d8>Minami leaned down, speaking in a foreign tongue.</color>	<color=#d8d8d8>南弥生は身をかがめ、他国語で何かを聞いている。</color>	<color=#d8d8d8>미나미가 몸을 숙여 다른 말로 뭔가를 물었다</color>	[​เห็น​มิ​นา​มิ​ก้มลง​ถาม​อะไร​บางอย่าง​ด้วย​ภาษาต่างประเทศ​]​															
