id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2		2		昆士区丨贝克猫餐厅																1						op_jianpan																											1											昆士區丨貝克貓餐廳	Baker's Cafe, Quince	コンシ区丨ベイカーキャットレストラン	퀸즈 타운｜베이커캣 레스토랑	เขตควินซ์丨เบเกอร์คาเฟ่															
2	3		11				1	57:dialg_bg_335			2	17	-1								1						sfx_story_01_fengling																											1																														
3	4			艾可	唉……					1.1				102008		200601	10205		20		1					bgm_plot_trust01																1	43;0											1	艾可	Echo	アイコ	에코	เอคโค						唉……	Sigh...	はぁ……	하아……	เฮ้ออ...															
4	5			小白	检测到消沉情绪……艾可，发生什么事了吗？					1.1				102008		200601	10205		20		1			18:card_icon_108008_2	1																	1	43;0											1	小白	Shiro	シロ	화이트	ชิโระ						檢測到消沉情緒……艾可，發生什麼事了嗎？	Your bio-signs indicate a depressed state. What is the cause, Echo?	落ち込みの情緒を検出……アイコ、何かありましたか？	침체 이모션 감지… 에코, 무슨 일 있었나요?	ตรวจ​พบ​อารมณ์​ซึมเศร้า​...​ เอ​ค​โค​ เกิด​อะไร​ขึ้น​งั้น​เหรอ​คะ​?​															
5	6			艾可	唔……没什么……					1.1				102008		200601			20		1																					1	43;0											1	艾可	Echo	アイコ	에코	เอคโค						嗯……沒什麼……	It's nothing...	うぅ……なんでもないよ……	으… 아무것도…	อืม​...​ ก็​ไม่​มี​อะไร​หรอ​ก.​..​															
6	7			南弥生	小艾可是看到间竹游乐园重新开园的新闻，又想到悦悦了吧？					1.1				102008;104003		200201;200101	0;100201		20;27		1						sfx_story_01_tingxia															104003;102008	31;1											1	南彌生	Minami	南弥生	미나미	มินามิ						小艾可是看到間竹遊樂園重新開園的新聞，又想到悅悅了吧？	The park's reopened, and now you're feeling down about our panda friend, aren't you?	アイコちゃんはきっと、間竹遊園地が再開するニュースを見て、ユエユエのことを思い出したのでしょう。	에코, 간죽 놀이공원 재개장 뉴스 보고, 유유 생각난 거지?	เอ​ค​โค​น้อย​คงจะ​เห็น​ข่าว​สวนสนุก​แบ​มบู​เปิด​ใหม่​ แล้ว​คิดถึง​โจ​อี้​อีกแล้ว​ล่ะ​สิ​?​															
7	8			艾可	呜呜……悦悦……					1.1				102008;104003		200401;200201	0;100201		20;27		1																					0;102008	31;1											1	艾可	Echo	アイコ	에코	เอคโค						嗚嗚……悅悅……	I just... really miss him...	ううっ……ユエユエ……	흑… 유유…	ฮือออ... โจอี้...															
8	9			特莉丝	别难过了艾可，悦悦一直在努力带给大家快乐，一定也不想看到你为他这样伤心的。					1.1				103008;102008;104003		200401;200401;0	10210;0;0		13;20;27		1																					102008;103008;102008	28;1											1	特莉絲	Triss	トリス	트리스	ทริส						別難過了艾可，悅悅一直在努力帶給大家快樂，一定也不想看到你為他這樣傷心的。	The best way to honor him is to live with the same joy he tried to share with everyone.	泣かないでアイコ。ユエユエはずっと、みんなを笑顔にしようと頑張ってたんですよ。アイコが悲しむのは、きっと望んでないですわ。	너무 슬퍼하지 마요, 에코. 유유는 늘 모두에게 기쁨을 주려고 애썼어. 네가 이렇게 슬퍼하는 걸 바라진 않을 거예요.	อย่า​เศร้า​ไป​เลย​นะคะ​ เอ​ค​โค​ โจ​อี้​พยายาม​นำ​ความสุข​มา​ให้​ทุกคน​อยู่​ตลอด​ เขา​คง​ไม่​อยาก​เห็น​เธอ​ต้อง​มา​นั่ง​เสียใจ​เพราะ​เขา​แบบนี้​หรอก​นะคะ​															
9	10			艾可	可是……可是艾可忍不住嘛……					1.1				103008;102008;104003		200501;200401;0	10210;10214;0		13;20;27		1																					102008;103008;102008	28;1											1	艾可	Echo	アイコ	에코	เอคโค						可是……可是艾可忍不住啦……	I know that! But it still hurts!	でも……でもアイコ、我慢できないよ……	하지만… 하지만 눈물이 멈추질 않잖아…	แต่ว่า​...​ ก็​เอ​ค​โค​ทน​ไม่​ได้​นี่​นา​...​															
10	11			小白	……听说最近新开发了一款可以增加愉快情绪的营养剂，艾可要试试吗？					1.1				103008;102008;104003		200101;200401;0	0;10214;0		13;20;27		1			18:card_icon_108008_2	1																		28;1											1	小白	Shiro	シロ	화이트	ชิโระ						……聽說最近新開發了一款可以增加愉快情緒的營養劑，艾可要試試嗎？	There's a new product on the market that claims to chemically induce happiness. Would you like to try it, Echo?	……最近、愉快な情緒を増やす栄養剤が開発されたらしいですが、試してみますか？	…최근 ‘유쾌 이모션’을 높여 준다는 영양제가 개발됐다는데, 시험해볼래요?	...​ได้ยิน​มา​ว่า​ช่วงนี้​มี​การพัฒนา​สาร​อาหารเสริม​ชนิด​ใหม่​ที่​ช่วย​เพิ่ม​อารมณ์​เชิง​บวก​ขึ้น​มา​ด้วย​ค่ะ​ เอ​ค​โค​อยาก​ลองดู​หน่อย​มั้ย​?​															
11	12			艾可	呃，那是什么奇怪的东西？艾可才不要呢……					1.1				103008;102008;104003		200101;200701;0			13;20;27		1																						28;1											1	艾可	Echo	アイコ	에코	เอคโค						呃，那是什麼奇怪的東西？艾可才不要呢……	That sounds creepy! I'm not going to drink some lab-made happiness potion!	えっ、なんか怪しくない？いらないよ……	엥, 그게 뭐야? 에코 안 먹을래…	เอ๋​ มัน​คือ​อะไร​ล่ะ​นั่น​ ประหลาด​ชะมัด​?​ เอ​ค​โค​ไม่​เอา​ด้วย​หรอ​ก.​..​															
12	13			#playerName	而且，那个营养剂好像还没得到认证吧……					1.1				103008;102008;104003		200101;200201;200101	0;0;100201		13;20;27		1																						28;1											1	#playerName	#playerName	#playerName	#playerName	#playerName						而且，那個營養劑好像還沒得到認證吧……	I read the report on that. The clinical trials were... less than convincing.	それに、その栄養剤、まだ許可されてないんじゃ……	게다가 아직 인증도 못 받았다던데…	อีก​อย่าง​นะ​ สาร​อาหารเสริม​นั่น​เหมือน​จะ​ยัง​ไม่​ได้รับ​การ​รับรอง​ด้วย​ใช่​มั้ย​นะ​...​															
13	14			艾可	什么？小白！你怎么能让我吃那种奇怪的东西啊！					1.1				103008;102008;104003		200101;200302;200101	0;10205;100201		13;20;27		1																					102008;1;102008	28;1											1	艾可	Echo	アイコ	에코	เอคโค						什麼？小白！你怎麼能讓我吃那種奇怪的東西啊！	Shiro! Since when do you recommend unapproved chemicals as a snack?!	え？シロ！そんな怪しいものをアイコに食べさせるの！？	뭐라고? 화이트! 그런 이상한 걸 왜 나한테 먹이려 해!	ว่า​ไง​นะ​?​ ชิ​โระ​!​ ทำไม​เธอ​ถึง​อยาก​ให้​เอ​ค​โค​กิน​ของแปลก​ๆ​ แบบ​นั้น​ด้วย​ล่ะ​!​															
14	15			小白	因为艾可最具有实验精神……抱歉，我只是想要开个玩笑，让艾可打起精神来。					1.1				103008;102008;104003		200101;200701;200101	0;10205;100201		13;20;27		1			18:card_icon_108008_6	1																	102008;1;102008	28;1											1	小白	Shiro	シロ	화이트	ชิโระ						因為艾可最具有實驗精神……抱歉，我只是想要開個玩笑，讓艾可打起精神來。	My logic was flawed. You are usually the most adventurous. It was an attempt at humor to distract you.	アイコが一番実験精神が旺盛ですから……すみません、冗談で元気づけようと思いまして……	에코가 가장 실험 정신이 강하니까… 미안합니다. 그냥 농담이었어요. 기운내게 하려고.	เพราะ​เอ​ค​โค​เป็น​คน​ที่​มี​จิตวิญญาณ​แห่ง​การทดลอง​มาก​ที่สุด​...​ ขอโทษ​ค่ะ​ ชิ​โระ​แค่​อยาก​จะ​พูดเล่น​ เพื่อให้​เอ​ค​โค​สดใส​ขึ้น​ก็​เท่านั้นเอง​															
15	16			艾可	……还真是无趣的玩笑啊……不过小白既然也会担心我……					1.1				103008;102008;104003		200101;200601;200101	0;10205;100201		13;20;27		1																					102008;1;102008	28;1											1	艾可	Echo	アイコ	에코	เอคโค						……還真是無趣的玩笑啊……不過小白既然也會擔心我……	...That was a pretty bad joke... But... it's nice that you tried...	……笑えない冗談だね……でも、シロが心配してくれたのは嬉しい……	…정말 재미없는 농담이네… 그래도 화이트가 날 걱정해줬다니…	เป็น​มุก​ที่​ไม่​ตลก​เอา​ซะ​เลย​นะ​ แต่​ใน​เมื่อ​ชิ​โระ​เอง​ก็​เป็นห่วง​เอ​ค​โค​เหมือนกัน​...​															
16	17			艾可	唔……心情好像好了一点点……					1.1				103008;102008;104003		200101;201301;200101	0;10205;100201		13;20;27		1																					102008;1;102008	28;1											1	艾可	Echo	アイコ	에코	เอคโค						嗯……心情好像好了一點點……	I guess... I do feel a tiny bit better.	うぅ……ちょっとだけ元気が出たかも……	으음… 기분이 조금은 나아진 것 같아…	อืม​...​ อารมณ์​ดีขึ้น​มา​นิดหน่อย​แล้ว​ล่ะ​...​															
