ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
10300701001	101@45.4;201@16.3;301@126.1;703@0.033;401@0.01;1602@0.011;2102@0.011	10300701	1	101@45.4;201@16.3;301@126.1;703@0.033;401@0.01;1602@0.011;2102@0.011			1	
10300701002	101@62.4;201@16.3;301@126.1;703@0.033;401@0.01;1602@0.011;2102@0.011	10300701	2	101@17	4104041;3000003	15;900	1	
10300701003	101@62.4;201@22.4;301@126.1;703@0.033;401@0.01;1602@0.011;2102@0.011	10300701	3	201@6.1	4104041;3000003	15;960	1	
10300701004	101@62.4;201@22.4;301@173.4;703@0.033;401@0.01;1602@0.011;2102@0.011	10300701	4	301@47.3	4104041;3000003	15;1020	1	
10300701005	101@62.4;201@22.4;301@173.4;703@0.066;401@0.01;1602@0.011;2102@0.011	10300701	5	703@0.033	4104041;3000003	15;1080	1	
10300701006	101@79.4;201@22.4;301@173.4;703@0.066;401@0.01;1602@0.011;2102@0.011	10300701	6	101@17	4104041;3000003	15;1140	1	
10300701007	101@79.4;201@28.5;301@173.4;703@0.066;401@0.01;1602@0.011;2102@0.011	10300701	7	201@6.1	4104041;3000003	15;1200	1	
10300701008	101@79.4;201@28.5;301@220.7;703@0.066;401@0.01;1602@0.011;2102@0.011	10300701	8	301@47.3	4104041;3000003	15;1260	1	
10300701009	101@79.4;201@28.5;301@220.7;703@0.066;401@0.02;1602@0.011;2102@0.011	10300701	9	401@0.01	4104041;3000003	15;1320	1	
10300701010	101@96.4;201@28.5;301@220.7;703@0.066;401@0.02;1602@0.011;2102@0.011	10300701	10	101@17	4104041;3000003	15;1380	1	
10300701011	101@96.4;201@34.6;301@220.7;703@0.066;401@0.02;1602@0.011;2102@0.011	10300701	11	201@6.1	4104041;3000003	30;1440	1	
10300701012	101@96.4;201@34.6;301@268;703@0.066;401@0.02;1602@0.011;2102@0.011	10300701	12	301@47.3	4104041;3000003	30;1500	1	
10300701013	101@96.4;201@34.6;301@268;703@0.066;401@0.02;1602@0.022;2102@0.011	10300701	13	1602@0.011	4104041;3000003	30;1560	1	
10300701014	101@113.4;201@34.6;301@268;703@0.066;401@0.02;1602@0.022;2102@0.011	10300701	14	101@17	4104041;3000003	30;1620	1	
10300701015	101@113.4;201@40.7;301@268;703@0.066;401@0.02;1602@0.022;2102@0.011	10300701	15	201@6.1	4104041;3000003	30;1680	1	
10300701016	101@113.4;201@40.7;301@315.3;703@0.066;401@0.02;1602@0.022;2102@0.011	10300701	16	301@47.3	4104041;3000003	30;1740	1	
10300701017	101@113.4;201@40.7;301@315.3;703@0.066;401@0.02;1602@0.022;2102@0.022	10300701	17	2102@0.011	4104041;3000003	30;1800	1	
10300701018	101@130.4;201@40.7;301@315.3;703@0.066;401@0.02;1602@0.022;2102@0.022	10300701	18	101@17	4104041;3000003	30;1860	1	
10300701019	101@130.4;201@46.8;301@315.3;703@0.066;401@0.02;1602@0.022;2102@0.022	10300701	19	201@6.1	4104041;3000003	30;1920	1	
10300701020	101@130.4;201@46.8;301@362.6;703@0.066;401@0.02;1602@0.022;2102@0.022	10300701	20	301@47.3	4104041;3000003	30;1980	1	
10300701021	101@130.4;201@46.8;301@362.6;703@0.099;401@0.02;1602@0.022;2102@0.022	10300701	21	703@0.033	4104041;4104042;3000003	40;40;2040	1	
10300701022	101@147.4;201@46.8;301@362.6;703@0.099;401@0.02;1602@0.022;2102@0.022	10300701	22	101@17	4104041;4104042;3000003	40;40;2100	1	
10300701023	101@147.4;201@52.9;301@362.6;703@0.099;401@0.02;1602@0.022;2102@0.022	10300701	23	201@6.1	4104041;4104042;3000003	40;40;2160	1	
10300701024	101@147.4;201@52.9;301@409.9;703@0.099;401@0.02;1602@0.022;2102@0.022	10300701	24	301@47.3	4104041;4104042;3000003	40;40;2220	1	
10300701025	101@147.4;201@52.9;301@409.9;703@0.099;401@0.03;1602@0.022;2102@0.022	10300701	25	401@0.01	4104041;4104042;3000003	40;40;2280	1	
