id	ids	status
string	string	int
101008	10100801,10100802	1
101011	10101101,10101102	1
101005	10100501,10100502	1
101006	10100601,10100602	1
102008	10200801,10200802	1
102007	10200701,10200702,10200703,10200704	1
102011	10201101,10201102,10201103,10201104	1
102001	10200101,10200102	1
102021	10202101,10202102,10202103,10202104	1
103008	10300801,10300802	1
103002	10300201,10300202	1
103007	10300701,10300702,10300703,10300704	1
103019	10301901,10301902	1
103021	10302101,10302102,10302103,10302104	1
104003	10400301,10400302	1
104005	10400501,10400502	1
104001	10400101,10400102,10400103,10400104	1
104008	10400801,10400802	1
105008	10500801,10500802,10500803,10500804	1
105001	10500101,10500102	1
105002	10500201,10500202	1
105006	10500601,10500602	1
106008	10600801,10600802	1
106001	10600101,10600102	1
106002	10600201,10600202,10600203,10600204	1
106010	10601001,10601002	1
107008	10700801,10700802	1
107001	10700101,10700102,10700103,10700104	1
107005	10700501,10700502	1
108008	10800801,10800802	1
108001	10800101,10800102,10800103,10800104	1
108006	10800601,10800602,10800603,10800604	1
108004	10800401,10800402	1
109008	10900801,10900802,10900803,10900804	1
110008	11000801,11000802,11000803,11000804	1
111008	11100801,11100802	1
111002	11100201,11100202,11100203,11100204	1
112008	11200801,11200802	1
112002	11200201,11200202,11200203,11200204	1
113008	11300801,11300802	1
113001	11300101,11300102,11300103,11300104	1
114008	11400801,11400802	1
114001	11400101,11400102,11400103,11400104	1
904001	90400101,90400102	1
904002	90400201,90400202	1
904005	90400501,90400502	1
904006	90400601,90400602	1
121008	12100801,12100802	1
904009	90400901,90400902	1
904010	90401001,90401002	1
904014	90401401,90401402,90401403,90401404	1
904015	90401501,90401502,90401503,90401504	1
904020	90402001,90402002,90402003,90402004	1
904022	90402201,90402202	1
904025	90402501,90402502	1
904026	90402601,90402602	1
904031	90403101,90403102	1
904033	90403301,90403302	1
904034	90403401,90403402	1
904041	90404101,90404102	1
904043	90404301,90404302	1
908002	90800201,90800202,90800203,90800204	1
115008	11500801,11500802	1
127008	12700801,12700802,12700803,12700804	1
130008	13000801,13000802,13000803,13000804	1
131008	13100801,13100802,13100803,13100804	1
117008	11700801,11700802,11700803,11700804	1
103006	10300601,10300602,10300603,10300604	1
105004	10500401,10500402	1
106009	10600901,10600902,10600903,10600904	1
107010	10701001,10701002,10701003,10701004	1
101013	10101301,10101302,10101303,10101304	1
129008	12900801,12900802	1
