ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
10500499001	101@79;201@30.4;301@182.4;603@0.025;1203@0.012;1602@0.017;2102@0.017	10500499	1	101@79;201@30.4;301@182.4;603@0.025;1203@0.012;1602@0.017;2102@0.017			1	
10500499002	101@95.6;201@30.4;301@182.4;603@0.025;1203@0.012;1602@0.017;2102@0.017	10500499	2	101@16.6	4104041;3000003	20;1200	1	
10500499003	101@95.6;201@36.8;301@182.4;603@0.025;1203@0.012;1602@0.017;2102@0.017	10500499	3	201@6.4	4104041;3000003	20;1280	1	
10500499004	101@95.6;201@36.8;301@220.8;603@0.025;1203@0.012;1602@0.017;2102@0.017	10500499	4	301@38.4	4104041;3000003	20;1360	1	
10500499005	101@95.6;201@36.8;301@220.8;603@0.05;1203@0.012;1602@0.017;2102@0.017	10500499	5	603@0.025	4104041;3000003	20;1440	1	
10500499006	101@112.2;201@36.8;301@220.8;603@0.05;1203@0.012;1602@0.017;2102@0.017	10500499	6	101@16.6	4104041;3000003	20;1520	1	
10500499007	101@112.2;201@43.2;301@220.8;603@0.05;1203@0.012;1602@0.017;2102@0.017	10500499	7	201@6.4	4104041;3000003	20;1600	1	
10500499008	101@112.2;201@43.2;301@259.2;603@0.05;1203@0.012;1602@0.017;2102@0.017	10500499	8	301@38.4	4104041;3000003	20;1680	1	
10500499009	101@112.2;201@43.2;301@259.2;603@0.05;1203@0.024;1602@0.017;2102@0.017	10500499	9	1203@0.012	4104041;3000003	20;1760	1	
10500499010	101@128.8;201@43.2;301@259.2;603@0.05;1203@0.024;1602@0.017;2102@0.017	10500499	10	101@16.6	4104041;3000003	20;1840	1	
10500499011	101@128.8;201@49.6;301@259.2;603@0.05;1203@0.024;1602@0.017;2102@0.017	10500499	11	201@6.4	4104041;3000003	40;1920	1	
10500499012	101@128.8;201@49.6;301@297.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	10500499	12	301@38.4	4104041;3000003	40;2000	1	
10500499013	101@128.8;201@49.6;301@297.6;603@0.05;1203@0.024;1602@0.034;2102@0.017	10500499	13	1602@0.017	4104041;3000003	40;2080	1	
10500499014	101@145.4;201@49.6;301@297.6;603@0.05;1203@0.024;1602@0.034;2102@0.017	10500499	14	101@16.6	4104041;3000003	40;2160	1	
10500499015	101@145.4;201@56;301@297.6;603@0.05;1203@0.024;1602@0.034;2102@0.017	10500499	15	201@6.4	4104041;3000003	40;2240	1	
10500499016	101@145.4;201@56;301@336;603@0.05;1203@0.024;1602@0.034;2102@0.017	10500499	16	301@38.4	4104041;3000003	40;2320	1	
