ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
13000802001	101@105.6;201@41;301@248.5;603@0.017;1203@0.019;1602@0.017;2102@0.017	13000802	1	101@105.6;201@41;301@248.5;603@0.017;1203@0.019;1602@0.017;2102@0.017			1	
13000802002	101@127.8;201@41;301@248.5;603@0.017;1203@0.019;1602@0.017;2102@0.017	13000802	2	101@22.2	4104041;3000003	20;1200	1	
13000802003	101@127.8;201@49.6;301@248.5;603@0.017;1203@0.019;1602@0.017;2102@0.017	13000802	3	201@8.6	4104041;3000003	20;1280	1	
13000802004	101@127.8;201@49.6;301@300.8;603@0.017;1203@0.019;1602@0.017;2102@0.017	13000802	4	301@52.3	4104041;3000003	20;1360	1	
13000802005	101@127.8;201@49.6;301@300.8;603@0.034;1203@0.019;1602@0.017;2102@0.017	13000802	5	603@0.017	4104041;3000003	20;1440	1	
13000802006	101@150;201@49.6;301@300.8;603@0.034;1203@0.019;1602@0.017;2102@0.017	13000802	6	101@22.2	4104041;3000003	20;1520	1	
13000802007	101@150;201@58.2;301@300.8;603@0.034;1203@0.019;1602@0.017;2102@0.017	13000802	7	201@8.6	4104041;3000003	20;1600	1	
13000802008	101@150;201@58.2;301@353.1;603@0.034;1203@0.019;1602@0.017;2102@0.017	13000802	8	301@52.3	4104041;3000003	20;1680	1	
13000802009	101@150;201@58.2;301@353.1;603@0.034;1203@0.038;1602@0.017;2102@0.017	13000802	9	1203@0.019	4104041;3000003	20;1760	1	
13000802010	101@172.2;201@58.2;301@353.1;603@0.034;1203@0.038;1602@0.017;2102@0.017	13000802	10	101@22.2	4104041;3000003	20;1840	1	
13000802011	101@172.2;201@66.8;301@353.1;603@0.034;1203@0.038;1602@0.017;2102@0.017	13000802	11	201@8.6	4104041;3000003	40;1920	1	
13000802012	101@172.2;201@66.8;301@405.4;603@0.034;1203@0.038;1602@0.017;2102@0.017	13000802	12	301@52.3	4104041;3000003	40;2000	1	
13000802013	101@172.2;201@66.8;301@405.4;603@0.034;1203@0.038;1602@0.034;2102@0.017	13000802	13	1602@0.017	4104041;3000003	40;2080	1	
13000802014	101@194.4;201@66.8;301@405.4;603@0.034;1203@0.038;1602@0.034;2102@0.017	13000802	14	101@22.2	4104041;3000003	40;2160	1	
13000802015	101@194.4;201@75.4;301@405.4;603@0.034;1203@0.038;1602@0.034;2102@0.017	13000802	15	201@8.6	4104041;3000003	40;2240	1	
13000802016	101@194.4;201@75.4;301@457.7;603@0.034;1203@0.038;1602@0.034;2102@0.017	13000802	16	301@52.3	4104041;3000003	40;2320	1	
13000802017	101@194.4;201@75.4;301@457.7;603@0.034;1203@0.038;1602@0.034;2102@0.034	13000802	17	2102@0.017	4104041;3000003	40;2400	1	
13000802018	101@216.6;201@75.4;301@457.7;603@0.034;1203@0.038;1602@0.034;2102@0.034	13000802	18	101@22.2	4104041;3000003	40;2480	1	
13000802019	101@216.6;201@84;301@457.7;603@0.034;1203@0.038;1602@0.034;2102@0.034	13000802	19	201@8.6	4104041;3000003	40;2560	1	
13000802020	101@216.6;201@84;301@510;603@0.034;1203@0.038;1602@0.034;2102@0.034	13000802	20	301@52.3	4104041;3000003	40;2640	1	
13000802021	101@216.6;201@84;301@510;603@0.051;1203@0.038;1602@0.034;2102@0.034	13000802	21	603@0.017	4104041;4104042;3000003	55;55;2720	1	
13000802022	101@238.8;201@84;301@510;603@0.051;1203@0.038;1602@0.034;2102@0.034	13000802	22	101@22.2	4104041;4104042;3000003	55;55;2800	1	
13000802023	101@238.8;201@92.6;301@510;603@0.051;1203@0.038;1602@0.034;2102@0.034	13000802	23	201@8.6	4104041;4104042;3000003	55;55;2880	1	
13000802024	101@238.8;201@92.6;301@562.3;603@0.051;1203@0.038;1602@0.034;2102@0.034	13000802	24	301@52.3	4104041;4104042;3000003	55;55;2960	1	
13000802025	101@238.8;201@92.6;301@562.3;603@0.051;1203@0.057;1602@0.034;2102@0.034	13000802	25	1203@0.019	4104041;4104042;3000003	55;55;3040	1	
13000802026	101@261;201@92.6;301@562.3;603@0.051;1203@0.057;1602@0.034;2102@0.034	13000802	26	101@22.2	4104041;4104042;3000003	55;55;3120	1	
13000802027	101@261;201@101.2;301@562.3;603@0.051;1203@0.057;1602@0.034;2102@0.034	13000802	27	201@8.6	4104041;4104042;3000003	55;55;3200	1	
13000802028	101@261;201@101.2;301@614.6;603@0.051;1203@0.057;1602@0.034;2102@0.034	13000802	28	301@52.3	4104041;4104042;3000003	55;55;3280	1	
13000802029	101@261;201@101.2;301@614.6;603@0.051;1203@0.057;1602@0.051;2102@0.034	13000802	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1	
13000802030	101@283.2;201@101.2;301@614.6;603@0.051;1203@0.057;1602@0.051;2102@0.034	13000802	30	101@22.2	4104041;4104042;3000003	55;55;3440	1	
13000802031	101@283.2;201@109.8;301@614.6;603@0.051;1203@0.057;1602@0.051;2102@0.034	13000802	31	201@8.6	4104041;4104042;3000003	70;70;3520	1	
13000802032	101@283.2;201@109.8;301@666.9;603@0.051;1203@0.057;1602@0.051;2102@0.034	13000802	32	301@52.3	4104041;4104042;3000003	70;70;3600	1	
13000802033	101@283.2;201@109.8;301@666.9;603@0.051;1203@0.057;1602@0.051;2102@0.051	13000802	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1	
13000802034	101@305.4;201@109.8;301@666.9;603@0.051;1203@0.057;1602@0.051;2102@0.051	13000802	34	101@22.2	4104041;4104042;3000003	70;70;3760	1	
13000802035	101@305.4;201@118.4;301@666.9;603@0.051;1203@0.057;1602@0.051;2102@0.051	13000802	35	201@8.6	4104041;4104042;3000003	70;70;3840	1	
13000802036	101@305.4;201@118.4;301@719.2;603@0.051;1203@0.057;1602@0.051;2102@0.051	13000802	36	301@52.3	4104041;4104042;3000003	70;70;3920	1	
13000802037	101@305.4;201@118.4;301@719.2;603@0.068;1203@0.057;1602@0.051;2102@0.051	13000802	37	603@0.017	4104041;4104042;3000003	70;70;4000	1	
13000802038	101@327.6;201@118.4;301@719.2;603@0.068;1203@0.057;1602@0.051;2102@0.051	13000802	38	101@22.2	4104041;4104042;3000003	70;70;4080	1	
13000802039	101@327.6;201@127;301@719.2;603@0.068;1203@0.057;1602@0.051;2102@0.051	13000802	39	201@8.6	4104041;4104042;3000003	70;70;4160	1	
13000802040	101@327.6;201@127;301@771.5;603@0.068;1203@0.057;1602@0.051;2102@0.051	13000802	40	301@52.3	4104041;4104042;3000003	70;70;4240	1	
13000802041	101@327.6;201@127;301@771.5;603@0.068;1203@0.076;1602@0.051;2102@0.051	13000802	41	1203@0.019	4104041;4104042;4104043;3000003	70;70;70;4320	1	
13000802042	101@349.8;201@127;301@771.5;603@0.068;1203@0.076;1602@0.051;2102@0.051	13000802	42	101@22.2	4104041;4104042;4104043;3000003	70;70;70;4400	1	
13000802043	101@349.8;201@135.6;301@771.5;603@0.068;1203@0.076;1602@0.051;2102@0.051	13000802	43	201@8.6	4104041;4104042;4104043;3000003	70;70;70;4480	1	
13000802044	101@349.8;201@135.6;301@823.8;603@0.068;1203@0.076;1602@0.051;2102@0.051	13000802	44	301@52.3	4104041;4104042;4104043;3000003	70;70;70;4560	1	
13000802045	101@349.8;201@135.6;301@823.8;603@0.068;1203@0.076;1602@0.068;2102@0.051	13000802	45	1602@0.017	4104041;4104042;4104043;3000003	70;70;70;4640	1	
13000802046	101@372;201@135.6;301@823.8;603@0.068;1203@0.076;1602@0.068;2102@0.051	13000802	46	101@22.2	4104041;4104042;4104043;3000003	70;70;70;4720	1	
13000802047	101@372;201@144.2;301@823.8;603@0.068;1203@0.076;1602@0.068;2102@0.051	13000802	47	201@8.6	4104041;4104042;4104043;3000003	70;70;70;4800	1	
13000802048	101@372;201@144.2;301@876.1;603@0.068;1203@0.076;1602@0.068;2102@0.051	13000802	48	301@52.3	4104041;4104042;4104043;3000003	70;70;70;4880	1	
13000802049	101@372;201@144.2;301@876.1;603@0.068;1203@0.076;1602@0.068;2102@0.068	13000802	49	2102@0.017	4104041;4104042;4104043;3000003	70;70;70;4960	1	
13000802050	101@394.2;201@144.2;301@876.1;603@0.068;1203@0.076;1602@0.068;2102@0.068	13000802	50	101@22.2	4104041;4104042;4104043;3000003	70;70;70;5040	1	
13000802051	101@394.2;201@152.8;301@876.1;603@0.068;1203@0.076;1602@0.068;2102@0.068	13000802	51	201@8.6	4104041;4104042;4104043;3000003	90;90;90;5120	1	
13000802052	101@394.2;201@152.8;301@928.4;603@0.068;1203@0.076;1602@0.068;2102@0.068	13000802	52	301@52.3	4104041;4104042;4104043;3000003	90;90;90;5200	1	
13000802053	101@394.2;201@152.8;301@928.4;603@0.085;1203@0.076;1602@0.068;2102@0.068	13000802	53	603@0.017	4104041;4104042;4104043;3000003	90;90;90;5280	1	
13000802054	101@416.4;201@152.8;301@928.4;603@0.085;1203@0.076;1602@0.068;2102@0.068	13000802	54	101@22.2	4104041;4104042;4104043;3000003	90;90;90;5360	1	
13000802055	101@416.4;201@161.4;301@928.4;603@0.085;1203@0.076;1602@0.068;2102@0.068	13000802	55	201@8.6	4104041;4104042;4104043;3000003	90;90;90;5440	1	
13000802056	101@416.4;201@161.4;301@980.7;603@0.085;1203@0.076;1602@0.068;2102@0.068	13000802	56	301@52.3	4104041;4104042;4104043;3000003	90;90;90;5520	1	
13000802057	101@416.4;201@161.4;301@980.7;603@0.085;1203@0.095;1602@0.068;2102@0.068	13000802	57	1203@0.019	4104041;4104042;4104043;3000003	90;90;90;5600	1	
13000802058	101@438.6;201@161.4;301@980.7;603@0.085;1203@0.095;1602@0.068;2102@0.068	13000802	58	101@22.2	4104041;4104042;4104043;3000003	90;90;90;5680	1	
13000802059	101@438.6;201@170;301@980.7;603@0.085;1203@0.095;1602@0.068;2102@0.068	13000802	59	201@8.6	4104041;4104042;4104043;3000003	90;90;90;5760	1	
13000802060	101@438.6;201@170;301@1033;603@0.085;1203@0.095;1602@0.068;2102@0.068	13000802	60	301@52.3	4104041;4104042;4104043;3000003	90;90;90;5840	1	
