ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
80200801001	101@46;201@18;301@112;401@0.01;703@0.033;1602@0.011;2102@0.011	80200801	1	101@46;201@18;301@112;401@0.01;703@0.033;1602@0.011;2102@0.011			1	
80200801002	101@63.3;201@18;301@112;401@0.01;703@0.033;1602@0.011;2102@0.011	80200801	2	101@17.3	4104041;3000003	15;900	1	
80200801003	101@63.3;201@24.8;301@112;401@0.01;703@0.033;1602@0.011;2102@0.011	80200801	3	201@6.8	4104041;3000003	15;960	1	
80200801004	101@63.3;201@24.8;301@154;401@0.01;703@0.033;1602@0.011;2102@0.011	80200801	4	301@42	4104041;3000003	15;1020	1	
80200801005	101@63.3;201@24.8;301@154;401@0.01;703@0.063;1602@0.011;2102@0.011	80200801	5	703@0.03	4104041;3000003	15;1080	1	
80200801006	101@80.6;201@24.8;301@154;401@0.01;703@0.063;1602@0.011;2102@0.011	80200801	6	101@17.3	4104041;3000003	15;1140	1	
80200801007	101@80.6;201@31.6;301@154;401@0.01;703@0.063;1602@0.011;2102@0.011	80200801	7	201@6.8	4104041;3000003	15;1200	1	
80200801008	101@80.6;201@31.6;301@196;401@0.01;703@0.063;1602@0.011;2102@0.011	80200801	8	301@42	4104041;3000003	15;1260	1	
80200801009	101@80.6;201@31.6;301@196;401@0.02;703@0.063;1602@0.011;2102@0.011	80200801	9	401@0.01	4104041;3000003	15;1320	1	
80200801010	101@97.9;201@31.6;301@196;401@0.02;703@0.063;1602@0.011;2102@0.011	80200801	10	101@17.3	4104041;3000003	15;1380	1	
80200801011	101@97.9;201@38.4;301@196;401@0.02;703@0.063;1602@0.011;2102@0.011	80200801	11	201@6.8	4104041;3000003	30;1440	1	
80200801012	101@97.9;201@38.4;301@238;401@0.02;703@0.063;1602@0.011;2102@0.011	80200801	12	301@42	4104041;3000003	30;1500	1	
80200801013	101@97.9;201@38.4;301@238;401@0.02;703@0.063;1602@0.022;2102@0.011	80200801	13	1602@0.011	4104041;3000003	30;1560	1	
80200801014	101@115.2;201@38.4;301@238;401@0.02;703@0.063;1602@0.022;2102@0.011	80200801	14	101@17.3	4104041;3000003	30;1620	1	
80200801015	101@115.2;201@45.2;301@238;401@0.02;703@0.063;1602@0.022;2102@0.011	80200801	15	201@6.8	4104041;3000003	30;1680	1	
80200801016	101@115.2;201@45.2;301@280;401@0.02;703@0.063;1602@0.022;2102@0.011	80200801	16	301@42	4104041;3000003	30;1740	1	
80200801017	101@115.2;201@45.2;301@280;401@0.02;703@0.063;1602@0.022;2102@0.022	80200801	17	2102@0.011	4104041;3000003	30;1800	1	
80200801018	101@132.5;201@45.2;301@280;401@0.02;703@0.063;1602@0.022;2102@0.022	80200801	18	101@17.3	4104041;3000003	30;1860	1	
80200801019	101@132.5;201@52;301@280;401@0.02;703@0.063;1602@0.022;2102@0.022	80200801	19	201@6.8	4104041;3000003	30;1920	1	
80200801020	101@132.5;201@52;301@322;401@0.02;703@0.063;1602@0.022;2102@0.022	80200801	20	301@42	4104041;3000003	30;1980	1	
80200801021	101@132.5;201@52;301@322;401@0.02;703@0.093;1602@0.022;2102@0.022	80200801	21	703@0.03	4104041;4104042;3000003	40;40;2040	1	
80200801022	101@149.8;201@52;301@322;401@0.02;703@0.093;1602@0.022;2102@0.022	80200801	22	101@17.3	4104041;4104042;3000003	40;40;2100	1	
80200801023	101@149.8;201@58.8;301@322;401@0.02;703@0.093;1602@0.022;2102@0.022	80200801	23	201@6.8	4104041;4104042;3000003	40;40;2160	1	
80200801024	101@149.8;201@58.8;301@364;401@0.02;703@0.093;1602@0.022;2102@0.022	80200801	24	301@42	4104041;4104042;3000003	40;40;2220	1	
80200801025	101@149.8;201@58.8;301@364;401@0.03;703@0.093;1602@0.022;2102@0.022	80200801	25	401@0.01	4104041;4104042;3000003	40;40;2280	1	
80200801026	101@167.1;201@58.8;301@364;401@0.03;703@0.093;1602@0.022;2102@0.022	80200801	26	101@17.3	4104041;4104042;3000003	40;40;2340	1	
80200801027	101@167.1;201@65.6;301@364;401@0.03;703@0.093;1602@0.022;2102@0.022	80200801	27	201@6.8	4104041;4104042;3000003	40;40;2400	1	
80200801028	101@167.1;201@65.6;301@406;401@0.03;703@0.093;1602@0.022;2102@0.022	80200801	28	301@42	4104041;4104042;3000003	40;40;2460	1	
80200801029	101@167.1;201@65.6;301@406;401@0.03;703@0.093;1602@0.033;2102@0.022	80200801	29	1602@0.011	4104041;4104042;3000003	40;40;2520	1	
