ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
13800899001	101@116;201@44;301@316;603@0.025;1203@0.012;1602@0.017;2102@0.017	13800899	1	101@116;201@44;301@316;603@0.025;1203@0.012;1602@0.017;2102@0.017			1	
13800899002	101@140.4;201@44;301@316;603@0.025;1203@0.012;1602@0.017;2102@0.017	13800899	2	101@24.4	4104041;3000003	20;1200	1	
13800899003	101@140.4;201@53.3;301@316;603@0.025;1203@0.012;1602@0.017;2102@0.017	13800899	3	201@9.3	4104041;3000003	20;1280	1	
13800899004	101@140.4;201@53.3;301@382.5;603@0.025;1203@0.012;1602@0.017;2102@0.017	13800899	4	301@66.5	4104041;3000003	20;1360	1	
13800899005	101@140.4;201@53.3;301@382.5;603@0.05;1203@0.012;1602@0.017;2102@0.017	13800899	5	603@0.025	4104041;3000003	20;1440	1	
13800899006	101@164.8;201@53.3;301@382.5;603@0.05;1203@0.012;1602@0.017;2102@0.017	13800899	6	101@24.4	4104041;3000003	20;1520	1	
13800899007	101@164.8;201@62.6;301@382.5;603@0.05;1203@0.012;1602@0.017;2102@0.017	13800899	7	201@9.3	4104041;3000003	20;1600	1	
13800899008	101@164.8;201@62.6;301@449;603@0.05;1203@0.012;1602@0.017;2102@0.017	13800899	8	301@66.5	4104041;3000003	20;1680	1	
13800899009	101@164.8;201@62.6;301@449;603@0.05;1203@0.024;1602@0.017;2102@0.017	13800899	9	1203@0.012	4104041;3000003	20;1760	1	
13800899010	101@189.2;201@62.6;301@449;603@0.05;1203@0.024;1602@0.017;2102@0.017	13800899	10	101@24.4	4104041;3000003	20;1840	1	
13800899011	101@189.2;201@71.9;301@449;603@0.05;1203@0.024;1602@0.017;2102@0.017	13800899	11	201@9.3	4104041;3000003	40;1920	1	
13800899012	101@189.2;201@71.9;301@515.5;603@0.05;1203@0.024;1602@0.017;2102@0.017	13800899	12	301@66.5	4104041;3000003	40;2000	1	
13800899013	101@189.2;201@71.9;301@515.5;603@0.05;1203@0.024;1602@0.034;2102@0.017	13800899	13	1602@0.017	4104041;3000003	40;2080	1	
13800899014	101@213.6;201@71.9;301@515.5;603@0.05;1203@0.024;1602@0.034;2102@0.017	13800899	14	101@24.4	4104041;3000003	40;2160	1	
13800899015	101@213.6;201@81.2;301@515.5;603@0.05;1203@0.024;1602@0.034;2102@0.017	13800899	15	201@9.3	4104041;3000003	40;2240	1	
13800899016	101@213.6;201@81.2;301@582;603@0.05;1203@0.024;1602@0.034;2102@0.017	13800899	16	301@66.5	4104041;3000003	40;2320	1	
13800899017	101@213.6;201@81.2;301@582;603@0.05;1203@0.024;1602@0.034;2102@0.034	13800899	17	2102@0.017	4104041;3000003	40;2400	1	
13800899018	101@238;201@81.2;301@582;603@0.05;1203@0.024;1602@0.034;2102@0.034	13800899	18	101@24.4	4104041;3000003	40;2480	1	
13800899019	101@238;201@90.5;301@582;603@0.05;1203@0.024;1602@0.034;2102@0.034	13800899	19	201@9.3	4104041;3000003	40;2560	1	
13800899020	101@238;201@90.5;301@648.5;603@0.05;1203@0.024;1602@0.034;2102@0.034	13800899	20	301@66.5	4104041;3000003	40;2640	1	
13800899021	101@238;201@90.5;301@648.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	13800899	21	603@0.025	4104041;4104042;3000003	55;55;2720	1	
13800899022	101@262.4;201@90.5;301@648.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	13800899	22	101@24.4	4104041;4104042;3000003	55;55;2800	1	
13800899023	101@262.4;201@99.8;301@648.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	13800899	23	201@9.3	4104041;4104042;3000003	55;55;2880	1	
13800899024	101@262.4;201@99.8;301@715;603@0.075;1203@0.024;1602@0.034;2102@0.034	13800899	24	301@66.5	4104041;4104042;3000003	55;55;2960	1	
13800899025	101@262.4;201@99.8;301@715;603@0.075;1203@0.036;1602@0.034;2102@0.034	13800899	25	1203@0.012	4104041;4104042;3000003	55;55;3040	1	
13800899026	101@286.8;201@99.8;301@715;603@0.075;1203@0.036;1602@0.034;2102@0.034	13800899	26	101@24.4	4104041;4104042;3000003	55;55;3120	1	
13800899027	101@286.8;201@109.1;301@715;603@0.075;1203@0.036;1602@0.034;2102@0.034	13800899	27	201@9.3	4104041;4104042;3000003	55;55;3200	1	
13800899028	101@286.8;201@109.1;301@781.5;603@0.075;1203@0.036;1602@0.034;2102@0.034	13800899	28	301@66.5	4104041;4104042;3000003	55;55;3280	1	
13800899029	101@286.8;201@109.1;301@781.5;603@0.075;1203@0.036;1602@0.051;2102@0.034	13800899	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1	
13800899030	101@311.2;201@109.1;301@781.5;603@0.075;1203@0.036;1602@0.051;2102@0.034	13800899	30	101@24.4	4104041;4104042;3000003	55;55;3440	1	
13800899031	101@311.2;201@118.4;301@781.5;603@0.075;1203@0.036;1602@0.051;2102@0.034	13800899	31	201@9.3	4104041;4104042;3000003	70;70;3520	1	
13800899032	101@311.2;201@118.4;301@848;603@0.075;1203@0.036;1602@0.051;2102@0.034	13800899	32	301@66.5	4104041;4104042;3000003	70;70;3600	1	
13800899033	101@311.2;201@118.4;301@848;603@0.075;1203@0.036;1602@0.051;2102@0.051	13800899	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1	
13800899034	101@335.6;201@118.4;301@848;603@0.075;1203@0.036;1602@0.051;2102@0.051	13800899	34	101@24.4	4104041;4104042;3000003	70;70;3760	1	
13800899035	101@335.6;201@127.7;301@848;603@0.075;1203@0.036;1602@0.051;2102@0.051	13800899	35	201@9.3	4104041;4104042;3000003	70;70;3840	1	
13800899036	101@335.6;201@127.7;301@914.5;603@0.075;1203@0.036;1602@0.051;2102@0.051	13800899	36	301@66.5	4104041;4104042;3000003	70;70;3920	1	
13800899037	101@335.6;201@127.7;301@914.5;603@0.1;1203@0.036;1602@0.051;2102@0.051	13800899	37	603@0.025	4104041;4104042;3000003	70;70;4000	1	
13800899038	101@360;201@127.7;301@914.5;603@0.1;1203@0.036;1602@0.051;2102@0.051	13800899	38	101@24.4	4104041;4104042;3000003	70;70;4080	1	
13800899039	101@360;201@137;301@914.5;603@0.1;1203@0.036;1602@0.051;2102@0.051	13800899	39	201@9.3	4104041;4104042;3000003	70;70;4160	1	
13800899040	101@360;201@137;301@981;603@0.1;1203@0.036;1602@0.051;2102@0.051	13800899	40	301@66.5	4104041;4104042;3000003	70;70;4240	1	
13800899041	101@360;201@137;301@981;603@0.1;1203@0.048;1602@0.051;2102@0.051	13800899	41	1203@0.012	4104041;4104042;4104043;3000003	70;70;70;4320	1	
13800899042	101@384.4;201@137;301@981;603@0.1;1203@0.048;1602@0.051;2102@0.051	13800899	42	101@24.4	4104041;4104042;4104043;3000003	70;70;70;4400	1	
13800899043	101@384.4;201@146.3;301@981;603@0.1;1203@0.048;1602@0.051;2102@0.051	13800899	43	201@9.3	4104041;4104042;4104043;3000003	70;70;70;4480	1	
13800899044	101@384.4;201@146.3;301@1047.5;603@0.1;1203@0.048;1602@0.051;2102@0.051	13800899	44	301@66.5	4104041;4104042;4104043;3000003	70;70;70;4560	1	
13800899045	101@384.4;201@146.3;301@1047.5;603@0.1;1203@0.048;1602@0.068;2102@0.051	13800899	45	1602@0.017	4104041;4104042;4104043;3000003	70;70;70;4640	1	
13800899046	101@408.8;201@146.3;301@1047.5;603@0.1;1203@0.048;1602@0.068;2102@0.051	13800899	46	101@24.4	4104041;4104042;4104043;3000003	70;70;70;4720	1	
13800899047	101@408.8;201@155.6;301@1047.5;603@0.1;1203@0.048;1602@0.068;2102@0.051	13800899	47	201@9.3	4104041;4104042;4104043;3000003	70;70;70;4800	1	
13800899048	101@408.8;201@155.6;301@1114;603@0.1;1203@0.048;1602@0.068;2102@0.051	13800899	48	301@66.5	4104041;4104042;4104043;3000003	70;70;70;4880	1	
13800899049	101@408.8;201@155.6;301@1114;603@0.1;1203@0.048;1602@0.068;2102@0.068	13800899	49	2102@0.017	4104041;4104042;4104043;3000003	70;70;70;4960	1	
13800899050	101@433.2;201@155.6;301@1114;603@0.1;1203@0.048;1602@0.068;2102@0.068	13800899	50	101@24.4	4104041;4104042;4104043;3000003	70;70;70;5040	1	
13800899051	101@433.2;201@164.9;301@1114;603@0.1;1203@0.048;1602@0.068;2102@0.068	13800899	51	201@9.3	4104041;4104042;4104043;3000003	90;90;90;5120	1	
13800899052	101@433.2;201@164.9;301@1180.5;603@0.1;1203@0.048;1602@0.068;2102@0.068	13800899	52	301@66.5	4104041;4104042;4104043;3000003	90;90;90;5200	1	
