ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
10400101001	101@37.1;201@24;301@146.9;903@0.033;401@0.01;1602@0.011;2102@0.011	10400101	1	101@37.1;201@24;301@146.9;903@0.033;401@0.01;1602@0.011;2102@0.011			1	
10400101002	101@51;201@24;301@146.9;903@0.033;401@0.01;1602@0.011;2102@0.011	10400101	2	101@13.9	4104041;3000003	15;900	1	
10400101003	101@51;201@33;301@146.9;903@0.033;401@0.01;1602@0.011;2102@0.011	10400101	3	201@9	4104041;3000003	15;960	1	
10400101004	101@51;201@33;301@202;903@0.033;401@0.01;1602@0.011;2102@0.011	10400101	4	301@55.1	4104041;3000003	15;1020	1	
10400101005	101@51;201@33;301@202;903@0.066;401@0.01;1602@0.011;2102@0.011	10400101	5	903@0.033	4104041;3000003	15;1080	1	
10400101006	101@64.9;201@33;301@202;903@0.066;401@0.01;1602@0.011;2102@0.011	10400101	6	101@13.9	4104041;3000003	15;1140	1	
10400101007	101@64.9;201@42;301@202;903@0.066;401@0.01;1602@0.011;2102@0.011	10400101	7	201@9	4104041;3000003	15;1200	1	
10400101008	101@64.9;201@42;301@257.1;903@0.066;401@0.01;1602@0.011;2102@0.011	10400101	8	301@55.1	4104041;3000003	15;1260	1	
10400101009	101@64.9;201@42;301@257.1;903@0.066;401@0.02;1602@0.011;2102@0.011	10400101	9	401@0.01	4104041;3000003	15;1320	1	
10400101010	101@78.8;201@42;301@257.1;903@0.066;401@0.02;1602@0.011;2102@0.011	10400101	10	101@13.9	4104041;3000003	15;1380	1	
10400101011	101@78.8;201@51;301@257.1;903@0.066;401@0.02;1602@0.011;2102@0.011	10400101	11	201@9	4104041;3000003	30;1440	1	
10400101012	101@78.8;201@51;301@312.2;903@0.066;401@0.02;1602@0.011;2102@0.011	10400101	12	301@55.1	4104041;3000003	30;1500	1	
10400101013	101@78.8;201@51;301@312.2;903@0.066;401@0.02;1602@0.022;2102@0.011	10400101	13	1602@0.011	4104041;3000003	30;1560	1	
10400101014	101@92.7;201@51;301@312.2;903@0.066;401@0.02;1602@0.022;2102@0.011	10400101	14	101@13.9	4104041;3000003	30;1620	1	
10400101015	101@92.7;201@60;301@312.2;903@0.066;401@0.02;1602@0.022;2102@0.011	10400101	15	201@9	4104041;3000003	30;1680	1	
10400101016	101@92.7;201@60;301@367.3;903@0.066;401@0.02;1602@0.022;2102@0.011	10400101	16	301@55.1	4104041;3000003	30;1740	1	
10400101017	101@92.7;201@60;301@367.3;903@0.066;401@0.02;1602@0.022;2102@0.022	10400101	17	2102@0.011	4104041;3000003	30;1800	1	
10400101018	101@106.6;201@60;301@367.3;903@0.066;401@0.02;1602@0.022;2102@0.022	10400101	18	101@13.9	4104041;3000003	30;1860	1	
10400101019	101@106.6;201@69;301@367.3;903@0.066;401@0.02;1602@0.022;2102@0.022	10400101	19	201@9	4104041;3000003	30;1920	1	
10400101020	101@106.6;201@69;301@422.4;903@0.066;401@0.02;1602@0.022;2102@0.022	10400101	20	301@55.1	4104041;3000003	30;1980	1	
10400101021	101@106.6;201@69;301@422.4;903@0.099;401@0.02;1602@0.022;2102@0.022	10400101	21	903@0.033	4104041;4104042;3000003	40;40;2040	1	
10400101022	101@120.5;201@69;301@422.4;903@0.099;401@0.02;1602@0.022;2102@0.022	10400101	22	101@13.9	4104041;4104042;3000003	40;40;2100	1	
10400101023	101@120.5;201@78;301@422.4;903@0.099;401@0.02;1602@0.022;2102@0.022	10400101	23	201@9	4104041;4104042;3000003	40;40;2160	1	
10400101024	101@120.5;201@78;301@477.5;903@0.099;401@0.02;1602@0.022;2102@0.022	10400101	24	301@55.1	4104041;4104042;3000003	40;40;2220	1	
10400101025	101@120.5;201@78;301@477.5;903@0.099;401@0.03;1602@0.022;2102@0.022	10400101	25	401@0.01	4104041;4104042;3000003	40;40;2280	1	
10400101026	101@134.4;201@78;301@477.5;903@0.099;401@0.03;1602@0.022;2102@0.022	10400101	26	101@13.9	4104041;4104042;3000003	40;40;2340	1	
10400101027	101@134.4;201@87;301@477.5;903@0.099;401@0.03;1602@0.022;2102@0.022	10400101	27	201@9	4104041;4104042;3000003	40;40;2400	1	
10400101028	101@134.4;201@87;301@532.6;903@0.099;401@0.03;1602@0.022;2102@0.022	10400101	28	301@55.1	4104041;4104042;3000003	40;40;2460	1	
10400101029	101@134.4;201@87;301@532.6;903@0.099;401@0.03;1602@0.033;2102@0.022	10400101	29	1602@0.011	4104041;4104042;3000003	40;40;2520	1	
10400101030	101@148.3;201@87;301@532.6;903@0.099;401@0.03;1602@0.033;2102@0.022	10400101	30	101@13.9	4104041;4104042;3000003	40;40;2580	1	
10400101031	101@148.3;201@96;301@532.6;903@0.099;401@0.03;1602@0.033;2102@0.022	10400101	31	201@9	4104041;4104042;3000003	50;50;2640	1	
10400101032	101@148.3;201@96;301@587.7;903@0.099;401@0.03;1602@0.033;2102@0.022	10400101	32	301@55.1	4104041;4104042;3000003	50;50;2700	1	
10400101033	101@148.3;201@96;301@587.7;903@0.099;401@0.03;1602@0.033;2102@0.033	10400101	33	2102@0.011	4104041;4104042;3000003	50;50;2760	1	
10400101034	101@162.2;201@96;301@587.7;903@0.099;401@0.03;1602@0.033;2102@0.033	10400101	34	101@13.9	4104041;4104042;3000003	50;50;2820	1	
10400101035	101@162.2;201@105;301@587.7;903@0.099;401@0.03;1602@0.033;2102@0.033	10400101	35	201@9	4104041;4104042;3000003	50;50;2880	1	
10400101036	101@162.2;201@105;301@642.8;903@0.099;401@0.03;1602@0.033;2102@0.033	10400101	36	301@55.1	4104041;4104042;3000003	50;50;2940	1	
10400101037	101@162.2;201@105;301@642.8;903@0.132;401@0.03;1602@0.033;2102@0.033	10400101	37	903@0.033	4104041;4104042;3000003	50;50;3000	1	
10400101038	101@176.1;201@105;301@642.8;903@0.132;401@0.03;1602@0.033;2102@0.033	10400101	38	101@13.9	4104041;4104042;3000003	50;50;3060	1	
10400101039	101@176.1;201@114;301@642.8;903@0.132;401@0.03;1602@0.033;2102@0.033	10400101	39	201@9	4104041;4104042;3000003	50;50;3120	1	
10400101040	101@176.1;201@114;301@697.9;903@0.132;401@0.03;1602@0.033;2102@0.033	10400101	40	301@55.1	4104041;4104042;3000003	50;50;3180	1	
10400101041	101@176.1;201@114;301@697.9;903@0.132;401@0.04;1602@0.033;2102@0.033	10400101	41	401@0.01	4104041;4104042;3000003	50;50;50;3240	1	
10400101042	101@190;201@114;301@697.9;903@0.132;401@0.04;1602@0.033;2102@0.033	10400101	42	101@13.9	4104041;4104042;4104043;3000003	50;50;50;3300	1	
10400101043	101@190;201@123;301@697.9;903@0.132;401@0.04;1602@0.033;2102@0.033	10400101	43	201@9	4104041;4104042;4104043;3000003	50;50;50;3360	1	
10400101044	101@190;201@123;301@753;903@0.132;401@0.04;1602@0.033;2102@0.033	10400101	44	301@55.1	4104041;4104042;4104043;3000003	50;50;50;3420	1	
10400101045	101@190;201@123;301@753;903@0.132;401@0.04;1602@0.044;2102@0.033	10400101	45	1602@0.011	4104041;4104042;4104043;3000003	50;50;50;3480	1	
10400101046	101@203.9;201@123;301@753;903@0.132;401@0.04;1602@0.044;2102@0.033	10400101	46	101@13.9	4104041;4104042;4104043;3000003	50;50;50;3540	1	
10400101047	101@203.9;201@132;301@753;903@0.132;401@0.04;1602@0.044;2102@0.033	10400101	47	201@9	4104041;4104042;4104043;3000003	50;50;50;3600	1	
10400101048	101@203.9;201@132;301@808.1;903@0.132;401@0.04;1602@0.044;2102@0.033	10400101	48	301@55.1	4104041;4104042;4104043;3000003	50;50;50;3660	1	
10400101049	101@203.9;201@132;301@808.1;903@0.132;401@0.04;1602@0.044;2102@0.044	10400101	49	2102@0.011	4104041;4104042;4104043;3000003	50;50;50;3720	1	
10400101050	101@217.8;201@132;301@808.1;903@0.132;401@0.04;1602@0.044;2102@0.044	10400101	50	101@13.9	4104041;4104042;4104043;3000003	50;50;50;3780	1	
10400101051	101@217.8;201@141;301@808.1;903@0.132;401@0.04;1602@0.044;2102@0.044	10400101	51	201@9	4104041;4104042;4104043;3000003	70;70;70;3840	1	
10400101052	101@217.8;201@141;301@863.2;903@0.132;401@0.04;1602@0.044;2102@0.044	10400101	52	301@55.1	4104041;4104042;4104043;3000003	70;70;70;3900	1	
10400101053	101@217.8;201@141;301@863.2;903@0.165;401@0.04;1602@0.044;2102@0.044	10400101	53	903@0.033	4104041;4104042;4104043;3000003	70;70;70;3960	1	
10400101054	101@231.7;201@141;301@863.2;903@0.165;401@0.04;1602@0.044;2102@0.044	10400101	54	101@13.9	4104041;4104042;4104043;3000003	70;70;70;4020	1	
10400101055	101@231.7;201@150;301@863.2;903@0.165;401@0.04;1602@0.044;2102@0.044	10400101	55	201@9	4104041;4104042;4104043;3000003	70;70;70;4080	1	
10400101056	101@231.7;201@150;301@918.3;903@0.165;401@0.04;1602@0.044;2102@0.044	10400101	56	301@55.1	4104041;4104042;4104043;3000003	70;70;70;4140	1	
10400101057	101@231.7;201@150;301@918.3;903@0.165;401@0.05;1602@0.044;2102@0.044	10400101	57	401@0.01	4104041;4104042;4104043;3000003	70;70;70;4200	1	
10400101058	101@245.6;201@150;301@918.3;903@0.165;401@0.05;1602@0.044;2102@0.044	10400101	58	101@13.9	4104041;4104042;4104043;3000003	70;70;70;4260	1	
10400101059	101@245.6;201@159;301@918.3;903@0.165;401@0.05;1602@0.044;2102@0.044	10400101	59	201@9	4104041;4104042;4104043;3000003	70;70;70;4320	1	
10400101060	101@245.6;201@159;301@973.4;903@0.165;401@0.05;1602@0.044;2102@0.044	10400101	60	301@55.1	4104041;4104042;4104043;3000003	70;70;70;4380	1	
