ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
12600802001	101@107;201@41;301@250;603@0.017;1203@0.019;1602@0.017;2102@0.017	12600802	1	101@107;201@41;301@250;603@0.017;1203@0.019;1602@0.017;2102@0.017			1	
12600802002	101@129.5;201@41;301@250;603@0.017;1203@0.019;1602@0.017;2102@0.017	12600802	2	101@22.5	4104041;3000003	20;1200	1	
12600802003	101@129.5;201@49.6;301@250;603@0.017;1203@0.019;1602@0.017;2102@0.017	12600802	3	201@8.6	4104041;3000003	20;1280	1	
12600802004	101@129.5;201@49.6;301@302.6;603@0.017;1203@0.019;1602@0.017;2102@0.017	12600802	4	301@52.6	4104041;3000003	20;1360	1	
12600802005	101@129.5;201@49.6;301@302.6;603@0.034;1203@0.019;1602@0.017;2102@0.017	12600802	5	603@0.017	4104041;3000003	20;1440	1	
12600802006	101@152;201@49.6;301@302.6;603@0.034;1203@0.019;1602@0.017;2102@0.017	12600802	6	101@22.5	4104041;3000003	20;1520	1	
12600802007	101@152;201@58.2;301@302.6;603@0.034;1203@0.019;1602@0.017;2102@0.017	12600802	7	201@8.6	4104041;3000003	20;1600	1	
12600802008	101@152;201@58.2;301@355.2;603@0.034;1203@0.019;1602@0.017;2102@0.017	12600802	8	301@52.6	4104041;3000003	20;1680	1	
12600802009	101@152;201@58.2;301@355.2;603@0.034;1203@0.038;1602@0.017;2102@0.017	12600802	9	1203@0.019	4104041;3000003	20;1760	1	
12600802010	101@174.5;201@58.2;301@355.2;603@0.034;1203@0.038;1602@0.017;2102@0.017	12600802	10	101@22.5	4104041;3000003	20;1840	1	
12600802011	101@174.5;201@66.8;301@355.2;603@0.034;1203@0.038;1602@0.017;2102@0.017	12600802	11	201@8.6	4104041;3000003	40;1920	1	
12600802012	101@174.5;201@66.8;301@407.8;603@0.034;1203@0.038;1602@0.017;2102@0.017	12600802	12	301@52.6	4104041;3000003	40;2000	1	
12600802013	101@174.5;201@66.8;301@407.8;603@0.034;1203@0.038;1602@0.034;2102@0.017	12600802	13	1602@0.017	4104041;3000003	40;2080	1	
12600802014	101@197;201@66.8;301@407.8;603@0.034;1203@0.038;1602@0.034;2102@0.017	12600802	14	101@22.5	4104041;3000003	40;2160	1	
12600802015	101@197;201@75.4;301@407.8;603@0.034;1203@0.038;1602@0.034;2102@0.017	12600802	15	201@8.6	4104041;3000003	40;2240	1	
12600802016	101@197;201@75.4;301@460.4;603@0.034;1203@0.038;1602@0.034;2102@0.017	12600802	16	301@52.6	4104041;3000003	40;2320	1	
12600802017	101@197;201@75.4;301@460.4;603@0.034;1203@0.038;1602@0.034;2102@0.034	12600802	17	2102@0.017	4104041;3000003	40;2400	1	
12600802018	101@219.5;201@75.4;301@460.4;603@0.034;1203@0.038;1602@0.034;2102@0.034	12600802	18	101@22.5	4104041;3000003	40;2480	1	
12600802019	101@219.5;201@84;301@460.4;603@0.034;1203@0.038;1602@0.034;2102@0.034	12600802	19	201@8.6	4104041;3000003	40;2560	1	
12600802020	101@219.5;201@84;301@513;603@0.034;1203@0.038;1602@0.034;2102@0.034	12600802	20	301@52.6	4104041;3000003	40;2640	1	
12600802021	101@219.5;201@84;301@513;603@0.051;1203@0.038;1602@0.034;2102@0.034	12600802	21	603@0.017	4104041;4104042;3000003	55;55;2720	1	
12600802022	101@242;201@84;301@513;603@0.051;1203@0.038;1602@0.034;2102@0.034	12600802	22	101@22.5	4104041;4104042;3000003	55;55;2800	1	
12600802023	101@242;201@92.6;301@513;603@0.051;1203@0.038;1602@0.034;2102@0.034	12600802	23	201@8.6	4104041;4104042;3000003	55;55;2880	1	
12600802024	101@242;201@92.6;301@565.6;603@0.051;1203@0.038;1602@0.034;2102@0.034	12600802	24	301@52.6	4104041;4104042;3000003	55;55;2960	1	
12600802025	101@242;201@92.6;301@565.6;603@0.051;1203@0.057;1602@0.034;2102@0.034	12600802	25	1203@0.019	4104041;4104042;3000003	55;55;3040	1	
12600802026	101@264.5;201@92.6;301@565.6;603@0.051;1203@0.057;1602@0.034;2102@0.034	12600802	26	101@22.5	4104041;4104042;3000003	55;55;3120	1	
12600802027	101@264.5;201@101.2;301@565.6;603@0.051;1203@0.057;1602@0.034;2102@0.034	12600802	27	201@8.6	4104041;4104042;3000003	55;55;3200	1	
12600802028	101@264.5;201@101.2;301@618.2;603@0.051;1203@0.057;1602@0.034;2102@0.034	12600802	28	301@52.6	4104041;4104042;3000003	55;55;3280	1	
12600802029	101@264.5;201@101.2;301@618.2;603@0.051;1203@0.057;1602@0.051;2102@0.034	12600802	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1	
12600802030	101@287;201@101.2;301@618.2;603@0.051;1203@0.057;1602@0.051;2102@0.034	12600802	30	101@22.5	4104041;4104042;3000003	55;55;3440	1	
