ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
12700802001	101@105.6;201@38.8;301@283.5;603@0.025;1203@0.012;1602@0.017;2102@0.017	12700802	1	101@105.6;201@38.8;301@283.5;603@0.025;1203@0.012;1602@0.017;2102@0.017			1	
12700802002	101@127.8;201@38.8;301@283.5;603@0.025;1203@0.012;1602@0.017;2102@0.017	12700802	2	101@22.2	4104041;3000003	20;1200	1	
12700802003	101@127.8;201@47;301@283.5;603@0.025;1203@0.012;1602@0.017;2102@0.017	12700802	3	201@8.2	4104041;3000003	20;1280	1	
12700802004	101@127.8;201@47;301@343.2;603@0.025;1203@0.012;1602@0.017;2102@0.017	12700802	4	301@59.7	4104041;3000003	20;1360	1	
12700802005	101@127.8;201@47;301@343.2;603@0.05;1203@0.012;1602@0.017;2102@0.017	12700802	5	603@0.025	4104041;3000003	20;1440	1	
12700802006	101@150;201@47;301@343.2;603@0.05;1203@0.012;1602@0.017;2102@0.017	12700802	6	101@22.2	4104041;3000003	20;1520	1	
12700802007	101@150;201@55.2;301@343.2;603@0.05;1203@0.012;1602@0.017;2102@0.017	12700802	7	201@8.2	4104041;3000003	20;1600	1	
12700802008	101@150;201@55.2;301@402.9;603@0.05;1203@0.012;1602@0.017;2102@0.017	12700802	8	301@59.7	4104041;3000003	20;1680	1	
12700802009	101@150;201@55.2;301@402.9;603@0.05;1203@0.024;1602@0.017;2102@0.017	12700802	9	1203@0.012	4104041;3000003	20;1760	1	
12700802010	101@172.2;201@55.2;301@402.9;603@0.05;1203@0.024;1602@0.017;2102@0.017	12700802	10	101@22.2	4104041;3000003	20;1840	1	
12700802011	101@172.2;201@63.4;301@402.9;603@0.05;1203@0.024;1602@0.017;2102@0.017	12700802	11	201@8.2	4104041;3000003	40;1920	1	
12700802012	101@172.2;201@63.4;301@462.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	12700802	12	301@59.7	4104041;3000003	40;2000	1	
12700802013	101@172.2;201@63.4;301@462.6;603@0.05;1203@0.024;1602@0.034;2102@0.017	12700802	13	1602@0.017	4104041;3000003	40;2080	1	
12700802014	101@194.4;201@63.4;301@462.6;603@0.05;1203@0.024;1602@0.034;2102@0.017	12700802	14	101@22.2	4104041;3000003	40;2160	1	
12700802015	101@194.4;201@71.6;301@462.6;603@0.05;1203@0.024;1602@0.034;2102@0.017	12700802	15	201@8.2	4104041;3000003	40;2240	1	
12700802016	101@194.4;201@71.6;301@522.3;603@0.05;1203@0.024;1602@0.034;2102@0.017	12700802	16	301@59.7	4104041;3000003	40;2320	1	
12700802017	101@194.4;201@71.6;301@522.3;603@0.05;1203@0.024;1602@0.034;2102@0.034	12700802	17	2102@0.017	4104041;3000003	40;2400	1	
12700802018	101@216.6;201@71.6;301@522.3;603@0.05;1203@0.024;1602@0.034;2102@0.034	12700802	18	101@22.2	4104041;3000003	40;2480	1	
12700802019	101@216.6;201@79.8;301@522.3;603@0.05;1203@0.024;1602@0.034;2102@0.034	12700802	19	201@8.2	4104041;3000003	40;2560	1	
12700802020	101@216.6;201@79.8;301@582;603@0.05;1203@0.024;1602@0.034;2102@0.034	12700802	20	301@59.7	4104041;3000003	40;2640	1	
12700802021	101@216.6;201@79.8;301@582;603@0.075;1203@0.024;1602@0.034;2102@0.034	12700802	21	603@0.025	4104041;4104042;3000003	55;55;2720	1	
12700802022	101@238.8;201@79.8;301@582;603@0.075;1203@0.024;1602@0.034;2102@0.034	12700802	22	101@22.2	4104041;4104042;3000003	55;55;2800	1	
12700802023	101@238.8;201@88;301@582;603@0.075;1203@0.024;1602@0.034;2102@0.034	12700802	23	201@8.2	4104041;4104042;3000003	55;55;2880	1	
12700802024	101@238.8;201@88;301@641.7;603@0.075;1203@0.024;1602@0.034;2102@0.034	12700802	24	301@59.7	4104041;4104042;3000003	55;55;2960	1	
12700802025	101@238.8;201@88;301@641.7;603@0.075;1203@0.036;1602@0.034;2102@0.034	12700802	25	1203@0.012	4104041;4104042;3000003	55;55;3040	1	
12700802026	101@261;201@88;301@641.7;603@0.075;1203@0.036;1602@0.034;2102@0.034	12700802	26	101@22.2	4104041;4104042;3000003	55;55;3120	1	
12700802027	101@261;201@96.2;301@641.7;603@0.075;1203@0.036;1602@0.034;2102@0.034	12700802	27	201@8.2	4104041;4104042;3000003	55;55;3200	1	
12700802028	101@261;201@96.2;301@701.4;603@0.075;1203@0.036;1602@0.034;2102@0.034	12700802	28	301@59.7	4104041;4104042;3000003	55;55;3280	1	
12700802029	101@261;201@96.2;301@701.4;603@0.075;1203@0.036;1602@0.051;2102@0.034	12700802	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1	
12700802030	101@283.2;201@96.2;301@701.4;603@0.075;1203@0.036;1602@0.051;2102@0.034	12700802	30	101@22.2	4104041;4104042;3000003	55;55;3440	1	
12700802031	101@283.2;201@104.4;301@701.4;603@0.075;1203@0.036;1602@0.051;2102@0.034	12700802	31	201@8.2	4104041;4104042;3000003	70;70;3520	1	
12700802032	101@283.2;201@104.4;301@761.1;603@0.075;1203@0.036;1602@0.051;2102@0.034	12700802	32	301@59.7	4104041;4104042;3000003	70;70;3600	1	
12700802033	101@283.2;201@104.4;301@761.1;603@0.075;1203@0.036;1602@0.051;2102@0.051	12700802	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1	
12700802034	101@305.4;201@104.4;301@761.1;603@0.075;1203@0.036;1602@0.051;2102@0.051	12700802	34	101@22.2	4104041;4104042;3000003	70;70;3760	1	
12700802035	101@305.4;201@112.6;301@761.1;603@0.075;1203@0.036;1602@0.051;2102@0.051	12700802	35	201@8.2	4104041;4104042;3000003	70;70;3840	1	
12700802036	101@305.4;201@112.6;301@820.8;603@0.075;1203@0.036;1602@0.051;2102@0.051	12700802	36	301@59.7	4104041;4104042;3000003	70;70;3920	1	
12700802037	101@305.4;201@112.6;301@820.8;603@0.1;1203@0.036;1602@0.051;2102@0.051	12700802	37	603@0.025	4104041;4104042;3000003	70;70;4000	1	
12700802038	101@327.6;201@112.6;301@820.8;603@0.1;1203@0.036;1602@0.051;2102@0.051	12700802	38	101@22.2	4104041;4104042;3000003	70;70;4080	1	
12700802039	101@327.6;201@120.8;301@820.8;603@0.1;1203@0.036;1602@0.051;2102@0.051	12700802	39	201@8.2	4104041;4104042;3000003	70;70;4160	1	
12700802040	101@327.6;201@120.8;301@880.5;603@0.1;1203@0.036;1602@0.051;2102@0.051	12700802	40	301@59.7	4104041;4104042;3000003	70;70;4240	1	
12700802041	101@327.6;201@120.8;301@880.5;603@0.1;1203@0.048;1602@0.051;2102@0.051	12700802	41	1203@0.012	4104041;4104042;4104043;3000003	70;70;70;4320	1	
12700802042	101@349.8;201@120.8;301@880.5;603@0.1;1203@0.048;1602@0.051;2102@0.051	12700802	42	101@22.2	4104041;4104042;4104043;3000003	70;70;70;4400	1	
12700802043	101@349.8;201@129;301@880.5;603@0.1;1203@0.048;1602@0.051;2102@0.051	12700802	43	201@8.2	4104041;4104042;4104043;3000003	70;70;70;4480	1	
12700802044	101@349.8;201@129;301@940.2;603@0.1;1203@0.048;1602@0.051;2102@0.051	12700802	44	301@59.7	4104041;4104042;4104043;3000003	70;70;70;4560	1	
12700802045	101@349.8;201@129;301@940.2;603@0.1;1203@0.048;1602@0.068;2102@0.051	12700802	45	1602@0.017	4104041;4104042;4104043;3000003	70;70;70;4640	1	
12700802046	101@372;201@129;301@940.2;603@0.1;1203@0.048;1602@0.068;2102@0.051	12700802	46	101@22.2	4104041;4104042;4104043;3000003	70;70;70;4720	1	
12700802047	101@372;201@137.2;301@940.2;603@0.1;1203@0.048;1602@0.068;2102@0.051	12700802	47	201@8.2	4104041;4104042;4104043;3000003	70;70;70;4800	1	
12700802048	101@372;201@137.2;301@999.9;603@0.1;1203@0.048;1602@0.068;2102@0.051	12700802	48	301@59.7	4104041;4104042;4104043;3000003	70;70;70;4880	1	
12700802049	101@372;201@137.2;301@999.9;603@0.1;1203@0.048;1602@0.068;2102@0.068	12700802	49	2102@0.017	4104041;4104042;4104043;3000003	70;70;70;4960	1	
12700802050	101@394.2;201@137.2;301@999.9;603@0.1;1203@0.048;1602@0.068;2102@0.068	12700802	50	101@22.2	4104041;4104042;4104043;3000003	70;70;70;5040	1	
12700802051	101@394.2;201@145.4;301@999.9;603@0.1;1203@0.048;1602@0.068;2102@0.068	12700802	51	201@8.2	4104041;4104042;4104043;3000003	90;90;90;5120	1	
12700802052	101@394.2;201@145.4;301@1059.6;603@0.1;1203@0.048;1602@0.068;2102@0.068	12700802	52	301@59.7	4104041;4104042;4104043;3000003	90;90;90;5200	1	
12700802053	101@394.2;201@145.4;301@1059.6;603@0.125;1203@0.048;1602@0.068;2102@0.068	12700802	53	603@0.025	4104041;4104042;4104043;3000003	90;90;90;5280	1	
12700802054	101@416.4;201@145.4;301@1059.6;603@0.125;1203@0.048;1602@0.068;2102@0.068	12700802	54	101@22.2	4104041;4104042;4104043;3000003	90;90;90;5360	1	
12700802055	101@416.4;201@153.6;301@1059.6;603@0.125;1203@0.048;1602@0.068;2102@0.068	12700802	55	201@8.2	4104041;4104042;4104043;3000003	90;90;90;5440	1	
12700802056	101@416.4;201@153.6;301@1119.3;603@0.125;1203@0.048;1602@0.068;2102@0.068	12700802	56	301@59.7	4104041;4104042;4104043;3000003	90;90;90;5520	1	
12700802057	101@416.4;201@153.6;301@1119.3;603@0.125;1203@0.06;1602@0.068;2102@0.068	12700802	57	1203@0.012	4104041;4104042;4104043;3000003	90;90;90;5600	1	
12700802058	101@438.6;201@153.6;301@1119.3;603@0.125;1203@0.06;1602@0.068;2102@0.068	12700802	58	101@22.2	4104041;4104042;4104043;3000003	90;90;90;5680	1	
12700802059	101@438.6;201@161.8;301@1119.3;603@0.125;1203@0.06;1602@0.068;2102@0.068	12700802	59	201@8.2	4104041;4104042;4104043;3000003	90;90;90;5760	1	
12700802060	101@438.6;201@161.8;301@1179;603@0.125;1203@0.06;1602@0.068;2102@0.068	12700802	60	301@59.7	4104041;4104042;4104043;3000003	90;90;90;5840	1	
