ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
10600801001	101@25;201@15.4;301@106.2;1303@0.025;401@0.01;1602@0.011;2102@0.011	10600801	1	101@25;201@15.4;301@106.2;1303@0.025;401@0.01;1602@0.011;2102@0.011			1	
10600801002	101@34.4;201@15.4;301@106.2;1303@0.025;401@0.01;1602@0.011;2102@0.011	10600801	2	101@9.4	4104041;3000003	15;900	1	
10600801003	101@34.4;201@21.2;301@106.2;1303@0.025;401@0.01;1602@0.011;2102@0.011	10600801	3	201@5.8	4104041;3000003	15;960	1	
10600801004	101@34.4;201@21.2;301@146;1303@0.025;401@0.01;1602@0.011;2102@0.011	10600801	4	301@39.8	4104041;3000003	15;1020	1	
10600801005	101@34.4;201@21.2;301@146;1303@0.05;401@0.01;1602@0.011;2102@0.011	10600801	5	1303@0.025	4104041;3000003	15;1080	1	
10600801006	101@43.8;201@21.2;301@146;1303@0.05;401@0.01;1602@0.011;2102@0.011	10600801	6	101@9.4	4104041;3000003	15;1140	1	
10600801007	101@43.8;201@27;301@146;1303@0.05;401@0.01;1602@0.011;2102@0.011	10600801	7	201@5.8	4104041;3000003	15;1200	1	
10600801008	101@43.8;201@27;301@185.8;1303@0.05;401@0.01;1602@0.011;2102@0.011	10600801	8	301@39.8	4104041;3000003	15;1260	1	
10600801009	101@43.8;201@27;301@185.8;1303@0.05;401@0.02;1602@0.011;2102@0.011	10600801	9	401@0.01	4104041;3000003	15;1320	1	
10600801010	101@53.2;201@27;301@185.8;1303@0.05;401@0.02;1602@0.011;2102@0.011	10600801	10	101@9.4	4104041;3000003	15;1380	1	
10600801011	101@53.2;201@32.8;301@185.8;1303@0.05;401@0.02;1602@0.011;2102@0.011	10600801	11	201@5.8	4104041;3000003	30;1440	1	
10600801012	101@53.2;201@32.8;301@225.6;1303@0.05;401@0.02;1602@0.011;2102@0.011	10600801	12	301@39.8	4104041;3000003	30;1500	1	
10600801013	101@53.2;201@32.8;301@225.6;1303@0.05;401@0.02;1602@0.022;2102@0.011	10600801	13	1602@0.011	4104041;3000003	30;1560	1	
10600801014	101@62.6;201@32.8;301@225.6;1303@0.05;401@0.02;1602@0.022;2102@0.011	10600801	14	101@9.4	4104041;3000003	30;1620	1	
10600801015	101@62.6;201@38.6;301@225.6;1303@0.05;401@0.02;1602@0.022;2102@0.011	10600801	15	201@5.8	4104041;3000003	30;1680	1	
10600801016	101@62.6;201@38.6;301@265.4;1303@0.05;401@0.02;1602@0.022;2102@0.011	10600801	16	301@39.8	4104041;3000003	30;1740	1	
