ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
13100801001	101@46.4;201@16.3;301@112;703@0.033;401@0.01;1602@0.011;2102@0.011	13100801	1	101@46.4;201@16.3;301@112;703@0.033;401@0.01;1602@0.011;2102@0.011			1	
13100801002	101@63.8;201@16.3;301@112;703@0.033;401@0.01;1602@0.011;2102@0.011	13100801	2	101@17.4	4104041;3000003	15;900	1	
13100801003	101@63.8;201@22.4;301@112;703@0.033;401@0.01;1602@0.011;2102@0.011	13100801	3	201@6.1	4104041;3000003	15;960	1	
13100801004	101@63.8;201@22.4;301@154;703@0.033;401@0.01;1602@0.011;2102@0.011	13100801	4	301@42	4104041;3000003	15;1020	1	
13100801005	101@63.8;201@22.4;301@154;703@0.066;401@0.01;1602@0.011;2102@0.011	13100801	5	703@0.033	4104041;3000003	15;1080	1	
13100801006	101@81.2;201@22.4;301@154;703@0.066;401@0.01;1602@0.011;2102@0.011	13100801	6	101@17.4	4104041;3000003	15;1140	1	
13100801007	101@81.2;201@28.5;301@154;703@0.066;401@0.01;1602@0.011;2102@0.011	13100801	7	201@6.1	4104041;3000003	15;1200	1	
13100801008	101@81.2;201@28.5;301@196;703@0.066;401@0.01;1602@0.011;2102@0.011	13100801	8	301@42	4104041;3000003	15;1260	1	
13100801009	101@81.2;201@28.5;301@196;703@0.066;401@0.02;1602@0.011;2102@0.011	13100801	9	401@0.01	4104041;3000003	15;1320	1	
13100801010	101@98.6;201@28.5;301@196;703@0.066;401@0.02;1602@0.011;2102@0.011	13100801	10	101@17.4	4104041;3000003	15;1380	1	
13100801011	101@98.6;201@34.6;301@196;703@0.066;401@0.02;1602@0.011;2102@0.011	13100801	11	201@6.1	4104041;3000003	30;1440	1	
13100801012	101@98.6;201@34.6;301@238;703@0.066;401@0.02;1602@0.011;2102@0.011	13100801	12	301@42	4104041;3000003	30;1500	1	
13100801013	101@98.6;201@34.6;301@238;703@0.066;401@0.02;1602@0.022;2102@0.011	13100801	13	1602@0.011	4104041;3000003	30;1560	1	
13100801014	101@116;201@34.6;301@238;703@0.066;401@0.02;1602@0.022;2102@0.011	13100801	14	101@17.4	4104041;3000003	30;1620	1	
13100801015	101@116;201@40.7;301@238;703@0.066;401@0.02;1602@0.022;2102@0.011	13100801	15	201@6.1	4104041;3000003	30;1680	1	
13100801016	101@116;201@40.7;301@280;703@0.066;401@0.02;1602@0.022;2102@0.011	13100801	16	301@42	4104041;3000003	30;1740	1	
13100801017	101@116;201@40.7;301@280;703@0.066;401@0.02;1602@0.022;2102@0.022	13100801	17	2102@0.011	4104041;3000003	30;1800	1	
13100801018	101@133.4;201@40.7;301@280;703@0.066;401@0.02;1602@0.022;2102@0.022	13100801	18	101@17.4	4104041;3000003	30;1860	1	
13100801019	101@133.4;201@46.8;301@280;703@0.066;401@0.02;1602@0.022;2102@0.022	13100801	19	201@6.1	4104041;3000003	30;1920	1	
13100801020	101@133.4;201@46.8;301@322;703@0.066;401@0.02;1602@0.022;2102@0.022	13100801	20	301@42	4104041;3000003	30;1980	1	
13100801021	101@133.4;201@46.8;301@322;703@0.099;401@0.02;1602@0.022;2102@0.022	13100801	21	703@0.033	4104041;4104042;3000003	40;40;2040	1	
13100801022	101@150.8;201@46.8;301@322;703@0.099;401@0.02;1602@0.022;2102@0.022	13100801	22	101@17.4	4104041;4104042;3000003	40;40;2100	1	
