ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
12700801001	101@44.5;201@16.3;301@119.4;703@0.033;401@0.01;1602@0.011;2102@0.011	12700801	1	101@44.5;201@16.3;301@119.4;703@0.033;401@0.01;1602@0.011;2102@0.011			1	
12700801002	101@61.2;201@16.3;301@119.4;703@0.033;401@0.01;1602@0.011;2102@0.011	12700801	2	101@16.7	4104041;3000003	15;900	1	
12700801003	101@61.2;201@22.4;301@119.4;703@0.033;401@0.01;1602@0.011;2102@0.011	12700801	3	201@6.1	4104041;3000003	15;960	1	
12700801004	101@61.2;201@22.4;301@164.2;703@0.033;401@0.01;1602@0.011;2102@0.011	12700801	4	301@44.8	4104041;3000003	15;1020	1	
12700801005	101@61.2;201@22.4;301@164.2;703@0.066;401@0.01;1602@0.011;2102@0.011	12700801	5	703@0.033	4104041;3000003	15;1080	1	
12700801006	101@77.9;201@22.4;301@164.2;703@0.066;401@0.01;1602@0.011;2102@0.011	12700801	6	101@16.7	4104041;3000003	15;1140	1	
12700801007	101@77.9;201@28.5;301@164.2;703@0.066;401@0.01;1602@0.011;2102@0.011	12700801	7	201@6.1	4104041;3000003	15;1200	1	
12700801008	101@77.9;201@28.5;301@209;703@0.066;401@0.01;1602@0.011;2102@0.011	12700801	8	301@44.8	4104041;3000003	15;1260	1	
12700801009	101@77.9;201@28.5;301@209;703@0.066;401@0.02;1602@0.011;2102@0.011	12700801	9	401@0.01	4104041;3000003	15;1320	1	
12700801010	101@94.6;201@28.5;301@209;703@0.066;401@0.02;1602@0.011;2102@0.011	12700801	10	101@16.7	4104041;3000003	15;1380	1	
12700801011	101@94.6;201@34.6;301@209;703@0.066;401@0.02;1602@0.011;2102@0.011	12700801	11	201@6.1	4104041;3000003	30;1440	1	
12700801012	101@94.6;201@34.6;301@253.8;703@0.066;401@0.02;1602@0.011;2102@0.011	12700801	12	301@44.8	4104041;3000003	30;1500	1	
12700801013	101@94.6;201@34.6;301@253.8;703@0.066;401@0.02;1602@0.022;2102@0.011	12700801	13	1602@0.011	4104041;3000003	30;1560	1	
12700801014	101@111.3;201@34.6;301@253.8;703@0.066;401@0.02;1602@0.022;2102@0.011	12700801	14	101@16.7	4104041;3000003	30;1620	1	
12700801015	101@111.3;201@40.7;301@253.8;703@0.066;401@0.02;1602@0.022;2102@0.011	12700801	15	201@6.1	4104041;3000003	30;1680	1	
12700801016	101@111.3;201@40.7;301@298.6;703@0.066;401@0.02;1602@0.022;2102@0.011	12700801	16	301@44.8	4104041;3000003	30;1740	1	
12700801017	101@111.3;201@40.7;301@298.6;703@0.066;401@0.02;1602@0.022;2102@0.022	12700801	17	2102@0.011	4104041;3000003	30;1800	1	
12700801018	101@128;201@40.7;301@298.6;703@0.066;401@0.02;1602@0.022;2102@0.022	12700801	18	101@16.7	4104041;3000003	30;1860	1	
12700801019	101@128;201@46.8;301@298.6;703@0.066;401@0.02;1602@0.022;2102@0.022	12700801	19	201@6.1	4104041;3000003	30;1920	1	
12700801020	101@128;201@46.8;301@343.4;703@0.066;401@0.02;1602@0.022;2102@0.022	12700801	20	301@44.8	4104041;3000003	30;1980	1	
12700801021	101@128;201@46.8;301@343.4;703@0.099;401@0.02;1602@0.022;2102@0.022	12700801	21	703@0.033	4104041;4104042;3000003	40;40;2040	1	
12700801022	101@144.7;201@46.8;301@343.4;703@0.099;401@0.02;1602@0.022;2102@0.022	12700801	22	101@16.7	4104041;4104042;3000003	40;40;2100	1	
12700801023	101@144.7;201@52.9;301@343.4;703@0.099;401@0.02;1602@0.022;2102@0.022	12700801	23	201@6.1	4104041;4104042;3000003	40;40;2160	1	
12700801024	101@144.7;201@52.9;301@388.2;703@0.099;401@0.02;1602@0.022;2102@0.022	12700801	24	301@44.8	4104041;4104042;3000003	40;40;2220	1	
12700801025	101@144.7;201@52.9;301@388.2;703@0.099;401@0.03;1602@0.022;2102@0.022	12700801	25	401@0.01	4104041;4104042;3000003	40;40;2280	1	
12700801026	101@161.4;201@52.9;301@388.2;703@0.099;401@0.03;1602@0.022;2102@0.022	12700801	26	101@16.7	4104041;4104042;3000003	40;40;2340	1	
12700801027	101@161.4;201@59;301@388.2;703@0.099;401@0.03;1602@0.022;2102@0.022	12700801	27	201@6.1	4104041;4104042;3000003	40;40;2400	1	
12700801028	101@161.4;201@59;301@433;703@0.099;401@0.03;1602@0.022;2102@0.022	12700801	28	301@44.8	4104041;4104042;3000003	40;40;2460	1	
12700801029	101@161.4;201@59;301@433;703@0.099;401@0.03;1602@0.033;2102@0.022	12700801	29	1602@0.011	4104041;4104042;3000003	40;40;2520	1	
12700801030	101@178.1;201@59;301@433;703@0.099;401@0.03;1602@0.033;2102@0.022	12700801	30	101@16.7	4104041;4104042;3000003	40;40;2580	1	
12700801031	101@178.1;201@65.1;301@433;703@0.099;401@0.03;1602@0.033;2102@0.022	12700801	31	201@6.1	4104041;4104042;3000003	50;50;2640	1	
12700801032	101@178.1;201@65.1;301@477.8;703@0.099;401@0.03;1602@0.033;2102@0.022	12700801	32	301@44.8	4104041;4104042;3000003	50;50;2700	1	
12700801033	101@178.1;201@65.1;301@477.8;703@0.099;401@0.03;1602@0.033;2102@0.033	12700801	33	2102@0.011	4104041;4104042;3000003	50;50;2760	1	
12700801034	101@194.8;201@65.1;301@477.8;703@0.099;401@0.03;1602@0.033;2102@0.033	12700801	34	101@16.7	4104041;4104042;3000003	50;50;2820	1	
12700801035	101@194.8;201@71.2;301@477.8;703@0.099;401@0.03;1602@0.033;2102@0.033	12700801	35	201@6.1	4104041;4104042;3000003	50;50;2880	1	
12700801036	101@194.8;201@71.2;301@522.6;703@0.099;401@0.03;1602@0.033;2102@0.033	12700801	36	301@44.8	4104041;4104042;3000003	50;50;2940	1	
12700801037	101@194.8;201@71.2;301@522.6;703@0.132;401@0.03;1602@0.033;2102@0.033	12700801	37	703@0.033	4104041;4104042;3000003	50;50;3000	1	
12700801038	101@211.5;201@71.2;301@522.6;703@0.132;401@0.03;1602@0.033;2102@0.033	12700801	38	101@16.7	4104041;4104042;3000003	50;50;3060	1	
12700801039	101@211.5;201@77.3;301@522.6;703@0.132;401@0.03;1602@0.033;2102@0.033	12700801	39	201@6.1	4104041;4104042;3000003	50;50;3120	1	
12700801040	101@211.5;201@77.3;301@567.4;703@0.132;401@0.03;1602@0.033;2102@0.033	12700801	40	301@44.8	4104041;4104042;3000003	50;50;3180	1	
12700801041	101@211.5;201@77.3;301@567.4;703@0.132;401@0.04;1602@0.033;2102@0.033	12700801	41	401@0.01	4104041;4104042;3000003	50;50;50;3240	1	
12700801042	101@228.2;201@77.3;301@567.4;703@0.132;401@0.04;1602@0.033;2102@0.033	12700801	42	101@16.7	4104041;4104042;4104043;3000003	50;50;50;3300	1	
12700801043	101@228.2;201@83.4;301@567.4;703@0.132;401@0.04;1602@0.033;2102@0.033	12700801	43	201@6.1	4104041;4104042;4104043;3000003	50;50;50;3360	1	
12700801044	101@228.2;201@83.4;301@612.2;703@0.132;401@0.04;1602@0.033;2102@0.033	12700801	44	301@44.8	4104041;4104042;4104043;3000003	50;50;50;3420	1	
12700801045	101@228.2;201@83.4;301@612.2;703@0.132;401@0.04;1602@0.044;2102@0.033	12700801	45	1602@0.011	4104041;4104042;4104043;3000003	50;50;50;3480	1	
12700801046	101@244.9;201@83.4;301@612.2;703@0.132;401@0.04;1602@0.044;2102@0.033	12700801	46	101@16.7	4104041;4104042;4104043;3000003	50;50;50;3540	1	
12700801047	101@244.9;201@89.5;301@612.2;703@0.132;401@0.04;1602@0.044;2102@0.033	12700801	47	201@6.1	4104041;4104042;4104043;3000003	50;50;50;3600	1	
12700801048	101@244.9;201@89.5;301@657;703@0.132;401@0.04;1602@0.044;2102@0.033	12700801	48	301@44.8	4104041;4104042;4104043;3000003	50;50;50;3660	1	
12700801049	101@244.9;201@89.5;301@657;703@0.132;401@0.04;1602@0.044;2102@0.044	12700801	49	2102@0.011	4104041;4104042;4104043;3000003	50;50;50;3720	1	
12700801050	101@261.6;201@89.5;301@657;703@0.132;401@0.04;1602@0.044;2102@0.044	12700801	50	101@16.7	4104041;4104042;4104043;3000003	50;50;50;3780	1	
12700801051	101@261.6;201@95.6;301@657;703@0.132;401@0.04;1602@0.044;2102@0.044	12700801	51	201@6.1	4104041;4104042;4104043;3000003	70;70;70;3840	1	
12700801052	101@261.6;201@95.6;301@701.8;703@0.132;401@0.04;1602@0.044;2102@0.044	12700801	52	301@44.8	4104041;4104042;4104043;3000003	70;70;70;3900	1	
12700801053	101@261.6;201@95.6;301@701.8;703@0.165;401@0.04;1602@0.044;2102@0.044	12700801	53	703@0.033	4104041;4104042;4104043;3000003	70;70;70;3960	1	
12700801054	101@278.3;201@95.6;301@701.8;703@0.165;401@0.04;1602@0.044;2102@0.044	12700801	54	101@16.7	4104041;4104042;4104043;3000003	70;70;70;4020	1	
12700801055	101@278.3;201@101.7;301@701.8;703@0.165;401@0.04;1602@0.044;2102@0.044	12700801	55	201@6.1	4104041;4104042;4104043;3000003	70;70;70;4080	1	
