ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
16600802001	101@137;201@39;301@249;603@0.025;1203@0.012;1602@0.017;2102@0.017	16600802	1	101@137;201@39;301@249;603@0.025;1203@0.012;1602@0.017;2102@0.017			1	
16600802002	101@165.8;201@39;301@249;603@0.025;1203@0.012;1602@0.017;2102@0.017	16600802	2	101@28.8	4104041;3000003	20;1200	1	
16600802003	101@165.8;201@47.2;301@249;603@0.025;1203@0.012;1602@0.017;2102@0.017	16600802	3	201@8.2	4104041;3000003	20;1280	1	
16600802004	101@165.8;201@47.2;301@301.4;603@0.025;1203@0.012;1602@0.017;2102@0.017	16600802	4	301@52.4	4104041;3000003	20;1360	1	
16600802005	101@165.8;201@47.2;301@301.4;603@0.05;1203@0.012;1602@0.017;2102@0.017	16600802	5	603@0.025	4104041;3000003	20;1440	1	
16600802006	101@194.6;201@47.2;301@301.4;603@0.05;1203@0.012;1602@0.017;2102@0.017	16600802	6	101@28.8	4104041;3000003	20;1520	1	
16600802007	101@194.6;201@55.4;301@301.4;603@0.05;1203@0.012;1602@0.017;2102@0.017	16600802	7	201@8.2	4104041;3000003	20;1600	1	
16600802008	101@194.6;201@55.4;301@353.8;603@0.05;1203@0.012;1602@0.017;2102@0.017	16600802	8	301@52.4	4104041;3000003	20;1680	1	
16600802009	101@194.6;201@55.4;301@353.8;603@0.05;1203@0.024;1602@0.017;2102@0.017	16600802	9	1203@0.012	4104041;3000003	20;1760	1	
16600802010	101@223.4;201@55.4;301@353.8;603@0.05;1203@0.024;1602@0.017;2102@0.017	16600802	10	101@28.8	4104041;3000003	20;1840	1	
16600802011	101@223.4;201@63.6;301@353.8;603@0.05;1203@0.024;1602@0.017;2102@0.017	16600802	11	201@8.2	4104041;3000003	40;1920	1	
16600802012	101@223.4;201@63.6;301@406.2;603@0.05;1203@0.024;1602@0.017;2102@0.017	16600802	12	301@52.4	4104041;3000003	40;2000	1	
16600802013	101@223.4;201@63.6;301@406.2;603@0.05;1203@0.024;1602@0.034;2102@0.017	16600802	13	1602@0.017	4104041;3000003	40;2080	1	
16600802014	101@252.2;201@63.6;301@406.2;603@0.05;1203@0.024;1602@0.034;2102@0.017	16600802	14	101@28.8	4104041;3000003	40;2160	1	
16600802015	101@252.2;201@71.8;301@406.2;603@0.05;1203@0.024;1602@0.034;2102@0.017	16600802	15	201@8.2	4104041;3000003	40;2240	1	
16600802016	101@252.2;201@71.8;301@458.6;603@0.05;1203@0.024;1602@0.034;2102@0.017	16600802	16	301@52.4	4104041;3000003	40;2320	1	
16600802017	101@252.2;201@71.8;301@458.6;603@0.05;1203@0.024;1602@0.034;2102@0.034	16600802	17	2102@0.017	4104041;3000003	40;2400	1	
