ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
10201099001	101@120;201@38;301@233;603@0.025;1203@0.012;1602@0.017;2102@0.017	10201099	1	101@120;201@38;301@233;603@0.025;1203@0.012;1602@0.017;2102@0.017			1	
10201099002	101@145.3;201@38;301@233;603@0.025;1203@0.012;1602@0.017;2102@0.017	10201099	2	101@25.3	4104041;3000003	20;1200	1	
10201099003	101@145.3;201@46;301@233;603@0.025;1203@0.012;1602@0.017;2102@0.017	10201099	3	201@8	4104041;3000003	20;1280	1	
10201099004	101@145.3;201@46;301@282.1;603@0.025;1203@0.012;1602@0.017;2102@0.017	10201099	4	301@49.1	4104041;3000003	20;1360	1	
10201099005	101@145.3;201@46;301@282.1;603@0.05;1203@0.012;1602@0.017;2102@0.017	10201099	5	603@0.025	4104041;3000003	20;1440	1	
10201099006	101@170.6;201@46;301@282.1;603@0.05;1203@0.012;1602@0.017;2102@0.017	10201099	6	101@25.3	4104041;3000003	20;1520	1	
10201099007	101@170.6;201@54;301@282.1;603@0.05;1203@0.012;1602@0.017;2102@0.017	10201099	7	201@8	4104041;3000003	20;1600	1	
10201099008	101@170.6;201@54;301@331.2;603@0.05;1203@0.012;1602@0.017;2102@0.017	10201099	8	301@49.1	4104041;3000003	20;1680	1	
10201099009	101@170.6;201@54;301@331.2;603@0.05;1203@0.024;1602@0.017;2102@0.017	10201099	9	1203@0.012	4104041;3000003	20;1760	1	
10201099010	101@195.9;201@54;301@331.2;603@0.05;1203@0.024;1602@0.017;2102@0.017	10201099	10	101@25.3	4104041;3000003	20;1840	1	
10201099011	101@195.9;201@62;301@331.2;603@0.05;1203@0.024;1602@0.017;2102@0.017	10201099	11	201@8	4104041;3000003	40;1920	1	
10201099012	101@195.9;201@62;301@380.3;603@0.05;1203@0.024;1602@0.017;2102@0.017	10201099	12	301@49.1	4104041;3000003	40;2000	1	
10201099013	101@195.9;201@62;301@380.3;603@0.05;1203@0.024;1602@0.034;2102@0.017	10201099	13	1602@0.017	4104041;3000003	40;2080	1	
10201099014	101@221.2;201@62;301@380.3;603@0.05;1203@0.024;1602@0.034;2102@0.017	10201099	14	101@25.3	4104041;3000003	40;2160	1	
10201099015	101@221.2;201@70;301@380.3;603@0.05;1203@0.024;1602@0.034;2102@0.017	10201099	15	201@8	4104041;3000003	40;2240	1	
10201099016	101@221.2;201@70;301@429.4;603@0.05;1203@0.024;1602@0.034;2102@0.017	10201099	16	301@49.1	4104041;3000003	40;2320	1	
10201099017	101@221.2;201@70;301@429.4;603@0.05;1203@0.024;1602@0.034;2102@0.034	10201099	17	2102@0.017	4104041;3000003	40;2400	1	
10201099018	101@246.5;201@70;301@429.4;603@0.05;1203@0.024;1602@0.034;2102@0.034	10201099	18	101@25.3	4104041;3000003	40;2480	1	
10201099019	101@246.5;201@78;301@429.4;603@0.05;1203@0.024;1602@0.034;2102@0.034	10201099	19	201@8	4104041;3000003	40;2560	1	
10201099020	101@246.5;201@78;301@478.5;603@0.05;1203@0.024;1602@0.034;2102@0.034	10201099	20	301@49.1	4104041;3000003	40;2640	1	
10201099021	101@246.5;201@78;301@478.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	10201099	21	603@0.025	4104041;4104042;3000003	55;55;2720	1	
10201099022	101@271.8;201@78;301@478.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	10201099	22	101@25.3	4104041;4104042;3000003	55;55;2800	1	
10201099023	101@271.8;201@86;301@478.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	10201099	23	201@8	4104041;4104042;3000003	55;55;2880	1	
10201099024	101@271.8;201@86;301@527.6;603@0.075;1203@0.024;1602@0.034;2102@0.034	10201099	24	301@49.1	4104041;4104042;3000003	55;55;2960	1	
10201099025	101@271.8;201@86;301@527.6;603@0.075;1203@0.036;1602@0.034;2102@0.034	10201099	25	1203@0.012	4104041;4104042;3000003	55;55;3040	1	
10201099026	101@297.1;201@86;301@527.6;603@0.075;1203@0.036;1602@0.034;2102@0.034	10201099	26	101@25.3	4104041;4104042;3000003	55;55;3120	1	
10201099027	101@297.1;201@94;301@527.6;603@0.075;1203@0.036;1602@0.034;2102@0.034	10201099	27	201@8	4104041;4104042;3000003	55;55;3200	1	
10201099028	101@297.1;201@94;301@576.7;603@0.075;1203@0.036;1602@0.034;2102@0.034	10201099	28	301@49.1	4104041;4104042;3000003	55;55;3280	1	
10201099029	101@297.1;201@94;301@576.7;603@0.075;1203@0.036;1602@0.051;2102@0.034	10201099	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1	
10201099030	101@322.4;201@94;301@576.7;603@0.075;1203@0.036;1602@0.051;2102@0.034	10201099	30	101@25.3	4104041;4104042;3000003	55;55;3440	1	
10201099031	101@322.4;201@102;301@576.7;603@0.075;1203@0.036;1602@0.051;2102@0.034	10201099	31	201@8	4104041;4104042;3000003	70;70;3520	1	
10201099032	101@322.4;201@102;301@625.8;603@0.075;1203@0.036;1602@0.051;2102@0.034	10201099	32	301@49.1	4104041;4104042;3000003	70;70;3600	1	
10201099033	101@322.4;201@102;301@625.8;603@0.075;1203@0.036;1602@0.051;2102@0.051	10201099	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1	
10201099034	101@347.7;201@102;301@625.8;603@0.075;1203@0.036;1602@0.051;2102@0.051	10201099	34	101@25.3	4104041;4104042;3000003	70;70;3760	1	
10201099035	101@347.7;201@110;301@625.8;603@0.075;1203@0.036;1602@0.051;2102@0.051	10201099	35	201@8	4104041;4104042;3000003	70;70;3840	1	
10201099036	101@347.7;201@110;301@674.9;603@0.075;1203@0.036;1602@0.051;2102@0.051	10201099	36	301@49.1	4104041;4104042;3000003	70;70;3920	1	
10201099037	101@347.7;201@110;301@674.9;603@0.1;1203@0.036;1602@0.051;2102@0.051	10201099	37	603@0.025	4104041;4104042;3000003	70;70;4000	1	
10201099038	101@373;201@110;301@674.9;603@0.1;1203@0.036;1602@0.051;2102@0.051	10201099	38	101@25.3	4104041;4104042;3000003	70;70;4080	1	
10201099039	101@373;201@118;301@674.9;603@0.1;1203@0.036;1602@0.051;2102@0.051	10201099	39	201@8	4104041;4104042;3000003	70;70;4160	1	
10201099040	101@373;201@118;301@724;603@0.1;1203@0.036;1602@0.051;2102@0.051	10201099	40	301@49.1	4104041;4104042;3000003	70;70;4240	1	
10201099041	101@373;201@118;301@724;603@0.1;1203@0.048;1602@0.051;2102@0.051	10201099	41	1203@0.012	4104041;4104042;4104043;3000003	70;70;70;4320	1	
10201099042	101@398.3;201@118;301@724;603@0.1;1203@0.048;1602@0.051;2102@0.051	10201099	42	101@25.3	4104041;4104042;4104043;3000003	70;70;70;4400	1	
10201099043	101@398.3;201@126;301@724;603@0.1;1203@0.048;1602@0.051;2102@0.051	10201099	43	201@8	4104041;4104042;4104043;3000003	70;70;70;4480	1	
10201099044	101@398.3;201@126;301@773.1;603@0.1;1203@0.048;1602@0.051;2102@0.051	10201099	44	301@49.1	4104041;4104042;4104043;3000003	70;70;70;4560	1	
10201099045	101@398.3;201@126;301@773.1;603@0.1;1203@0.048;1602@0.068;2102@0.051	10201099	45	1602@0.017	4104041;4104042;4104043;3000003	70;70;70;4640	1	
10201099046	101@423.6;201@126;301@773.1;603@0.1;1203@0.048;1602@0.068;2102@0.051	10201099	46	101@25.3	4104041;4104042;4104043;3000003	70;70;70;4720	1	
10201099047	101@423.6;201@134;301@773.1;603@0.1;1203@0.048;1602@0.068;2102@0.051	10201099	47	201@8	4104041;4104042;4104043;3000003	70;70;70;4800	1	
10201099048	101@423.6;201@134;301@822.2;603@0.1;1203@0.048;1602@0.068;2102@0.051	10201099	48	301@49.1	4104041;4104042;4104043;3000003	70;70;70;4880	1	
10201099049	101@423.6;201@134;301@822.2;603@0.1;1203@0.048;1602@0.068;2102@0.068	10201099	49	2102@0.017	4104041;4104042;4104043;3000003	70;70;70;4960	1	
10201099050	101@448.9;201@134;301@822.2;603@0.1;1203@0.048;1602@0.068;2102@0.068	10201099	50	101@25.3	4104041;4104042;4104043;3000003	70;70;70;5040	1	
10201099051	101@448.9;201@142;301@822.2;603@0.1;1203@0.048;1602@0.068;2102@0.068	10201099	51	201@8	4104041;4104042;4104043;3000003	90;90;90;5120	1	
10201099052	101@448.9;201@142;301@871.3;603@0.1;1203@0.048;1602@0.068;2102@0.068	10201099	52	301@49.1	4104041;4104042;4104043;3000003	90;90;90;5200	1	
10201099053	101@448.9;201@142;301@871.3;603@0.125;1203@0.048;1602@0.068;2102@0.068	10201099	53	603@0.025	4104041;4104042;4104043;3000003	90;90;90;5280	1	
10201099054	101@474.2;201@142;301@871.3;603@0.125;1203@0.048;1602@0.068;2102@0.068	10201099	54	101@25.3	4104041;4104042;4104043;3000003	90;90;90;5360	1	
10201099055	101@474.2;201@150;301@871.3;603@0.125;1203@0.048;1602@0.068;2102@0.068	10201099	55	201@8	4104041;4104042;4104043;3000003	90;90;90;5440	1	
10201099056	101@474.2;201@150;301@920.4;603@0.125;1203@0.048;1602@0.068;2102@0.068	10201099	56	301@49.1	4104041;4104042;4104043;3000003	90;90;90;5520	1	
10201099057	101@474.2;201@150;301@920.4;603@0.125;1203@0.06;1602@0.068;2102@0.068	10201099	57	1203@0.012	4104041;4104042;4104043;3000003	90;90;90;5600	1	
10201099058	101@499.5;201@150;301@920.4;603@0.125;1203@0.06;1602@0.068;2102@0.068	10201099	58	101@25.3	4104041;4104042;4104043;3000003	90;90;90;5680	1	
10201099059	101@499.5;201@158;301@920.4;603@0.125;1203@0.06;1602@0.068;2102@0.068	10201099	59	201@8	4104041;4104042;4104043;3000003	90;90;90;5760	1	
10201099060	101@499.5;201@158;301@969.5;603@0.125;1203@0.06;1602@0.068;2102@0.068	10201099	60	301@49.1	4104041;4104042;4104043;3000003	90;90;90;5840	1	
