ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
10401699001	101@111;201@42;301@260;603@0.025;1203@0.012;1602@0.017;2102@0.017	10401699	1	101@111;201@42;301@260;603@0.025;1203@0.012;1602@0.017;2102@0.017			1	
10401699002	101@134.4;201@42;301@260;603@0.025;1203@0.012;1602@0.017;2102@0.017	10401699	2	101@23.4	4104041;3000003	20;1200	1	
10401699003	101@134.4;201@50.8;301@260;603@0.025;1203@0.012;1602@0.017;2102@0.017	10401699	3	201@8.8	4104041;3000003	20;1280	1	
10401699004	101@134.4;201@50.8;301@314.8;603@0.025;1203@0.012;1602@0.017;2102@0.017	10401699	4	301@54.8	4104041;3000003	20;1360	1	
10401699005	101@134.4;201@50.8;301@314.8;603@0.05;1203@0.012;1602@0.017;2102@0.017	10401699	5	603@0.025	4104041;3000003	20;1440	1	
10401699006	101@157.8;201@50.8;301@314.8;603@0.05;1203@0.012;1602@0.017;2102@0.017	10401699	6	101@23.4	4104041;3000003	20;1520	1	
10401699007	101@157.8;201@59.6;301@314.8;603@0.05;1203@0.012;1602@0.017;2102@0.017	10401699	7	201@8.8	4104041;3000003	20;1600	1	
10401699008	101@157.8;201@59.6;301@369.6;603@0.05;1203@0.012;1602@0.017;2102@0.017	10401699	8	301@54.8	4104041;3000003	20;1680	1	
10401699009	101@157.8;201@59.6;301@369.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	10401699	9	1203@0.012	4104041;3000003	20;1760	1	
10401699010	101@181.2;201@59.6;301@369.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	10401699	10	101@23.4	4104041;3000003	20;1840	1	
10401699011	101@181.2;201@68.4;301@369.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	10401699	11	201@8.8	4104041;3000003	40;1920	1	
10401699012	101@181.2;201@68.4;301@424.4;603@0.05;1203@0.024;1602@0.017;2102@0.017	10401699	12	301@54.8	4104041;3000003	40;2000	1	
10401699013	101@181.2;201@68.4;301@424.4;603@0.05;1203@0.024;1602@0.034;2102@0.017	10401699	13	1602@0.017	4104041;3000003	40;2080	1	
10401699014	101@204.6;201@68.4;301@424.4;603@0.05;1203@0.024;1602@0.034;2102@0.017	10401699	14	101@23.4	4104041;3000003	40;2160	1	
10401699015	101@204.6;201@77.2;301@424.4;603@0.05;1203@0.024;1602@0.034;2102@0.017	10401699	15	201@8.8	4104041;3000003	40;2240	1	
10401699016	101@204.6;201@77.2;301@479.2;603@0.05;1203@0.024;1602@0.034;2102@0.017	10401699	16	301@54.8	4104041;3000003	40;2320	1	
10401699017	101@204.6;201@77.2;301@479.2;603@0.05;1203@0.024;1602@0.034;2102@0.034	10401699	17	2102@0.017	4104041;3000003	40;2400	1	
10401699018	101@228;201@77.2;301@479.2;603@0.05;1203@0.024;1602@0.034;2102@0.034	10401699	18	101@23.4	4104041;3000003	40;2480	1	
