ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
90401401001	101@35;201@22;301@147;401@0.01;1303@0.025;1602@0.011;2102@0.011	90401401	1	101@35;201@22;301@147;401@0.01;1303@0.025;1602@0.011;2102@0.011			1	
90401401002	101@48.1;201@22;301@147;401@0.01;1303@0.025;1602@0.011;2102@0.011	90401401	2	101@13.1	4104041;3000003	15;900	1	
90401401003	101@48.1;201@30.3;301@147;401@0.01;1303@0.025;1602@0.011;2102@0.011	90401401	3	201@8.3	4104041;3000003	15;960	1	
90401401004	101@48.1;201@30.3;301@202.1;401@0.01;1303@0.025;1602@0.011;2102@0.011	90401401	4	301@55.1	4104041;3000003	15;1020	1	
90401401005	101@48.1;201@30.3;301@202.1;401@0.01;1303@0.05;1602@0.011;2102@0.011	90401401	5	1303@0.025	4104041;3000003	15;1080	1	
90401401006	101@61.2;201@30.3;301@202.1;401@0.01;1303@0.05;1602@0.011;2102@0.011	90401401	6	101@13.1	4104041;3000003	15;1140	1	
90401401007	101@61.2;201@38.6;301@202.1;401@0.01;1303@0.05;1602@0.011;2102@0.011	90401401	7	201@8.3	4104041;3000003	15;1200	1	
90401401008	101@61.2;201@38.6;301@257.2;401@0.01;1303@0.05;1602@0.011;2102@0.011	90401401	8	301@55.1	4104041;3000003	15;1260	1	
90401401009	101@61.2;201@38.6;301@257.2;401@0.02;1303@0.05;1602@0.011;2102@0.011	90401401	9	401@0.01	4104041;3000003	15;1320	1	
90401401010	101@74.3;201@38.6;301@257.2;401@0.02;1303@0.05;1602@0.011;2102@0.011	90401401	10	101@13.1	4104041;3000003	15;1380	1	
90401401011	101@74.3;201@46.9;301@257.2;401@0.02;1303@0.05;1602@0.011;2102@0.011	90401401	11	201@8.3	4104041;3000003	30;1440	1	
90401401012	101@74.3;201@46.9;301@312.3;401@0.02;1303@0.05;1602@0.011;2102@0.011	90401401	12	301@55.1	4104041;3000003	30;1500	1	
90401401013	101@74.3;201@46.9;301@312.3;401@0.02;1303@0.05;1602@0.022;2102@0.011	90401401	13	1602@0.011	4104041;3000003	30;1560	1	
90401401014	101@87.4;201@46.9;301@312.3;401@0.02;1303@0.05;1602@0.022;2102@0.011	90401401	14	101@13.1	4104041;3000003	30;1620	1	
90401401015	101@87.4;201@55.2;301@312.3;401@0.02;1303@0.05;1602@0.022;2102@0.011	90401401	15	201@8.3	4104041;3000003	30;1680	1	
90401401016	101@87.4;201@55.2;301@367.4;401@0.02;1303@0.05;1602@0.022;2102@0.011	90401401	16	301@55.1	4104041;3000003	30;1740	1	
90401401017	101@87.4;201@55.2;301@367.4;401@0.02;1303@0.05;1602@0.022;2102@0.022	90401401	17	2102@0.011	4104041;3000003	30;1800	1	
90401401018	101@100.5;201@55.2;301@367.4;401@0.02;1303@0.05;1602@0.022;2102@0.022	90401401	18	101@13.1	4104041;3000003	30;1860	1	
90401401019	101@100.5;201@63.5;301@367.4;401@0.02;1303@0.05;1602@0.022;2102@0.022	90401401	19	201@8.3	4104041;3000003	30;1920	1	
90401401020	101@100.5;201@63.5;301@422.5;401@0.02;1303@0.05;1602@0.022;2102@0.022	90401401	20	301@55.1	4104041;3000003	30;1980	1	
90401401021	101@100.5;201@63.5;301@422.5;401@0.02;1303@0.075;1602@0.022;2102@0.022	90401401	21	1303@0.025	4104041;4104042;3000003	40;40;2040	1	
90401401022	101@113.6;201@63.5;301@422.5;401@0.02;1303@0.075;1602@0.022;2102@0.022	90401401	22	101@13.1	4104041;4104042;3000003	40;40;2100	1	
90401401023	101@113.6;201@71.8;301@422.5;401@0.02;1303@0.075;1602@0.022;2102@0.022	90401401	23	201@8.3	4104041;4104042;3000003	40;40;2160	1	
90401401024	101@113.6;201@71.8;301@477.6;401@0.02;1303@0.075;1602@0.022;2102@0.022	90401401	24	301@55.1	4104041;4104042;3000003	40;40;2220	1	
90401401025	101@113.6;201@71.8;301@477.6;401@0.03;1303@0.075;1602@0.022;2102@0.022	90401401	25	401@0.01	4104041;4104042;3000003	40;40;2280	1	
90401401026	101@126.7;201@71.8;301@477.6;401@0.03;1303@0.075;1602@0.022;2102@0.022	90401401	26	101@13.1	4104041;4104042;3000003	40;40;2340	1	
90401401027	101@126.7;201@80.1;301@477.6;401@0.03;1303@0.075;1602@0.022;2102@0.022	90401401	27	201@8.3	4104041;4104042;3000003	40;40;2400	1	
90401401028	101@126.7;201@80.1;301@532.7;401@0.03;1303@0.075;1602@0.022;2102@0.022	90401401	28	301@55.1	4104041;4104042;3000003	40;40;2460	1	
90401401029	101@126.7;201@80.1;301@532.7;401@0.03;1303@0.075;1602@0.033;2102@0.022	90401401	29	1602@0.011	4104041;4104042;3000003	40;40;2520	1	
90401401030	101@139.8;201@80.1;301@532.7;401@0.03;1303@0.075;1602@0.033;2102@0.022	90401401	30	101@13.1	4104041;4104042;3000003	40;40;2580	1	
90401401031	101@139.8;201@88.4;301@532.7;401@0.03;1303@0.075;1602@0.033;2102@0.022	90401401	31	201@8.3	4104041;4104042;3000003	50;50;2640	1	
90401401032	101@139.8;201@88.4;301@587.8;401@0.03;1303@0.075;1602@0.033;2102@0.022	90401401	32	301@55.1	4104041;4104042;3000003	50;50;2700	1	
90401401033	101@139.8;201@88.4;301@587.8;401@0.03;1303@0.075;1602@0.033;2102@0.033	90401401	33	2102@0.011	4104041;4104042;3000003	50;50;2760	1	
90401401034	101@152.9;201@88.4;301@587.8;401@0.03;1303@0.075;1602@0.033;2102@0.033	90401401	34	101@13.1	4104041;4104042;3000003	50;50;2820	1	
90401401035	101@152.9;201@96.7;301@587.8;401@0.03;1303@0.075;1602@0.033;2102@0.033	90401401	35	201@8.3	4104041;4104042;3000003	50;50;2880	1	
90401401036	101@152.9;201@96.7;301@642.9;401@0.03;1303@0.075;1602@0.033;2102@0.033	90401401	36	301@55.1	4104041;4104042;3000003	50;50;2940	1	
90401401037	101@152.9;201@96.7;301@642.9;401@0.03;1303@0.1;1602@0.033;2102@0.033	90401401	37	1303@0.025	4104041;4104042;3000003	50;50;3000	1	
90401401038	101@166;201@96.7;301@642.9;401@0.03;1303@0.1;1602@0.033;2102@0.033	90401401	38	101@13.1	4104041;4104042;3000003	50;50;3060	1	
90401401039	101@166;201@105;301@642.9;401@0.03;1303@0.1;1602@0.033;2102@0.033	90401401	39	201@8.3	4104041;4104042;3000003	50;50;3120	1	
90401401040	101@166;201@105;301@698;401@0.03;1303@0.1;1602@0.033;2102@0.033	90401401	40	301@55.1	4104041;4104042;3000003	50;50;3180	1	
90401401041	101@166;201@105;301@698;401@0.04;1303@0.1;1602@0.033;2102@0.033	90401401	41	401@0.01	4104041;4104042;3000003	50;50;50;3240	1	
90401401042	101@179.1;201@105;301@698;401@0.04;1303@0.1;1602@0.033;2102@0.033	90401401	42	101@13.1	4104041;4104042;4104043;3000003	50;50;50;3300	1	
90401401043	101@179.1;201@113.3;301@698;401@0.04;1303@0.1;1602@0.033;2102@0.033	90401401	43	201@8.3	4104041;4104042;4104043;3000003	50;50;50;3360	1	
90401401044	101@179.1;201@113.3;301@753.1;401@0.04;1303@0.1;1602@0.033;2102@0.033	90401401	44	301@55.1	4104041;4104042;4104043;3000003	50;50;50;3420	1	
90401401045	101@179.1;201@113.3;301@753.1;401@0.04;1303@0.1;1602@0.044;2102@0.033	90401401	45	1602@0.011	4104041;4104042;4104043;3000003	50;50;50;3480	1	
