ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
12700899001	101@105.6;201@38.8;301@283.5;603@0.025;1203@0.012;1602@0.017;2102@0.017	12700899	1	101@105.6;201@38.8;301@283.5;603@0.025;1203@0.012;1602@0.017;2102@0.017			1	
12700899002	101@127.8;201@38.8;301@283.5;603@0.025;1203@0.012;1602@0.017;2102@0.017	12700899	2	101@22.2	4104041;3000003	20;1200	1	
12700899003	101@127.8;201@47;301@283.5;603@0.025;1203@0.012;1602@0.017;2102@0.017	12700899	3	201@8.2	4104041;3000003	20;1280	1	
12700899004	101@127.8;201@47;301@343.2;603@0.025;1203@0.012;1602@0.017;2102@0.017	12700899	4	301@59.7	4104041;3000003	20;1360	1	
12700899005	101@127.8;201@47;301@343.2;603@0.05;1203@0.012;1602@0.017;2102@0.017	12700899	5	603@0.025	4104041;3000003	20;1440	1	
12700899006	101@150;201@47;301@343.2;603@0.05;1203@0.012;1602@0.017;2102@0.017	12700899	6	101@22.2	4104041;3000003	20;1520	1	
12700899007	101@150;201@55.2;301@343.2;603@0.05;1203@0.012;1602@0.017;2102@0.017	12700899	7	201@8.2	4104041;3000003	20;1600	1	
12700899008	101@150;201@55.2;301@402.9;603@0.05;1203@0.012;1602@0.017;2102@0.017	12700899	8	301@59.7	4104041;3000003	20;1680	1	
12700899009	101@150;201@55.2;301@402.9;603@0.05;1203@0.024;1602@0.017;2102@0.017	12700899	9	1203@0.012	4104041;3000003	20;1760	1	
12700899010	101@172.2;201@55.2;301@402.9;603@0.05;1203@0.024;1602@0.017;2102@0.017	12700899	10	101@22.2	4104041;3000003	20;1840	1	
12700899011	101@172.2;201@63.4;301@402.9;603@0.05;1203@0.024;1602@0.017;2102@0.017	12700899	11	201@8.2	4104041;3000003	40;1920	1	
12700899012	101@172.2;201@63.4;301@462.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	12700899	12	301@59.7	4104041;3000003	40;2000	1	
12700899013	101@172.2;201@63.4;301@462.6;603@0.05;1203@0.024;1602@0.034;2102@0.017	12700899	13	1602@0.017	4104041;3000003	40;2080	1	
12700899014	101@194.4;201@63.4;301@462.6;603@0.05;1203@0.024;1602@0.034;2102@0.017	12700899	14	101@22.2	4104041;3000003	40;2160	1	
12700899015	101@194.4;201@71.6;301@462.6;603@0.05;1203@0.024;1602@0.034;2102@0.017	12700899	15	201@8.2	4104041;3000003	40;2240	1	
12700899016	101@194.4;201@71.6;301@522.3;603@0.05;1203@0.024;1602@0.034;2102@0.017	12700899	16	301@59.7	4104041;3000003	40;2320	1	
12700899017	101@194.4;201@71.6;301@522.3;603@0.05;1203@0.024;1602@0.034;2102@0.034	12700899	17	2102@0.017	4104041;3000003	40;2400	1	
12700899018	101@216.6;201@71.6;301@522.3;603@0.05;1203@0.024;1602@0.034;2102@0.034	12700899	18	101@22.2	4104041;3000003	40;2480	1	
12700899019	101@216.6;201@79.8;301@522.3;603@0.05;1203@0.024;1602@0.034;2102@0.034	12700899	19	201@8.2	4104041;3000003	40;2560	1	
12700899020	101@216.6;201@79.8;301@582;603@0.05;1203@0.024;1602@0.034;2102@0.034	12700899	20	301@59.7	4104041;3000003	40;2640	1	
12700899021	101@216.6;201@79.8;301@582;603@0.075;1203@0.024;1602@0.034;2102@0.034	12700899	21	603@0.025	4104041;4104042;3000003	55;55;2720	1	
12700899022	101@238.8;201@79.8;301@582;603@0.075;1203@0.024;1602@0.034;2102@0.034	12700899	22	101@22.2	4104041;4104042;3000003	55;55;2800	1	
12700899023	101@238.8;201@88;301@582;603@0.075;1203@0.024;1602@0.034;2102@0.034	12700899	23	201@8.2	4104041;4104042;3000003	55;55;2880	1	
12700899024	101@238.8;201@88;301@641.7;603@0.075;1203@0.024;1602@0.034;2102@0.034	12700899	24	301@59.7	4104041;4104042;3000003	55;55;2960	1	
