key	ids	status
string	string	int
101008	101008101;101008102;101008103;101008104;101008105;101008106;101008107;101008108;101008109;101008110	1
101011	101011101;101011102;101011103;101011104;101011105;101011106;101011107;101011108;101011109;101011110	1
101005	101005101;101005102;101005103;101005104;101005105;101005106;101005107;101005108;101005109;101005110	1
101013	101013101;101013102;101013103;101013104;101013105;101013106;101013107;101013108;101013109;101013110	1
102008	102008101;102008102;102008103;102008104;102008105;102008106;102008107;102008108;102008109;102008110	1
102007	102007101;102007102;102007103;102007104;102007105;102007106;102007107;102007108;102007109;102007110	1
102011	102011101;102011102;102011103;102011104;102011105;102011106;102011107;102011108;102011109;102011110	1
102001	102001101;102001102;102001103;102001104;102001105;102001106;102001107;102001108;102001109;102001110	1
102021	102021101;102021102;102021103;102021104;102021105;102021106;102021107;102021108;102021109;102021110	1
103008	103008101;103008102;103008103;103008104;103008105;103008106;103008107;103008108;103008109;103008110	1
103002	103002101;103002102;103002103;103002104;103002105;103002106;103002107;103002108;103002109;103002110	1
103007	103007101;103007102;103007103;103007104;103007105;103007106;103007107;103007108;103007109;103007110	1
103019	103019101;103019102;103019103;103019104;103019105;103019106;103019107;103019108;103019109;103019110	1
103021	103021101;103021102;103021103;103021104;103021105;103021106;103021107;103021108;103021109;103021110	1
104003	104003101;104003102;104003103;104003104;104003105;104003106;104003107;104003108;104003109;104003110	1
104005	104005101;104005102;104005103;104005104;104005105;104005106;104005107;104005108;104005109;104005110	1
104001	104001101;104001102;104001103;104001104;104001105;104001106;104001107;104001108;104001109;104001110	1
104008	104008101;104008102;104008103;104008104;104008105;104008106;104008107;104008108;104008109;104008110	1
105008	105008101;105008102;105008103;105008104;105008105;105008106;105008107;105008108;105008109;105008110	1
105001	105001101;105001102;105001103;105001104;105001105;105001106;105001107;105001108;105001109;105001110	1
105002	105002101;105002102;105002103;105002104;105002105;105002106;105002107;105002108;105002109;105002110	1
105006	105006101;105006102;105006103;105006104;105006105;105006106;105006107;105006108;105006109;105006110	1
106008	106008101;106008102;106008103;106008104;106008105;106008106;106008107;106008108;106008109;106008110	1
106001	106001101;106001102;106001103;106001104;106001105;106001106;106001107;106001108;106001109;106001110	1
106002	106002101;106002102;106002103;106002104;106002105;106002106;106002107;106002108;106002109;106002110	1
106010	106010101;106010102;106010103;106010104;106010105;106010106;106010107;106010108;106010109;106010110	1
107008	107008101;107008102;107008103;107008104;107008105;107008106;107008107;107008108;107008109;107008110	1
107001	107001101;107001102;107001103;107001104;107001105;107001106;107001107;107001108;107001109;107001110	1
107005	107005101;107005102;107005103;107005104;107005105;107005106;107005107;107005108;107005109;107005110	1
108008	108008101;108008102;108008103;108008104;108008105;108008106;108008107;108008108;108008109;108008110	1
108001	108001101;108001102;108001103;108001104;108001105;108001106;108001107;108001108;108001109;108001110	1
108006	108006101;108006102;108006103;108006104;108006105;108006106;108006107;108006108;108006109;108006110	1
108004	108004101;108004102;108004103;108004104;108004105;108004106;108004107;108004108;108004109;108004110	1
109008	109008101;109008102;109008103;109008104;109008105;109008106;109008107;109008108;109008109;109008110	1
110008	110008101;110008102;110008103;110008104;110008105;110008106;110008107;110008108;110008109;110008110	1
111008	111008101;111008102;111008103;111008104;111008105;111008106;111008107;111008108;111008109;111008110	1
111002	111002101;111002102;111002103;111002104;111002105;111002106;111002107;111002108;111002109;111002110	1
112008	112008101;112008102;112008103;112008104;112008105;112008106;112008107;112008108;112008109;112008110	1
112002	112002101;112002102;112002103;112002104;112002105;112002106;112002107;112002108;112002109;112002110	1
113008	113008101;113008102;113008103;113008104;113008105;113008106;113008107;113008108;113008109;113008110	1
113001	113001101;113001102;113001103;113001104;113001105;113001106;113001107;113001108;113001109;113001110	1
114008	114008101;114008102;114008103;114008104;114008105;114008106;114008107;114008108;114008109;114008110	1
114001	114001101;114001102;114001103;114001104;114001105;114001106;114001107;114001108;114001109;114001110	1
904001	904001101;904001102;904001103;904001104;904001105;904001106;904001107;904001108;904001109;904001110	1
904002	904002101;904002102;904002103;904002104;904002105;904002106;904002107;904002108;904002109;904002110	1
904005	904005101;904005102;904005103;904005104;904005105;904005106;904005107;904005108;904005109;904005110	1
904006	904006101;904006102;904006103;904006104;904006105;904006106;904006107;904006108;904006109;904006110	1
904009	904009101;904009102;904009103;904009104;904009105;904009106;904009107;904009108;904009109;904009110	1
904010	904010101;904010102;904010103;904010104;904010105;904010106;904010107;904010108;904010109;904010110	1
904014	904014101;904014102;904014103;904014104;904014105;904014106;904014107;904014108;904014109;904014110	1
904015	904015101;904015102;904015103;904015104;904015105;904015106;904015107;904015108;904015109;904015110	1
904020	904020101;904020102;904020103;904020104;904020105;904020106;904020107;904020108;904020109;904020110	1
904022	904022101;904022102;904022103;904022104;904022105;904022106;904022107;904022108;904022109;904022110	1
904025	904025101;904025102;904025103;904025104;904025105;904025106;904025107;904025108;904025109;904025110	1
904026	904026101;904026102;904026103;904026104;904026105;904026106;904026107;904026108;904026109;904026110	1
904031	904031101;904031102;904031103;904031104;904031105;904031106;904031107;904031108;904031109;904031110	1
904033	904033101;904033102;904033103;904033104;904033105;904033106;904033107;904033108;904033109;904033110	1
904034	904034101;904034102;904034103;904034104;904034105;904034106;904034107;904034108;904034109;904034110	1
904041	904041101;904041102;904041103;904041104;904041105;904041106;904041107;904041108;904041109;904041110	1
904043	904043101;904043102;904043103;904043104;904043105;904043106;904043107;904043108;904043109;904043110	1
908002	908002101;908002102;908002103;908002104;908002105;908002106;908002107;908002108;908002109;908002110	1
115008	115008101;115008102;115008103;115008104;115008105;115008106;115008107;115008108;115008109;115008110	1
127008	127008101;127008102;127008103;127008104;127008105;127008106;127008107;127008108;127008109;127008110	1
130008	130008101;130008102;130008103;130008104;130008105;130008106;130008107;130008108;130008109;130008110	1
131008	131008101;131008102;131008103;131008104;131008105;131008106;131008107;131008108;131008109;131008110	1
117008	117008101;117008102;117008103;117008104;117008105;117008106;117008107;117008108;117008109;117008110	1
121008	121008101;121008102;121008103;121008104;121008105;121008106;121008107;121008108;121008109;121008110	1
103006	103006101;103006102;103006103;103006104;103006105;103006106;103006107;103006108;103006109;103006110	1
105004	105004101;105004102;105004103;105004104;105004105;105004106;105004107;105004108;105004109;105004110	1
106009	106009101;106009102;106009103;106009104;106009105;106009106;106009107;106009108;106009109;106009110	1
107010	107010101;107010102;107010103;107010104;107010105;107010106;107010107;107010108;107010109;107010110	1
123008	123008101;123008102;123008103;123008104;123008105;123008106;123008107;123008108;123008109;123008110	1
125008	125008101;125008102;125008103;125008104;125008105;125008106;125008107;125008108;125008109;125008110	1
137008	137008101;137008102;137008103;137008104;137008105;137008106;137008107;137008108;137008109;137008110	1
116001	116001101;116001102;116001103;116001104;116001105;116001106;116001107;116001108;116001109;116001110	1
140008	140008101;140008102;140008103;140008104;140008105;140008106;140008107;140008108;140008109;140008110	1
129001	129001101;129001102;129001103;129001104;129001105;129001106;129001107;129001108;129001109;129001110	1
129008	129008101;129008102;129008103;129008104;129008105;129008106;129008107;129008108;129008109;129008110	1
109002	109002101;109002102;109002103;109002104;109002105;109002106;109002107;109002108;109002109;109002110	1
113002	113002101;113002102;113002103;113002104;113002105;113002106;113002107;113002108;113002109;113002110	1
114002	114002101;114002102;114002103;114002104;114002105;114002106;114002107;114002108;114002109;114002110	1
138001	138001101;138001102;138001103;138001104;138001105;138001106;138001107;138001108;138001109;138001110	1
138008	138008101;138008102;138008103;138008104;138008105;138008106;138008107;138008108;138008109;138008110	1
135008	135008101;135008102;135008103;135008104;135008105;135008106;135008107;135008108;135008109;135008110	1
802008	802008101;802008102;802008103;802008104;802008105;802008106;802008107;802008108;802008109;802008110	1
803008	803008101;803008102;803008103;803008104;803008105;803008106;803008107;803008108;803008109;803008110	1
801008	801008101;801008102;801008103;801008104;801008105;801008106;801008107;801008108;801008109;801008110	1
127001	127001101;127001102;127001103;127001104;127001105;127001106;127001107;127001108;127001109;127001110	1
136008	136008101;136008102;136008103;136008104;136008105;136008106;136008107;136008108;136008109;136008110	1
104016	104016101;104016102;104016103;104016104;104016105;104016106;104016107;104016108;104016109;104016110	1
103009	103009101;103009102;103009103;103009104;103009105;103009106;103009107;103009108;103009109;103009110	1
102012	102012101;102012102;102012103;102012104;102012105;102012106;102012107;102012108;102012109;102012110	1
101018	101018101;101018102;101018103;101018104;101018105;101018106;101018107;101018108;101018109;101018110	1
144001	144001101;144001102;144001103;144001104;144001105;144001106;144001107;144001108;144001109;144001110	1
144008	144008101;144008102;144008103;144008104;144008105;144008106;144008107;144008108;144008109;144008110	1
141008	141008101;141008102;141008103;141008104;141008105;141008106;141008107;141008108;141008109;141008110	1
129002	129002101;129002102;129002103;129002104;129002105;129002106;129002107;129002108;129002109;129002110	1
804008	804008101;804008102;804008103;804008104;804008105;804008106;804008107;804008108;804008109;804008110	1
805008	805008101;805008102;805008103;805008104;805008105;805008106;805008107;805008108;805008109;805008110	1
806008	806008101;806008102;806008103;806008104;806008105;806008106;806008107;806008108;806008109;806008110	1
120008	120008101;120008102;120008103;120008104;120008105;120008106;120008107;120008108;120008109;120008110	1
119008	119008101;119008102;119008103;119008104;119008105;119008106;119008107;119008108;119008109;119008110	1
133008	133008101;133008102;133008103;133008104;133008105;133008106;133008107;133008108;133008109;133008110	1
104007	104007101;104007102;104007103;104007104;104007105;104007106;104007107;104007108;104007109;104007110	1
103003	103003101;103003102;103003103;103003104;103003105;103003106;103003107;103003108;103003109;103003110	1
103017	103017101;103017102;103017103;103017104;103017105;103017106;103017107;103017108;103017109;103017110	1
102018	102018101;102018102;102018103;102018104;102018105;102018106;102018107;102018108;102018109;102018110	1
101012	101012101;101012102;101012103;101012104;101012105;101012106;101012107;101012108;101012109;101012110	1
104009	104009101;104009102;104009103;104009104;104009105;104009106;104009107;104009108;104009109;104009110	1
139008	139008101;139008102;139008103;139008104;139008105;139008106;139008107;139008108;139008109;139008110	1
149008	149008101;149008102;149008103;149008104;149008105;149008106;149008107;149008108;149008109;149008110	1
143008	143008101;143008102;143008103;143008104;143008105;143008106;143008107;143008108;143008109;143008110	1
122008	122008101;122008102;122008103;122008104;122008105;122008106;122008107;122008108;122008109;122008110	1
152008	152008101;152008102;152008103;152008104;152008105;152008106;152008107;152008108;152008109;152008110	1
