ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
16700801001	101@50;201@17;301@113;401@0.01;703@0.033;1602@0.011;2102@0.011	16700801	1	101@50;201@17;301@113;401@0.01;703@0.033;1602@0.011;2102@0.011			1	
16700801002	101@68.8;201@17;301@113;401@0.01;703@0.033;1602@0.011;2102@0.011	16700801	2	101@18.8	4104041;3000003	15;900	1	
16700801003	101@68.8;201@23.4;301@113;401@0.01;703@0.033;1602@0.011;2102@0.011	16700801	3	201@6.4	4104041;3000003	15;960	1	
16700801004	101@68.8;201@23.4;301@155.4;401@0.01;703@0.033;1602@0.011;2102@0.011	16700801	4	301@42.4	4104041;3000003	15;1020	1	
16700801005	101@68.8;201@23.4;301@155.4;401@0.01;703@0.066;1602@0.011;2102@0.011	16700801	5	703@0.033	4104041;3000003	15;1080	1	
16700801006	101@87.6;201@23.4;301@155.4;401@0.01;703@0.066;1602@0.011;2102@0.011	16700801	6	101@18.8	4104041;3000003	15;1140	1	
16700801007	101@87.6;201@29.8;301@155.4;401@0.01;703@0.066;1602@0.011;2102@0.011	16700801	7	201@6.4	4104041;3000003	15;1200	1	
16700801008	101@87.6;201@29.8;301@197.8;401@0.01;703@0.066;1602@0.011;2102@0.011	16700801	8	301@42.4	4104041;3000003	15;1260	1	
16700801009	101@87.6;201@29.8;301@197.8;401@0.02;703@0.066;1602@0.011;2102@0.011	16700801	9	401@0.01	4104041;3000003	15;1320	1	
16700801010	101@106.4;201@29.8;301@197.8;401@0.02;703@0.066;1602@0.011;2102@0.011	16700801	10	101@18.8	4104041;3000003	15;1380	1	
16700801011	101@106.4;201@36.2;301@197.8;401@0.02;703@0.066;1602@0.011;2102@0.011	16700801	11	201@6.4	4104041;3000003	30;1440	1	
16700801012	101@106.4;201@36.2;301@240.2;401@0.02;703@0.066;1602@0.011;2102@0.011	16700801	12	301@42.4	4104041;3000003	30;1500	1	
16700801013	101@106.4;201@36.2;301@240.2;401@0.02;703@0.066;1602@0.022;2102@0.011	16700801	13	1602@0.011	4104041;3000003	30;1560	1	
