ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
12500899001	101@104;201@42;301@263;603@0.017;1203@0.019;1602@0.017;2102@0.017	12500899	1	101@104;201@42;301@263;603@0.017;1203@0.019;1602@0.017;2102@0.017			1	
12500899002	101@125.9;201@42;301@263;603@0.017;1203@0.019;1602@0.017;2102@0.017	12500899	2	101@21.9	4104041;3000003	20;1200	1	
12500899003	101@125.9;201@50.8;301@263;603@0.017;1203@0.019;1602@0.017;2102@0.017	12500899	3	201@8.8	4104041;3000003	20;1280	1	
12500899004	101@125.9;201@50.8;301@318.4;603@0.017;1203@0.019;1602@0.017;2102@0.017	12500899	4	301@55.4	4104041;3000003	20;1360	1	
12500899005	101@125.9;201@50.8;301@318.4;603@0.034;1203@0.019;1602@0.017;2102@0.017	12500899	5	603@0.017	4104041;3000003	20;1440	1	
12500899006	101@147.8;201@50.8;301@318.4;603@0.034;1203@0.019;1602@0.017;2102@0.017	12500899	6	101@21.9	4104041;3000003	20;1520	1	
12500899007	101@147.8;201@59.6;301@318.4;603@0.034;1203@0.019;1602@0.017;2102@0.017	12500899	7	201@8.8	4104041;3000003	20;1600	1	
12500899008	101@147.8;201@59.6;301@373.8;603@0.034;1203@0.019;1602@0.017;2102@0.017	12500899	8	301@55.4	4104041;3000003	20;1680	1	
12500899009	101@147.8;201@59.6;301@373.8;603@0.034;1203@0.038;1602@0.017;2102@0.017	12500899	9	1203@0.019	4104041;3000003	20;1760	1	
12500899010	101@169.7;201@59.6;301@373.8;603@0.034;1203@0.038;1602@0.017;2102@0.017	12500899	10	101@21.9	4104041;3000003	20;1840	1	
12500899011	101@169.7;201@68.4;301@373.8;603@0.034;1203@0.038;1602@0.017;2102@0.017	12500899	11	201@8.8	4104041;3000003	40;1920	1	
12500899012	101@169.7;201@68.4;301@429.2;603@0.034;1203@0.038;1602@0.017;2102@0.017	12500899	12	301@55.4	4104041;3000003	40;2000	1	
12500899013	101@169.7;201@68.4;301@429.2;603@0.034;1203@0.038;1602@0.034;2102@0.017	12500899	13	1602@0.017	4104041;3000003	40;2080	1	
12500899014	101@191.6;201@68.4;301@429.2;603@0.034;1203@0.038;1602@0.034;2102@0.017	12500899	14	101@21.9	4104041;3000003	40;2160	1	
12500899015	101@191.6;201@77.2;301@429.2;603@0.034;1203@0.038;1602@0.034;2102@0.017	12500899	15	201@8.8	4104041;3000003	40;2240	1	
12500899016	101@191.6;201@77.2;301@484.6;603@0.034;1203@0.038;1602@0.034;2102@0.017	12500899	16	301@55.4	4104041;3000003	40;2320	1	
12500899017	101@191.6;201@77.2;301@484.6;603@0.034;1203@0.038;1602@0.034;2102@0.034	12500899	17	2102@0.017	4104041;3000003	40;2400	1	
12500899018	101@213.5;201@77.2;301@484.6;603@0.034;1203@0.038;1602@0.034;2102@0.034	12500899	18	101@21.9	4104041;3000003	40;2480	1	
12500899019	101@213.5;201@86;301@484.6;603@0.034;1203@0.038;1602@0.034;2102@0.034	12500899	19	201@8.8	4104041;3000003	40;2560	1	
12500899020	101@213.5;201@86;301@540;603@0.034;1203@0.038;1602@0.034;2102@0.034	12500899	20	301@55.4	4104041;3000003	40;2640	1	
12500899021	101@213.5;201@86;301@540;603@0.051;1203@0.038;1602@0.034;2102@0.034	12500899	21	603@0.017	4104041;4104042;3000003	55;55;2720	1	
12500899022	101@235.4;201@86;301@540;603@0.051;1203@0.038;1602@0.034;2102@0.034	12500899	22	101@21.9	4104041;4104042;3000003	55;55;2800	1	
12500899023	101@235.4;201@94.8;301@540;603@0.051;1203@0.038;1602@0.034;2102@0.034	12500899	23	201@8.8	4104041;4104042;3000003	55;55;2880	1	
12500899024	101@235.4;201@94.8;301@595.4;603@0.051;1203@0.038;1602@0.034;2102@0.034	12500899	24	301@55.4	4104041;4104042;3000003	55;55;2960	1	
12500899025	101@235.4;201@94.8;301@595.4;603@0.051;1203@0.057;1602@0.034;2102@0.034	12500899	25	1203@0.019	4104041;4104042;3000003	55;55;3040	1	
12500899026	101@257.3;201@94.8;301@595.4;603@0.051;1203@0.057;1602@0.034;2102@0.034	12500899	26	101@21.9	4104041;4104042;3000003	55;55;3120	1	
12500899027	101@257.3;201@103.6;301@595.4;603@0.051;1203@0.057;1602@0.034;2102@0.034	12500899	27	201@8.8	4104041;4104042;3000003	55;55;3200	1	
12500899028	101@257.3;201@103.6;301@650.8;603@0.051;1203@0.057;1602@0.034;2102@0.034	12500899	28	301@55.4	4104041;4104042;3000003	55;55;3280	1	
12500899029	101@257.3;201@103.6;301@650.8;603@0.051;1203@0.057;1602@0.051;2102@0.034	12500899	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1	
12500899030	101@279.2;201@103.6;301@650.8;603@0.051;1203@0.057;1602@0.051;2102@0.034	12500899	30	101@21.9	4104041;4104042;3000003	55;55;3440	1	
12500899031	101@279.2;201@112.4;301@650.8;603@0.051;1203@0.057;1602@0.051;2102@0.034	12500899	31	201@8.8	4104041;4104042;3000003	70;70;3520	1	
12500899032	101@279.2;201@112.4;301@706.2;603@0.051;1203@0.057;1602@0.051;2102@0.034	12500899	32	301@55.4	4104041;4104042;3000003	70;70;3600	1	
12500899033	101@279.2;201@112.4;301@706.2;603@0.051;1203@0.057;1602@0.051;2102@0.051	12500899	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1	
12500899034	101@301.1;201@112.4;301@706.2;603@0.051;1203@0.057;1602@0.051;2102@0.051	12500899	34	101@21.9	4104041;4104042;3000003	70;70;3760	1	
12500899035	101@301.1;201@121.2;301@706.2;603@0.051;1203@0.057;1602@0.051;2102@0.051	12500899	35	201@8.8	4104041;4104042;3000003	70;70;3840	1	
12500899036	101@301.1;201@121.2;301@761.6;603@0.051;1203@0.057;1602@0.051;2102@0.051	12500899	36	301@55.4	4104041;4104042;3000003	70;70;3920	1	
12500899037	101@301.1;201@121.2;301@761.6;603@0.068;1203@0.057;1602@0.051;2102@0.051	12500899	37	603@0.017	4104041;4104042;3000003	70;70;4000	1	
12500899038	101@323;201@121.2;301@761.6;603@0.068;1203@0.057;1602@0.051;2102@0.051	12500899	38	101@21.9	4104041;4104042;3000003	70;70;4080	1	
12500899039	101@323;201@130;301@761.6;603@0.068;1203@0.057;1602@0.051;2102@0.051	12500899	39	201@8.8	4104041;4104042;3000003	70;70;4160	1	
12500899040	101@323;201@130;301@817;603@0.068;1203@0.057;1602@0.051;2102@0.051	12500899	40	301@55.4	4104041;4104042;3000003	70;70;4240	1	
12500899041	101@323;201@130;301@817;603@0.068;1203@0.076;1602@0.051;2102@0.051	12500899	41	1203@0.019	4104041;4104042;4104043;3000003	70;70;70;4320	1	
12500899042	101@344.9;201@130;301@817;603@0.068;1203@0.076;1602@0.051;2102@0.051	12500899	42	101@21.9	4104041;4104042;4104043;3000003	70;70;70;4400	1	
12500899043	101@344.9;201@138.8;301@817;603@0.068;1203@0.076;1602@0.051;2102@0.051	12500899	43	201@8.8	4104041;4104042;4104043;3000003	70;70;70;4480	1	
12500899044	101@344.9;201@138.8;301@872.4;603@0.068;1203@0.076;1602@0.051;2102@0.051	12500899	44	301@55.4	4104041;4104042;4104043;3000003	70;70;70;4560	1	
12500899045	101@344.9;201@138.8;301@872.4;603@0.068;1203@0.076;1602@0.068;2102@0.051	12500899	45	1602@0.017	4104041;4104042;4104043;3000003	70;70;70;4640	1	
12500899046	101@366.8;201@138.8;301@872.4;603@0.068;1203@0.076;1602@0.068;2102@0.051	12500899	46	101@21.9	4104041;4104042;4104043;3000003	70;70;70;4720	1	
12500899047	101@366.8;201@147.6;301@872.4;603@0.068;1203@0.076;1602@0.068;2102@0.051	12500899	47	201@8.8	4104041;4104042;4104043;3000003	70;70;70;4800	1	
12500899048	101@366.8;201@147.6;301@927.8;603@0.068;1203@0.076;1602@0.068;2102@0.051	12500899	48	301@55.4	4104041;4104042;4104043;3000003	70;70;70;4880	1	
12500899049	101@366.8;201@147.6;301@927.8;603@0.068;1203@0.076;1602@0.068;2102@0.068	12500899	49	2102@0.017	4104041;4104042;4104043;3000003	70;70;70;4960	1	
12500899050	101@388.7;201@147.6;301@927.8;603@0.068;1203@0.076;1602@0.068;2102@0.068	12500899	50	101@21.9	4104041;4104042;4104043;3000003	70;70;70;5040	1	
12500899051	101@388.7;201@156.4;301@927.8;603@0.068;1203@0.076;1602@0.068;2102@0.068	12500899	51	201@8.8	4104041;4104042;4104043;3000003	90;90;90;5120	1	
12500899052	101@388.7;201@156.4;301@983.2;603@0.068;1203@0.076;1602@0.068;2102@0.068	12500899	52	301@55.4	4104041;4104042;4104043;3000003	90;90;90;5200	1	
12500899053	101@388.7;201@156.4;301@983.2;603@0.085;1203@0.076;1602@0.068;2102@0.068	12500899	53	603@0.017	4104041;4104042;4104043;3000003	90;90;90;5280	1	
12500899054	101@410.6;201@156.4;301@983.2;603@0.085;1203@0.076;1602@0.068;2102@0.068	12500899	54	101@21.9	4104041;4104042;4104043;3000003	90;90;90;5360	1	
12500899055	101@410.6;201@165.2;301@983.2;603@0.085;1203@0.076;1602@0.068;2102@0.068	12500899	55	201@8.8	4104041;4104042;4104043;3000003	90;90;90;5440	1	
12500899056	101@410.6;201@165.2;301@1038.6;603@0.085;1203@0.076;1602@0.068;2102@0.068	12500899	56	301@55.4	4104041;4104042;4104043;3000003	90;90;90;5520	1	
12500899057	101@410.6;201@165.2;301@1038.6;603@0.085;1203@0.095;1602@0.068;2102@0.068	12500899	57	1203@0.019	4104041;4104042;4104043;3000003	90;90;90;5600	1	
12500899058	101@432.5;201@165.2;301@1038.6;603@0.085;1203@0.095;1602@0.068;2102@0.068	12500899	58	101@21.9	4104041;4104042;4104043;3000003	90;90;90;5680	1	
12500899059	101@432.5;201@174;301@1038.6;603@0.085;1203@0.095;1602@0.068;2102@0.068	12500899	59	201@8.8	4104041;4104042;4104043;3000003	90;90;90;5760	1	
12500899060	101@432.5;201@174;301@1094;603@0.085;1203@0.095;1602@0.068;2102@0.068	12500899	60	301@55.4	4104041;4104042;4104043;3000003	90;90;90;5840	1	
