key	ids	status
string	string	int
101002	10100201,10100299,10100202	1
101005	10100501,10100599	1
101008	10100801,10100899	1
101011	10101101,10101199	1
101012	10101201,10101299,10101202	1
101013	10101301,10101399,10101302,10101303,10101304	1
101018	10101801,10101899,10101802	1
102001	10200101,10200199	1
102005	10200501,10200599	1
102007	10200701,10200799	1
102008	10200801,10200899	1
102010	10201001,10201099	1
102011	10201101,10201199	1
102012	10201201,10201299,10201202	1
102013	10201301,10201399	1
102021	10202101,10202199,10202102,10202103	1
102017	10201701,10201799	1
102018	10201801,10201899	1
103002	10300201,10300299	1
103003	10300301,10300399,10300302	1
103005	10300501,10300599	1
103006	10300601,10300699,10300602	1
103007	10300701,10300799	1
103008	10300801,10300899,10300802	1
103009	10300901,10300999	1
103010	10301001,10301002,10301099	1
103011	10301101,10301199	1
103012	10301201,10301299,10301202	1
103021	10302101,10302199,10302150,10302103,10302104,10302105	1
103017	10301701,10301799,10301702	1
103019	10301901,10301999	1
104001	10400101,10400199,10400102	1
104002	10400201,10400299	1
104003	10400301,10400399	1
104004	10400401,10400499	1
104005	10400501,10400599	1
104007	10400701,10400799	1
104008	10400801,10400899	1
104009	10400901,10400999	1
104013	10401301,10401399,10401302	1
104016	10401601,10401699	1
105001	10500101,10500199	1
105002	10500201,10500299	1
105004	10500401,10500499	1
105006	10500601,10500699	1
105008	10500801,10500899	1
106001	10600101,10600199	1
106002	10600201,10600299	1
106008	10600801,10600899	1
106009	10600901,10600999	1
106011	10601101,10601199	1
106010	10601001,10601099	1
107001	10700101,10700199	1
107005	10700501,10700599	1
107008	10700801,10700899	1
107010	10701001,10701099,10701002	1
108001	10800101,10800199	1
108004	10800401,10800499	1
108006	10800601,10800699,10800602,10800603,10800604	1
108008	10800801,10800899,10800830	1
109002	10900201,10900299,10900202	1
109008	10900801,10900899,10900802	1
110008	11000801,11000899	1
111002	11100201,11100299,11100202,11100250	1
111008	11100801,11100899,11100802	1
112002	11200201,11200299	1
112008	11200801,11200899	1
113001	11300101,11300199,11300102,11300103	1
113002	11300201,11300299	1
113008	11300801,11300899	1
114001	11400101,11400199,11400102,11400103	1
114002	11400201,11400299	1
114008	11400801,11400899	1
116001	11600101,11600199	1
117008	11700801,11700899,11700851,11700802	1
115008	11500801,11500899	1
119008	11900801,11900802,11900899	1
120008	12000801,12000802,12000899	1
121008	12100801,12100899,12100890	1
122008	12200801,12200899	1
125008	12500801,12500899,12500802	1
127001	12700101,12700199,12700130,12700150	1
127008	12700801,12700899,12700890,12700802,12700803	1
130008	13000801,13000899,13000802	1
131008	13100801,13100899,13100890	1
123008	12300801,12300802,12300803,12300899	1
133008	13300801,13300899,13300850	1
129001	12900101,12900199,12900190,12900150	1
129002	12900201,12900299,12900202,12900250,12900203,12900204,12900205	1
129008	12900801,12900899,12900890	1
135008	13500801,13500899,13500850	1
135001	13500101,13500199,13500150	1
136008	13600801,13600899,13600850	1
137008	13700801,13700899,13700802	1
138001	13800101,13800199	1
138008	13800801,13800899,13800802	1
139008	13900801,13900802,13900899,13900890	1
140008	14000801,14000899,14000850	1
141008	14100801,14100899,14100850,14100802	1
143008	14300801,14300899,14300802	1
144001	14400101,14400199,14400102	1
144008	14400801,14400899	1
147008	14700801,14700899	1
149008	14900801,14900899,14900850,14900802	1
152008	15200801,15200899,15200850	1
801008	80100801,80100899	1
802008	80200801,80200899	1
803008	80300801,80300899	1
803001	80300101,80300199	1
804008	80400801,80400899,80400802	1
805008	80500801,80500899,80500802	1
806008	80600801,80600899,80600802	1
904001	90400101	1
904002	90400201	1
904005	90400501	1
904006	90400601	1
904009	90400901	1
904010	90401001	1
904014	90401401	1
904015	90401501	1
904020	90402001	1
904022	90402201	1
904025	90402501	1
904026	90402601	1
904031	90403101	1
904033	90403301	1
904034	90403401	1
904041	90404101	1
904043	90404301	1
908002	90800201	1
1002	30100201,30200201	1
1003	30100301,30200301	1
411003	30100341	1
1004	30100401,30200401	1
1005	30100501,30100541,30100542,30200541,30200501	1
1006	30100601,30100641,30200641,30200601	1
1007	30100701,30200701	1
1008	30100801,30200801	1
1009	30100901,30200901	1
1010	30101001,30101041,30201041,30201001	1
1011	30101101,30201101	1
1012	30101201,30101241,30201241,30201201	1
1013	30101301,30201301	1
1014	30101401,30101441,30201441,30201401	1
1015	30101501,30201501	1
1016	30101601,30101641,30201641,30201601	1
1017	30101701,30101741,30201741,30201701	1
1018	30101801,30101841,30201841,30201801,30101802	1
1019	30101901,30101941,30201941,30201901	1
421019	30101942	1
1020	30102001,30202041,30102041,30202001	1
1021	30102101,30202101	1
1022	30102201,30102241,30202241,30202201	1
1023	30102301,30202341,30102341,30202343,30102343,30202301	1
1024	30102401,30202441,30102441,30202443,30102443,30202401	1
1025	30102501,30202501	1
1026	30102601,30202601	1
1027	30102701,30202701	1
1028	30102801,30202801	1
1029	30102901,30202901	1
1030	30103001,30103041,30203041,30203001	1
1031	30103101,30103141,30203141,30203101	1
1040	30104001,30104051,30104041,30204041,30104042,30204001	1
1041	30104101,30104141,30204141,30204101	1
1042	30104201,30104241,30204241,30204201	1
1043	30104301,30104341,30204341,30204301	1
1044	30104401,30204401	1
1045	30104501,30104541,30204541,30104542,30204501	1
1046	30104601,30204601	1
1050	30105001,30105041,30205041,30205001	1
1051	30105101,30105141,30205141,30205101	1
1052	30105201,30105241,30205241,30205201	1
1053	30105301,30105342,30205342,30205301	1
1054	30105401,30205401	1
1055	30105501,30205501	1
1056	30105601,30205601	1
1058	30105801,30205801	1
1059	30105901,30205901	1
1060	30106001,30106041,30206041,30206001	1
1063	30106301	1
1064	30106401	1
1065	30106501	1
1066	30106601	1
1067	30106701	1
1068	30106801	1
1069	30106901	1
1070	30107001	1
1071	30107101	1
1072	30107201	1
1073	30107301	1
1074	30107401	1
1101	30110101,31101001	1
1102	30110201,30210201	1
1103	30110301,30110341,30210301	1
1104	30110401,30110442,30210401	1
3001	30300101	1
3002	30300201	1
3003	30300301	1
3004	30300401	1
3005	30300501	1
3006	30300601	1
4001	30400101	1
4002	30400201	1
4003	30400301,30400341	1
4004	30400401	1
4005	30400501	1
4006	30400601	1
4007	30400701	1
4008	30400801	1
4009	30400901	1
4010	30401001	1
4014	30401401	1
4015	30401501,30401502	1
4016	30401601	1
4017	30401701	1
4018	30401801	1
4019	30401901,34019002,34019003	1
4020	30402001	1
4021	30402101	1
4022	30402201,30402231	1
514022	30402251	1
524022	30402252	1
534022	30402253	1
4023	30402301	1
4024	30402401	1
4025	30402501	1
4026	30402601	1
4030	30403001	1
4031	30403101,30403151	1
4033	30403301,30403302	1
4034	30403401	1
4035	30403501	1
4036	30403601	1
4037	30403701,30403702,30403741	1
4040	30404001	1
4041	30404101	1
4043	30404301	1
4044	30404401	1
4046	30404601	1
4047	30404701	1
4048	30404801	1
5015	30501501	1
5022	30502201	1
5021	30502101	1
8001	30800101	1
8002	30800201	1
418002	30800241	1
8003	30800301,30800302	1
518003	30800351	1
528003	30800352	1
538003	30800353	1
8004	30800401,30800402	1
518004	30800451	1
528004	30800452	1
538004	30800453	1
8006	30800601	1
428006	30800642	1
8010	30801001,30801090,30801091,30801041	1
8011	30801101	1
8013	30801301	1
461002	30100246	1
461003	30100346	1
461004	30100446	1
461005	30100546	1
461009	30100946	1
461010	30101046	1
461011	30101146	1
461015	30101546	1
461016	30101646	1
411044	30104441	1
30101	3010101	1
30102	3010201	1
30103	3010301	1
30104	3010401	1
411104	30110441	1
411053	30105341	1
414007	30400741	1
424007	30400742	1
414031	30403141	1
414033	30403341	1
153008	15300801,15300802,15300899	1
151008	15100801,15100850,15100899	1
150008	15000801,15000899	1
148008	14800801,14800899	1
404019	30404019	1
154008	15400801,15400850,15400899	1
4051	30405101	1
414051	30405141	1
146008	14600801,14600899	1
1075	30107501	1
1076	30107601	1
1077	30107701	1
1078	30107801	1
1079	30107901	1
4050	30405001	1
1080	30108001	1
1081	30108101	1
8014	30801401	1
411002	31002041	1
431045	31045043	1
414022	34022041	1
126008	12600801,12600899,12600802	1
159008	15900801,15900899	1
424003	30400342	1
128008	12800801,12800899,12800802,12800803	1
131001	13100101,13100199,13100102	1
160008	16000801,16000899	1
161008	16100801,16100802,16100899	1
4052	34052001	1
156008	15600801,15600899,15600802	1
157008	15700801,15700899,15700850	1
158008	15800801,15800899	1
3145008	31450080	1
132008	13200801,13200899	1
162008	16200801,16200899,16200802	1
163008	16300801,16300899,16300802	1
145008	14500801,14500899,14500802	1
155008	15500801,15500899	1
164008	16400801,16400899	1
4053	34053001	1
4049	30404901	1
165008	16500801,16500899	1
135002	13500201,13500299	1
144002	14400201,14400299	1
3165008	31650080	1
166008	16600801,16600899,16600802,16600803,31660080	1
167008	16700801,16700899	1
170008	17000801,17000899	1
169008	16900801,16900899	1
106005	10600501,10600599	1
171008	17100801,17100899	1
172008	17200801,17200899	1
4054	31178001	1
173008	17300801,17300899	1
