ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
90400101001	101@26.2;201@9.9;301@60.8;703@0.033;401@0.01;1602@0.011;2102@0.011	90400101	1	101@26.2;201@9.9;301@60.8;703@0.033;401@0.01;1602@0.011;2102@0.011			1	
90400101002	101@36;201@9.9;301@60.8;703@0.033;401@0.01;1602@0.011;2102@0.011	90400101	2	101@9.8	4104041;3000003	15;900	1	
90400101003	101@36;201@13.6;301@60.8;703@0.033;401@0.01;1602@0.011;2102@0.011	90400101	3	201@3.7	4104041;3000003	15;960	1	
90400101004	101@36;201@13.6;301@83.6;703@0.033;401@0.01;1602@0.011;2102@0.011	90400101	4	301@22.8	4104041;3000003	15;1020	1	
90400101005	101@36;201@13.6;301@83.6;703@0.066;401@0.01;1602@0.011;2102@0.011	90400101	5	703@0.033	4104041;3000003	15;1080	1	
90400101006	101@45.8;201@13.6;301@83.6;703@0.066;401@0.01;1602@0.011;2102@0.011	90400101	6	101@9.8	4104041;3000003	15;1140	1	
90400101007	101@45.8;201@17.3;301@83.6;703@0.066;401@0.01;1602@0.011;2102@0.011	90400101	7	201@3.7	4104041;3000003	15;1200	1	
90400101008	101@45.8;201@17.3;301@106.4;703@0.066;401@0.01;1602@0.011;2102@0.011	90400101	8	301@22.8	4104041;3000003	15;1260	1	
90400101009	101@45.8;201@17.3;301@106.4;703@0.066;401@0.02;1602@0.011;2102@0.011	90400101	9	401@0.01	4104041;3000003	15;1320	1	
90400101010	101@55.6;201@17.3;301@106.4;703@0.066;401@0.02;1602@0.011;2102@0.011	90400101	10	101@9.8	4104041;3000003	15;1380	1	
90400101011	101@55.6;201@21;301@106.4;703@0.066;401@0.02;1602@0.011;2102@0.011	90400101	11	201@3.7	4104041;3000003	30;1440	1	
90400101012	101@55.6;201@21;301@129.2;703@0.066;401@0.02;1602@0.011;2102@0.011	90400101	12	301@22.8	4104041;3000003	30;1500	1	
90400101013	101@55.6;201@21;301@129.2;703@0.066;401@0.02;1602@0.022;2102@0.011	90400101	13	1602@0.011	4104041;3000003	30;1560	1	
90400101014	101@65.4;201@21;301@129.2;703@0.066;401@0.02;1602@0.022;2102@0.011	90400101	14	101@9.8	4104041;3000003	30;1620	1	
90400101015	101@65.4;201@24.7;301@129.2;703@0.066;401@0.02;1602@0.022;2102@0.011	90400101	15	201@3.7	4104041;3000003	30;1680	1	
90400101016	101@65.4;201@24.7;301@152;703@0.066;401@0.02;1602@0.022;2102@0.011	90400101	16	301@22.8	4104041;3000003	30;1740	1	
90400101017	101@65.4;201@24.7;301@152;703@0.066;401@0.02;1602@0.022;2102@0.022	90400101	17	2102@0.011	4104041;3000003	30;1800	1	
90400101018	101@75.2;201@24.7;301@152;703@0.066;401@0.02;1602@0.022;2102@0.022	90400101	18	101@9.8	4104041;3000003	30;1860	1	
90400101019	101@75.2;201@28.4;301@152;703@0.066;401@0.02;1602@0.022;2102@0.022	90400101	19	201@3.7	4104041;3000003	30;1920	1	
90400101020	101@75.2;201@28.4;301@174.8;703@0.066;401@0.02;1602@0.022;2102@0.022	90400101	20	301@22.8	4104041;3000003	30;1980	1	
90400101021	101@75.2;201@28.4;301@174.8;703@0.099;401@0.02;1602@0.022;2102@0.022	90400101	21	703@0.033	4104041;4104042;3000003	40;40;2040	1	
90400101022	101@85;201@28.4;301@174.8;703@0.099;401@0.02;1602@0.022;2102@0.022	90400101	22	101@9.8	4104041;4104042;3000003	40;40;2100	1	
90400101023	101@85;201@32.1;301@174.8;703@0.099;401@0.02;1602@0.022;2102@0.022	90400101	23	201@3.7	4104041;4104042;3000003	40;40;2160	1	
90400101024	101@85;201@32.1;301@197.6;703@0.099;401@0.02;1602@0.022;2102@0.022	90400101	24	301@22.8	4104041;4104042;3000003	40;40;2220	1	
90400101025	101@85;201@32.1;301@197.6;703@0.099;401@0.03;1602@0.022;2102@0.022	90400101	25	401@0.01	4104041;4104042;3000003	40;40;2280	1	
