ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
17200899001	101@159;201@35;301@215;603@0.025;1203@0.012;1602@0.017;2102@0.017	17200899	1	101@159;201@35;301@215;603@0.025;1203@0.012;1602@0.017;2102@0.017			1	
17200899002	101@192.5;201@35;301@215;603@0.025;1203@0.012;1602@0.017;2102@0.017	17200899	2	101@33.5	4104041;3000003	20;1200	1	
17200899003	101@192.5;201@42.4;301@215;603@0.025;1203@0.012;1602@0.017;2102@0.017	17200899	3	201@7.4	4104041;3000003	20;1280	1	
17200899004	101@192.5;201@42.4;301@260.3;603@0.025;1203@0.012;1602@0.017;2102@0.017	17200899	4	301@45.3	4104041;3000003	20;1360	1	
17200899005	101@192.5;201@42.4;301@260.3;603@0.05;1203@0.012;1602@0.017;2102@0.017	17200899	5	603@0.025	4104041;3000003	20;1440	1	
17200899006	101@226;201@42.4;301@260.3;603@0.05;1203@0.012;1602@0.017;2102@0.017	17200899	6	101@33.5	4104041;3000003	20;1520	1	
17200899007	101@226;201@49.8;301@260.3;603@0.05;1203@0.012;1602@0.017;2102@0.017	17200899	7	201@7.4	4104041;3000003	20;1600	1	
17200899008	101@226;201@49.8;301@305.6;603@0.05;1203@0.012;1602@0.017;2102@0.017	17200899	8	301@45.3	4104041;3000003	20;1680	1	
17200899009	101@226;201@49.8;301@305.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	17200899	9	1203@0.012	4104041;3000003	20;1760	1	
17200899010	101@259.5;201@49.8;301@305.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	17200899	10	101@33.5	4104041;3000003	20;1840	1	
17200899011	101@259.5;201@57.2;301@305.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	17200899	11	201@7.4	4104041;3000003	40;1920	1	
17200899012	101@259.5;201@57.2;301@350.9;603@0.05;1203@0.024;1602@0.017;2102@0.017	17200899	12	301@45.3	4104041;3000003	40;2000	1	
17200899013	101@259.5;201@57.2;301@350.9;603@0.05;1203@0.024;1602@0.034;2102@0.017	17200899	13	1602@0.017	4104041;3000003	40;2080	1	
17200899014	101@293;201@57.2;301@350.9;603@0.05;1203@0.024;1602@0.034;2102@0.017	17200899	14	101@33.5	4104041;3000003	40;2160	1	
17200899015	101@293;201@64.6;301@350.9;603@0.05;1203@0.024;1602@0.034;2102@0.017	17200899	15	201@7.4	4104041;3000003	40;2240	1	
17200899016	101@293;201@64.6;301@396.2;603@0.05;1203@0.024;1602@0.034;2102@0.017	17200899	16	301@45.3	4104041;3000003	40;2320	1	
17200899017	101@293;201@64.6;301@396.2;603@0.05;1203@0.024;1602@0.034;2102@0.034	17200899	17	2102@0.017	4104041;3000003	40;2400	1	
17200899018	101@326.5;201@64.6;301@396.2;603@0.05;1203@0.024;1602@0.034;2102@0.034	17200899	18	101@33.5	4104041;3000003	40;2480	1	
17200899019	101@326.5;201@72;301@396.2;603@0.05;1203@0.024;1602@0.034;2102@0.034	17200899	19	201@7.4	4104041;3000003	40;2560	1	
17200899020	101@326.5;201@72;301@441.5;603@0.05;1203@0.024;1602@0.034;2102@0.034	17200899	20	301@45.3	4104041;3000003	40;2640	1	
17200899021	101@326.5;201@72;301@441.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	17200899	21	603@0.025	4104041;4104042;3000003	55;55;2720	1	
17200899022	101@360;201@72;301@441.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	17200899	22	101@33.5	4104041;4104042;3000003	55;55;2800	1	
17200899023	101@360;201@79.4;301@441.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	17200899	23	201@7.4	4104041;4104042;3000003	55;55;2880	1	
17200899024	101@360;201@79.4;301@486.8;603@0.075;1203@0.024;1602@0.034;2102@0.034	17200899	24	301@45.3	4104041;4104042;3000003	55;55;2960	1	
17200899025	101@360;201@79.4;301@486.8;603@0.075;1203@0.036;1602@0.034;2102@0.034	17200899	25	1203@0.012	4104041;4104042;3000003	55;55;3040	1	
17200899026	101@393.5;201@79.4;301@486.8;603@0.075;1203@0.036;1602@0.034;2102@0.034	17200899	26	101@33.5	4104041;4104042;3000003	55;55;3120	1	
17200899027	101@393.5;201@86.8;301@486.8;603@0.075;1203@0.036;1602@0.034;2102@0.034	17200899	27	201@7.4	4104041;4104042;3000003	55;55;3200	1	
17200899028	101@393.5;201@86.8;301@532.1;603@0.075;1203@0.036;1602@0.034;2102@0.034	17200899	28	301@45.3	4104041;4104042;3000003	55;55;3280	1	
17200899029	101@393.5;201@86.8;301@532.1;603@0.075;1203@0.036;1602@0.051;2102@0.034	17200899	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1	
17200899030	101@427;201@86.8;301@532.1;603@0.075;1203@0.036;1602@0.051;2102@0.034	17200899	30	101@33.5	4104041;4104042;3000003	55;55;3440	1	
17200899031	101@427;201@94.2;301@532.1;603@0.075;1203@0.036;1602@0.051;2102@0.034	17200899	31	201@7.4	4104041;4104042;3000003	70;70;3520	1	
17200899032	101@427;201@94.2;301@577.4;603@0.075;1203@0.036;1602@0.051;2102@0.034	17200899	32	301@45.3	4104041;4104042;3000003	70;70;3600	1	
17200899033	101@427;201@94.2;301@577.4;603@0.075;1203@0.036;1602@0.051;2102@0.051	17200899	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1	
17200899034	101@460.5;201@94.2;301@577.4;603@0.075;1203@0.036;1602@0.051;2102@0.051	17200899	34	101@33.5	4104041;4104042;3000003	70;70;3760	1	
17200899035	101@460.5;201@101.6;301@577.4;603@0.075;1203@0.036;1602@0.051;2102@0.051	17200899	35	201@7.4	4104041;4104042;3000003	70;70;3840	1	
17200899036	101@460.5;201@101.6;301@622.7;603@0.075;1203@0.036;1602@0.051;2102@0.051	17200899	36	301@45.3	4104041;4104042;3000003	70;70;3920	1	
17200899037	101@460.5;201@101.6;301@622.7;603@0.1;1203@0.036;1602@0.051;2102@0.051	17200899	37	603@0.025	4104041;4104042;3000003	70;70;4000	1	
17200899038	101@494;201@101.6;301@622.7;603@0.1;1203@0.036;1602@0.051;2102@0.051	17200899	38	101@33.5	4104041;4104042;3000003	70;70;4080	1	
17200899039	101@494;201@109;301@622.7;603@0.1;1203@0.036;1602@0.051;2102@0.051	17200899	39	201@7.4	4104041;4104042;3000003	70;70;4160	1	
17200899040	101@494;201@109;301@668;603@0.1;1203@0.036;1602@0.051;2102@0.051	17200899	40	301@45.3	4104041;4104042;3000003	70;70;4240	1	
17200899041	101@494;201@109;301@668;603@0.1;1203@0.048;1602@0.051;2102@0.051	17200899	41	1203@0.012	4104041;4104042;4104043;3000003	70;70;70;4320	1	
17200899042	101@527.5;201@109;301@668;603@0.1;1203@0.048;1602@0.051;2102@0.051	17200899	42	101@33.5	4104041;4104042;4104043;3000003	70;70;70;4400	1	
17200899043	101@527.5;201@116.4;301@668;603@0.1;1203@0.048;1602@0.051;2102@0.051	17200899	43	201@7.4	4104041;4104042;4104043;3000003	70;70;70;4480	1	
17200899044	101@527.5;201@116.4;301@713.3;603@0.1;1203@0.048;1602@0.051;2102@0.051	17200899	44	301@45.3	4104041;4104042;4104043;3000003	70;70;70;4560	1	
17200899045	101@527.5;201@116.4;301@713.3;603@0.1;1203@0.048;1602@0.068;2102@0.051	17200899	45	1602@0.017	4104041;4104042;4104043;3000003	70;70;70;4640	1	
17200899046	101@561;201@116.4;301@713.3;603@0.1;1203@0.048;1602@0.068;2102@0.051	17200899	46	101@33.5	4104041;4104042;4104043;3000003	70;70;70;4720	1	
17200899047	101@561;201@123.8;301@713.3;603@0.1;1203@0.048;1602@0.068;2102@0.051	17200899	47	201@7.4	4104041;4104042;4104043;3000003	70;70;70;4800	1	
17200899048	101@561;201@123.8;301@758.6;603@0.1;1203@0.048;1602@0.068;2102@0.051	17200899	48	301@45.3	4104041;4104042;4104043;3000003	70;70;70;4880	1	
17200899049	101@561;201@123.8;301@758.6;603@0.1;1203@0.048;1602@0.068;2102@0.068	17200899	49	2102@0.017	4104041;4104042;4104043;3000003	70;70;70;4960	1	
17200899050	101@594.5;201@123.8;301@758.6;603@0.1;1203@0.048;1602@0.068;2102@0.068	17200899	50	101@33.5	4104041;4104042;4104043;3000003	70;70;70;5040	1	
17200899051	101@594.5;201@131.2;301@758.6;603@0.1;1203@0.048;1602@0.068;2102@0.068	17200899	51	201@7.4	4104041;4104042;4104043;3000003	90;90;90;5120	1	
17200899052	101@594.5;201@131.2;301@803.9;603@0.1;1203@0.048;1602@0.068;2102@0.068	17200899	52	301@45.3	4104041;4104042;4104043;3000003	90;90;90;5200	1	
