ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
11300199001	101@104.9;201@41;301@250.8;603@0.025;1203@0.012;1602@0.017;2102@0.017	11300199	1	101@104.9;201@41;301@250.8;603@0.025;1203@0.012;1602@0.017;2102@0.017			1	
11300199002	101@127;201@41;301@250.8;603@0.025;1203@0.012;1602@0.017;2102@0.017	11300199	2	101@22.1	4104041;3000003	20;1200	1	
11300199003	101@127;201@49.6;301@250.8;603@0.025;1203@0.012;1602@0.017;2102@0.017	11300199	3	201@8.6	4104041;3000003	20;1280	1	
11300199004	101@127;201@49.6;301@303.6;603@0.025;1203@0.012;1602@0.017;2102@0.017	11300199	4	301@52.8	4104041;3000003	20;1360	1	
11300199005	101@127;201@49.6;301@303.6;603@0.05;1203@0.012;1602@0.017;2102@0.017	11300199	5	603@0.025	4104041;3000003	20;1440	1	
11300199006	101@149.1;201@49.6;301@303.6;603@0.05;1203@0.012;1602@0.017;2102@0.017	11300199	6	101@22.1	4104041;3000003	20;1520	1	
11300199007	101@149.1;201@58.2;301@303.6;603@0.05;1203@0.012;1602@0.017;2102@0.017	11300199	7	201@8.6	4104041;3000003	20;1600	1	
11300199008	101@149.1;201@58.2;301@356.4;603@0.05;1203@0.012;1602@0.017;2102@0.017	11300199	8	301@52.8	4104041;3000003	20;1680	1	
11300199009	101@149.1;201@58.2;301@356.4;603@0.05;1203@0.024;1602@0.017;2102@0.017	11300199	9	1203@0.012	4104041;3000003	20;1760	1	
11300199010	101@171.2;201@58.2;301@356.4;603@0.05;1203@0.024;1602@0.017;2102@0.017	11300199	10	101@22.1	4104041;3000003	20;1840	1	
11300199011	101@171.2;201@66.8;301@356.4;603@0.05;1203@0.024;1602@0.017;2102@0.017	11300199	11	201@8.6	4104041;3000003	40;1920	1	
11300199012	101@171.2;201@66.8;301@409.2;603@0.05;1203@0.024;1602@0.017;2102@0.017	11300199	12	301@52.8	4104041;3000003	40;2000	1	
11300199013	101@171.2;201@66.8;301@409.2;603@0.05;1203@0.024;1602@0.034;2102@0.017	11300199	13	1602@0.017	4104041;3000003	40;2080	1	
11300199014	101@193.3;201@66.8;301@409.2;603@0.05;1203@0.024;1602@0.034;2102@0.017	11300199	14	101@22.1	4104041;3000003	40;2160	1	
11300199015	101@193.3;201@75.4;301@409.2;603@0.05;1203@0.024;1602@0.034;2102@0.017	11300199	15	201@8.6	4104041;3000003	40;2240	1	
11300199016	101@193.3;201@75.4;301@462;603@0.05;1203@0.024;1602@0.034;2102@0.017	11300199	16	301@52.8	4104041;3000003	40;2320	1	
11300199017	101@193.3;201@75.4;301@462;603@0.05;1203@0.024;1602@0.034;2102@0.034	11300199	17	2102@0.017	4104041;3000003	40;2400	1	
11300199018	101@215.4;201@75.4;301@462;603@0.05;1203@0.024;1602@0.034;2102@0.034	11300199	18	101@22.1	4104041;3000003	40;2480	1	
