ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
15500801001	101@34;201@24;301@140;401@0.01;903@0.014;1602@0.027;2102@0.018	15500801	1	101@34;201@24;301@140;401@0.01;903@0.014;1602@0.027;2102@0.018			1	
15500801002	101@46.8;201@24;301@140;401@0.01;903@0.014;1602@0.027;2102@0.018	15500801	2	101@12.8	4104041;3000003	15;900	1	
15500801003	101@46.8;201@33;301@140;401@0.01;903@0.014;1602@0.027;2102@0.018	15500801	3	201@9	4104041;3000003	15;960	1	
15500801004	101@46.8;201@33;301@192.5;401@0.01;903@0.014;1602@0.027;2102@0.018	15500801	4	301@52.5	4104041;3000003	15;1020	1	
15500801005	101@46.8;201@33;301@192.5;401@0.01;903@0.028;1602@0.027;2102@0.018	15500801	5	903@0.014	4104041;3000003	15;1080	1	
15500801006	101@59.6;201@33;301@192.5;401@0.01;903@0.028;1602@0.027;2102@0.018	15500801	6	101@12.8	4104041;3000003	15;1140	1	
15500801007	101@59.6;201@42;301@192.5;401@0.01;903@0.028;1602@0.027;2102@0.018	15500801	7	201@9	4104041;3000003	15;1200	1	
15500801008	101@59.6;201@42;301@245;401@0.01;903@0.028;1602@0.027;2102@0.018	15500801	8	301@52.5	4104041;3000003	15;1260	1	
15500801009	101@59.6;201@42;301@245;401@0.02;903@0.028;1602@0.027;2102@0.018	15500801	9	401@0.01	4104041;3000003	15;1320	1	
15500801010	101@72.4;201@42;301@245;401@0.02;903@0.028;1602@0.027;2102@0.018	15500801	10	101@12.8	4104041;3000003	15;1380	1	
15500801011	101@72.4;201@51;301@245;401@0.02;903@0.028;1602@0.027;2102@0.018	15500801	11	201@9	4104041;3000003	30;1440	1	
15500801012	101@72.4;201@51;301@297.5;401@0.02;903@0.028;1602@0.027;2102@0.018	15500801	12	301@52.5	4104041;3000003	30;1500	1	
15500801013	101@72.4;201@51;301@297.5;401@0.02;903@0.028;1602@0.054;2102@0.018	15500801	13	1602@0.027	4104041;3000003	30;1560	1	
15500801014	101@85.2;201@51;301@297.5;401@0.02;903@0.028;1602@0.054;2102@0.018	15500801	14	101@12.8	4104041;3000003	30;1620	1	
15500801015	101@85.2;201@60;301@297.5;401@0.02;903@0.028;1602@0.054;2102@0.018	15500801	15	201@9	4104041;3000003	30;1680	1	
15500801016	101@85.2;201@60;301@350;401@0.02;903@0.028;1602@0.054;2102@0.018	15500801	16	301@52.5	4104041;3000003	30;1740	1	
15500801017	101@85.2;201@60;301@350;401@0.02;903@0.028;1602@0.054;2102@0.036	15500801	17	2102@0.018	4104041;3000003	30;1800	1	
15500801018	101@98;201@60;301@350;401@0.02;903@0.028;1602@0.054;2102@0.036	15500801	18	101@12.8	4104041;3000003	30;1860	1	
15500801019	101@98;201@69;301@350;401@0.02;903@0.028;1602@0.054;2102@0.036	15500801	19	201@9	4104041;3000003	30;1920	1	
15500801020	101@98;201@69;301@402.5;401@0.02;903@0.028;1602@0.054;2102@0.036	15500801	20	301@52.5	4104041;3000003	30;1980	1	
15500801021	101@98;201@69;301@402.5;401@0.02;903@0.042;1602@0.054;2102@0.036	15500801	21	903@0.014	4104041;4104042;3000003	40;40;2040	1	
15500801022	101@110.8;201@69;301@402.5;401@0.02;903@0.042;1602@0.054;2102@0.036	15500801	22	101@12.8	4104041;4104042;3000003	40;40;2100	1	
15500801023	101@110.8;201@78;301@402.5;401@0.02;903@0.042;1602@0.054;2102@0.036	15500801	23	201@9	4104041;4104042;3000003	40;40;2160	1	
15500801024	101@110.8;201@78;301@455;401@0.02;903@0.042;1602@0.054;2102@0.036	15500801	24	301@52.5	4104041;4104042;3000003	40;40;2220	1	
