ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
10300501001	101@47;201@16;301@110;401@0.01;703@0.033;1602@0.011;2102@0.011	10300501	1	101@47;201@16;301@110;401@0.01;703@0.033;1602@0.011;2102@0.011			1	
10300501002	101@64.6;201@16;301@110;401@0.01;703@0.033;1602@0.011;2102@0.011	10300501	2	101@17.6	4104041;3000003	15;900	1	
10300501003	101@64.6;201@22;301@110;401@0.01;703@0.033;1602@0.011;2102@0.011	10300501	3	201@6	4104041;3000003	15;960	1	
10300501004	101@64.6;201@22;301@151.3;401@0.01;703@0.033;1602@0.011;2102@0.011	10300501	4	301@41.3	4104041;3000003	15;1020	1	
10300501005	101@64.6;201@22;301@151.3;401@0.01;703@0.066;1602@0.011;2102@0.011	10300501	5	703@0.033	4104041;3000003	15;1080	1	
10300501006	101@82.2;201@22;301@151.3;401@0.01;703@0.066;1602@0.011;2102@0.011	10300501	6	101@17.6	4104041;3000003	15;1140	1	
10300501007	101@82.2;201@28;301@151.3;401@0.01;703@0.066;1602@0.011;2102@0.011	10300501	7	201@6	4104041;3000003	15;1200	1	
10300501008	101@82.2;201@28;301@192.6;401@0.01;703@0.066;1602@0.011;2102@0.011	10300501	8	301@41.3	4104041;3000003	15;1260	1	
10300501009	101@82.2;201@28;301@192.6;401@0.02;703@0.066;1602@0.011;2102@0.011	10300501	9	401@0.01	4104041;3000003	15;1320	1	
10300501010	101@99.8;201@28;301@192.6;401@0.02;703@0.066;1602@0.011;2102@0.011	10300501	10	101@17.6	4104041;3000003	15;1380	1	
10300501011	101@99.8;201@34;301@192.6;401@0.02;703@0.066;1602@0.011;2102@0.011	10300501	11	201@6	4104041;3000003	30;1440	1	
10300501012	101@99.8;201@34;301@233.9;401@0.02;703@0.066;1602@0.011;2102@0.011	10300501	12	301@41.3	4104041;3000003	30;1500	1	
10300501013	101@99.8;201@34;301@233.9;401@0.02;703@0.066;1602@0.022;2102@0.011	10300501	13	1602@0.011	4104041;3000003	30;1560	1	
10300501014	101@117.4;201@34;301@233.9;401@0.02;703@0.066;1602@0.022;2102@0.011	10300501	14	101@17.6	4104041;3000003	30;1620	1	
10300501015	101@117.4;201@40;301@233.9;401@0.02;703@0.066;1602@0.022;2102@0.011	10300501	15	201@6	4104041;3000003	30;1680	1	
10300501016	101@117.4;201@40;301@275.2;401@0.02;703@0.066;1602@0.022;2102@0.011	10300501	16	301@41.3	4104041;3000003	30;1740	1	
10300501017	101@117.4;201@40;301@275.2;401@0.02;703@0.066;1602@0.022;2102@0.022	10300501	17	2102@0.011	4104041;3000003	30;1800	1	
10300501018	101@135;201@40;301@275.2;401@0.02;703@0.066;1602@0.022;2102@0.022	10300501	18	101@17.6	4104041;3000003	30;1860	1	
10300501019	101@135;201@46;301@275.2;401@0.02;703@0.066;1602@0.022;2102@0.022	10300501	19	201@6	4104041;3000003	30;1920	1	
10300501020	101@135;201@46;301@316.5;401@0.02;703@0.066;1602@0.022;2102@0.022	10300501	20	301@41.3	4104041;3000003	30;1980	1	
10300501021	101@135;201@46;301@316.5;401@0.02;703@0.099;1602@0.022;2102@0.022	10300501	21	703@0.033	4104041;4104042;3000003	40;40;2040	1	
10300501022	101@152.6;201@46;301@316.5;401@0.02;703@0.099;1602@0.022;2102@0.022	10300501	22	101@17.6	4104041;4104042;3000003	40;40;2100	1	
10300501023	101@152.6;201@52;301@316.5;401@0.02;703@0.099;1602@0.022;2102@0.022	10300501	23	201@6	4104041;4104042;3000003	40;40;2160	1	
10300501024	101@152.6;201@52;301@357.8;401@0.02;703@0.099;1602@0.022;2102@0.022	10300501	24	301@41.3	4104041;4104042;3000003	40;40;2220	1	
10300501025	101@152.6;201@52;301@357.8;401@0.03;703@0.099;1602@0.022;2102@0.022	10300501	25	401@0.01	4104041;4104042;3000003	40;40;2280	1	
10300501026	101@170.2;201@52;301@357.8;401@0.03;703@0.099;1602@0.022;2102@0.022	10300501	26	101@17.6	4104041;4104042;3000003	40;40;2340	1	
10300501027	101@170.2;201@58;301@357.8;401@0.03;703@0.099;1602@0.022;2102@0.022	10300501	27	201@6	4104041;4104042;3000003	40;40;2400	1	
10300501028	101@170.2;201@58;301@399.1;401@0.03;703@0.099;1602@0.022;2102@0.022	10300501	28	301@41.3	4104041;4104042;3000003	40;40;2460	1	
10300501029	101@170.2;201@58;301@399.1;401@0.03;703@0.099;1602@0.033;2102@0.022	10300501	29	1602@0.011	4104041;4104042;3000003	40;40;2520	1	
10300501030	101@187.8;201@58;301@399.1;401@0.03;703@0.099;1602@0.033;2102@0.022	10300501	30	101@17.6	4104041;4104042;3000003	40;40;2580	1	
10300501031	101@187.8;201@64;301@399.1;401@0.03;703@0.099;1602@0.033;2102@0.022	10300501	31	201@6	4104041;4104042;3000003	50;50;2640	1	
10300501032	101@187.8;201@64;301@440.4;401@0.03;703@0.099;1602@0.033;2102@0.022	10300501	32	301@41.3	4104041;4104042;3000003	50;50;2700	1	
10300501033	101@187.8;201@64;301@440.4;401@0.03;703@0.099;1602@0.033;2102@0.033	10300501	33	2102@0.011	4104041;4104042;3000003	50;50;2760	1	
10300501034	101@205.4;201@64;301@440.4;401@0.03;703@0.099;1602@0.033;2102@0.033	10300501	34	101@17.6	4104041;4104042;3000003	50;50;2820	1	
10300501035	101@205.4;201@70;301@440.4;401@0.03;703@0.099;1602@0.033;2102@0.033	10300501	35	201@6	4104041;4104042;3000003	50;50;2880	1	
10300501036	101@205.4;201@70;301@481.7;401@0.03;703@0.099;1602@0.033;2102@0.033	10300501	36	301@41.3	4104041;4104042;3000003	50;50;2940	1	
10300501037	101@205.4;201@70;301@481.7;401@0.03;703@0.132;1602@0.033;2102@0.033	10300501	37	703@0.033	4104041;4104042;3000003	50;50;3000	1	
10300501038	101@223;201@70;301@481.7;401@0.03;703@0.132;1602@0.033;2102@0.033	10300501	38	101@17.6	4104041;4104042;3000003	50;50;3060	1	
10300501039	101@223;201@76;301@481.7;401@0.03;703@0.132;1602@0.033;2102@0.033	10300501	39	201@6	4104041;4104042;3000003	50;50;3120	1	
10300501040	101@223;201@76;301@523;401@0.03;703@0.132;1602@0.033;2102@0.033	10300501	40	301@41.3	4104041;4104042;3000003	50;50;3180	1	
10300501041	101@223;201@76;301@523;401@0.04;703@0.132;1602@0.033;2102@0.033	10300501	41	401@0.01	4104041;4104042;3000003	50;50;50;3240	1	
10300501042	101@240.6;201@76;301@523;401@0.04;703@0.132;1602@0.033;2102@0.033	10300501	42	101@17.6	4104041;4104042;4104043;3000003	50;50;50;3300	1	
10300501043	101@240.6;201@82;301@523;401@0.04;703@0.132;1602@0.033;2102@0.033	10300501	43	201@6	4104041;4104042;4104043;3000003	50;50;50;3360	1	
10300501044	101@240.6;201@82;301@564.3;401@0.04;703@0.132;1602@0.033;2102@0.033	10300501	44	301@41.3	4104041;4104042;4104043;3000003	50;50;50;3420	1	
10300501045	101@240.6;201@82;301@564.3;401@0.04;703@0.132;1602@0.044;2102@0.033	10300501	45	1602@0.011	4104041;4104042;4104043;3000003	50;50;50;3480	1	
10300501046	101@258.2;201@82;301@564.3;401@0.04;703@0.132;1602@0.044;2102@0.033	10300501	46	101@17.6	4104041;4104042;4104043;3000003	50;50;50;3540	1	
10300501047	101@258.2;201@88;301@564.3;401@0.04;703@0.132;1602@0.044;2102@0.033	10300501	47	201@6	4104041;4104042;4104043;3000003	50;50;50;3600	1	
10300501048	101@258.2;201@88;301@605.6;401@0.04;703@0.132;1602@0.044;2102@0.033	10300501	48	301@41.3	4104041;4104042;4104043;3000003	50;50;50;3660	1	
10300501049	101@258.2;201@88;301@605.6;401@0.04;703@0.132;1602@0.044;2102@0.044	10300501	49	2102@0.011	4104041;4104042;4104043;3000003	50;50;50;3720	1	
10300501050	101@275.8;201@88;301@605.6;401@0.04;703@0.132;1602@0.044;2102@0.044	10300501	50	101@17.6	4104041;4104042;4104043;3000003	50;50;50;3780	1	
10300501051	101@275.8;201@94;301@605.6;401@0.04;703@0.132;1602@0.044;2102@0.044	10300501	51	201@6	4104041;4104042;4104043;3000003	70;70;70;3840	1	
10300501052	101@275.8;201@94;301@646.9;401@0.04;703@0.132;1602@0.044;2102@0.044	10300501	52	301@41.3	4104041;4104042;4104043;3000003	70;70;70;3900	1	
10300501053	101@275.8;201@94;301@646.9;401@0.04;703@0.165;1602@0.044;2102@0.044	10300501	53	703@0.033	4104041;4104042;4104043;3000003	70;70;70;3960	1	
10300501054	101@293.4;201@94;301@646.9;401@0.04;703@0.165;1602@0.044;2102@0.044	10300501	54	101@17.6	4104041;4104042;4104043;3000003	70;70;70;4020	1	
10300501055	101@293.4;201@100;301@646.9;401@0.04;703@0.165;1602@0.044;2102@0.044	10300501	55	201@6	4104041;4104042;4104043;3000003	70;70;70;4080	1	
10300501056	101@293.4;201@100;301@688.2;401@0.04;703@0.165;1602@0.044;2102@0.044	10300501	56	301@41.3	4104041;4104042;4104043;3000003	70;70;70;4140	1	
10300501057	101@293.4;201@100;301@688.2;401@0.05;703@0.165;1602@0.044;2102@0.044	10300501	57	401@0.01	4104041;4104042;4104043;3000003	70;70;70;4200	1	
10300501058	101@311;201@100;301@688.2;401@0.05;703@0.165;1602@0.044;2102@0.044	10300501	58	101@17.6	4104041;4104042;4104043;3000003	70;70;70;4260	1	
10300501059	101@311;201@106;301@688.2;401@0.05;703@0.165;1602@0.044;2102@0.044	10300501	59	201@6	4104041;4104042;4104043;3000003	70;70;70;4320	1	
10300501060	101@311;201@106;301@729.5;401@0.05;703@0.165;1602@0.044;2102@0.044	10300501	60	301@41.3	4104041;4104042;4104043;3000003	70;70;70;4380	1	
