ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
11300101001	101@44.2;201@17.3;301@105.6;703@0.033;401@0.01;1602@0.011;2102@0.011	11300101	1	101@44.2;201@17.3;301@105.6;703@0.033;401@0.01;1602@0.011;2102@0.011			1	
11300101002	101@60.8;201@17.3;301@105.6;703@0.033;401@0.01;1602@0.011;2102@0.011	11300101	2	101@16.6	4104041;3000003	15;900	1	
11300101003	101@60.8;201@23.8;301@105.6;703@0.033;401@0.01;1602@0.011;2102@0.011	11300101	3	201@6.5	4104041;3000003	15;960	1	
11300101004	101@60.8;201@23.8;301@145.2;703@0.033;401@0.01;1602@0.011;2102@0.011	11300101	4	301@39.6	4104041;3000003	15;1020	1	
11300101005	101@60.8;201@23.8;301@145.2;703@0.066;401@0.01;1602@0.011;2102@0.011	11300101	5	703@0.033	4104041;3000003	15;1080	1	
11300101006	101@77.4;201@23.8;301@145.2;703@0.066;401@0.01;1602@0.011;2102@0.011	11300101	6	101@16.6	4104041;3000003	15;1140	1	
11300101007	101@77.4;201@30.3;301@145.2;703@0.066;401@0.01;1602@0.011;2102@0.011	11300101	7	201@6.5	4104041;3000003	15;1200	1	
11300101008	101@77.4;201@30.3;301@184.8;703@0.066;401@0.01;1602@0.011;2102@0.011	11300101	8	301@39.6	4104041;3000003	15;1260	1	
11300101009	101@77.4;201@30.3;301@184.8;703@0.066;401@0.02;1602@0.011;2102@0.011	11300101	9	401@0.01	4104041;3000003	15;1320	1	
11300101010	101@94;201@30.3;301@184.8;703@0.066;401@0.02;1602@0.011;2102@0.011	11300101	10	101@16.6	4104041;3000003	15;1380	1	
11300101011	101@94;201@36.8;301@184.8;703@0.066;401@0.02;1602@0.011;2102@0.011	11300101	11	201@6.5	4104041;3000003	30;1440	1	
11300101012	101@94;201@36.8;301@224.4;703@0.066;401@0.02;1602@0.011;2102@0.011	11300101	12	301@39.6	4104041;3000003	30;1500	1	
11300101013	101@94;201@36.8;301@224.4;703@0.066;401@0.02;1602@0.022;2102@0.011	11300101	13	1602@0.011	4104041;3000003	30;1560	1	
11300101014	101@110.6;201@36.8;301@224.4;703@0.066;401@0.02;1602@0.022;2102@0.011	11300101	14	101@16.6	4104041;3000003	30;1620	1	
11300101015	101@110.6;201@43.3;301@224.4;703@0.066;401@0.02;1602@0.022;2102@0.011	11300101	15	201@6.5	4104041;3000003	30;1680	1	
11300101016	101@110.6;201@43.3;301@264;703@0.066;401@0.02;1602@0.022;2102@0.011	11300101	16	301@39.6	4104041;3000003	30;1740	1	
11300101017	101@110.6;201@43.3;301@264;703@0.066;401@0.02;1602@0.022;2102@0.022	11300101	17	2102@0.011	4104041;3000003	30;1800	1	
11300101018	101@127.2;201@43.3;301@264;703@0.066;401@0.02;1602@0.022;2102@0.022	11300101	18	101@16.6	4104041;3000003	30;1860	1	
11300101019	101@127.2;201@49.8;301@264;703@0.066;401@0.02;1602@0.022;2102@0.022	11300101	19	201@6.5	4104041;3000003	30;1920	1	
11300101020	101@127.2;201@49.8;301@303.6;703@0.066;401@0.02;1602@0.022;2102@0.022	11300101	20	301@39.6	4104041;3000003	30;1980	1	
11300101021	101@127.2;201@49.8;301@303.6;703@0.099;401@0.02;1602@0.022;2102@0.022	11300101	21	703@0.033	4104041;4104042;3000003	40;40;2040	1	
11300101022	101@143.8;201@49.8;301@303.6;703@0.099;401@0.02;1602@0.022;2102@0.022	11300101	22	101@16.6	4104041;4104042;3000003	40;40;2100	1	
