ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
13500199001	101@89;201@51;301@349;903@0.033;1303@0.037;1602@0.017;2102@0.017	13500199	1	101@89;201@51;301@349;903@0.033;1303@0.037;1602@0.017;2102@0.017			1	
13500199002	101@107.7;201@51;301@349;903@0.033;1303@0.037;1602@0.017;2102@0.017	13500199	2	101@18.7	4104041;3000003	20;1200	1	
13500199003	101@107.7;201@61.7;301@349;903@0.033;1303@0.037;1602@0.017;2102@0.017	13500199	3	201@10.7	4104041;3000003	20;1280	1	
13500199004	101@107.7;201@61.7;301@422.5;903@0.033;1303@0.037;1602@0.017;2102@0.017	13500199	4	301@73.5	4104041;3000003	20;1360	1	
13500199005	101@107.7;201@61.7;301@422.5;903@0.066;1303@0.037;1602@0.017;2102@0.017	13500199	5	903@0.033	4104041;3000003	20;1440	1	
13500199006	101@126.4;201@61.7;301@422.5;903@0.066;1303@0.037;1602@0.017;2102@0.017	13500199	6	101@18.7	4104041;3000003	20;1520	1	
13500199007	101@126.4;201@72.4;301@422.5;903@0.066;1303@0.037;1602@0.017;2102@0.017	13500199	7	201@10.7	4104041;3000003	20;1600	1	
13500199008	101@126.4;201@72.4;301@496;903@0.066;1303@0.037;1602@0.017;2102@0.017	13500199	8	301@73.5	4104041;3000003	20;1680	1	
13500199009	101@126.4;201@72.4;301@496;903@0.066;1303@0.074;1602@0.017;2102@0.017	13500199	9	1303@0.037	4104041;3000003	20;1760	1	
13500199010	101@145.1;201@72.4;301@496;903@0.066;1303@0.074;1602@0.017;2102@0.017	13500199	10	101@18.7	4104041;3000003	20;1840	1	
13500199011	101@145.1;201@83.1;301@496;903@0.066;1303@0.074;1602@0.017;2102@0.017	13500199	11	201@10.7	4104041;3000003	40;1920	1	
13500199012	101@145.1;201@83.1;301@569.5;903@0.066;1303@0.074;1602@0.017;2102@0.017	13500199	12	301@73.5	4104041;3000003	40;2000	1	
13500199013	101@145.1;201@83.1;301@569.5;903@0.066;1303@0.074;1602@0.034;2102@0.017	13500199	13	1602@0.017	4104041;3000003	40;2080	1	
13500199014	101@163.8;201@83.1;301@569.5;903@0.066;1303@0.074;1602@0.034;2102@0.017	13500199	14	101@18.7	4104041;3000003	40;2160	1	
13500199015	101@163.8;201@93.8;301@569.5;903@0.066;1303@0.074;1602@0.034;2102@0.017	13500199	15	201@10.7	4104041;3000003	40;2240	1	
13500199016	101@163.8;201@93.8;301@643;903@0.066;1303@0.074;1602@0.034;2102@0.017	13500199	16	301@73.5	4104041;3000003	40;2320	1	
13500199017	101@163.8;201@93.8;301@643;903@0.066;1303@0.074;1602@0.034;2102@0.034	13500199	17	2102@0.017	4104041;3000003	40;2400	1	
