ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
10201001001	101@50;201@16;301@98;401@0.01;703@0.033;1602@0.011;2102@0.011	10201001	1	101@50;201@16;301@98;401@0.01;703@0.033;1602@0.011;2102@0.011			1	
10201001002	101@68.8;201@16;301@98;401@0.01;703@0.033;1602@0.011;2102@0.011	10201001	2	101@18.8	4104041;3000003	15;900	1	
10201001003	101@68.8;201@22;301@98;401@0.01;703@0.033;1602@0.011;2102@0.011	10201001	3	201@6	4104041;3000003	15;960	1	
10201001004	101@68.8;201@22;301@134.8;401@0.01;703@0.033;1602@0.011;2102@0.011	10201001	4	301@36.8	4104041;3000003	15;1020	1	
10201001005	101@68.8;201@22;301@134.8;401@0.01;703@0.066;1602@0.011;2102@0.011	10201001	5	703@0.033	4104041;3000003	15;1080	1	
10201001006	101@87.6;201@22;301@134.8;401@0.01;703@0.066;1602@0.011;2102@0.011	10201001	6	101@18.8	4104041;3000003	15;1140	1	
10201001007	101@87.6;201@28;301@134.8;401@0.01;703@0.066;1602@0.011;2102@0.011	10201001	7	201@6	4104041;3000003	15;1200	1	
10201001008	101@87.6;201@28;301@171.6;401@0.01;703@0.066;1602@0.011;2102@0.011	10201001	8	301@36.8	4104041;3000003	15;1260	1	
10201001009	101@87.6;201@28;301@171.6;401@0.02;703@0.066;1602@0.011;2102@0.011	10201001	9	401@0.01	4104041;3000003	15;1320	1	
10201001010	101@106.4;201@28;301@171.6;401@0.02;703@0.066;1602@0.011;2102@0.011	10201001	10	101@18.8	4104041;3000003	15;1380	1	
10201001011	101@106.4;201@34;301@171.6;401@0.02;703@0.066;1602@0.011;2102@0.011	10201001	11	201@6	4104041;3000003	30;1440	1	
10201001012	101@106.4;201@34;301@208.4;401@0.02;703@0.066;1602@0.011;2102@0.011	10201001	12	301@36.8	4104041;3000003	30;1500	1	
10201001013	101@106.4;201@34;301@208.4;401@0.02;703@0.066;1602@0.022;2102@0.011	10201001	13	1602@0.011	4104041;3000003	30;1560	1	
10201001014	101@125.2;201@34;301@208.4;401@0.02;703@0.066;1602@0.022;2102@0.011	10201001	14	101@18.8	4104041;3000003	30;1620	1	
10201001015	101@125.2;201@40;301@208.4;401@0.02;703@0.066;1602@0.022;2102@0.011	10201001	15	201@6	4104041;3000003	30;1680	1	
10201001016	101@125.2;201@40;301@245.2;401@0.02;703@0.066;1602@0.022;2102@0.011	10201001	16	301@36.8	4104041;3000003	30;1740	1	
10201001017	101@125.2;201@40;301@245.2;401@0.02;703@0.066;1602@0.022;2102@0.022	10201001	17	2102@0.011	4104041;3000003	30;1800	1	
10201001018	101@144;201@40;301@245.2;401@0.02;703@0.066;1602@0.022;2102@0.022	10201001	18	101@18.8	4104041;3000003	30;1860	1	
10201001019	101@144;201@46;301@245.2;401@0.02;703@0.066;1602@0.022;2102@0.022	10201001	19	201@6	4104041;3000003	30;1920	1	
10201001020	101@144;201@46;301@282;401@0.02;703@0.066;1602@0.022;2102@0.022	10201001	20	301@36.8	4104041;3000003	30;1980	1	
10201001021	101@144;201@46;301@282;401@0.02;703@0.099;1602@0.022;2102@0.022	10201001	21	703@0.033	4104041;4104042;3000003	40;40;2040	1	
10201001022	101@162.8;201@46;301@282;401@0.02;703@0.099;1602@0.022;2102@0.022	10201001	22	101@18.8	4104041;4104042;3000003	40;40;2100	1	
