ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
11900802001	101@108;201@42;301@256;603@0.025;1203@0.012;1602@0.017;2102@0.017	11900802	1	101@108;201@42;301@256;603@0.025;1203@0.012;1602@0.017;2102@0.017			1	
11900802002	101@130.7;201@42;301@256;603@0.025;1203@0.012;1602@0.017;2102@0.017	11900802	2	101@22.7	4104041;3000003	20;1200	1	
11900802003	101@130.7;201@50.8;301@256;603@0.025;1203@0.012;1602@0.017;2102@0.017	11900802	3	201@8.8	4104041;3000003	20;1280	1	
11900802004	101@130.7;201@50.8;301@309.9;603@0.025;1203@0.012;1602@0.017;2102@0.017	11900802	4	301@53.9	4104041;3000003	20;1360	1	
11900802005	101@130.7;201@50.8;301@309.9;603@0.05;1203@0.012;1602@0.017;2102@0.017	11900802	5	603@0.025	4104041;3000003	20;1440	1	
11900802006	101@153.4;201@50.8;301@309.9;603@0.05;1203@0.012;1602@0.017;2102@0.017	11900802	6	101@22.7	4104041;3000003	20;1520	1	
11900802007	101@153.4;201@59.6;301@309.9;603@0.05;1203@0.012;1602@0.017;2102@0.017	11900802	7	201@8.8	4104041;3000003	20;1600	1	
11900802008	101@153.4;201@59.6;301@363.8;603@0.05;1203@0.012;1602@0.017;2102@0.017	11900802	8	301@53.9	4104041;3000003	20;1680	1	
11900802009	101@153.4;201@59.6;301@363.8;603@0.05;1203@0.024;1602@0.017;2102@0.017	11900802	9	1203@0.012	4104041;3000003	20;1760	1	
11900802010	101@176.1;201@59.6;301@363.8;603@0.05;1203@0.024;1602@0.017;2102@0.017	11900802	10	101@22.7	4104041;3000003	20;1840	1	
11900802011	101@176.1;201@68.4;301@363.8;603@0.05;1203@0.024;1602@0.017;2102@0.017	11900802	11	201@8.8	4104041;3000003	40;1920	1	
11900802012	101@176.1;201@68.4;301@417.7;603@0.05;1203@0.024;1602@0.017;2102@0.017	11900802	12	301@53.9	4104041;3000003	40;2000	1	
11900802013	101@176.1;201@68.4;301@417.7;603@0.05;1203@0.024;1602@0.034;2102@0.017	11900802	13	1602@0.017	4104041;3000003	40;2080	1	
11900802014	101@198.8;201@68.4;301@417.7;603@0.05;1203@0.024;1602@0.034;2102@0.017	11900802	14	101@22.7	4104041;3000003	40;2160	1	
11900802015	101@198.8;201@77.2;301@417.7;603@0.05;1203@0.024;1602@0.034;2102@0.017	11900802	15	201@8.8	4104041;3000003	40;2240	1	
11900802016	101@198.8;201@77.2;301@471.6;603@0.05;1203@0.024;1602@0.034;2102@0.017	11900802	16	301@53.9	4104041;3000003	40;2320	1	
11900802017	101@198.8;201@77.2;301@471.6;603@0.05;1203@0.024;1602@0.034;2102@0.034	11900802	17	2102@0.017	4104041;3000003	40;2400	1	
11900802018	101@221.5;201@77.2;301@471.6;603@0.05;1203@0.024;1602@0.034;2102@0.034	11900802	18	101@22.7	4104041;3000003	40;2480	1	
11900802019	101@221.5;201@86;301@471.6;603@0.05;1203@0.024;1602@0.034;2102@0.034	11900802	19	201@8.8	4104041;3000003	40;2560	1	
11900802020	101@221.5;201@86;301@525.5;603@0.05;1203@0.024;1602@0.034;2102@0.034	11900802	20	301@53.9	4104041;3000003	40;2640	1	
11900802021	101@221.5;201@86;301@525.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	11900802	21	603@0.025	4104041;4104042;3000003	55;55;2720	1	
11900802022	101@244.2;201@86;301@525.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	11900802	22	101@22.7	4104041;4104042;3000003	55;55;2800	1	
11900802023	101@244.2;201@94.8;301@525.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	11900802	23	201@8.8	4104041;4104042;3000003	55;55;2880	1	
