ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
10900202001	101@90;201@46;301@313;903@0.033;1303@0.037;1602@0.017;2102@0.017	10900202	1	101@90;201@46;301@313;903@0.033;1303@0.037;1602@0.017;2102@0.017			1	
10900202002	101@108.9;201@46;301@313;903@0.033;1303@0.037;1602@0.017;2102@0.017	10900202	2	101@18.9	4104041;3000003	20;1200	1	
10900202003	101@108.9;201@55.7;301@313;903@0.033;1303@0.037;1602@0.017;2102@0.017	10900202	3	201@9.7	4104041;3000003	20;1280	1	
10900202004	101@108.9;201@55.7;301@378.9;903@0.033;1303@0.037;1602@0.017;2102@0.017	10900202	4	301@65.9	4104041;3000003	20;1360	1	
10900202005	101@108.9;201@55.7;301@378.9;903@0.066;1303@0.037;1602@0.017;2102@0.017	10900202	5	903@0.033	4104041;3000003	20;1440	1	
10900202006	101@127.8;201@55.7;301@378.9;903@0.066;1303@0.037;1602@0.017;2102@0.017	10900202	6	101@18.9	4104041;3000003	20;1520	1	
10900202007	101@127.8;201@65.4;301@378.9;903@0.066;1303@0.037;1602@0.017;2102@0.017	10900202	7	201@9.7	4104041;3000003	20;1600	1	
10900202008	101@127.8;201@65.4;301@444.8;903@0.066;1303@0.037;1602@0.017;2102@0.017	10900202	8	301@65.9	4104041;3000003	20;1680	1	
10900202009	101@127.8;201@65.4;301@444.8;903@0.066;1303@0.074;1602@0.017;2102@0.017	10900202	9	1303@0.037	4104041;3000003	20;1760	1	
10900202010	101@146.7;201@65.4;301@444.8;903@0.066;1303@0.074;1602@0.017;2102@0.017	10900202	10	101@18.9	4104041;3000003	20;1840	1	
10900202011	101@146.7;201@75.1;301@444.8;903@0.066;1303@0.074;1602@0.017;2102@0.017	10900202	11	201@9.7	4104041;3000003	40;1920	1	
10900202012	101@146.7;201@75.1;301@510.7;903@0.066;1303@0.074;1602@0.017;2102@0.017	10900202	12	301@65.9	4104041;3000003	40;2000	1	
10900202013	101@146.7;201@75.1;301@510.7;903@0.066;1303@0.074;1602@0.034;2102@0.017	10900202	13	1602@0.017	4104041;3000003	40;2080	1	
