ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
10201399001	101@80;201@50;301@323;903@0.033;1303@0.037;1602@0.017;2102@0.017	10201399	1	101@80;201@50;301@323;903@0.033;1303@0.037;1602@0.017;2102@0.017			1	
10201399002	101@96.8;201@50;301@323;903@0.033;1303@0.037;1602@0.017;2102@0.017	10201399	2	101@16.8	4104041;3000003	20;1200	1	
10201399003	101@96.8;201@60.5;301@323;903@0.033;1303@0.037;1602@0.017;2102@0.017	10201399	3	201@10.5	4104041;3000003	20;1280	1	
10201399004	101@96.8;201@60.5;301@391;903@0.033;1303@0.037;1602@0.017;2102@0.017	10201399	4	301@68	4104041;3000003	20;1360	1	
10201399005	101@96.8;201@60.5;301@391;903@0.066;1303@0.037;1602@0.017;2102@0.017	10201399	5	903@0.033	4104041;3000003	20;1440	1	
10201399006	101@113.6;201@60.5;301@391;903@0.066;1303@0.037;1602@0.017;2102@0.017	10201399	6	101@16.8	4104041;3000003	20;1520	1	
10201399007	101@113.6;201@71;301@391;903@0.066;1303@0.037;1602@0.017;2102@0.017	10201399	7	201@10.5	4104041;3000003	20;1600	1	
10201399008	101@113.6;201@71;301@459;903@0.066;1303@0.037;1602@0.017;2102@0.017	10201399	8	301@68	4104041;3000003	20;1680	1	
10201399009	101@113.6;201@71;301@459;903@0.066;1303@0.074;1602@0.017;2102@0.017	10201399	9	1303@0.037	4104041;3000003	20;1760	1	
10201399010	101@130.4;201@71;301@459;903@0.066;1303@0.074;1602@0.017;2102@0.017	10201399	10	101@16.8	4104041;3000003	20;1840	1	
10201399011	101@130.4;201@81.5;301@459;903@0.066;1303@0.074;1602@0.017;2102@0.017	10201399	11	201@10.5	4104041;3000003	40;1920	1	
10201399012	101@130.4;201@81.5;301@527;903@0.066;1303@0.074;1602@0.017;2102@0.017	10201399	12	301@68	4104041;3000003	40;2000	1	
10201399013	101@130.4;201@81.5;301@527;903@0.066;1303@0.074;1602@0.034;2102@0.017	10201399	13	1602@0.017	4104041;3000003	40;2080	1	
10201399014	101@147.2;201@81.5;301@527;903@0.066;1303@0.074;1602@0.034;2102@0.017	10201399	14	101@16.8	4104041;3000003	40;2160	1	
10201399015	101@147.2;201@92;301@527;903@0.066;1303@0.074;1602@0.034;2102@0.017	10201399	15	201@10.5	4104041;3000003	40;2240	1	
10201399016	101@147.2;201@92;301@595;903@0.066;1303@0.074;1602@0.034;2102@0.017	10201399	16	301@68	4104041;3000003	40;2320	1	
10201399017	101@147.2;201@92;301@595;903@0.066;1303@0.074;1602@0.034;2102@0.034	10201399	17	2102@0.017	4104041;3000003	40;2400	1	
10201399018	101@164;201@92;301@595;903@0.066;1303@0.074;1602@0.034;2102@0.034	10201399	18	101@16.8	4104041;3000003	40;2480	1	
10201399019	101@164;201@102.5;301@595;903@0.066;1303@0.074;1602@0.034;2102@0.034	10201399	19	201@10.5	4104041;3000003	40;2560	1	
10201399020	101@164;201@102.5;301@663;903@0.066;1303@0.074;1602@0.034;2102@0.034	10201399	20	301@68	4104041;3000003	40;2640	1	
10201399021	101@164;201@102.5;301@663;903@0.099;1303@0.074;1602@0.034;2102@0.034	10201399	21	903@0.033	4104041;4104042;3000003	55;55;2720	1	
10201399022	101@180.8;201@102.5;301@663;903@0.099;1303@0.074;1602@0.034;2102@0.034	10201399	22	101@16.8	4104041;4104042;3000003	55;55;2800	1	
10201399023	101@180.8;201@113;301@663;903@0.099;1303@0.074;1602@0.034;2102@0.034	10201399	23	201@10.5	4104041;4104042;3000003	55;55;2880	1	
10201399024	101@180.8;201@113;301@731;903@0.099;1303@0.074;1602@0.034;2102@0.034	10201399	24	301@68	4104041;4104042;3000003	55;55;2960	1	
10201399025	101@180.8;201@113;301@731;903@0.099;1303@0.111;1602@0.034;2102@0.034	10201399	25	1303@0.037	4104041;4104042;3000003	55;55;3040	1	
10201399026	101@197.6;201@113;301@731;903@0.099;1303@0.111;1602@0.034;2102@0.034	10201399	26	101@16.8	4104041;4104042;3000003	55;55;3120	1	
10201399027	101@197.6;201@123.5;301@731;903@0.099;1303@0.111;1602@0.034;2102@0.034	10201399	27	201@10.5	4104041;4104042;3000003	55;55;3200	1	
10201399028	101@197.6;201@123.5;301@799;903@0.099;1303@0.111;1602@0.034;2102@0.034	10201399	28	301@68	4104041;4104042;3000003	55;55;3280	1	
10201399029	101@197.6;201@123.5;301@799;903@0.099;1303@0.111;1602@0.051;2102@0.034	10201399	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1	
10201399030	101@214.4;201@123.5;301@799;903@0.099;1303@0.111;1602@0.051;2102@0.034	10201399	30	101@16.8	4104041;4104042;3000003	55;55;3440	1	
10201399031	101@214.4;201@134;301@799;903@0.099;1303@0.111;1602@0.051;2102@0.034	10201399	31	201@10.5	4104041;4104042;3000003	70;70;3520	1	
10201399032	101@214.4;201@134;301@867;903@0.099;1303@0.111;1602@0.051;2102@0.034	10201399	32	301@68	4104041;4104042;3000003	70;70;3600	1	
10201399033	101@214.4;201@134;301@867;903@0.099;1303@0.111;1602@0.051;2102@0.051	10201399	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1	
10201399034	101@231.2;201@134;301@867;903@0.099;1303@0.111;1602@0.051;2102@0.051	10201399	34	101@16.8	4104041;4104042;3000003	70;70;3760	1	
10201399035	101@231.2;201@144.5;301@867;903@0.099;1303@0.111;1602@0.051;2102@0.051	10201399	35	201@10.5	4104041;4104042;3000003	70;70;3840	1	
10201399036	101@231.2;201@144.5;301@935;903@0.099;1303@0.111;1602@0.051;2102@0.051	10201399	36	301@68	4104041;4104042;3000003	70;70;3920	1	
10201399037	101@231.2;201@144.5;301@935;903@0.132;1303@0.111;1602@0.051;2102@0.051	10201399	37	903@0.033	4104041;4104042;3000003	70;70;4000	1	
10201399038	101@248;201@144.5;301@935;903@0.132;1303@0.111;1602@0.051;2102@0.051	10201399	38	101@16.8	4104041;4104042;3000003	70;70;4080	1	
10201399039	101@248;201@155;301@935;903@0.132;1303@0.111;1602@0.051;2102@0.051	10201399	39	201@10.5	4104041;4104042;3000003	70;70;4160	1	
10201399040	101@248;201@155;301@1003;903@0.132;1303@0.111;1602@0.051;2102@0.051	10201399	40	301@68	4104041;4104042;3000003	70;70;4240	1	
10201399041	101@248;201@155;301@1003;903@0.132;1303@0.148;1602@0.051;2102@0.051	10201399	41	1303@0.037	4104041;4104042;4104043;3000003	70;70;70;4320	1	
10201399042	101@264.8;201@155;301@1003;903@0.132;1303@0.148;1602@0.051;2102@0.051	10201399	42	101@16.8	4104041;4104042;4104043;3000003	70;70;70;4400	1	
10201399043	101@264.8;201@165.5;301@1003;903@0.132;1303@0.148;1602@0.051;2102@0.051	10201399	43	201@10.5	4104041;4104042;4104043;3000003	70;70;70;4480	1	
10201399044	101@264.8;201@165.5;301@1071;903@0.132;1303@0.148;1602@0.051;2102@0.051	10201399	44	301@68	4104041;4104042;4104043;3000003	70;70;70;4560	1	
10201399045	101@264.8;201@165.5;301@1071;903@0.132;1303@0.148;1602@0.068;2102@0.051	10201399	45	1602@0.017	4104041;4104042;4104043;3000003	70;70;70;4640	1	
10201399046	101@281.6;201@165.5;301@1071;903@0.132;1303@0.148;1602@0.068;2102@0.051	10201399	46	101@16.8	4104041;4104042;4104043;3000003	70;70;70;4720	1	
10201399047	101@281.6;201@176;301@1071;903@0.132;1303@0.148;1602@0.068;2102@0.051	10201399	47	201@10.5	4104041;4104042;4104043;3000003	70;70;70;4800	1	
10201399048	101@281.6;201@176;301@1139;903@0.132;1303@0.148;1602@0.068;2102@0.051	10201399	48	301@68	4104041;4104042;4104043;3000003	70;70;70;4880	1	
