ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
10400102001	101@88.2;201@57;301@348.8;1303@0.025;903@0.05;1602@0.017;2102@0.017	10400102	1	101@88.2;201@57;301@348.8;1303@0.025;903@0.05;1602@0.017;2102@0.017			1	
10400102002	101@106.8;201@57;301@348.8;1303@0.025;903@0.05;1602@0.017;2102@0.017	10400102	2	101@18.6	4104041;3000003	20;1200	1	
10400102003	101@106.8;201@69;301@348.8;1303@0.025;903@0.05;1602@0.017;2102@0.017	10400102	3	201@12	4104041;3000003	20;1280	1	
10400102004	101@106.8;201@69;301@422.2;1303@0.025;903@0.05;1602@0.017;2102@0.017	10400102	4	301@73.4	4104041;3000003	20;1360	1	
10400102005	101@106.8;201@69;301@422.2;1303@0.05;903@0.05;1602@0.017;2102@0.017	10400102	5	1303@0.025	4104041;3000003	20;1440	1	
10400102006	101@125.4;201@69;301@422.2;1303@0.05;903@0.05;1602@0.017;2102@0.017	10400102	6	101@18.6	4104041;3000003	20;1520	1	
10400102007	101@125.4;201@81;301@422.2;1303@0.05;903@0.05;1602@0.017;2102@0.017	10400102	7	201@12	4104041;3000003	20;1600	1	
10400102008	101@125.4;201@81;301@495.6;1303@0.05;903@0.05;1602@0.017;2102@0.017	10400102	8	301@73.4	4104041;3000003	20;1680	1	
10400102009	101@125.4;201@81;301@495.6;1303@0.05;903@0.1;1602@0.017;2102@0.017	10400102	9	903@0.05	4104041;3000003	20;1760	1	
10400102010	101@144;201@81;301@495.6;1303@0.05;903@0.1;1602@0.017;2102@0.017	10400102	10	101@18.6	4104041;3000003	20;1840	1	
10400102011	101@144;201@93;301@495.6;1303@0.05;903@0.1;1602@0.017;2102@0.017	10400102	11	201@12	4104041;3000003	40;1920	1	
10400102012	101@144;201@93;301@569;1303@0.05;903@0.1;1602@0.017;2102@0.017	10400102	12	301@73.4	4104041;3000003	40;2000	1	
10400102013	101@144;201@93;301@569;1303@0.05;903@0.1;1602@0.034;2102@0.017	10400102	13	1602@0.017	4104041;3000003	40;2080	1	
10400102014	101@162.6;201@93;301@569;1303@0.05;903@0.1;1602@0.034;2102@0.017	10400102	14	101@18.6	4104041;3000003	40;2160	1	
10400102015	101@162.6;201@105;301@569;1303@0.05;903@0.1;1602@0.034;2102@0.017	10400102	15	201@12	4104041;3000003	40;2240	1	
10400102016	101@162.6;201@105;301@642.4;1303@0.05;903@0.1;1602@0.034;2102@0.017	10400102	16	301@73.4	4104041;3000003	40;2320	1	
10400102017	101@162.6;201@105;301@642.4;1303@0.05;903@0.1;1602@0.034;2102@0.034	10400102	17	2102@0.017	4104041;3000003	40;2400	1	
10400102018	101@181.2;201@105;301@642.4;1303@0.05;903@0.1;1602@0.034;2102@0.034	10400102	18	101@18.6	4104041;3000003	40;2480	1	
10400102019	101@181.2;201@117;301@642.4;1303@0.05;903@0.1;1602@0.034;2102@0.034	10400102	19	201@12	4104041;3000003	40;2560	1	
10400102020	101@181.2;201@117;301@715.8;1303@0.05;903@0.1;1602@0.034;2102@0.034	10400102	20	301@73.4	4104041;3000003	40;2640	1	
10400102021	101@181.2;201@117;301@715.8;1303@0.075;903@0.1;1602@0.034;2102@0.034	10400102	21	1303@0.025	4104041;4104042;3000003	55;55;2720	1	
10400102022	101@199.8;201@117;301@715.8;1303@0.075;903@0.1;1602@0.034;2102@0.034	10400102	22	101@18.6	4104041;4104042;3000003	55;55;2800	1	
10400102023	101@199.8;201@129;301@715.8;1303@0.075;903@0.1;1602@0.034;2102@0.034	10400102	23	201@12	4104041;4104042;3000003	55;55;2880	1	
10400102024	101@199.8;201@129;301@789.2;1303@0.075;903@0.1;1602@0.034;2102@0.034	10400102	24	301@73.4	4104041;4104042;3000003	55;55;2960	1	
10400102025	101@199.8;201@129;301@789.2;1303@0.075;903@0.15;1602@0.034;2102@0.034	10400102	25	903@0.05	4104041;4104042;3000003	55;55;3040	1	
10400102026	101@218.4;201@129;301@789.2;1303@0.075;903@0.15;1602@0.034;2102@0.034	10400102	26	101@18.6	4104041;4104042;3000003	55;55;3120	1	
10400102027	101@218.4;201@141;301@789.2;1303@0.075;903@0.15;1602@0.034;2102@0.034	10400102	27	201@12	4104041;4104042;3000003	55;55;3200	1	
10400102028	101@218.4;201@141;301@862.6;1303@0.075;903@0.15;1602@0.034;2102@0.034	10400102	28	301@73.4	4104041;4104042;3000003	55;55;3280	1	
10400102029	101@218.4;201@141;301@862.6;1303@0.075;903@0.15;1602@0.051;2102@0.034	10400102	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1	
10400102030	101@237;201@141;301@862.6;1303@0.075;903@0.15;1602@0.051;2102@0.034	10400102	30	101@18.6	4104041;4104042;3000003	55;55;3440	1	
10400102031	101@237;201@153;301@862.6;1303@0.075;903@0.15;1602@0.051;2102@0.034	10400102	31	201@12	4104041;4104042;3000003	70;70;3520	1	
10400102032	101@237;201@153;301@936;1303@0.075;903@0.15;1602@0.051;2102@0.034	10400102	32	301@73.4	4104041;4104042;3000003	70;70;3600	1	
10400102033	101@237;201@153;301@936;1303@0.075;903@0.15;1602@0.051;2102@0.051	10400102	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1	
