id	ids	status
int	string	int
102021	102021001,102021002,102021003,102021004,102021005,102021006,102021007,102021008,102021009,102021010,102021011,102021012,102021013,102021014,102021015,102021016,102021017,102021018,102021019,102021020	1
103006	103006001,103006002,103006003,103006004,103006005,103006006,103006007,103006008,103006009,103006010,103006011,103006012,103006013,103006014,103006015,103006016,103006017,103006018,103006019,103006020	1
106009	106009001,106009002,106009003,106009004,106009005,106009006,106009007,106009008,106009009,106009010,106009011,106009012,106009013,106009014,106009015,106009016,106009017,106009018,106009019,106009020	1
107010	107010001,107010002,107010003,107010004,107010005,107010006,107010007,107010008,107010009,107010010,107010011,107010012,107010013,107010014,107010015,107010016,107010017,107010018,107010019,107010020	1
140008	140008001,140008002,140008003,140008004,140008005,140008006,140008007,140008008,140008009,140008010,140008011,140008012,140008013,140008014,140008015,140008016,140008017,140008018,140008019,140008020	1
129001	129001001,129001002,129001003,129001004,129001005,129001006,129001007,129001008,129001009,129001010,129001011,129001012,129001013,129001014,129001015,129001016,129001017,129001018,129001019,129001020	1
108006	108006001,108006002,108006003,108006004,108006005,108006006,108006007,108006008,108006009,108006010,108006011,108006012,108006013,108006014,108006015,108006016,108006017,108006018,108006019,108006020	1
117008	117008001,117008002,117008003,117008004,117008005,117008006,117008007,117008008,117008009,117008010,117008011,117008012,117008013,117008014,117008015,117008016,117008017,117008018,117008019,117008020	1
108001	108001001,108001002,108001003,108001004,108001005,108001006,108001007,108001008,108001009,108001010,108001011,108001012,108001013,108001014,108001015,108001016,108001017,108001018,108001019,108001020	1
127008	127008001,127008002,127008003,127008004,127008005,127008006,127008007,127008008,127008009,127008010,127008011,127008012,127008013,127008014,127008015,127008016,127008017,127008018,127008019,127008020	1
114001	114001001,114001002,114001003,114001004,114001005,114001006,114001007,114001008,114001009,114001010,114001011,114001012,114001013,114001014,114001015,114001016,114001017,114001018,114001019,114001020	1
101013	101013001,101013002,101013003,101013004,101013005,101013006,101013007,101013008,101013009,101013010,101013011,101013012,101013013,101013014,101013015,101013016,101013017,101013018,101013019,101013020	1
130008	130008001,130008002,130008003,130008004,130008005,130008006,130008007,130008008,130008009,130008010,130008011,130008012,130008013,130008014,130008015,130008016,130008017,130008018,130008019,130008020	1
103021	103021001,103021002,103021003,103021004,103021005,103021006,103021007,103021008,103021009,103021010,103021011,103021012,103021013,103021014,103021015,103021016,103021017,103021018,103021019,103021020	1
111002	111002001,111002002,111002003,111002004,111002005,111002006,111002007,111002008,111002009,111002010,111002011,111002012,111002013,111002014,111002015,111002016,111002017,111002018,111002019,111002020	1
110008	110008001,110008002,110008003,110008004,110008005,110008006,110008007,110008008,110008009,110008010,110008011,110008012,110008013,110008014,110008015,110008016,110008017,110008018,110008019,110008020	1
131008	131008001,131008002,131008003,131008004,131008005,131008006,131008007,131008008,131008009,131008010,131008011,131008012,131008013,131008014,131008015,131008016,131008017,131008018,131008019,131008020	1
109002	109002001,109002002,109002003,109002004,109002005,109002006,109002007,109002008,109002009,109002010,109002011,109002012,109002013,109002014,109002015,109002016,109002017,109002018,109002019,109002020	1
112002	112002001,112002002,112002003,112002004,112002005,112002006,112002007,112002008,112002009,112002010,112002011,112002012,112002013,112002014,112002015,112002016,112002017,112002018,112002019,112002020	1
137008	137008001,137008002,137008003,137008004,137008005,137008006,137008007,137008008,137008009,137008010,137008011,137008012,137008013,137008014,137008015,137008016,137008017,137008018,137008019,137008020	1
102007	102007001,102007002,102007003,102007004,102007005,102007006,102007007,102007008,102007009,102007010,102007011,102007012,102007013,102007014,102007015,102007016,102007017,102007018,102007019,102007020	1
104001	104001001,104001002,104001003,104001004,104001005,104001006,104001007,104001008,104001009,104001010,104001011,104001012,104001013,104001014,104001015,104001016,104001017,104001018,104001019,104001020	1
102011	102011001,102011002,102011003,102011004,102011005,102011006,102011007,102011008,102011009,102011010,102011011,102011012,102011013,102011014,102011015,102011016,102011017,102011018,102011019,102011020	1
106002	106002001,106002002,106002003,106002004,106002005,106002006,106002007,106002008,106002009,106002010,106002011,106002012,106002013,106002014,106002015,106002016,106002017,106002018,106002019,106002020	1
904014	904014001,904014002,904014003,904014004,904014005,904014006,904014007,904014008,904014009,904014010,904014011,904014012,904014013,904014014,904014015,904014016,904014017,904014018,904014019,904014020	1
116001	116001001,116001002,116001003,116001004,116001005,116001006,116001007,116001008,116001009,116001010,116001011,116001012,116001013,116001014,116001015,116001016,116001017,116001018,116001019,116001020	1
113001	113001001,113001002,113001003,113001004,113001005,113001006,113001007,113001008,113001009,113001010,113001011,113001012,113001013,113001014,113001015,113001016,113001017,113001018,113001019,113001020	1
107001	107001001,107001002,107001003,107001004,107001005,107001006,107001007,107001008,107001009,107001010,107001011,107001012,107001013,107001014,107001015,107001016,107001017,107001018,107001019,107001020	1
115008	115008001,115008002,115008003,115008004,115008005,115008006,115008007,115008008,115008009,115008010,115008011,115008012,115008013,115008014,115008015,115008016,115008017,115008018,115008019,115008020	1
109008	109008001,109008002,109008003,109008004,109008005,109008006,109008007,109008008,109008009,109008010,109008011,109008012,109008013,109008014,109008015,109008016,109008017,109008018,109008019,109008020	1
105008	105008001,105008002,105008003,105008004,105008005,105008006,105008007,105008008,105008009,105008010,105008011,105008012,105008013,105008014,105008015,105008016,105008017,105008018,105008019,105008020	1
