ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
10301099001	101@115;201@39;301@239;603@0.025;1203@0.012;1602@0.017;2102@0.017	10301099	1	101@115;201@39;301@239;603@0.025;1203@0.012;1602@0.017;2102@0.017			1	
10301099002	101@139.2;201@39;301@239;603@0.025;1203@0.012;1602@0.017;2102@0.017	10301099	2	101@24.2	4104041;3000003	20;1200	1	
10301099003	101@139.2;201@47.2;301@239;603@0.025;1203@0.012;1602@0.017;2102@0.017	10301099	3	201@8.2	4104041;3000003	20;1280	1	
10301099004	101@139.2;201@47.2;301@289.3;603@0.025;1203@0.012;1602@0.017;2102@0.017	10301099	4	301@50.3	4104041;3000003	20;1360	1	
10301099005	101@139.2;201@47.2;301@289.3;603@0.05;1203@0.012;1602@0.017;2102@0.017	10301099	5	603@0.025	4104041;3000003	20;1440	1	
10301099006	101@163.4;201@47.2;301@289.3;603@0.05;1203@0.012;1602@0.017;2102@0.017	10301099	6	101@24.2	4104041;3000003	20;1520	1	
10301099007	101@163.4;201@55.4;301@289.3;603@0.05;1203@0.012;1602@0.017;2102@0.017	10301099	7	201@8.2	4104041;3000003	20;1600	1	
10301099008	101@163.4;201@55.4;301@339.6;603@0.05;1203@0.012;1602@0.017;2102@0.017	10301099	8	301@50.3	4104041;3000003	20;1680	1	
10301099009	101@163.4;201@55.4;301@339.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	10301099	9	1203@0.012	4104041;3000003	20;1760	1	
10301099010	101@187.6;201@55.4;301@339.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	10301099	10	101@24.2	4104041;3000003	20;1840	1	
10301099011	101@187.6;201@63.6;301@339.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	10301099	11	201@8.2	4104041;3000003	40;1920	1	
10301099012	101@187.6;201@63.6;301@389.9;603@0.05;1203@0.024;1602@0.017;2102@0.017	10301099	12	301@50.3	4104041;3000003	40;2000	1	
10301099013	101@187.6;201@63.6;301@389.9;603@0.05;1203@0.024;1602@0.034;2102@0.017	10301099	13	1602@0.017	4104041;3000003	40;2080	1	
10301099014	101@211.8;201@63.6;301@389.9;603@0.05;1203@0.024;1602@0.034;2102@0.017	10301099	14	101@24.2	4104041;3000003	40;2160	1	
10301099015	101@211.8;201@71.8;301@389.9;603@0.05;1203@0.024;1602@0.034;2102@0.017	10301099	15	201@8.2	4104041;3000003	40;2240	1	
10301099016	101@211.8;201@71.8;301@440.2;603@0.05;1203@0.024;1602@0.034;2102@0.017	10301099	16	301@50.3	4104041;3000003	40;2320	1	
10301099017	101@211.8;201@71.8;301@440.2;603@0.05;1203@0.024;1602@0.034;2102@0.034	10301099	17	2102@0.017	4104041;3000003	40;2400	1	
10301099018	101@236;201@71.8;301@440.2;603@0.05;1203@0.024;1602@0.034;2102@0.034	10301099	18	101@24.2	4104041;3000003	40;2480	1	
10301099019	101@236;201@80;301@440.2;603@0.05;1203@0.024;1602@0.034;2102@0.034	10301099	19	201@8.2	4104041;3000003	40;2560	1	
10301099020	101@236;201@80;301@490.5;603@0.05;1203@0.024;1602@0.034;2102@0.034	10301099	20	301@50.3	4104041;3000003	40;2640	1	
10301099021	101@236;201@80;301@490.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	10301099	21	603@0.025	4104041;4104042;3000003	55;55;2720	1	
10301099022	101@260.2;201@80;301@490.5;603@0.075;1203@0.024;1602@0.034;2102@0.034	10301099	22	101@24.2	4104041;4104042;3000003	55;55;2800	1	
