ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
16600899001	101@137;201@39;301@249;603@0.025;1203@0.012;1602@0.017;2102@0.017	16600899	1	101@137;201@39;301@249;603@0.025;1203@0.012;1602@0.017;2102@0.017			1	
16600899002	101@165.8;201@39;301@249;603@0.025;1203@0.012;1602@0.017;2102@0.017	16600899	2	101@28.8	4104041;3000003	20;1200	1	
16600899003	101@165.8;201@47.2;301@249;603@0.025;1203@0.012;1602@0.017;2102@0.017	16600899	3	201@8.2	4104041;3000003	20;1280	1	
16600899004	101@165.8;201@47.2;301@301.4;603@0.025;1203@0.012;1602@0.017;2102@0.017	16600899	4	301@52.4	4104041;3000003	20;1360	1	
16600899005	101@165.8;201@47.2;301@301.4;603@0.05;1203@0.012;1602@0.017;2102@0.017	16600899	5	603@0.025	4104041;3000003	20;1440	1	
16600899006	101@194.6;201@47.2;301@301.4;603@0.05;1203@0.012;1602@0.017;2102@0.017	16600899	6	101@28.8	4104041;3000003	20;1520	1	
16600899007	101@194.6;201@55.4;301@301.4;603@0.05;1203@0.012;1602@0.017;2102@0.017	16600899	7	201@8.2	4104041;3000003	20;1600	1	
16600899008	101@194.6;201@55.4;301@353.8;603@0.05;1203@0.012;1602@0.017;2102@0.017	16600899	8	301@52.4	4104041;3000003	20;1680	1	
16600899009	101@194.6;201@55.4;301@353.8;603@0.05;1203@0.024;1602@0.017;2102@0.017	16600899	9	1203@0.012	4104041;3000003	20;1760	1	
16600899010	101@223.4;201@55.4;301@353.8;603@0.05;1203@0.024;1602@0.017;2102@0.017	16600899	10	101@28.8	4104041;3000003	20;1840	1	
16600899011	101@223.4;201@63.6;301@353.8;603@0.05;1203@0.024;1602@0.017;2102@0.017	16600899	11	201@8.2	4104041;3000003	40;1920	1	
16600899012	101@223.4;201@63.6;301@406.2;603@0.05;1203@0.024;1602@0.017;2102@0.017	16600899	12	301@52.4	4104041;3000003	40;2000	1	
16600899013	101@223.4;201@63.6;301@406.2;603@0.05;1203@0.024;1602@0.034;2102@0.017	16600899	13	1602@0.017	4104041;3000003	40;2080	1	
16600899014	101@252.2;201@63.6;301@406.2;603@0.05;1203@0.024;1602@0.034;2102@0.017	16600899	14	101@28.8	4104041;3000003	40;2160	1	
16600899015	101@252.2;201@71.8;301@406.2;603@0.05;1203@0.024;1602@0.034;2102@0.017	16600899	15	201@8.2	4104041;3000003	40;2240	1	
16600899016	101@252.2;201@71.8;301@458.6;603@0.05;1203@0.024;1602@0.034;2102@0.017	16600899	16	301@52.4	4104041;3000003	40;2320	1	
16600899017	101@252.2;201@71.8;301@458.6;603@0.05;1203@0.024;1602@0.034;2102@0.034	16600899	17	2102@0.017	4104041;3000003	40;2400	1	
16600899018	101@281;201@71.8;301@458.6;603@0.05;1203@0.024;1602@0.034;2102@0.034	16600899	18	101@28.8	4104041;3000003	40;2480	1	
16600899019	101@281;201@80;301@458.6;603@0.05;1203@0.024;1602@0.034;2102@0.034	16600899	19	201@8.2	4104041;3000003	40;2560	1	
16600899020	101@281;201@80;301@511;603@0.05;1203@0.024;1602@0.034;2102@0.034	16600899	20	301@52.4	4104041;3000003	40;2640	1	
16600899021	101@281;201@80;301@511;603@0.075;1203@0.024;1602@0.034;2102@0.034	16600899	21	603@0.025	4104041;4104042;3000003	55;55;2720	1	
16600899022	101@309.8;201@80;301@511;603@0.075;1203@0.024;1602@0.034;2102@0.034	16600899	22	101@28.8	4104041;4104042;3000003	55;55;2800	1	
16600899023	101@309.8;201@88.2;301@511;603@0.075;1203@0.024;1602@0.034;2102@0.034	16600899	23	201@8.2	4104041;4104042;3000003	55;55;2880	1	
16600899024	101@309.8;201@88.2;301@563.4;603@0.075;1203@0.024;1602@0.034;2102@0.034	16600899	24	301@52.4	4104041;4104042;3000003	55;55;2960	1	
16600899025	101@309.8;201@88.2;301@563.4;603@0.075;1203@0.036;1602@0.034;2102@0.034	16600899	25	1203@0.012	4104041;4104042;3000003	55;55;3040	1	
16600899026	101@338.6;201@88.2;301@563.4;603@0.075;1203@0.036;1602@0.034;2102@0.034	16600899	26	101@28.8	4104041;4104042;3000003	55;55;3120	1	
16600899027	101@338.6;201@96.4;301@563.4;603@0.075;1203@0.036;1602@0.034;2102@0.034	16600899	27	201@8.2	4104041;4104042;3000003	55;55;3200	1	
16600899028	101@338.6;201@96.4;301@615.8;603@0.075;1203@0.036;1602@0.034;2102@0.034	16600899	28	301@52.4	4104041;4104042;3000003	55;55;3280	1	
16600899029	101@338.6;201@96.4;301@615.8;603@0.075;1203@0.036;1602@0.051;2102@0.034	16600899	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1	
16600899030	101@367.4;201@96.4;301@615.8;603@0.075;1203@0.036;1602@0.051;2102@0.034	16600899	30	101@28.8	4104041;4104042;3000003	55;55;3440	1	
16600899031	101@367.4;201@104.6;301@615.8;603@0.075;1203@0.036;1602@0.051;2102@0.034	16600899	31	201@8.2	4104041;4104042;3000003	70;70;3520	1	
16600899032	101@367.4;201@104.6;301@668.2;603@0.075;1203@0.036;1602@0.051;2102@0.034	16600899	32	301@52.4	4104041;4104042;3000003	70;70;3600	1	
16600899033	101@367.4;201@104.6;301@668.2;603@0.075;1203@0.036;1602@0.051;2102@0.051	16600899	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1	
16600899034	101@396.2;201@104.6;301@668.2;603@0.075;1203@0.036;1602@0.051;2102@0.051	16600899	34	101@28.8	4104041;4104042;3000003	70;70;3760	1	
16600899035	101@396.2;201@112.8;301@668.2;603@0.075;1203@0.036;1602@0.051;2102@0.051	16600899	35	201@8.2	4104041;4104042;3000003	70;70;3840	1	
16600899036	101@396.2;201@112.8;301@720.6;603@0.075;1203@0.036;1602@0.051;2102@0.051	16600899	36	301@52.4	4104041;4104042;3000003	70;70;3920	1	
16600899037	101@396.2;201@112.8;301@720.6;603@0.1;1203@0.036;1602@0.051;2102@0.051	16600899	37	603@0.025	4104041;4104042;3000003	70;70;4000	1	
16600899038	101@425;201@112.8;301@720.6;603@0.1;1203@0.036;1602@0.051;2102@0.051	16600899	38	101@28.8	4104041;4104042;3000003	70;70;4080	1	
16600899039	101@425;201@121;301@720.6;603@0.1;1203@0.036;1602@0.051;2102@0.051	16600899	39	201@8.2	4104041;4104042;3000003	70;70;4160	1	
16600899040	101@425;201@121;301@773;603@0.1;1203@0.036;1602@0.051;2102@0.051	16600899	40	301@52.4	4104041;4104042;3000003	70;70;4240	1	
16600899041	101@425;201@121;301@773;603@0.1;1203@0.048;1602@0.051;2102@0.051	16600899	41	1203@0.012	4104041;4104042;4104043;3000003	70;70;70;4320	1	
16600899042	101@453.8;201@121;301@773;603@0.1;1203@0.048;1602@0.051;2102@0.051	16600899	42	101@28.8	4104041;4104042;4104043;3000003	70;70;70;4400	1	
16600899043	101@453.8;201@129.2;301@773;603@0.1;1203@0.048;1602@0.051;2102@0.051	16600899	43	201@8.2	4104041;4104042;4104043;3000003	70;70;70;4480	1	
16600899044	101@453.8;201@129.2;301@825.4;603@0.1;1203@0.048;1602@0.051;2102@0.051	16600899	44	301@52.4	4104041;4104042;4104043;3000003	70;70;70;4560	1	
16600899045	101@453.8;201@129.2;301@825.4;603@0.1;1203@0.048;1602@0.068;2102@0.051	16600899	45	1602@0.017	4104041;4104042;4104043;3000003	70;70;70;4640	1	
16600899046	101@482.6;201@129.2;301@825.4;603@0.1;1203@0.048;1602@0.068;2102@0.051	16600899	46	101@28.8	4104041;4104042;4104043;3000003	70;70;70;4720	1	
16600899047	101@482.6;201@137.4;301@825.4;603@0.1;1203@0.048;1602@0.068;2102@0.051	16600899	47	201@8.2	4104041;4104042;4104043;3000003	70;70;70;4800	1	
16600899048	101@482.6;201@137.4;301@877.8;603@0.1;1203@0.048;1602@0.068;2102@0.051	16600899	48	301@52.4	4104041;4104042;4104043;3000003	70;70;70;4880	1	
16600899049	101@482.6;201@137.4;301@877.8;603@0.1;1203@0.048;1602@0.068;2102@0.068	16600899	49	2102@0.017	4104041;4104042;4104043;3000003	70;70;70;4960	1	
16600899050	101@511.4;201@137.4;301@877.8;603@0.1;1203@0.048;1602@0.068;2102@0.068	16600899	50	101@28.8	4104041;4104042;4104043;3000003	70;70;70;5040	1	
16600899051	101@511.4;201@145.6;301@877.8;603@0.1;1203@0.048;1602@0.068;2102@0.068	16600899	51	201@8.2	4104041;4104042;4104043;3000003	90;90;90;5120	1	
16600899052	101@511.4;201@145.6;301@930.2;603@0.1;1203@0.048;1602@0.068;2102@0.068	16600899	52	301@52.4	4104041;4104042;4104043;3000003	90;90;90;5200	1	
16600899053	101@511.4;201@145.6;301@930.2;603@0.125;1203@0.048;1602@0.068;2102@0.068	16600899	53	603@0.025	4104041;4104042;4104043;3000003	90;90;90;5280	1	
16600899054	101@540.2;201@145.6;301@930.2;603@0.125;1203@0.048;1602@0.068;2102@0.068	16600899	54	101@28.8	4104041;4104042;4104043;3000003	90;90;90;5360	1	
16600899055	101@540.2;201@153.8;301@930.2;603@0.125;1203@0.048;1602@0.068;2102@0.068	16600899	55	201@8.2	4104041;4104042;4104043;3000003	90;90;90;5440	1	
16600899056	101@540.2;201@153.8;301@982.6;603@0.125;1203@0.048;1602@0.068;2102@0.068	16600899	56	301@52.4	4104041;4104042;4104043;3000003	90;90;90;5520	1	
16600899057	101@540.2;201@153.8;301@982.6;603@0.125;1203@0.06;1602@0.068;2102@0.068	16600899	57	1203@0.012	4104041;4104042;4104043;3000003	90;90;90;5600	1	
16600899058	101@569;201@153.8;301@982.6;603@0.125;1203@0.06;1602@0.068;2102@0.068	16600899	58	101@28.8	4104041;4104042;4104043;3000003	90;90;90;5680	1	
16600899059	101@569;201@162;301@982.6;603@0.125;1203@0.06;1602@0.068;2102@0.068	16600899	59	201@8.2	4104041;4104042;4104043;3000003	90;90;90;5760	1	
16600899060	101@569;201@162;301@1035;603@0.125;1203@0.06;1602@0.068;2102@0.068	16600899	60	301@52.4	4104041;4104042;4104043;3000003	90;90;90;5840	1	
