ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
14600899001	101@102;201@41;301@265;603@0.025;1203@0.012;1602@0.017;2102@0.017	14600899	1	101@102;201@41;301@265;603@0.025;1203@0.012;1602@0.017;2102@0.017			1	
14600899002	101@123.5;201@41;301@265;603@0.025;1203@0.012;1602@0.017;2102@0.017	14600899	2	101@21.5	4104041;3000003	20;1200	1	
14600899003	101@123.5;201@49.6;301@265;603@0.025;1203@0.012;1602@0.017;2102@0.017	14600899	3	201@8.6	4104041;3000003	20;1280	1	
14600899004	101@123.5;201@49.6;301@320.8;603@0.025;1203@0.012;1602@0.017;2102@0.017	14600899	4	301@55.8	4104041;3000003	20;1360	1	
14600899005	101@123.5;201@49.6;301@320.8;603@0.05;1203@0.012;1602@0.017;2102@0.017	14600899	5	603@0.025	4104041;3000003	20;1440	1	
14600899006	101@145;201@49.6;301@320.8;603@0.05;1203@0.012;1602@0.017;2102@0.017	14600899	6	101@21.5	4104041;3000003	20;1520	1	
14600899007	101@145;201@58.2;301@320.8;603@0.05;1203@0.012;1602@0.017;2102@0.017	14600899	7	201@8.6	4104041;3000003	20;1600	1	
14600899008	101@145;201@58.2;301@376.6;603@0.05;1203@0.012;1602@0.017;2102@0.017	14600899	8	301@55.8	4104041;3000003	20;1680	1	
14600899009	101@145;201@58.2;301@376.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	14600899	9	1203@0.012	4104041;3000003	20;1760	1	
14600899010	101@166.5;201@58.2;301@376.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	14600899	10	101@21.5	4104041;3000003	20;1840	1	
14600899011	101@166.5;201@66.8;301@376.6;603@0.05;1203@0.024;1602@0.017;2102@0.017	14600899	11	201@8.6	4104041;3000003	40;1920	1	
14600899012	101@166.5;201@66.8;301@432.4;603@0.05;1203@0.024;1602@0.017;2102@0.017	14600899	12	301@55.8	4104041;3000003	40;2000	1	
14600899013	101@166.5;201@66.8;301@432.4;603@0.05;1203@0.024;1602@0.034;2102@0.017	14600899	13	1602@0.017	4104041;3000003	40;2080	1	
14600899014	101@188;201@66.8;301@432.4;603@0.05;1203@0.024;1602@0.034;2102@0.017	14600899	14	101@21.5	4104041;3000003	40;2160	1	
14600899015	101@188;201@75.4;301@432.4;603@0.05;1203@0.024;1602@0.034;2102@0.017	14600899	15	201@8.6	4104041;3000003	40;2240	1	
14600899016	101@188;201@75.4;301@488.2;603@0.05;1203@0.024;1602@0.034;2102@0.017	14600899	16	301@55.8	4104041;3000003	40;2320	1	
14600899017	101@188;201@75.4;301@488.2;603@0.05;1203@0.024;1602@0.034;2102@0.034	14600899	17	2102@0.017	4104041;3000003	40;2400	1	
14600899018	101@209.5;201@75.4;301@488.2;603@0.05;1203@0.024;1602@0.034;2102@0.034	14600899	18	101@21.5	4104041;3000003	40;2480	1	
14600899019	101@209.5;201@84;301@488.2;603@0.05;1203@0.024;1602@0.034;2102@0.034	14600899	19	201@8.6	4104041;3000003	40;2560	1	
14600899020	101@209.5;201@84;301@544;603@0.05;1203@0.024;1602@0.034;2102@0.034	14600899	20	301@55.8	4104041;3000003	40;2640	1	
14600899021	101@209.5;201@84;301@544;603@0.075;1203@0.024;1602@0.034;2102@0.034	14600899	21	603@0.025	4104041;4104042;3000003	55;55;2720	1	
14600899022	101@231;201@84;301@544;603@0.075;1203@0.024;1602@0.034;2102@0.034	14600899	22	101@21.5	4104041;4104042;3000003	55;55;2800	1	
14600899023	101@231;201@92.6;301@544;603@0.075;1203@0.024;1602@0.034;2102@0.034	14600899	23	201@8.6	4104041;4104042;3000003	55;55;2880	1	
14600899024	101@231;201@92.6;301@599.8;603@0.075;1203@0.024;1602@0.034;2102@0.034	14600899	24	301@55.8	4104041;4104042;3000003	55;55;2960	1	
14600899025	101@231;201@92.6;301@599.8;603@0.075;1203@0.036;1602@0.034;2102@0.034	14600899	25	1203@0.012	4104041;4104042;3000003	55;55;3040	1	
14600899026	101@252.5;201@92.6;301@599.8;603@0.075;1203@0.036;1602@0.034;2102@0.034	14600899	26	101@21.5	4104041;4104042;3000003	55;55;3120	1	
14600899027	101@252.5;201@101.2;301@599.8;603@0.075;1203@0.036;1602@0.034;2102@0.034	14600899	27	201@8.6	4104041;4104042;3000003	55;55;3200	1	
14600899028	101@252.5;201@101.2;301@655.6;603@0.075;1203@0.036;1602@0.034;2102@0.034	14600899	28	301@55.8	4104041;4104042;3000003	55;55;3280	1	
14600899029	101@252.5;201@101.2;301@655.6;603@0.075;1203@0.036;1602@0.051;2102@0.034	14600899	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1	
14600899030	101@274;201@101.2;301@655.6;603@0.075;1203@0.036;1602@0.051;2102@0.034	14600899	30	101@21.5	4104041;4104042;3000003	55;55;3440	1	
14600899031	101@274;201@109.8;301@655.6;603@0.075;1203@0.036;1602@0.051;2102@0.034	14600899	31	201@8.6	4104041;4104042;3000003	70;70;3520	1	
14600899032	101@274;201@109.8;301@711.4;603@0.075;1203@0.036;1602@0.051;2102@0.034	14600899	32	301@55.8	4104041;4104042;3000003	70;70;3600	1	
14600899033	101@274;201@109.8;301@711.4;603@0.075;1203@0.036;1602@0.051;2102@0.051	14600899	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1	
14600899034	101@295.5;201@109.8;301@711.4;603@0.075;1203@0.036;1602@0.051;2102@0.051	14600899	34	101@21.5	4104041;4104042;3000003	70;70;3760	1	
14600899035	101@295.5;201@118.4;301@711.4;603@0.075;1203@0.036;1602@0.051;2102@0.051	14600899	35	201@8.6	4104041;4104042;3000003	70;70;3840	1	
14600899036	101@295.5;201@118.4;301@767.2;603@0.075;1203@0.036;1602@0.051;2102@0.051	14600899	36	301@55.8	4104041;4104042;3000003	70;70;3920	1	
14600899037	101@295.5;201@118.4;301@767.2;603@0.1;1203@0.036;1602@0.051;2102@0.051	14600899	37	603@0.025	4104041;4104042;3000003	70;70;4000	1	
14600899038	101@317;201@118.4;301@767.2;603@0.1;1203@0.036;1602@0.051;2102@0.051	14600899	38	101@21.5	4104041;4104042;3000003	70;70;4080	1	
14600899039	101@317;201@127;301@767.2;603@0.1;1203@0.036;1602@0.051;2102@0.051	14600899	39	201@8.6	4104041;4104042;3000003	70;70;4160	1	
14600899040	101@317;201@127;301@823;603@0.1;1203@0.036;1602@0.051;2102@0.051	14600899	40	301@55.8	4104041;4104042;3000003	70;70;4240	1	
14600899041	101@317;201@127;301@823;603@0.1;1203@0.048;1602@0.051;2102@0.051	14600899	41	1203@0.012	4104041;4104042;4104043;3000003	70;70;70;4320	1	
14600899042	101@338.5;201@127;301@823;603@0.1;1203@0.048;1602@0.051;2102@0.051	14600899	42	101@21.5	4104041;4104042;4104043;3000003	70;70;70;4400	1	
14600899043	101@338.5;201@135.6;301@823;603@0.1;1203@0.048;1602@0.051;2102@0.051	14600899	43	201@8.6	4104041;4104042;4104043;3000003	70;70;70;4480	1	
14600899044	101@338.5;201@135.6;301@878.8;603@0.1;1203@0.048;1602@0.051;2102@0.051	14600899	44	301@55.8	4104041;4104042;4104043;3000003	70;70;70;4560	1	
14600899045	101@338.5;201@135.6;301@878.8;603@0.1;1203@0.048;1602@0.068;2102@0.051	14600899	45	1602@0.017	4104041;4104042;4104043;3000003	70;70;70;4640	1	
14600899046	101@360;201@135.6;301@878.8;603@0.1;1203@0.048;1602@0.068;2102@0.051	14600899	46	101@21.5	4104041;4104042;4104043;3000003	70;70;70;4720	1	
14600899047	101@360;201@144.2;301@878.8;603@0.1;1203@0.048;1602@0.068;2102@0.051	14600899	47	201@8.6	4104041;4104042;4104043;3000003	70;70;70;4800	1	
14600899048	101@360;201@144.2;301@934.6;603@0.1;1203@0.048;1602@0.068;2102@0.051	14600899	48	301@55.8	4104041;4104042;4104043;3000003	70;70;70;4880	1	
14600899049	101@360;201@144.2;301@934.6;603@0.1;1203@0.048;1602@0.068;2102@0.068	14600899	49	2102@0.017	4104041;4104042;4104043;3000003	70;70;70;4960	1	
14600899050	101@381.5;201@144.2;301@934.6;603@0.1;1203@0.048;1602@0.068;2102@0.068	14600899	50	101@21.5	4104041;4104042;4104043;3000003	70;70;70;5040	1	
14600899051	101@381.5;201@152.8;301@934.6;603@0.1;1203@0.048;1602@0.068;2102@0.068	14600899	51	201@8.6	4104041;4104042;4104043;3000003	90;90;90;5120	1	
14600899052	101@381.5;201@152.8;301@990.4;603@0.1;1203@0.048;1602@0.068;2102@0.068	14600899	52	301@55.8	4104041;4104042;4104043;3000003	90;90;90;5200	1	
14600899053	101@381.5;201@152.8;301@990.4;603@0.125;1203@0.048;1602@0.068;2102@0.068	14600899	53	603@0.025	4104041;4104042;4104043;3000003	90;90;90;5280	1	
14600899054	101@403;201@152.8;301@990.4;603@0.125;1203@0.048;1602@0.068;2102@0.068	14600899	54	101@21.5	4104041;4104042;4104043;3000003	90;90;90;5360	1	
14600899055	101@403;201@161.4;301@990.4;603@0.125;1203@0.048;1602@0.068;2102@0.068	14600899	55	201@8.6	4104041;4104042;4104043;3000003	90;90;90;5440	1	
14600899056	101@403;201@161.4;301@1046.2;603@0.125;1203@0.048;1602@0.068;2102@0.068	14600899	56	301@55.8	4104041;4104042;4104043;3000003	90;90;90;5520	1	
