ID	totalUpProperty	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status	
								
11100250001	101@88.9;201@45.6;301@323;1303@0.015;2101@0.014;1602@0.041;2102@0.027	11100250	1	101@88.9;201@45.6;301@323;1303@0.015;2101@0.014;1602@0.041;2102@0.027			1	
11100250002	101@107.6;201@45.6;301@323;1303@0.015;2101@0.014;1602@0.041;2102@0.027	11100250	2	101@18.7	4104041;3000003	20;1200	1	
11100250003	101@107.6;201@55.2;301@323;1303@0.015;2101@0.014;1602@0.041;2102@0.027	11100250	3	201@9.6	4104041;3000003	20;1280	1	
11100250004	101@107.6;201@55.2;301@391;1303@0.015;2101@0.014;1602@0.041;2102@0.027	11100250	4	301@68	4104041;3000003	20;1360	1	
11100250005	101@107.6;201@55.2;301@391;1303@0.03;2101@0.014;1602@0.041;2102@0.027	11100250	5	1303@0.015	4104041;3000003	20;1440	1	
11100250006	101@126.3;201@55.2;301@391;1303@0.03;2101@0.014;1602@0.041;2102@0.027	11100250	6	101@18.7	4104041;3000003	20;1520	1	
11100250007	101@126.3;201@64.8;301@391;1303@0.03;2101@0.014;1602@0.041;2102@0.027	11100250	7	201@9.6	4104041;3000003	20;1600	1	
11100250008	101@126.3;201@64.8;301@459;1303@0.03;2101@0.014;1602@0.041;2102@0.027	11100250	8	301@68	4104041;3000003	20;1680	1	
11100250009	101@126.3;201@64.8;301@459;1303@0.03;2101@0.028;1602@0.041;2102@0.027	11100250	9	2101@0.014	4104041;3000003	20;1760	1	
11100250010	101@145;201@64.8;301@459;1303@0.03;2101@0.028;1602@0.041;2102@0.027	11100250	10	101@18.7	4104041;3000003	20;1840	1	
11100250011	101@145;201@74.4;301@459;1303@0.03;2101@0.028;1602@0.041;2102@0.027	11100250	11	201@9.6	4104041;3000003	40;1920	1	
11100250012	101@145;201@74.4;301@527;1303@0.03;2101@0.028;1602@0.041;2102@0.027	11100250	12	301@68	4104041;3000003	40;2000	1	
11100250013	101@145;201@74.4;301@527;1303@0.03;2101@0.028;1602@0.082;2102@0.027	11100250	13	1602@0.041	4104041;3000003	40;2080	1	
11100250014	101@163.7;201@74.4;301@527;1303@0.03;2101@0.028;1602@0.082;2102@0.027	11100250	14	101@18.7	4104041;3000003	40;2160	1	
11100250015	101@163.7;201@84;301@527;1303@0.03;2101@0.028;1602@0.082;2102@0.027	11100250	15	201@9.6	4104041;3000003	40;2240	1	
11100250016	101@163.7;201@84;301@595;1303@0.03;2101@0.028;1602@0.082;2102@0.027	11100250	16	301@68	4104041;3000003	40;2320	1	
11100250017	101@163.7;201@84;301@595;1303@0.03;2101@0.028;1602@0.082;2102@0.054	11100250	17	2102@0.027	4104041;3000003	40;2400	1	
11100250018	101@182.4;201@84;301@595;1303@0.03;2101@0.028;1602@0.082;2102@0.054	11100250	18	101@18.7	4104041;3000003	40;2480	1	
11100250019	101@182.4;201@93.6;301@595;1303@0.03;2101@0.028;1602@0.082;2102@0.054	11100250	19	201@9.6	4104041;3000003	40;2560	1	
11100250020	101@182.4;201@93.6;301@663;1303@0.03;2101@0.028;1602@0.082;2102@0.054	11100250	20	301@68	4104041;3000003	40;2640	1	
11100250021	101@182.4;201@93.6;301@663;1303@0.045;2101@0.028;1602@0.082;2102@0.054	11100250	21	1303@0.015	4104041;4104042;3000003	55;55;2720	1	
11100250022	101@201.1;201@93.6;301@663;1303@0.045;2101@0.028;1602@0.082;2102@0.054	11100250	22	101@18.7	4104041;4104042;3000003	55;55;2800	1	
11100250023	101@201.1;201@103.2;301@663;1303@0.045;2101@0.028;1602@0.082;2102@0.054	11100250	23	201@9.6	4104041;4104042;3000003	55;55;2880	1	
11100250024	101@201.1;201@103.2;301@731;1303@0.045;2101@0.028;1602@0.082;2102@0.054	11100250	24	301@68	4104041;4104042;3000003	55;55;2960	1	
