key	ids	status
string	string	int
411	480111;480112;480113;480114;480115	1
412	480121;480122;480123;480124;480125	1
413	480131;480132;480133;480134;480135	1
414	480141;480142;480143;480144;480145	1
415	480151;480152;480153;480154;480155	1
416	480161;480162;480163;480164;480165	1
417	480171;480172;480173;480174;480175	1
418	480181;480182;480183;480184;480185	1
419	480191;480192;480193;480194;480195	1
420	480201;480202;480203;480204;480205	1
421	480211;480212;480213;480214;480215	1
422	480221;480222;480223;480224;480225	1
423	480231;480232;480233;480234;480235	1
424	480241;480242;480243;480244;480245	1
425	480251;480252;480253;480254;480255	1
426	480261;480262;480263;480264;480265	1
427	480271;480272;480273;480274;480275	1
428	480281;480282;480283;480284;480285	1
429	480291;480292;480293;480294;480295	1
430	480301;480302;480303;480304;480305	1
