Id	Value
int	int
1afcbd0c9a6f146a	イベントコインを交換必要がありません。
fea906f6afdd283c	研究方向が変更されました。
4692484061368efb	売り切れ
00d9c1574ca5a1cd	現在のガチャガチャ機内の限定報酬をすべて獲得すると解放されます。
c4496bf4dc6d09ac	当該召喚は未解放です。
c5bdbf338bfc4c26	_name_不足
cc97b08c5829e89e	現在、ブラインドボックス内の残り報酬が不足しています。
5a4f10c2b30de818	残り：_num_
db66ef711f72f234	在庫無限
5ba75d3855a174e0	イベントは終了しました。
5e232a858bbef113	終了しました。
6bfd314a3cb8ebff	報酬受取済み
7d9a0c399fd34ba5	受取可能時間ではありません。
94f0299e1ec1d332	活躍度が不足しています。
4bf36b1237dad17b	任意の金額をチャージするとボックスを<color=#e71f55>_name_</color>までアップグレードできます。チャージしますか？
54fff1ddf58c40d4	スペシャルボックス
b1aed6448739f0b6	受取済
e00e5870fae66ac2	受け取る
ff6a1bc1a261b7a6	_time_後に受取可能
236780ce7a19f207	_time_後に受取可能
c8780cdc5d2be223	入職任務
d68067ad40041133	入職挑戦
00103633030cdd78	入職パック
a83aec9dcef392dc	新人特典
c276dcbe634741dd	他の特典
869b62aa702aecca	入職成就
64bcee142cdbf677	受け取れる任務がありません
563c8caab4b26b50	カッパーリスト
dc0bec84f5ecb159	シルバーリスト
0dd34aeb2f2ee65a	ゴールデンリスト
c7c65e2ecdc0b5fb	未開放
c0c977afa457972a	プレゼントを受け取りました。
1531bbdb028b4cbe	受取条件を満たしていません
04bb7b7f2892ea6f	右側ミッションを完成してシークレットフォトを解放しよう
939e8a3cd460bfc7	毎日午前5時に更新
65fc3b899ea8747f	商品未解放
2aa3299c08a2765e	現在受取できません
a1f5acc2fac74a13	移動
037794e0bb6bac3c	本日在庫：
890c6c6e27b68c25	在庫：
f7d3881924a99546	挑戦完了
819d7f58c5d0e19b	挑戦未開放
4f56d23fe4ac28e6	終了まであと_num_
d608bcabf2416833	ポイント不足
c2d7b6a7dd23d1d4	挑戦回数不足
8117e0e3786b414b	ポイントが_num_になる
a4b39e42943ceba9	_name_開放
b9540d6b2252a177	イベント未開催
5db4a8381af27ac5	_card_name_を応援しますか？イベント期間中は変更できません。
1aa50aa0246839f8	ランキング%s報酬
b7e69ac635034754	最終勝利報酬
3769be899f3e7ad1	お気に入りキャラを選びました
49a5899e4a25a532	アイテムがありません
0fe9b96a9b62a84b	受け取れる報酬がありません。
00a873cf1db70744	受領不可
6996d9b5e46d3d3f	項目が重複しています
726757eee1701026	少なくとも 1 つのノードを選ぶ必要があります
8ed4ac0470d5e567	任務が完了していないため、一括選択できません
c85be1d1798f1c7c	過去最高 _num_
e974b255da47d1f9	厳選怪談
ff80ae864034f722	人気怪談
f5771d1e19ebfae8	イベントはまだ開始していません
7f9fe599c5bc993b	怪談事件<color=#ff1baf>【_levelName_】</color>で怪談「<color=#ff1baf>_desc_</color>」を完了する
d6c9ef4a6cf0c0e4	事件はまだ開放していません
48aa74e47138285c	前提のノードを選択していません
071a29620787c43c	事件はまだ開放していません
eeb6c2b1235d298c	_num_後に解放されます
e7170fb195908932	/
90b081f46864637d	<size=30><color=#545454>_num1_</color></size>/_num2_
8acc381fcdcd79b2	現在はイベント開催期間外です
bd05df11974f1dbf	イベント開始まで：_time_
9bd2512938646449	挑戦可能な_name_はありません
2fd27bf6d1cfa03e	調査官が選択したエリア<color=#e71f55>_name_</color>で記録された<color=#e71f55>_text_</color>
feb53a2171098373	最高ダメージに基づいて報酬を受け取ります
81f433a96a9d2b81	報酬を受け取ると、リセット前は他エリアの報酬を受け取れません
5e7cffc7ba5a1d2d	報酬は受け取り済みのため、再挑戦できません
3394cd672d87cdc5	イベントは終了しました。
3eaddf6b1d1f249d	所持:
c5ca98b711e44ecd	ステージ_name_をクリアしてください。
c371c455f8603b95	開放まで：_num_
aa6cdaa53f8160e0	前の区域をクリアしてください。
e59ddc6018d0c21b	振り返る
75142695d5ae1dfd	読む
4331d79ee17d7e12	戦闘開始
fbb32baf2dfef51a	最新ステージクリア後開放
e71055f89d7f2ebf	/
aebc51e6396a19d0	本日残りの交換回数: _num_
73e4b6ed6a23b92c	素材未開放
1e037558253eea62	最大3種の素材を選べます
8d1a5f1740f30c6d	振り返る
0a4174349c2c17c0	合唱モード
d249c65d388b929e	風味調製
4234ae7570e32e8d	選択済み:<color=#FF9A46><size=36>_num1_</size></color><color=#9C9A99><size=36>/_num2_</size></color>
c7750a94142571e1	酒がめに投入
221a3ff74f6e7ed3	受け取れる報酬はありません。
431240d28a5fc777	全回復した。
2ffb6912289579e2	コイン不足
dae780e249a087d5	_name_
54679b343d32a3f3	初級ショップ
1456b508b9c97a3c	中級ショップ
37f065e2d18fcaa2	高級ショップ
c203123c1fd1d97d	_Num__Name_を消費して商品を購入しますか？
57b5307d241db7f7	最大レベルに達しました。
3c7dea43504bd699	本日はこれ以上受け取れません。
e616b16d03b19932	レベルMAX
d2fca962f535cac1	レベル購入
cfbad50be75a2bef	基本
2fffa69a403a4606	豪華
a893a8f6a8332ae9	_time_後解放
3b4a5c88689a4b67	引く
8b49a27a8d6b7734	抽選はまだ開始していません。
278e6626124e09c1	アイテム不足
bf52d3e2b86083d0	_time_ _playerName_ 大賞が当たりました！
bc132aa1cc97e628	_name_ x_num_
1fc30e1738c0571c	残り：_num_
e59da1277f43fae3	抽選1回につき、必ず以上の報酬中のいずれかを獲得できます。受け取った報酬は再度受け取ることはできません。
f6a08d9a0d810166	全てのアイテムは獲得済みです。
80b6347317c1d657	無料
5270f069266f1b45	第_num_回
1b622acc6db497c6	第%1回
1f951da175ef21a9	選択報酬を先に選んでください
a9416def70980d80	当たると次のラウンドに入ります
eabec3d480f5969e	当たると_num_階上がります
dcdde4f2ce9a1ebc	ラウンド_num_で解放されます
ea7a0ae909345eca	ラウンド_num_解放
22715b68a8c7c54d	残り時間：_time_
0512419f1dac8402	イベント未解放
4703a86d340230e1	受取条件を達成していません。
67f375f4f929dcaf	<color=#545454><size=30>_num1_</size></color>/_num2_
ee33531f49e129e0	この報酬は受領済みです。
307e55d5f7fe7029	前のチャプタークリアで解除されます
a2730ead664d1b15	進む
39201d31bd933d00	イベントは終了しました
cb458417855f4347	全サーバー交換の残り回数：_num_
c96103fcbc98a880	個人交換の残り回数：_num_
02a6a1776b85f6b3	交換
a12ef46ff1187d6c	回数制限に達しました
54204fd07c045c22	交換の残り回数が不足しています。
5b65500c62f4515c	交換
3021bcf2b0632f3d	在庫なし
42dc47462cb634d8	交換の残り回数：_num_
c8c966fdf90a3acb	販売開始まで：_num_
bf0f83892c67fe44	<size=30>_YUAN_</size>_num_
e3864595852477ff	お得なパック
aca71d8113096f59	超レア報酬について
9c1d0b567e9cf49a	全てのイベント協同作戦ステージでは確率で超レア報酬がドロップします。あと<color=#ff7b11>_num_</color>回参加すれば、必ず獲得できます。
4e0de2f5177292b7	メインストーリー_name_クリア後に開放
dde8ff23bca96c2a	_name_で修復素材を集められます
6fa9817e4e7b7a33	《_name_》合成後に解放
6e084bb73f5d022e	《_name_》修復後に解放
55caf39870b626cf	前のステージをクリアしてください
e3ec7ddae4300891	ステージをクリアすると、掃討機能が解放されます。
dc8f019ff2d4e406	シークレット部屋は開放された
170b4bc1867ac043	_name_には開放済みの部屋があります、何かいいものがありそうですよ
5b1a11f4dfcfcbe8	_name_を発見しました
74fc33eb2abab69e	新しい_antiqueName_を入手しました。_name_に見てもらいましょう
2221f43507cf0d3d	新たな古文物を発見しました。_name_に見せてあげましょう。
fe2f6ab22b9dbd64	新たな追跡ボスが開放され、追跡可能になりました
a9c85bc23679c2c3	_name_にはいいものがたくさんあります、入ってみましょう
5c93247c141dac5f	_name_【段階_num_】完了
b57b7fb05f52c4f2	次に来るとき、何か新しい発見があるかもしれません
274c87c13f147aca	走行状態に切り替えました。
b01a3d6bae7dabda	歩行状態に切り替えました。
188ff6d617551cd7	通常服を全部購入すると（_num1_/_num2_）特典をもらえます
3a2721702f952aa8	_day_日後に解放
36abbfec15393151	_hour_時間後に解放
0951bff94daa7c65	解放時間：１時間以内
ac3a24f01dd3a9ea	_name_クリア後開放
6b457e48087ee901	未解放
457d9e811c940958	終了済みです
d4a4162883889dcf	事件追跡_name_クリア後に開放
3326fc13e75631aa	前のステージをクリアしてください。
ef51a29c43a448d7	未開放
707d82c47889949d	_num_後に解放
5fdb96490f60f271	前のステージをクリアする必要がある
6692322a5d7f286e	第_num_階報酬
157e900a9ce7281b	最大レベルに達しました。
ea923870e36dafca	アイテム_name_が不足しています
a7e8a5cbdfed911f	適用可能のバフが上限に達しました
10d95fa41412d00a	災厄リバース50階クリア後に開放
93e83b4835110f15	リセットするたびに、ステージのリセット時間が延長されます。
f85aa841a4487030	1~3回目：15分_NEW_LINE_4~6回目：30分_NEW_LINE_7~9回目：1時間_NEW_LINE_10~12回目：2時間_NEW_LINE_13回目以降：8時間_NEW_LINE_毎日5時に累積回数がリセットされます。
a5ba2b87fe6f7a86	リセット回数：<color=#ff4777>_count1_</color>/_count2_
cb21aa2b11ca3449	まずは1つのステージをクリアしてからリトライしてください。
d0dd5b14389733b9	リセット回数が足りません。
d19b300cba8e8406	進行度をリセットして、第１層に戻りますか？
c67ae9786a469e6b	全てのステージをクリアしました。
18b7283deedc102f	ステージ未解放
ff6b94db7cab8b8e	_name_不足、エロージョンスペース挑戦で獲得できます
d3c9cd57106815d7	解放
906193e750da2ba3	続ける
e4ead96f7e2434ab	振り返る
7e047b715ae42a84	侵食ゾーンクリア後に開放
b33978f19474e91a	報酬一覧：
1149761f348b2b3a	戦闘訓練をクリアしてください。
f960879aba25f847	受取済みです。
7f166929f56ef3d9	終了まで:_time_
e0dd419b21352018	スキップ失敗
cf598ad228042650	召喚_num1_回につき、_num2_ポイントの研究値を獲得できます。_NEW_LINE_研究値が_num3_ポイントに到達すると、<color=#ffc45d>必ず<color=#ffc45d>SSR戦闘員<color=#ffc45d>白薔薇の結晶</color>を獲得できます。 _NEW_LINE_研究値の累積は白薔薇の結晶を獲得した時点で0からリスタートします。
c5ad0dbbff43e6f5	段階_num_
12fa45a782c9029e	残り:_num1_/_num2_
6416858d2e2303ef	数量限定:
c531c9193f166aa3	本階段の大賞を獲得すると、次の階段に進めるようになります。
ee0e7f75c562bd02	おめでとうございます！タップして、次の階段に進みます。
913092999072306f	_name_が足りません。チャージしますか？
4864828f9628eaca	購入済み
ead7c24e65978c69	戦闘員未獲得
741d2c40d08e7c9a	_Num__Name_を消費して_Name1_を購入しますか？
61a6df0500f50793	マップコイン
f63585fa266307d5	パルクール距離
b01d262f0bab95bc	敵殲滅
715199eea64b4ba5	ハッカチョウ撃退
470fa66451a228ad	バフ発動
911cc2099b444ae4	透明スキル発動
0ccb94b273dc6569	コレクション一覧
29e505427ee49d68	_num_倍
f21304c08c3244a1	第_num_回
1e6c87888fc7fd5c	現在未開放
af8436bf912639ab	イベントステージ_name_クリアで解放
f410b49b91dc8e3f	未開放
985365967ae2301b	受け取れる報酬はありません。
d5bdaa9cd9bba44b	未解放のステージです。
adf6cff32aed5e3c	無限モードが未解放です。
