Id	Value
int	int
1afcbd0c9a6f146a	เหรียญ​กิจกรรม​เพียง​พอแล้ว​ไม่​จำเป็นต้อง​แลก​
fea906f6afdd283c	เปลี่ยน​ทิศทาง​การวิจัย​เอ​เจนต์​แล้ว​
4692484061368efb	สินค้าขายหมดแล้ว
00d9c1574ca5a1cd	ปลดล็อก​เมื่อ​สุ่ม​รับรางวัล​พิเศษ​ใน​กล่อง​สุ่ม​ปัจจุบัน​ครบ​แล้ว​
c4496bf4dc6d09ac	พูลการ์ดนี้ยังไม่ปลดล็อก
c5bdbf338bfc4c26	_name_ไม่เพียงพอ
cc97b08c5829e89e	ปัจจุบันมีจำนวนรางวัล​ในกล่องสุ่มไม่​เพียงพอ
5a4f10c2b30de818	เหลือ: _num_
db66ef711f72f234	สต๊อกไม่จำกัด
5ba75d3855a174e0	กิจกรรมจบลงแล้ว
5e232a858bbef113	จบลงแล้ว
6bfd314a3cb8ebff	รับรางวัลแล้ว
7d9a0c399fd34ba5	ยังไม่ถึงเวลารับ
94f0299e1ec1d332	ค่าแอ็กทีฟไม่เพียงพอ
4bf36b1237dad17b	เติม​เงิน​จำนวน​ใด​ก็ได้​เพื่อ​อัปเกรด​กล่อง​ของขวัญ​ธรรมดา​เป็น​<color=#e71f55>_name_</color>​ ต้องการ​ไป​เติม​เงิน​หรือไม่​?​
54fff1ddf58c40d4	กล่องของขวัญพรีเมียม
b1aed6448739f0b6	รับแล้ว
e00e5870fae66ac2	รับ
ff6a1bc1a261b7a6	รับได้หลัง _time_
236780ce7a19f207	อีก _time_ รับได้
c8780cdc5d2be223	ภารกิจมือใหม่
d68067ad40041133	ท้าทายมือใหม่
00103633030cdd78	แพ็กมือใหม่
a83aec9dcef392dc	สวัสดิการ​_NEW_LINE_​มือใหม่​
c276dcbe634741dd	สวัสดิการอื่นๆ
869b62aa702aecca	ผลงานคนหน้าใหม่
64bcee142cdbf677	ยังไม่มีภารกิจที่ทำได้ในขณะนี้
563c8caab4b26b50	บอร์ดบรอนซ์
dc0bec84f5ecb159	บอร์ดซิลเวอร์
0dd34aeb2f2ee65a	บอร์ดโกลด์
c7c65e2ecdc0b5fb	ยังไม่เปิด
c0c977afa457972a	รับรางวัลแล้ว
1531bbdb028b4cbe	ยัง​ไม่​สำเร็จ​เงื่อนไข​การ​รับ​
04bb7b7f2892ea6f	ทำ​ภารกิจ​ด้าน​ขวา​เพื่อ​ปลดล็อก​รูป​ลับ​พิเศษ​
939e8a3cd460bfc7	รีเฟรชทุกวันเวลา 05:00 น.
65fc3b899ea8747f	สินค้ายังไม่ปลดล็อก
2aa3299c08a2765e	ไม่​สามารถ​รับได้​ใน​ขณะนี้​
a1f5acc2fac74a13	ไป
037794e0bb6bac3c	สต๊อกวันนี้:
890c6c6e27b68c25	สต๊อก:
f7d3881924a99546	ท้าทายสำเร็จ
819d7f58c5d0e19b	ยังไม่เปิดให้ท้าทาย
4f56d23fe4ac28e6	เวลาที่เหลือ: _num_
d608bcabf2416833	คะแนนไม่เพียงพอ
c2d7b6a7dd23d1d4	จำนวน​ครั้ง​ท้าทาย​ไม่​เพียงพอ​
8117e0e3786b414b	มีคะแนนถึง _num_
a4b39e42943ceba9	ปลดล็อก _name_ แล้ว
b9540d6b2252a177	ไม่พบกิจกรรม
5db4a8381af27ac5	ต้องการ​เลือก​เชียร์​ _card_name_​ หรือไม่​?​ เมื่อ​ยืนยัน​ ใน​ช่วงเวลา​กิจกรรม​จะ​ไม่​สามารถ​เปลี่ยน​ได้​อีก​
1aa50aa0246839f8	รางวัลอันดับที่ %s
b7e69ac635034754	รางวัลชัยชนะสุดท้าย
3769be899f3e7ad1	เลือกตัวละครที่ชอบแล้ว
49a5899e4a25a532	ไม่มีไอเทมในขณะนี้
0fe9b96a9b62a84b	ไม่​มี​รางวัล​ที่​สามารถ​รับได้​
00a873cf1db70744	ไม่สามารถรับได้
6996d9b5e46d3d3f	มีคุณสมบัติที่ขัดแย้งกัน
726757eee1701026	กรุณา​เลือก​อย่าง​น้อย​หนึ่ง​โหนด​
8ed4ac0470d5e567	ภารกิจ​ยัง​ไม่​เสร็จ​ ไม่​สามารถ​เลือก​ทั้งหมด​ได้​
c85be1d1798f1c7c	สถิติสูงสุด _num_
e974b255da47d1f9	ด่านประจำ
ff80ae864034f722	ด่านหมุนเวียน
f5771d1e19ebfae8	ยัง​ไม่​ถึง​เวลาเปิด​อีเวนต์​
7f9fe599c5bc993b	ผ่าน​เรื่อง​สยองขวัญ​ <color=#05f1e6>[_levelName_]</color>​ ใน​แฟ้ม​เรื่อง​สยองขวัญ​ให้​สำเร็จ​:​ <color=#05f1e6>_desc_</color>​
d6c9ef4a6cf0c0e4	ยัง​ไม่​ถึง​เวลาเปิด​เป้าหมาย​อีเวนต์​
48aa74e47138285c	ยังไม่สามารถเลือกโหนดนี้ได้ กรุณาเลือกโหนดก่อนหน้าตามลำดับ
071a29620787c43c	ยัง​ไม่​ถึง​เวลาเปิด​อีเวนต์​นี้​
eeb6c2b1235d298c	เปิดหลังจาก _num_
e7170fb195908932	หลังจาก​ผ่าน​เนื้อเรื่อง​กิจกรรม​ _name_​จะ​ปลดล็อก​
90b081f46864637d	<size=30><color=#545454>_num1_</color></size>/_num2_​
8acc381fcdcd79b2	ปัจจุบันไม่อยู่ในช่วงเวลากิจกรรม
bd05df11974f1dbf	กิจกรรมจะเริ่มในอีก: _time_
9bd2512938646449	ยังไม่มีการท้าทาย _name_ ในขณะนี้
2fd27bf6d1cfa03e	กำลังจะใช้บันทึก <color=#e71f55>_text_</color> ของผู้ตรวจการจากพื้นที่ <color=#e71f55>_name_</color> ที่เลือกไว้
feb53a2171098373	รับรางวัลดาเมจสูงสุด
81f433a96a9d2b81	เมื่อรับรางวัลแล้ว จะไม่สามารถรับรางวัลจากพื้นที่อื่นได้จนกว่าจะรีเซ็ตรางวัล
5e7cffc7ba5a1d2d	รับรางวัลแล้ว ไม่สามารถเข้าท้าทายซ้ำได้
3394cd672d87cdc5	กิจกรรมสิ้นสุดแล้ว
3eaddf6b1d1f249d	มี:
c5ca98b711e44ecd	กรุณา​ผ่าน​ด่าน​ _name_​ ก่อนหน้า​
c371c455f8603b95	เปิดในอีก: _num_
aa6cdaa53f8160e0	ปลดล็อก​หลังจาก​ผ่าน​สถานที่​ก่อนหน้า​
e59ddc6018d0c21b	ทบทวนเนื้อเรื่อง
75142695d5ae1dfd	อ่าน
4331d79ee17d7e12	ไปต่อสู้
fbb32baf2dfef51a	ปลดล็อก​หลังจาก​ผ่าน​ด่าน​ล่าสุด​
e71055f89d7f2ebf	ด่าน​นี้​ไม่​มี​ข้อมูล​เนื้อเรื่อง​
aebc51e6396a19d0	วันนี้ยังแลกได้อีก: _num_
73e4b6ed6a23b92c	วัตถุดิบยังไม่ปลดล็อก
1e037558253eea62	สามารถ​เลือก​วัตถุดิบ​ได้​สูงสุด​ 3​ ชนิด​
8d1a5f1740f30c6d	ทบทวน
0a4174349c2c17c0	โหมดประสานเสียง
d249c65d388b929e	ปรุงรสชาติ
4234ae7570e32e8d	เลือก​แล้ว​:​ <color=#FF9A46><size=36>_num1_</size></color><color=#9C9A99><size=36>/_num2_</size></color>​
c7750a94142571e1	ใส่ลงในไหเหล้า
221a3ff74f6e7ed3	ยังไม่มีรางวัลที่รับได้
431240d28a5fc777	ฟื้นฟูเต็มแล้ว
2ffb6912289579e2	ไอเทมไม่เพียงพอ
dae780e249a087d5	ปลดล็อก​หลังจาก​ซื้อ​สินค้า​ทั้งหมด​ใน​ _name_​
54679b343d32a3f3	ร้านค้าระดับต้น
1456b508b9c97a3c	ร้านค้าระดับกลาง
37f065e2d18fcaa2	ร้านค้าระดับสูง
c203123c1fd1d97d	ยืนยัน​ที่จะ​ใช้​_Name_​ _Num_​ ชิ้น​ เพื่อ​ซื้อ​สินค้า​หรือไม่​?​
57b5307d241db7f7	ถึงเลเวลสูงสุดแล้ว
3c7dea43504bd699	วันนี้​ไม่​สามารถ​รับได้​แล้ว​
e616b16d03b19932	เลเวลสูงสุดแล้ว
d2fca962f535cac1	ซื้อเลเวล
cfbad50be75a2bef	พื้นฐาน
2fffa69a403a4606	พรีเมียม
a893a8f6a8332ae9	เปิดใน _time_
3b4a5c88689a4b67	สุ่ม
8b49a27a8d6b7734	กิจกรรมยังไม่เปิด
278e6626124e09c1	ไอเทมไม่เพียงพอ
bf52d3e2b86083d0	_time_​ _playerName_​ ได้รับ​ส่วนแบ่ง​
bc132aa1cc97e628	_name_ x _num_
1fc30e1738c0571c	สต๊อกคงเหลือ: _num_
e59da1277f43fae3	ทุกครั้งที่​สุ่ม​จะ​ได้​รับรางวัล​หนึ่ง​รายการ​จาก​ด้านบน​ รางวัล​ที่​ได้รับ​แล้​วจะ​ไม่​ได้รับ​ซ้ำ​
f6a08d9a0d810166	สุ่มพูลคอสตูมจนหมดแล้ว
80b6347317c1d657	ฟรี
5270f069266f1b45	ครั้งที่ _num_
1b622acc6db497c6	ครั้งที่ %1
1f951da175ef21a9	กรุณา​เลือก​รางวัล​ที่​ต้องการ​ก่อน​
a9416def70980d80	เมื่อสุ่มได้จะเข้าสู่รอบถัดไป
eabec3d480f5969e	เมื่อสุ่มได้จะขึ้น _num_ ชั้น
dcdde4f2ce9a1ebc	ปลดล็อก​รางวัล​นี้​ใน​รอบ​ที่​ _num_​
ea7a0ae909345eca	ปลดล็อกในรอบที่ _num_
22715b68a8c7c54d	เวลาที่เหลือ: _time_
0512419f1dac8402	กิจกรรมยังไม่เปิด
4703a86d340230e1	ไม่​ตรง​ตามเงื่อนไข​การ​รับ​
67f375f4f929dcaf	<color=#545454><size=30>_num1_</size></color>/_num2_​
ee33531f49e129e0	รับรางวัลนี้แล้ว
307e55d5f7fe7029	ปลดล็อก​หลัง​ผ่าน​บท​ก่อนหน้านี้​
a2730ead664d1b15	เข้า
39201d31bd933d00	กิจกรรมปิดลงแล้ว
cb458417855f4347	จำนวน​ครั้ง​ทั้ง​เซิร์ฟ​แลก​ได้​อีก​:​ _num_​
c96103fcbc98a880	จำนวน​ครั้ง​แลก​ที่​เหลือ​ของ​ตัวเอง​:​ _num_​
02a6a1776b85f6b3	แลกเปลี่ยน
a12ef46ff1187d6c	ไม่มีสิทธิแล้ว
54204fd07c045c22	เหลือ​จำนวน​ครั้ง​แลก​ไม่​เพียงพอ​
5b65500c62f4515c	แลกเปลี่ยนตัวอักษร
3021bcf2b0632f3d	ไม่มีสินค้า
42dc47462cb634d8	จำนวน​ครั้ง​แลก​ที่​เหลือ​:​ _num_​
c8c966fdf90a3acb	จะเริ่มในอีก: _num_
bf0f83892c67fe44	<size=30>_YUAN_</size> _num_
e3864595852477ff	แพ็กสุดคุ้ม
aca71d8113096f59	คำอธิบาย​รางวัล​หา​ยาก​พิเศษ​
9c1d0b567e9cf49a	ทุก​ด่าน​ผนึก​กำลัง​ใน​กิจกรรม​มีโอกาส​ได้​รับรางวัล​หา​ยาก​พิเศษ​ ต่อสู้​อีก​<color=#ff7b11>_num_</color>​ครั้ง​ จะ​การันตี​รับรางวัล​หา​ยาก​พิเศษ​แน่นอน​
4e0de2f5177292b7	ปลดล็อกหลังจากผ่านด่านเนื้อเรื่องหลัก _name_
dde8ff23bca96c2a	สามารถเก็บวัสดุซ่อมแซมได้ที่ _name_
6fa9817e4e7b7a33	ปลดล็อกหลังจากผสาน [_name_]
