PlotId,StoryId,NextStory,Branch,Interaction,Line,,Voice,Head,Desc,BulletCurtain
101011,101011001,101011002,0,0,101011001,“你是真实的，所以大家才这么爱你。”,0,4001,0,0
101011,101011002,101011003,0,0,101011002,卿英从，现在的你，真像个只会用大道理来掩饰懦弱的叛徒。,0,10009,0,0
101011,101011003,101011004,0,0,101011003,难道你听不见吗？那些因你而逝去的灵魂在呼号！啊啊——我疯狂的人哟！,0,10008,0,0
101011,101011004,101011005,0,0,101011004,所以，您找到绞刑架上的“我”了吗？我的队长。,0,10006,0,0
101011,101011005,101011006,0,0,101011005,那绝望并未离去，它仍在栖息，仍在栖息；栖息在极昼之下苍白的玛扎娜像上……,0,10006,0,0
101011,101011006,101011007,0,0,101011006,我亲爱的英雄，您会让我的魂灵解脱吗？亦或是……藏身于庭界梭的阴影之中，永不复还？,0,10006,0,0
101011,101011007,101011008,0,0,101011007,卿……从，别睡……醒醒！,0,4001,0,0
101011,101011008,101011009,0,0,101011008,快醒醒！外面都是“梦仆”啊！,0,4001,0,0
101011,101011009,101011010,0,0,101011009,这是……哪儿？,0,10001,0,0
101011,101011010,101011011,0,0,101011010,啊？你小子睡糊涂啦？,0,10009,0,0
101011,101011011,101011012,0,0,101011011,黯炎？不、不对，我……是在做梦吗？,0,10001,0,0
101011,101011012,101011013,0,0,101011012,真的没事吗?果然是梦仆的精神攻击……,0,4001,0,0
101011,101011013,101011014,0,0,101011013,（真的只是我中了精神攻击？【那些事情】其实都没发生过？）,0,10001,0,0
101011,101011014,101011015,0,0,101011014,抱歉，刚刚稍微有点头晕，现在离这些家伙狂暴化还有多久？,0,10001,0,0
101011,101011015,101011016,0,0,101011015,保守估计还有几分钟，要抓紧时间了。,0,10009,0,0
101011,101011016,0,0,0,101011016,（不管怎么说，先清点下资源吧。）,0,10001,0,0
101012,101012001,101012002,0,0,101012001,哼哼~什么梦仆，只要我们在一起，那就是嘎嘎乱杀！,0,4001,0,0
101012,101012002,101012003,0,0,101012002,呃……你负责嘎嘎？,0,10009,0,0
101012,101012003,101012004,0,0,101012003,你的意思是说我划水咯？,0,4001,0,0
101012,101012004,101012005,0,0,101012004,划水确实不至于，你只是在全程抱头蹲防。,0,10009,0,0
101012,101012005,101012006,0,0,101012005,对了，你还帮大家看管了在这里拿到的未鉴定“奇货”，也是有点用的嘛！,0,10009,0,0
101012,101012006,101012007,0,0,101012006,你、你说什么？！,0,4001,0,0
101012,101012007,0,0,0,101012007,（刚刚……难道真的只是一场恶梦而已吗……）,0,10001,0,0
103011,103011001,103011002,0,0,103011001,（这次的挑战世界……不太对劲。）,0,10001,0,0
103011,103011002,103011003,0,0,103011002,别……了……！,0,10010,0,0
103011,103011003,103011004,0,0,103011003,什么动静？,0,4001,0,0
103011,103011004,103011005,0,0,103011004,是什么动物的叫声吧？,0,10009,0,0
103011,103011005,103011006,0,0,103011005,先做正事，黯炎，信息瓶——,0,10001,0,0
103011,103011006,103011007,0,0,103011006,啊啊啊啊啊啊啊！！！别追啦！！！,0,10010,0,0
103011,103011007,103011008,0,0,103011007,手持大剑的阔耳狐兽人朝着卿英从等人冲了过来。,0,0,0,0
103011,103011008,103011009,0,0,103011008,在他身后的，是长如列车的愤怒梦妖群。,0,0,0,0
103011,103011009,103011010,0,0,103011009,呃……居然是“开火车”的新人……,0,4001,0,0
103011,103011010,103011011,0,0,103011010,能开这么长的火车还没被干掉，这家伙倒是挺结实的。,0,10009,0,0
103011,103011011,103011012,0,0,103011011,等等，这家伙……,0,10001,0,0
103011,103011012,103011013,0,0,103011012,哇！！！他是朝着咱们跑来的呀！！,0,4001,0,0
103011,103011013,0,0,0,103011013,闲话少说，准备战斗。,0,10001,0,0
103012,103012001,103012002,0,0,103012001,呼啊……还以为要死了……,0,10010,0,0
103012,103012002,103012003,0,0,103012002,多谢三位大佬！要不是你们帮忙，俺今天就要在这里翘辫子了！,0,10010,0,0
103012,103012003,103012004,0,0,103012003,哼哼，谢什么？强者就是要帮助弱者！,0,4001,0,0
103012,103012004,103012005,0,0,103012004,你明明全程都躲在卿英从背后吧……,0,10009,0,0
103012,103012005,103012006,0,0,103012005,错了，塔塔。,0,10001,0,0
103012,103012006,103012007,0,0,103012006,诶？,0,4001,0,0
103012,103012007,103012008,0,0,103012007,这家伙，可不是什么弱者。,0,10001,0,0
103012,103012008,103012009,0,0,103012008,这小子是天生的防御型斗士，云都可没几个像他一样能同时忍耐四、五个梦仆攻击的新手勇者。,0,10001,0,0
103012,103012009,103012010,0,0,103012009,哎呀，大佬您看人真准！俺最大的特长就是抗打！,0,10010,0,0
103012,103012010,103012011,0,0,103012010,你的臭毛病又来了……所以怎么说？这一趟带他一个？,0,10009,0,0
103012,103012011,103012012,0,0,103012011,看他自己意愿。,0,10001,0,0
103012,103012012,0,0,0,103012012,还、还有这种好事？！俺叫丘丘！大佬……不对，老大！以后还请多多指教了！,0,10010,0,0
105011,105011001,105011002,0,0,105011001,嘻嘻，爆装备咯~,0,4001,0,0
105011,105011002,105011003,0,0,105011002,我看看清单……奇物已经回收了两件，任务进度是百分之四十……,0,10009,0,0
105011,105011003,105011004,0,0,105011003,还剩三件，我们速战速决。,0,10001,0,0
