ID,GroupId,RandomType,AttrRefixId,Desc1,Weight,AttrRefixIdWeight
101,1,1,61002,攻击,50,0
102,1,1,61010,效果命中,20,0
105,1,1,61013,攻击加成,15,0
106,1,1,61023,灼烧效果,40,0
107,1,1,61024,侵蚀效果,40,0
108,1,1,61025,感电效果,40,0
201,2,1,61002,攻击,40,0
202,2,1,61004,暴击率加成,20,0
203,2,1,61005,暴击伤害加成,20,0
204,2,1,61011,弱破效果,20,0
205,2,1,61007,回能效率,20,0
206,2,1,61012,伤害加成,10,0
5101,51,1,61003,防御,60,0
5102,51,1,61001,生命,60,0
5103,51,1,61017,效果抵抗,40,0
5104,51,1,61014,防御加成,20,0
5105,51,1,61015,生命加成,20,0
5201,52,1,61003,防御,60,0
5202,52,1,61001,生命,60,0
5206,52,1,61006,护盾效果,40,0
5207,52,1,61018,暴击抵抗,40,0
5208,52,1,61022,伤害减免,20,0
5209,52,1,61008,治疗效果,40,0
10101,101,1,"62001,62002,62003",速度,50,"90,9,1"
10102,101,1,"62004,62005,62006",攻击,100,"90,9,1"
10103,101,1,"62007,62008,62009",防御,100,"90,9,1"
10104,101,1,"62010,62011,62013",生命,100,"90,9,1"
10106,101,1,"62095,62096,62097",初始能量,50,"90,9,1"
10107,101,1,"62119,62120,62121",行动后能量回复,25,"90,9,1"
10108,101,1,"62021,62023,62024",效果命中,25,"90,9,1"
10109,101,1,"62025,62026,62030",效果抵抗,50,"90,9,1"
10110,101,1,"62031,62032,62034",弱破效果,50,"90,9,1"
10111,101,1,"62038,62039,62040",暴击概率,25,"90,9,1"
10112,101,1,"62041,62042,62043",暴击抵抗率,50,"90,9,1"
10113,101,1,"62044,62045,62046",暴击伤害,50,"90,9,1"
10114,101,1,"62050,62051,62052",防御穿透,25,"90,9,1"
10115,101,1,"62053,62054,62055",穿透抵抗,25,"90,9,1"
10116,101,1,"62056,62057,62058",回能效率,25,"90,9,1"
10117,101,1,"62098,62099,62100",攻击加成,10,"90,9,1"
10118,101,1,"62101,62102,62103",防御加成,10,"90,9,1"
10119,101,1,"62104,62105,62106",生命加成,10,"90,9,1"
10121,101,1,"62122,62123,62124",灼烧效果,25,"90,9,1"
10122,101,1,"62125,62126,62127",侵蚀效果,25,"90,9,1"
10123,101,1,"62128,62129,62130",感电效果,25,"90,9,1"
10124,101,1,"62110,62111,62112",治疗效果,50,"90,9,1"
10125,101,1,"62059,62060,62061",魔女普攻伤害,50,"90,9,1"
10126,101,1,"62062,62063,62064",星痕技能伤害,50,"90,9,1"
10127,101,1,"62065,62066,62067",魔女奥义伤害,50,"90,9,1"
10129,101,1,"62083,62084,62085",灵魂解放伤害加成,50,"90,9,1"
10130,101,1,"62131,62132,62133",护盾效果,50,"90,9,1"
10131,101,1,"62068,62069,62070",灼烧命中,50,"90,9,1"
10132,101,1,"62071,62072,62073",侵蚀命中,50,"90,9,1"
10133,101,1,"62074,62075,62076",感电命中,50,"90,9,1"
20001,2001,1,2000111,高级嗜血  ,50,0
20002,2001,1,2000112,中级嗜血  ,150,0
20003,2001,1,2000113,低级嗜血  ,450,0
20004,2001,1,2000121,高级攻击强化  ,50,0
20005,2001,1,2000122,中级攻击强化  ,150,0
20006,2001,1,2000123,低级攻击强化  ,450,0
20007,2001,1,2000131,高级防御强化  ,50,0
20008,2001,1,2000132,中级防御强化  ,150,0
20009,2001,1,2000133,低级防御强化  ,450,0
20010,2001,1,2000141,高级生命强化  ,50,0
20011,2001,1,2000142,中级生命强化  ,150,0
20012,2001,1,2000143,低级生命强化  ,450,0
20013,2001,1,2000151,高级韧性强化  ,50,0
20014,2001,1,2000152,中级韧性强化  ,150,0
20015,2001,1,2000153,低级韧性强化  ,450,0
20016,2001,1,2000161,高级速度强化  ,50,0
20017,2001,1,2000162,中级速度强化  ,150,0
20018,2001,1,2000163,低级速度强化  ,450,0
20019,2001,1,2000171,高级暴击精通  ,50,0
20020,2001,1,2000172,中级暴击精通  ,150,0
20021,2001,1,2000173,低级暴击精通  ,450,0
20022,2001,1,2000181,高级闪避精通  ,50,0
20023,2001,1,2000182,中级闪避精通  ,150,0
20024,2001,1,2000183,低级闪避精通  ,450,0
20025,2001,1,2000191,高级精准掌握  ,50,0
20026,2001,1,2000192,中级精准掌握  ,150,0
20027,2001,1,2000193,低级精准掌握  ,450,0
20028,2001,1,2000201,高级仇恨共鸣  ,50,0
20029,2001,1,2000202,中级仇恨共鸣  ,150,0
20030,2001,1,2000203,低级仇恨共鸣  ,450,0
20031,2001,1,2000211,高级荆棘之甲  ,50,0
20032,2001,1,2000212,中级荆棘之甲  ,150,0
20033,2001,1,2000213,低级荆棘之甲  ,450,0
20034,2001,1,2000221,高级弱点稳固  ,50,0
20035,2001,1,2000222,中级弱点稳固  ,150,0
20036,2001,1,2000223,低级弱点稳固  ,450,0
20037,2001,1,2000300,免疫侵蚀  ,50,0
20038,2001,1,2000310,免疫灼烧  ,50,0
20039,2001,1,2000320,不屈意志  ,50,0
20040,2001,1,2000330,免疫暴击  ,50,0
20041,2001,1,2000370,免疫反伤  ,50,0
20042,2001,1,2000390,攻击成长  ,50,0
20043,2001,1,2000400,防御成长  ,50,0
20044,2001,1,2000410,韧性成长  ,50,0
20045,2001,1,2000420,生命成长  ,50,0
20046,2001,1,2000430,高级疗盾转化  ,50,0
20047,2001,1,2000431,基础疗盾转化  ,150,0
20048,2001,1,2000460,弱点稳固  ,50,0
20049,2001,1,2000470,强效愈伤共鸣,50,0
20050,2001,1,2000471,基础愈伤共鸣,150,0
20051,2001,1,2000480,强效治疗强化  ,50,0
20052,2001,1,2000481,基础治疗强化,150,0
20053,2001,1,2000001,高级侵蚀之触  ,50,0
20054,2001,1,2000002,中级侵蚀之触  ,150,0
20055,2001,1,2000003,低级侵蚀之触  ,450,0
20056,2001,1,2000011,高级灼烧之炎  ,50,0
20057,2001,1,2000012,中级灼烧之炎  ,150,0
20058,2001,1,2000013,低级灼烧之炎  ,450,0
20059,2001,1,2000021,高级混沌侵蚀  ,50,0
20060,2001,1,2000022,中级混沌侵蚀  ,150,0
20061,2001,1,2000023,低级混沌侵蚀  ,450,0
20062,2001,1,2000031,高级能量吞噬  ,50,0
20063,2001,1,2000032,中级能量吞噬  ,150,0
20064,2001,1,2000033,低级能量吞噬  ,450,0
20065,2001,1,2000041,高级反噬侵蚀  ,50,0
20066,2001,1,2000042,中级反噬侵蚀  ,150,0
20067,2001,1,2000043,低级反噬侵蚀  ,450,0
20068,2001,1,2000051,高级灼烧反噬  ,50,0
20069,2001,1,2000052,中级灼烧反噬  ,150,0
20070,2001,1,2000053,低级灼烧反噬  ,450,0
20071,2001,1,2000061,高级混沌反噬  ,50,0
20072,2001,1,2000062,中级混沌反噬  ,150,0
20073,2001,1,2000063,低级混沌反噬  ,450,0
20074,2001,1,2000071,高级能量反噬  ,50,0
20075,2001,1,2000072,中级能量反噬  ,150,0
20076,2001,1,2000073,低级能量反噬  ,450,0
20077,2001,1,2000081,强效滞缓打击  ,50,0
20078,2001,1,2000082,基础滞缓打击  ,150,0
20079,2001,1,2000091,强效挑衅  ,50,0
20080,2001,1,2000092,基础挑衅  ,150,0
20081,2001,1,2000101,强效生命虹吸  ,50,0
20082,2001,1,2000102,基础生命虹吸  ,150,0
20083,2001,1,2000231,高级引领之击,50,0
20084,2001,1,2000233,引领之击,150,0
20085,2001,1,2000241,强效净化打击  ,50,0
20086,2001,1,2000242,基础净化打击  ,150,0
20087,2001,1,2000251,强效自愈循环  ,50,0
20088,2001,1,2000252,基础自愈循环  ,150,0
20089,2001,1,2000261,强效自愈循环  ,50,0
20090,2001,1,2000262,基础自愈循环  ,150,0
20091,2001,1,2000271,强效异常增幅  ,50,0
20092,2001,1,2000272,基础异常增幅  ,150,0
20093,2001,1,2000281,强效连击触发  ,50,0
20094,2001,1,2000282,基础连击触发  ,150,0
20095,2001,1,2000291,强效能量涌动  ,50,0
20096,2001,1,2000292,基础能量涌动  ,150,0
20097,2001,1,2000340,绝对命中  ,50,0
20098,2001,1,2000350,强效净化之环  ,50,0
20099,2001,1,2000351,基础净化之环  ,150,0
20100,2001,1,2000360,迅捷反应  ,50,0
20101,2001,1,2000380,高级禁疗之触  ,50,0
20102,2001,1,2000440,高级破盾强击  ,50,0
20103,2001,1,2000441,基础破盾强击  ,150,0
20104,2001,1,2000450,护盾驱散  ,50,0
21001,2011,1,2000111,高级嗜血  ,50,0
21002,2011,1,2000112,中级嗜血  ,200,0
21003,2011,1,2000113,低级嗜血  ,100,0
21004,2011,1,2000121,高级攻击强化  ,50,0
21005,2011,1,2000122,中级攻击强化  ,200,0
21006,2011,1,2000123,低级攻击强化  ,100,0
21007,2011,1,2000131,高级防御强化  ,50,0
21008,2011,1,2000132,中级防御强化  ,200,0
