Id,ExternalID,Group,AttrRefixId
1700001,4020001,1,"9208,1"
1700002,4020002,2,"9201,16"
1700003,4020003,3,"9209,1"
1700004,4020004,4,"9210,1"
1700005,4020005,5,"9202,2"
1700006,4020006,6,"9203,2"
1700007,4020007,7,"9204,8"
1700008,4020008,8,"9208,1"
1700009,4020009,9,"9201,16"
1700010,4020010,10,"9209,1"
1700011,4020011,11,"9202,2"
1700012,4020012,12,"9203,2"
1700013,4020013,13,"9210,1"
1700014,4020014,14,"9208,1"
1700015,4020015,15,"9204,8"
1700016,4020016,16,"9201,16"
1700017,4020017,17,"9202,2"
1700018,4020018,18,"9203,2"
1700019,4020019,19,"9204,8"
1700020,4020020,20,"9201,16"
1700021,4020021,21,"9209,1"
1700022,4020022,22,"9210,1"
1700023,4020023,23,"9202,2"
1700024,4020024,24,"9203,2"
1700025,4020025,25,"9204,8"
1700026,4020027,26,"9201,16"
1700027,4020028,27,"9208,1"
1700028,4020029,28,"9209,1"
1700029,4020030,29,"9210,1"
1700030,4020031,30,"9208,1"
1700031,4020032,31,"9202,2"
1700032,4020033,32,"9203,2"
1700033,4020034,33,"9208,1"
1700034,4020035,34,"9201,16"
1700035,4020036,35,"9202,2"
1700036,4020037,36,"9209,1"
1700037,4020038,37,"9210,1"
1700038,4020039,38,"9203,2"
1700039,4020040,39,"9208,1"
1700040,4020041,40,"9209,1"
1700041,4020042,41,"9204,8"
1700042,4020043,42,"9201,16"
1700043,4020044,43,"9210,1"
1700044,4020045,44,"9202,2"
1700045,3000001,45,"9203,2"
1700046,3000002,46,"9204,8"
1700047,3000003,47,"9201,16"
1700048,3000004,48,"9202,2"
1700049,3000005,49,"9203,2"
1700050,3000006,50,"9204,8"
1700051,3013001,51,"9201,16"
1700052,3013003,52,"9202,2"
1700053,3013004,53,"9203,2"
1700054,3013006,54,"9204,8"
1700055,3013007,55,"9201,16"
1700056,3013008,56,"9202,2"
1700057,3013009,57,"9203,2"
1700058,3013013,58,"9204,8"
1700059,3013014,59,"9201,16"
1700060,3013015,60,"9202,2"
1700061,3013017,61,"9203,2"
1700062,3013018,62,"9204,8"
1700063,3013019,63,"9201,16"
1700064,3013020,64,"9202,2"
1700065,3013022,65,"9203,2"
1700066,3013023,66,"9204,8"
1700067,3013025,67,"9201,16"
1700068,3014001,68,"9202,2"
1700069,3014002,69,"9203,2"
1700070,3014003,70,"9204,8"
1700071,3014004,71,"9201,16"
1700072,3014005,72,"9202,2"
1700073,3014006,73,"9203,2"
1700074,3014009,74,"9204,8"
1700075,3014011,75,"9201,16"
1700076,3014012,76,"9202,2"
1700077,3014016,77,"9203,2"
1700078,3014017,78,"9204,8"
1700079,3014018,79,"9201,16"
1700080,3014019,80,"9202,2"
1700081,3014020,81,"9203,2"
1700082,3014021,82,"9204,8"
1700083,3014022,83,"9201,16"
1700084,3014023,84,"9202,2"
1700085,3014024,85,"9203,2"
1700086,3014025,86,"9204,8"
1700087,3014026,87,"9201,16"
1700088,3014027,88,"9202,2"
1700089,3014028,89,"9203,2"
1700090,3014029,90,"9204,8"
1700091,3014030,91,"9201,16"
1700092,3014031,92,"9202,2"
1700093,3015001,93,"9203,2"
1700094,3015002,94,"9204,8"
1700095,3015004,95,"9201,16"
1700096,3015006,96,"9202,2"
1700097,3015007,97,"9203,2"
1700098,3015008,98,"9204,8"
1700099,3016009,99,"9201,16"
1700100,3016010,100,"9202,2"
1700101,3016011,101,"9203,2"
1700102,3016013,102,"9204,8"
1700103,3016016,103,"9201,16"
1700104,3016017,104,"9202,2"
1700105,3016020,105,"9203,2"
1700106,3016023,106,"9204,8"
1700107,3016024,107,"9201,16"
1700108,3016031,108,"9202,2"
1700109,3016038,109,"9203,2"
1700110,3016049,110,"9204,8"
1700111,3016068,111,"9201,16"
1700112,3016078,112,"9202,2"
1700113,3016119,113,"9203,2"
1700114,3016130,114,"9204,8"
1700115,3016187,115,"9201,16"
1700116,3016188,116,"9202,2"
1700117,3016189,117,"9203,2"
1700118,3017001,118,"9204,8"
1700119,3017002,119,"9201,16"
1700120,501300401,120,"9208,1"
1700121,501403001,121,"9209,1"
1700122,501402101,122,"9210,1"
1700123,501500401,123,"9208,1"
1700124,501500801,124,"9209,1"
1700125,501600903,125,"9210,1"
1700126,501403101,126,"9208,1"
1700127,501500402,127,"9209,1"
1700128,501602401,128,"9210,1"
1700129,501402201,129,"9208,1"
1700130,501613001,130,"9209,1"
1700131,501618801,131,"9210,1"
1700132,513014009,132,"9208,1"
1700133,523014021,133,"9209,1"
1700134,513016024,134,"9210,1"
1700135,523016188,135,"9208,1"
1700136,501606801,136,"9209,1"
1700137,501402401,137,"9210,1"
1700138,501600901,138,"9208,1"
1700139,501700101,139,"9209,1"
1700140,501700201,140,"9210,1"
1700141,533016010,141,"9208,1"
1700142,543016011,142,"9209,1"
1700143,501400901,143,"9210,1"
1700144,501500601,144,"9208,1"
1700145,501601301,145,"9209,1"
1700146,501402502,146,"9210,1"
1700147,501500201,147,"9208,1"
1700148,553016013,148,"9209,1"
1700149,501607801,149,"9210,1"
1700150,501500101,150,"9208,1"
1700151,501600904,151,"9209,1"
1700152,501500701,152,"9210,1"
1700153,501402501,153,"9208,1"
1700154,501603101,154,"9209,1"
1700155,501402301,155,"9210,1"
1700156,501618701,430,"9208,1"
1700157,501500802,444,"9209,1"
1700158,501602001,447,"9210,1"
1700159,3016191,448,"9202,2"
1800001,9002,156,"9202,2"
1800002,9003,157,"9203,2"
1800003,9004,158,"9204,8"
1800004,9005,159,"9201,16"
1800005,9006,160,"9202,2"
1800006,9007,161,"9203,2"
1800007,9008,162,"9204,8"
1800008,9009,163,"9201,16"
1800009,9010,164,"9202,2"
1800010,9011,165,"9203,2"
1800011,9012,166,"9205,3"
1800012,9013,167,"9205,4"
1800013,9014,168,"9205,5"
1800014,9015,169,"9203,2"
1800015,9016,170,"9204,8"
1800016,9017,171,"9201,16"
1800017,9018,172,"9202,2"
1800018,9019,173,"9208,1"
1800019,9020,174,"9203,2"
1800020,9021,175,"9209,1"
1800021,9022,176,"9204,8"
1800022,9023,177,"9210,1"
1800023,9024,178,"9201,16"
1800024,9025,179,"9202,2"
1800025,9026,180,"9208,1"
1800026,9027,181,"9209,1"
1800027,9028,182,"9203,2"
1800028,9029,183,"9204,8"
1800029,9030,184,"9205,5"
1800030,9031,185,"9205,4"
1800031,9032,186,"9205,3"
1800032,9033,187,"9204,8"
1800033,9034,188,"9210,1"
1800034,9037,404,"9202,200"
1800035,9036,405,"9202,100"
1800036,9035,406,"9201,16"
1900001,5002001,189,"9201,16"
1900002,5002002,190,"9202,2"
1900003,5002003,191,"9203,2"
1900004,5002004,192,"9204,8"
1900005,5002005,193,"9201,16"
1900006,5002006,194,"9202,2"
1900007,5002007,195,"9203,2"
1900008,5002008,196,"9204,8"
1900009,5002009,197,"9201,16"
1900010,5002010,198,"9202,2"
1900011,5002011,199,"9203,2"
1900012,5002012,200,"9204,8"
1900013,5002013,201,"9201,16"
1900014,5002014,202,"9202,2"
1900015,5002015,203,"9203,2"
1900016,5002017,204,"9204,8"
1900017,5002018,205,"9201,16"
1900018,5002019,206,"9202,2"
1900019,5002020,207,"9203,2"
1900020,5002021,208,"9204,8"
1900021,5002022,209,"9201,16"
1900022,5002023,210,"9202,2"
1900023,5002024,211,"9203,2"
1900024,5002025,212,"9204,8"
1900025,5002026,213,"9201,16"
1900026,5002027,214,"9202,2"
1900027,5002028,215,"9203,2"
1900028,5002029,216,"9204,8"
1900029,5002030,217,"9201,16"
1900030,5002031,218,"9202,2"
1900031,5002032,219,"9203,2"
1900032,5002033,220,"9204,8"
1900033,5002034,221,"9201,16"
1900034,5002035,222,"9202,2"
1900035,5002036,223,"9203,2"
1900036,5002037,224,"9204,8"
1900037,5002038,225,"9201,16"
1900038,5002039,226,"9202,2"
1900039,5002040,227,"9203,2"
1900040,5002041,228,"9204,8"
1900041,5002042,229,"9201,16"
1900042,5002043,230,"9202,2"
1900043,5002044,231,"9203,2"
1900044,5002045,232,"9204,8"
1900045,5002046,233,"9201,16"
1900046,5002047,234,"9202,2"
1900047,5002048,235,"9203,2"
1900048,5002049,236,"9204,8"
1900049,5002050,237,"9201,16"
1900050,5002051,238,"9202,2"
1900051,5002052,239,"9203,2"
1900052,5002053,240,"9204,8"
1900053,5002054,241,"9201,16"
1900054,5002055,242,"9202,2"
1900055,5002056,243,"9203,2"
1900056,5002057,244,"9204,8"
1900057,5002058,245,"9201,16"
1900058,5002059,246,"9202,2"
1900059,5002060,247,"9203,2"
1900060,5002061,248,"9204,8"
1900061,5002062,249,"9201,16"
1900062,5002063,250,"9202,2"
1900063,5002064,251,"9203,2"
1900064,5002065,252,"9204,8"
1900065,5002066,253,"9201,16"
1900066,5002067,254,"9202,2"
1900067,5002068,255,"9203,2"
1900068,5002069,256,"9204,8"
1900069,5002070,257,"9201,16"
1900070,5003046,258,"9202,2"
1900071,5003047,259,"9203,2"
1900072,5003048,260,"9204,8"
1900073,5003050,261,"9208,1"
1900074,5003051,262,"9209,1"
1900075,5003052,263,"9201,16"
1900076,5003053,264,"9210,1"
1900077,5003054,265,"9208,1"
1900078,5003055,266,"9209,1"
1900079,5003056,267,"9210,1"
1900080,5003057,268,"9208,1"
1900081,5003058,269,"9209,1"
1900082,5003059,270,"9202,2"
1900083,5003060,271,"9203,2"
1900084,5003061,272,"9210,1"
1900085,5003062,273,"9208,1"
1900086,5003063,274,"9209,1"
1900087,5003064,275,"9210,1"
1900088,5003065,276,"9204,8"
1900089,5003066,277,"9208,1"
1900090,5003067,278,"9209,1"
1900091,5100001,279,"9210,1"
1900092,5100002,280,"9208,1"
1900093,5003031,281,"9209,1"
1900094,5003032,282,"9210,1"
1900095,5003033,283,"9208,1"
1900096,5003034,284,"9209,1"
1900097,5003035,285,"9201,16"
1900098,5003036,286,"9210,1"
1900099,5003037,287,"9208,1"
1900100,5003038,288,"9209,1"
1900101,5003039,289,"9210,1"
1900102,5003040,290,"9208,1"
1900103,5003041,291,"9209,1"
1900104,5003042,292,"9210,1"
1900105,5003043,293,"9208,1"
1900106,5003044,294,"9209,1"
1900107,5003045,295,"9210,1"
1900108,5003068,296,"9208,1"
1900109,5003069,297,"9209,1"
1900110,5003070,298,"9210,1"
2000001,301300401,299,"9208,1"
2000002,301402101,300,"9201,160"
2000003,123014021,301,"9201,160"
2000004,301402201,302,"9203,20"
2000005,301402401,303,"9202,20"
2000006,301402501,304,"9203,20"
