"TW_1001_001","1001","Rank","Platinum","1","5","Coin_TaleStone","1000","Item_Coin_TotalWar_01","450","","","","","","","","","","","","","","","","","Str_UI_TotalWar_Filter_RankTier_1","TotalWar_RankTier_4.png"
"TW_1001_002","1001","Rank","Gold","6","20","Coin_TaleStone","850","Item_Coin_TotalWar_01","400","","","","","","","","","","","","","","","","","Str_UI_TotalWar_Filter_RankTier_2","TotalWar_RankTier_3.png"
"TW_1001_003","1001","Rank","Silver","21","100","Coin_TaleStone","700","Item_Coin_TotalWar_01","350","","","","","","","","","","","","","","","","","Str_UI_TotalWar_Filter_RankTier_3","TotalWar_RankTier_2.png"
"TW_1001_004","1001","Rank","Bronze","101","0","Coin_TaleStone","550","Item_Coin_TotalWar_01","300","","","","","","","","","","","","","","","","","Str_UI_TotalWar_Filter_RankTier_4","TotalWar_RankTier_1.png"
"TW_1001_005","1001","Score","","250000","","Item_Material_EquipExp_01","5","","","","","","","","","","","","","","","","","","","",""
"TW_1001_006","1001","Score","","500000","","Item_Material_HeroExp_01","5","","","","","","","","","","","","","","","","","","","",""
"TW_1001_007","1001","Score","","750000","","Item_Material_SkillLvUp_Common","10","","","","","","","","","","","","","","","","","","","",""
"TW_1001_008","1001","Score","","1000000","","Point_Gold","100000","","","","","","","","","","","","","","","","","","","",""
"TW_1001_009","1001","Score","","1250000","","Item_Material_EquipExp_02","2","","","","","","","","","","","","","","","","","","","",""
"TW_1001_010","1001","Score","","1500000","","Item_Material_HeroExp_02","2","","","","","","","","","","","","","","","","","","","",""
"TW_1001_011","1001","Score","","1750000","","Item_Material_SkillLvUp_Common","15","","","","","","","","","","","","","","","","","","","",""
"TW_1001_012","1001","Score","","2000000","","Item_Coin_MemoryCoin","10","","","","","","","","","","","","","","","","","","","",""
"TW_1001_013","1001","Score","","2500000","","Item_Material_EquipExp_03","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_014","1001","Score","","3000000","","Item_Material_HeroExp_03","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_015","1001","Score","","3500000","","Item_Material_SkillLvUp_Common","20","","","","","","","","","","","","","","","","","","","",""
"TW_1001_016","1001","Score","","4000000","","Coin_TaleStone","100","","","","","","","","","","","","","","","","","","","",""
"TW_1001_017","1001","Score","","4500000","","Item_Material_EquipExp_04","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_018","1001","Score","","5000000","","Item_Material_HeroExp_04","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_019","1001","Score","","5500000","","Item_Material_SkillLvUp_Common","25","","","","","","","","","","","","","","","","","","","",""
"TW_1001_020","1001","Score","","6000000","","Coin_TaleStone","100","","","","","","","","","","","","","","","","","","","",""
"TW_1001_021","1001","Score","","7000000","","Item_Coin_MemoryCoin","10","","","","","","","","","","","","","","","","","","","",""
"TW_1001_022","1001","Score","","8000000","","Item_Material_EquipExp_04","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_023","1001","Score","","9000000","","Item_Material_HeroExp_04","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_024","1001","Score","","10000000","","Item_Material_SkillLvUp_Common","30","","","","","","","","","","","","","","","","","","","",""
"TW_1001_025","1001","Score","","12000000","","Point_Gold","150000","","","","","","","","","","","","","","","","","","","",""
"TW_1001_026","1001","Score","","14000000","","Item_Material_EquipExp_04","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_027","1001","Score","","16000000","","Item_Material_HeroExp_04","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_028","1001","Score","","18000000","","Item_Material_SkillLvUp_Common","40","","","","","","","","","","","","","","","","","","","",""
"TW_1001_029","1001","Score","","20000000","","Item_Coin_MemoryCoin","10","","","","","","","","","","","","","","","","","","","",""
"TW_1001_030","1001","Score","","22000000","","Item_Material_EquipExp_04","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_031","1001","Score","","24000000","","Item_Material_HeroExp_04","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_032","1001","Score","","26000000","","Coin_TaleStone","100","","","","","","","","","","","","","","","","","","","",""
"TW_1001_033","1001","Score","","29000000","","Item_Material_EquipExp_04","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_034","1001","Score","","32000000","","Item_Material_HeroExp_04","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_035","1001","Score","","35000000","","Item_Material_SkillLvUp_Common","40","","","","","","","","","","","","","","","","","","","",""
"TW_1001_036","1001","Score","","38000000","","Item_Coin_MemoryCoin","10","","","","","","","","","","","","","","","","","","","",""
"TW_1001_037","1001","Score","","41000000","","Point_Gold","250000","","","","","","","","","","","","","","","","","","","",""
"TW_1001_038","1001","Score","","44000000","","Item_Material_EquipExp_04","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_039","1001","Score","","47000000","","Coin_TaleStone","100","","","","","","","","","","","","","","","","","","","",""
"TW_1001_040","1001","Score","","50000000","","Item_Coin_MemoryCoin","10","","","","","","","","","","","","","","","","","","","",""
"TW_1001_041","1001","Score","","60000000","","Item_Material_HeroExp_04","2","","","","","","","","","","","","","","","","","","","",""
"TW_1001_042","1001","Score","","70000000","","Coin_TaleStone","50","","","","","","","","","","","","","","","","","","","",""
"TW_1001_043","1001","Score","","80000000","","Item_Material_SkillLvUp_Common","50","","","","","","","","","","","","","","","","","","","",""
"TW_1001_044","1001","Score","","90000000","","Item_Material_EquipExp_04","2","","","","","","","","","","","","","","","","","","","",""
