"Message_101_00001","Message_Char_101_S01_B_0001","1","Hero","Text","Str_DM_Aria_1_1_O","","","",""
"Message_101_00002","Message_Char_101_S01_B_0001","2","Hero","Text","Str_DM_Aria_1_2_O","","","",""
"Message_101_00003","Message_Char_101_S01_B_0001","3","Hero","Text","Str_DM_Aria_1_3_O","","","",""
"Message_101_00004","Message_Char_101_S01_B_0001","4","Reader","Text","Str_DM_Aria_1_4_O","","","",""
"Message_101_00005","Message_Char_101_S01_B_0001","5","Hero","Text","Str_DM_Aria_1_5_O","","","","101"
"Message_101_00006","Message_Char_101_S01_B_0001","6","Hero","Text","Str_DM_Aria_1_6_O","","","","102"
"Message_101_00007","Message_Char_101_S01_B_0001","7","Hero","Text","Str_DM_Aria_1_7_O","","","",""
"Message_101_00008","Message_Char_101_S01_B_0001","8","Hero","Text","Str_DM_Aria_1_8_O","","","",""
"Message_101_00009","Message_Char_101_S01_B_0001","9","Hero","Text","Str_DM_Aria_1_9_O","","","",""
"Message_101_00010","Message_Char_101_S01_B_0001","10","Reader","Text","Str_DM_Aria_1_10_O","","","",""
"Message_101_00011","Message_Char_101_S01_B_0001","11","Hero","Text","Str_DM_Aria_1_11_O","","","","103"
"Message_101_00012","Message_Char_101_S01_B_0001","12","Hero","Text","Str_DM_Aria_1_12_O","","","","104"
"Message_101_00013","Message_Char_101_S01_B_0001","13","Hero","Text","Str_DM_Aria_1_13_O","","","",""
"Message_101_00014","Message_Char_101_S01_B_0001","14","Hero","Text","Str_DM_Aria_1_14_O","","","",""
"Message_101_00015","Message_Char_101_S01_B_0001","15","Hero","Text","Str_DM_Aria_1_15_O","","","",""
"Message_101_00016","Message_Char_101_S01_B_0001","16","Hero","Text","Str_DM_Aria_1_16_O","","","",""
"Message_101_00017","Message_Char_101_S01_B_0001","17","Hero","Text","Str_DM_Aria_1_17_O","","","",""
"Message_101_00018","Message_Char_101_S01_B_0001","18","Hero","Story","","","Episode_C_101_S01_1","",""
"Message_101_00019","Message_Char_101_S01_B_0001","19","Hero","Text","Str_DM_Aria_1_1_E","","","",""
"Message_101_00020","Message_Char_101_S01_B_0001","20","Hero","Text","Str_DM_Aria_1_2_E","","","",""
"Message_101_00021","Message_Char_101_S01_B_0001","21","Hero","Text","Str_DM_Aria_1_3_E","","","",""
"Message_101_00022","Message_Char_101_S01_B_0001","22","Hero","Text","Str_DM_Aria_1_4_E","","","",""
"Message_101_00023","Message_Char_101_S01_B_0001","23","Reader","Text","Str_DM_Aria_1_5_E","","","",""
"Message_101_00024","Message_Char_101_S01_B_0001","24","Hero","Text","Str_DM_Aria_1_6_E","","","","105"
"Message_101_00025","Message_Char_101_S01_B_0001","25","Hero","Text","Str_DM_Aria_1_7_E","","","","106"
"Message_101_00026","Message_Char_101_S01_B_0001","26","Hero","Text","Str_DM_Aria_1_8_E","","","",""
"Message_101_00027","Message_Char_101_S01_B_0002","1","Hero","Text","Str_DM_Aria_2_1_O","","","",""
"Message_101_00028","Message_Char_101_S01_B_0002","2","Hero","Text","Str_DM_Aria_2_2_O","","","",""
"Message_101_00029","Message_Char_101_S01_B_0002","3","Hero","Text","Str_DM_Aria_2_3_O","","","",""
"Message_101_00030","Message_Char_101_S01_B_0002","4","Hero","Text","Str_DM_Aria_2_4_O","","","",""
"Message_101_00031","Message_Char_101_S01_B_0002","5","Reader","Text","Str_DM_Aria_2_5_O","","","",""
"Message_101_00032","Message_Char_101_S01_B_0002","6","Hero","Text","Str_DM_Aria_2_6_O","","","","201"
"Message_101_00033","Message_Char_101_S01_B_0002","7","Hero","Text","Str_DM_Aria_2_7_O","","","","202"
"Message_101_00034","Message_Char_101_S01_B_0002","8","Hero","Text","Str_DM_Aria_2_8_O","","","",""
"Message_101_00035","Message_Char_101_S01_B_0002","9","Hero","Text","Str_DM_Aria_2_9_O","","","",""
"Message_101_00036","Message_Char_101_S01_B_0002","10","Reader","Text","Str_DM_Aria_2_10_O","","","",""
"Message_101_00037","Message_Char_101_S01_B_0002","11","Hero","Text","Str_DM_Aria_2_11_O","","","","203"
"Message_101_00038","Message_Char_101_S01_B_0002","12","Hero","Text","Str_DM_Aria_2_12_O","","","","204"
"Message_101_00039","Message_Char_101_S01_B_0002","13","Hero","Text","Str_DM_Aria_2_13_O","","","",""
"Message_101_00040","Message_Char_101_S01_B_0002","14","Hero","Text","Str_DM_Aria_2_14_O","","","",""
"Message_101_00041","Message_Char_101_S01_B_0002","15","Hero","Text","Str_DM_Aria_2_15_O","","","",""
"Message_101_00042","Message_Char_101_S01_B_0002","16","Hero","Story","","","Episode_C_101_S01_2","",""
"Message_101_00043","Message_Char_101_S01_B_0002","17","Hero","Text","Str_DM_Aria_2_1_E","","","",""
"Message_101_00044","Message_Char_101_S01_B_0002","18","Hero","Text","Str_DM_Aria_2_2_E","","","",""
"Message_101_00045","Message_Char_101_S01_B_0002","19","Hero","Text","Str_DM_Aria_2_3_E","","","",""
"Message_101_00046","Message_Char_101_S01_B_0002","20","Hero","Text","Str_DM_Aria_2_4_E","","","",""
"Message_101_00047","Message_Char_101_S01_B_0002","21","Reader","Text","Str_DM_Aria_2_5_E","","","",""
"Message_101_00048","Message_Char_101_S01_B_0002","22","Hero","Text","Str_DM_Aria_2_6_E","","","","205"
"Message_101_00049","Message_Char_101_S01_B_0002","23","Hero","Text","Str_DM_Aria_2_7_E","","","","206"
"Message_101_00050","Message_Char_101_S01_B_0002","24","Hero","Text","Str_DM_Aria_2_8_E","","","",""
"Message_101_00051","Message_Char_101_S01_B_0003","1","Hero","Text","Str_DM_Aria_3_1_O","","","",""
"Message_101_00052","Message_Char_101_S01_B_0003","2","Hero","Text","Str_DM_Aria_3_2_O","","","",""
"Message_101_00053","Message_Char_101_S01_B_0003","3","Hero","Text","Str_DM_Aria_3_3_O","","","",""
"Message_101_00054","Message_Char_101_S01_B_0003","4","Hero","Text","Str_DM_Aria_3_4_O","","","",""
"Message_101_00055","Message_Char_101_S01_B_0003","5","Hero","Image","Str_DM_Aria_3_5_O","Assets/Data/Illust/Story_21_Aria_003.png","","",""
"Message_101_00056","Message_Char_101_S01_B_0003","6","Hero","Text","Str_DM_Aria_3_6_O","","","",""
"Message_101_00057","Message_Char_101_S01_B_0003","7","Hero","Text","Str_DM_Aria_3_7_O","","","",""
"Message_101_00058","Message_Char_101_S01_B_0003","8","Hero","Text","Str_DM_Aria_3_8_O","","","",""
"Message_101_00059","Message_Char_101_S01_B_0003","9","Reader","Text","Str_DM_Aria_3_9_O","","","",""
"Message_101_00060","Message_Char_101_S01_B_0003","10","Hero","Text","Str_DM_Aria_3_10_O","","","","301"
"Message_101_00061","Message_Char_101_S01_B_0003","11","Hero","Text","Str_DM_Aria_3_11_O","","","","302"
"Message_101_00062","Message_Char_101_S01_B_0003","12","Hero","Text","Str_DM_Aria_3_12_O","","","",""
"Message_101_00063","Message_Char_101_S01_B_0003","13","Hero","Text","Str_DM_Aria_3_13_O","","","",""
"Message_101_00064","Message_Char_101_S01_B_0003","14","Hero","Text","Str_DM_Aria_3_14_O","","","",""
"Message_101_00065","Message_Char_101_S01_B_0003","15","Hero","Text","Str_DM_Aria_3_15_O","","","",""
"Message_101_00066","Message_Char_101_S01_B_0003","16","Hero","Text","Str_DM_Aria_3_16_O","","","",""
"Message_101_00067","Message_Char_101_S01_B_0003","17","Hero","Text","Str_DM_Aria_3_17_O","","","",""
"Message_101_00068","Message_Char_101_S01_B_0003","18","Reader","Text","Str_DM_Aria_3_18_O","","","",""
"Message_101_00069","Message_Char_101_S01_B_0003","19","Hero","Text","Str_DM_Aria_3_19_O","","","","303"
"Message_101_00070","Message_Char_101_S01_B_0003","20","Hero","Text","Str_DM_Aria_3_20_O","","","","304"
"Message_101_00071","Message_Char_101_S01_B_0003","21","Hero","Text","Str_DM_Aria_3_21_O","","","",""
"Message_101_00072","Message_Char_101_S01_B_0003","22","Hero","Story","","","Episode_C_101_S01_3","",""
"Message_101_00073","Message_Char_101_S01_B_0003","23","Hero","Text","Str_DM_Aria_3_1_E","","","",""
"Message_101_00074","Message_Char_101_S01_B_0003","24","Hero","Text","Str_DM_Aria_3_2_E","","","",""
"Message_101_00075","Message_Char_101_S01_B_0003","25","Hero","Text","Str_DM_Aria_3_3_E","","","",""
"Message_101_00076","Message_Char_101_S01_B_0003","26","Hero","Text","Str_DM_Aria_3_4_E","","","",""
"Message_101_00077","Message_Char_101_S01_B_0003","27","Reader","Text","Str_DM_Aria_3_5_E","","","",""
"Message_101_00078","Message_Char_101_S01_B_0003","28","Hero","Text","Str_DM_Aria_3_6_E","","","",""
"Message_101_00079","Message_Char_101_S01_B_0003","29","Hero","Text","Str_DM_Aria_3_7_E","","","",""
