"FreeTaleStone","","","True","TaleStone","","Normal","","","True","0","False","Str_Item_FreeTaleStone","Str_Item_FreeTaleStone_Desc","Day","1","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_FreeTaleStone.png","Coin_TaleStone","","10","","","","1"
"60TaleStone_1","apple_oz_gem0001","google_oz_gem0001","True","TaleStone","","Normal","","","False","1500","False","Str_Item_60TaleStone_1","Str_Item_60TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_60TaleStone.png","Coin_TaleStone","60","","","","","31"
"200TaleStone_1","apple_oz_gem0002","google_oz_gem0002","True","TaleStone","","Normal","","","False","5000","False","Str_Item_200TaleStone_1","Str_Item_200TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_200TaleStone.png","Coin_TaleStone","200","3","","","","32"
"400TaleStone_1","apple_oz_gem0003","google_oz_gem0003","True","TaleStone","","Normal","","","False","10000","False","Str_Item_400TaleStone_1","Str_Item_400TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_400TaleStone.png","Coin_TaleStone","400","30","","","","33"
"600TaleStone_1","apple_oz_gem0004","google_oz_gem0004","True","TaleStone","","Normal","","","False","15000","False","Str_Item_600TaleStone_1","Str_Item_600TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_600TaleStone.png","Coin_TaleStone","600","70","","","","34"
"1200TaleStone_1","apple_oz_gem0005","google_oz_gem0005","True","TaleStone","","Normal","","","False","30000","False","Str_Item_1200TaleStone_1","Str_Item_1200TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_1200TaleStone.png","Coin_TaleStone","1200","175","","","","35"
"2000TaleStone_1","apple_oz_gem0006","google_oz_gem0006","True","TaleStone","","Normal","","","False","50000","False","Str_Item_2000TaleStone_1","Str_Item_2000TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_2000TaleStone.png","Coin_TaleStone","2000","350","","","","36"
"4000TaleStone_1","apple_oz_gem0007","google_oz_gem0007","True","TaleStone","","Normal","","","False","100000","False","Str_Item_4000TaleStone_1","Str_Item_4000TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_4000TaleStone.png","Coin_TaleStone","4000","800","","","","37"
"60TaleStone_2","apple_oz_bonusgem0001","google_oz_bonusgem0001","True","TaleStone","Limit","Normal","","","False","1500","False","Str_Item_60TaleStone_2","Str_Item_60TaleStone_2_Desc","Account","1","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_60TaleStone.png","Coin_TaleStone","60","60","","","","11"
"200TaleStone_2","apple_oz_bonusgem0002","google_oz_bonusgem0002","True","TaleStone","Limit","Normal","","","False","5000","False","Str_Item_200TaleStone_2","Str_Item_200TaleStone_2_Desc","Account","1","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_200TaleStone.png","Coin_TaleStone","200","200","","","","12"
"400TaleStone_2","apple_oz_bonusgem0003","google_oz_bonusgem0003","True","TaleStone","Limit","Normal","","","False","10000","False","Str_Item_400TaleStone_2","Str_Item_400TaleStone_2_Desc","Account","1","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_400TaleStone.png","Coin_TaleStone","400","400","","","","13"
"600TaleStone_2","apple_oz_bonusgem0004","google_oz_bonusgem0004","True","TaleStone","Limit","Normal","","","False","15000","False","Str_Item_600TaleStone_2","Str_Item_600TaleStone_2_Desc","Account","1","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_600TaleStone.png","Coin_TaleStone","600","600","","","","14"
"1200TaleStone_2","apple_oz_bonusgem0005","google_oz_bonusgem0005","True","TaleStone","Limit","Normal","","","False","30000","False","Str_Item_1200TaleStone_2","Str_Item_1200TaleStone_2_Desc","Account","1","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_1200TaleStone.png","Coin_TaleStone","1200","1200","","","","15"
"2000TaleStone_2","apple_oz_bonusgem0006","google_oz_bonusgem0006","True","TaleStone","Limit","Normal","","","False","50000","False","Str_Item_2000TaleStone_2","Str_Item_2000TaleStone_2_Desc","Account","1","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_2000TaleStone.png","Coin_TaleStone","2000","2000","","","","16"
"4000TaleStone_2","apple_oz_bonusgem0007","google_oz_bonusgem0007","True","TaleStone","Limit","Normal","","","False","100000","False","Str_Item_4000TaleStone_2","Str_Item_4000TaleStone_2_Desc","Account","1","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_4000TaleStone.png","Coin_TaleStone","4000","4000","","","","17"
"Month4000TaleStone","apple_oz_monthlygem0001","google_oz_monthlygem0001","True","TaleStone","Hot","Normal","","","False","100000","False","Str_Item_Month4000TaleStone","Str_Item_Month4000TaleStone_Desc","Month","3","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_Month4000TaleStone.png","Coin_TaleStone","4000","2600","","","","21"
"FreePackage","","","True","Normal","","Normal","","","True","0","False","Str_Item_FreePackage","Str_Item_FreePackage_Desc","Day","1","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_FreePackage.png","","","10","","FreePackage_Group","","1"
"WeekHeroExpPackage1","apple_oz_package0008","google_oz_package0008","True","Normal","","Normal","","","False","4800","False","Str_Item_WeekHeroExpPackage1","Str_Item_WeekHeroExpPackage1_Desc","Week","3","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_WeekHeroExpPackage1.png","","192","","","WeekHeroExpPackage1_Group","100","2"
