"Video_Summon_1","Assets/Data/Video/Summon_1.bytes","","","","",""
"Video_Summon_2","Assets/Data/Video/Summon_2.bytes","","","","",""
"Prologue_1","Assets/Data/Video/Kingdom_Start.bytes","Sfx_Bgm_Dashboard_Adven","","","",""
"Video_1weeks_Pikup_1","Assets/Data/Video/Video_Gacha_Pickup_C084_S01G.bytes","","","","",""
"Video_7weeks_Pikup_1","Assets/Data/Video/Video_Gacha_Pickup_C104_S01G.bytes","","","","",""
"Video_9weeks_Pikup_1","Assets/Data/Video/Video_Gacha_Pickup_C097_S01D.bytes","","","","",""
"Video_3weeks_Pikup_1","Assets/Data/Video/Video_Gacha_Pickup_C105_S01B.bytes","","","","",""
"Video_5weeks_Pikup_1","Assets/Data/Video/Video_Gacha_Pickup_C106_S01R.bytes","","","","",""
"Video_Pickup_Ingrid","Assets/Data/Video/Video_Gacha_Pickup_C014_S01D.bytes","","","","",""
"Video_Pickup_Rin","Assets/Data/Video/Video_Gacha_Pickup_C083_S01B.bytes","","","","",""
"Video_Pickup_Scheherazade","Assets/Data/Video/Video_Gacha_Pickup_C038_S01L.bytes","","","","",""
"Video_Pickup_Astia","Assets/Data/Video/Video_Gacha_Pickup_C113_S01B.bytes","","","","",""
"Video_Pickup_Enoxia","Assets/Data/Video/Video_Gacha_Pickup_C039_S01G.bytes","","","","",""
"Video_Pickup_Emma","Assets/Data/Video/Video_Gacha_Pickup_C116_S01R.bytes","","","","",""
"Video_Pickup_Marie","Assets/Data/Video/Video_Gacha_Pickup_C112_S01B.bytes","","","","",""
"Video_Pickup_Aria","Assets/Data/Video/Video_Gacha_Pickup_C101_S01B.bytes","","","","",""
"Video_Pickup_Esmeralda","Assets/Data/Video/Video_Gacha_Pickup_C010_S01B.bytes","","","","",""
"Video_Pickup_JamieHook","Assets/Data/Video/Video_Gacha_Pickup_C072_S01R.bytes","","","","",""
"Video_Pickup_Hilde_Christmas","Assets/Data/Video/Video_Gacha_Pickup_C090_S02G.bytes","","","","",""
"Video_Pickup_Sharon_Christmas","Assets/Data/Video/Video_Gacha_Pickup_C064_S02G.bytes","","","","",""
