"EventAdventure_Flask_01","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_Flask","Char_066_S01_B","2000"
"EventAdventure_Flask_02","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_Flask","Char_105_S01_B","2000"
"EventAdventure_Flask_03","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_Flask","Char_062_S01_G","2000"
"EventAdventure_Flask_04","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_Flask","Char_106_S01_R","2000"
"EventAdventure_Flask_05","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_Flask","Char_006_S01_G","1000"
"EventAdventure_Flask_07","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_Flask","Char_002_S01_R","1000"
"EventAdventure_Flask_09","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_Flask","Char_103_S01_G","1000"
"EventAdventure_VotePaper_02","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_VotePaper","Char_105_S01_B","2000"
"EventAdventure_VotePaper_03","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_VotePaper","Char_062_S01_G","2000"
"EventAdventure_VotePaper_04","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_VotePaper","Char_014_S01_D","2000"
"EventAdventure_VotePaper_05","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_VotePaper","Char_106_S01_R","2000"
"EventAdventure_VotePaper_06","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_VotePaper","Char_001_S01_B","1000"
"EventAdventure_VotePaper_08","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_VotePaper","Char_003_S01_B","1000"
"EventAdventure_VotePaper_09","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_VotePaper","Char_103_S01_G","1000"
"EventAdventure_FlagPen_01","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_FlagPen","Char_066_S01_B","2000"
"EventAdventure_FlagPen_02","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_FlagPen","Char_105_S01_B","2000"
"EventAdventure_FlagPen_04","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_FlagPen","Char_014_S01_D","2000"
"EventAdventure_FlagPen_08","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_FlagPen","Char_106_S01_R","2000"
"EventAdventure_FlagPen_05","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_FlagPen","Char_006_S01_G","1000"
