"Dungeon_Heart_0001","Dungeon_Heart","1","10","Stage_MissionGroup_0001","30","Dungeon_Heart_FirstReword_1","1000","1000","Dungeon_Fixed_Reword_1","Dungeon_Heart_RandomReword_1","Point_DungeonTicket","1","None","","Heart_N_001","DungeonHeartModeParty","0","True"
"Dungeon_Heart_0002","Dungeon_Heart","2","20","Stage_MissionGroup_0001","30","Dungeon_Heart_FirstReword_1","2000","2000","Dungeon_Fixed_Reword_2","Dungeon_Heart_RandomReword_1","Point_DungeonTicket","1","StageClear","Dungeon_Heart_0001","Heart_N_002","DungeonHeartModeParty","0","True"
"Dungeon_Heart_0003","Dungeon_Heart","3","30","Stage_MissionGroup_0001","30","Dungeon_Heart_FirstReword_1","4000","4000","Dungeon_Fixed_Reword_3","Dungeon_Heart_RandomReword_1","Point_DungeonTicket","1","StageClear","Dungeon_Heart_0002","Heart_N_003","DungeonHeartModeParty","0","True"
"Dungeon_Heart_0004","Dungeon_Heart","4","40","Stage_MissionGroup_0001","30","Dungeon_Heart_FirstReword_2","7000","7000","Dungeon_Fixed_Reword_4","Dungeon_Heart_RandomReword_2","Point_DungeonTicket","1","StageClear","Dungeon_Heart_0003","Heart_N_004","DungeonHeartModeParty","0","True"
"Dungeon_Heart_0005","Dungeon_Heart","5","50","Stage_MissionGroup_0001","30","Dungeon_Heart_FirstReword_2","10000","10000","Dungeon_Fixed_Reword_5","Dungeon_Heart_RandomReword_2","Point_DungeonTicket","1","StageClear","Dungeon_Heart_0004","Heart_N_005","DungeonHeartModeParty","0","True"
"Dungeon_Heart_0006","Dungeon_Heart","6","60","Stage_MissionGroup_0001","30","Dungeon_Heart_FirstReword_2","13000","13000","Dungeon_Fixed_Reword_6","Dungeon_Heart_RandomReword_2","Point_DungeonTicket","1","StageClear","Dungeon_Heart_0005","Heart_N_006","DungeonHeartModeParty","0","True"
"Dungeon_Heart_0007","Dungeon_Heart","7","65","Stage_MissionGroup_0001","30","Dungeon_Heart_FirstReword_3","16000","16000","Dungeon_Fixed_Reword_7","Dungeon_Heart_RandomReword_3","Point_DungeonTicket","1","StageClear","Dungeon_Heart_0006","Heart_N_007","DungeonHeartModeParty","0","True"
"Dungeon_Heart_0008","Dungeon_Heart","8","70","Stage_MissionGroup_0001","30","Dungeon_Heart_FirstReword_3","19000","19000","Dungeon_Fixed_Reword_8","Dungeon_Heart_RandomReword_3","Point_DungeonTicket","1","StageClear","Dungeon_Heart_0007","Heart_N_008","DungeonHeartModeParty","0","True"
"Dungeon_Heart_0009","Dungeon_Heart","9","75","Stage_MissionGroup_0001","30","Dungeon_Heart_FirstReword_3","21000","21000","Dungeon_Fixed_Reword_9","Dungeon_Heart_RandomReword_3","Point_DungeonTicket","1","StageClear","Dungeon_Heart_0008","Heart_N_009","DungeonHeartModeParty","0","False"
"Dungeon_Diamond_0001","Dungeon_Diamond","1","10","Stage_MissionGroup_0001","30","Dungeon_Diamond_FirstReword_1","1000","1000","Dungeon_Fixed_Reword_1","Dungeon_Diamond_RandomReword_1","Point_DungeonTicket","1","None","","Diamond_N_001","DungeonDiamondModeParty","0","True"
"Dungeon_Diamond_0002","Dungeon_Diamond","2","20","Stage_MissionGroup_0001","30","Dungeon_Diamond_FirstReword_1","2000","2000","Dungeon_Fixed_Reword_2","Dungeon_Diamond_RandomReword_1","Point_DungeonTicket","1","StageClear","Dungeon_Diamond_0001","Diamond_N_002","DungeonDiamondModeParty","0","True"
"Dungeon_Diamond_0003","Dungeon_Diamond","3","30","Stage_MissionGroup_0001","30","Dungeon_Diamond_FirstReword_1","4000","4000","Dungeon_Fixed_Reword_3","Dungeon_Diamond_RandomReword_1","Point_DungeonTicket","1","StageClear","Dungeon_Diamond_0002","Diamond_N_003","DungeonDiamondModeParty","0","True"
"Dungeon_Diamond_0004","Dungeon_Diamond","4","40","Stage_MissionGroup_0001","30","Dungeon_Diamond_FirstReword_2","7000","7000","Dungeon_Fixed_Reword_4","Dungeon_Diamond_RandomReword_2","Point_DungeonTicket","1","StageClear","Dungeon_Diamond_0003","Diamond_N_004","DungeonDiamondModeParty","0","True"
