"Round_EventTile_Halloween2025_01","EventTileBreak_Halloween2025","1","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Hat","2","EventTileBreak_Halloween2025_Round01_01","Str_UI_TileBreak_Halloween2025_Hat","Object_TileBreak_Halloween2025_Ribbon","2","EventTileBreak_Halloween2025_Round01_02","Str_UI_TileBreak_Halloween2025_Ribbon","Object_TileBreak_Halloween2025_Cat","2","EventTileBreak_Halloween2025_Round01_03","Str_UI_TileBreak_Halloween2025_Cat"
"Round_EventTile_Halloween2025_02","EventTileBreak_Halloween2025","2","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Broom","3","EventTileBreak_Halloween2025_Round02_01","Str_UI_TileBreak_Halloween2025_Broom","Object_TileBreak_Halloween2025_Basket","3","EventTileBreak_Halloween2025_Round02_02","Str_UI_TileBreak_Halloween2025_Basket","Object_TileBreak_Halloween2025_Candy","4","EventTileBreak_Halloween2025_Round02_03","Str_UI_TileBreak_Halloween2025_Candy"
"Round_EventTile_Halloween2025_03","EventTileBreak_Halloween2025","3","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Hat","2","EventTileBreak_Halloween2025_Round03_01","Str_UI_TileBreak_Halloween2025_Hat","Object_TileBreak_Halloween2025_Cat","2","EventTileBreak_Halloween2025_Round03_02","Str_UI_TileBreak_Halloween2025_Cat","Object_TileBreak_Halloween2025_Candy","3","EventTileBreak_Halloween2025_Round03_03","Str_UI_TileBreak_Halloween2025_Candy"
"Round_EventTile_Halloween2025_04","EventTileBreak_Halloween2025","4","True","EventTileBreak_Halloween2025_Round04_01","Point_Gold","1000","Object_TileBreak_Halloween2025_Cloak","1","EventTileBreak_Halloween2025_Round04_01","Str_UI_TileBreak_Halloween2025_Cloak","Object_TileBreak_Halloween2025_Broom","3","EventTileBreak_Halloween2025_Round04_02","Str_UI_TileBreak_Halloween2025_Broom","Object_TileBreak_Halloween2025_Basket","3","EventTileBreak_Halloween2025_Round04_03","Str_UI_TileBreak_Halloween2025_Basket"
"Round_EventTile_Halloween2025_05","EventTileBreak_Halloween2025","5","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Broom","3","EventTileBreak_Halloween2025_Round05_01","Str_UI_TileBreak_Halloween2025_Broom","Object_TileBreak_Halloween2025_Hat","2","EventTileBreak_Halloween2025_Round05_02","Str_UI_TileBreak_Halloween2025_Hat","Object_TileBreak_Halloween2025_Ribbon","3","EventTileBreak_Halloween2025_Round05_03","Str_UI_TileBreak_Halloween2025_Ribbon"
"Round_EventTile_Halloween2025_06","EventTileBreak_Halloween2025","6","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Basket","3","EventTileBreak_Halloween2025_Round06_01","Str_UI_TileBreak_Halloween2025_Basket","Object_TileBreak_Halloween2025_Cat","2","EventTileBreak_Halloween2025_Round06_02","Str_UI_TileBreak_Halloween2025_Cat","Object_TileBreak_Halloween2025_Candy","3","EventTileBreak_Halloween2025_Round06_03","Str_UI_TileBreak_Halloween2025_Candy"
"Round_EventTile_Halloween2025_07","EventTileBreak_Halloween2025","7","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Broom","3","EventTileBreak_Halloween2025_Round07_01","Str_UI_TileBreak_Halloween2025_Broom","Object_TileBreak_Halloween2025_Ribbon","3","EventTileBreak_Halloween2025_Round07_02","Str_UI_TileBreak_Halloween2025_Ribbon","Object_TileBreak_Halloween2025_Basket","3","EventTileBreak_Halloween2025_Round07_03","Str_UI_TileBreak_Halloween2025_Basket"
"Round_EventTile_Halloween2025_08","EventTileBreak_Halloween2025","8","True","EventTileBreak_Halloween2025_Round08_01","Point_Gold","1000","Object_TileBreak_Halloween2025_Cloak","1","EventTileBreak_Halloween2025_Round08_01","Str_UI_TileBreak_Halloween2025_Cloak","Object_TileBreak_Halloween2025_Hat","2","EventTileBreak_Halloween2025_Round08_02","Str_UI_TileBreak_Halloween2025_Hat","Object_TileBreak_Halloween2025_Candy","3","EventTileBreak_Halloween2025_Round08_03","Str_UI_TileBreak_Halloween2025_Candy"
"Round_EventTile_Halloween2025_09","EventTileBreak_Halloween2025","9","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Hat","2","EventTileBreak_Halloween2025_Round09_01","Str_UI_TileBreak_Halloween2025_Hat","Object_TileBreak_Halloween2025_Basket","2","EventTileBreak_Halloween2025_Round09_02","Str_UI_TileBreak_Halloween2025_Basket","Object_TileBreak_Halloween2025_Cat","2","EventTileBreak_Halloween2025_Round09_03","Str_UI_TileBreak_Halloween2025_Cat"
"Round_EventTile_Halloween2025_10","EventTileBreak_Halloween2025","10","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Ribbon","3","EventTileBreak_Halloween2025_Round10_01","Str_UI_TileBreak_Halloween2025_Ribbon","Object_TileBreak_Halloween2025_Cat","2","EventTileBreak_Halloween2025_Round10_02","Str_UI_TileBreak_Halloween2025_Cat","Object_TileBreak_Halloween2025_Candy","3","EventTileBreak_Halloween2025_Round10_03","Str_UI_TileBreak_Halloween2025_Candy"
