"Chr_Awake_Char_002_S01_R_0000","Chr_Awake_Char_002_S01_R","0","20","Item_HeroEther_Char_002_S01_R","0","3","6","9","2","5","2","6","8","1","0","1","1"
"Chr_Awake_Char_002_S01_R_0001","Chr_Awake_Char_002_S01_R","1","40","Item_HeroEther_Char_002_S01_R","20","9","1","2","1","5","3","6","1","1","0","1","1"
"Chr_Awake_Char_002_S01_R_0002","Chr_Awake_Char_002_S01_R","2","60","Item_HeroEther_Char_002_S01_R","20","10","5","6","5","8","7","7","3","2","0","1","1"
"Chr_Awake_Char_002_S01_R_0003","Chr_Awake_Char_002_S01_R","3","80","Item_HeroEther_Char_002_S01_R","20","10","1","10","6","10","1","9","8","2","0","1","1"
"Chr_Awake_Char_002_S01_R_0004","Chr_Awake_Char_002_S01_R","4","100","Item_HeroEther_Char_002_S01_R","20","3","2","2","4","1","2","4","9","2","0","2","1"
"Chr_Awake_Char_002_S01_R_0005","Chr_Awake_Char_002_S01_R","5","120","Item_HeroEther_Char_002_S01_R","20","3","3","1","7","3","6","4","5","2","0","2","2"
"Chr_Awake_Char_003_S01_B_0000","Chr_Awake_Char_003_S01_B","0","20","Item_HeroEther_Char_003_S01_B","0","2","2","3","2","9","9","2","9","1","0","1","1"
"Chr_Awake_Char_003_S01_B_0001","Chr_Awake_Char_003_S01_B","1","40","Item_HeroEther_Char_003_S01_B","20","9","4","9","8","2","4","7","2","1","1","1","1"
"Chr_Awake_Char_003_S01_B_0002","Chr_Awake_Char_003_S01_B","2","60","Item_HeroEther_Char_003_S01_B","20","5","6","6","10","6","10","6","6","2","1","1","1"
"Chr_Awake_Char_003_S01_B_0003","Chr_Awake_Char_003_S01_B","3","80","Item_HeroEther_Char_003_S01_B","20","8","8","6","4","3","4","5","7","2","1","2","1"
"Chr_Awake_Char_003_S01_B_0004","Chr_Awake_Char_003_S01_B","4","100","Item_HeroEther_Char_003_S01_B","20","6","4","3","10","5","1","9","10","2","2","2","1"
"Chr_Awake_Char_003_S01_B_0005","Chr_Awake_Char_003_S01_B","5","120","Item_HeroEther_Char_003_S01_B","20","2","5","1","8","4","4","7","10","2","2","2","2"
"Chr_Awake_Char_004_S01_G_0000","Chr_Awake_Char_004_S01_G","0","20","Item_HeroEther_Char_004_S01_G","0","10","5","3","1","7","6","9","8","1","0","1","1"
"Chr_Awake_Char_004_S01_G_0001","Chr_Awake_Char_004_S01_G","1","40","Item_HeroEther_Char_004_S01_G","20","4","4","4","10","9","5","8","6","1","0","1","1"
"Chr_Awake_Char_004_S01_G_0002","Chr_Awake_Char_004_S01_G","2","60","Item_HeroEther_Char_004_S01_G","20","1","8","9","10","1","3","5","6","2","0","1","1"
"Chr_Awake_Char_004_S01_G_0003","Chr_Awake_Char_004_S01_G","3","80","Item_HeroEther_Char_004_S01_G","20","7","5","1","5","7","10","2","4","2","0","1","1"
"Chr_Awake_Char_004_S01_G_0004","Chr_Awake_Char_004_S01_G","4","100","Item_HeroEther_Char_004_S01_G","20","4","7","6","4","6","4","3","8","2","0","2","1"
"Chr_Awake_Char_004_S01_G_0005","Chr_Awake_Char_004_S01_G","5","120","Item_HeroEther_Char_004_S01_G","20","1","3","1","2","7","3","4","1","2","0","2","2"
"Chr_Awake_Char_005_S01_D_0000","Chr_Awake_Char_005_S01_D","0","20","Item_HeroEther_Char_005_S01_D","0","5","8","8","2","3","5","4","2","1","1","1","1"
"Chr_Awake_Char_005_S01_D_0001","Chr_Awake_Char_005_S01_D","1","40","Item_HeroEther_Char_005_S01_D","20","1","1","1","3","10","3","5","6","1","1","1","1"
"Chr_Awake_Char_005_S01_D_0002","Chr_Awake_Char_005_S01_D","2","60","Item_HeroEther_Char_005_S01_D","20","4","9","8","4","6","8","10","1","2","1","1","1"
"Chr_Awake_Char_005_S01_D_0003","Chr_Awake_Char_005_S01_D","3","80","Item_HeroEther_Char_005_S01_D","20","4","7","8","6","3","9","10","3","2","1","2","1"
"Chr_Awake_Char_005_S01_D_0004","Chr_Awake_Char_005_S01_D","4","100","Item_HeroEther_Char_005_S01_D","20","9","8","9","10","9","1","6","7","2","2","2","1"
"Chr_Awake_Char_005_S01_D_0005","Chr_Awake_Char_005_S01_D","5","120","Item_HeroEther_Char_005_S01_D","20","6","2","6","9","4","3","8","1","2","2","2","2"
"Chr_Awake_Char_006_S01_G_0000","Chr_Awake_Char_006_S01_G","0","20","Item_HeroEther_Char_006_S01_G","0","5","3","3","4","4","4","4","5","1","0","1","1"
"Chr_Awake_Char_006_S01_G_0001","Chr_Awake_Char_006_S01_G","1","40","Item_HeroEther_Char_006_S01_G","20","3","1","1","4","2","1","5","7","1","1","1","1"
"Chr_Awake_Char_006_S01_G_0002","Chr_Awake_Char_006_S01_G","2","60","Item_HeroEther_Char_006_S01_G","20","10","4","10","1","5","2","8","7","2","1","1","1"
"Chr_Awake_Char_006_S01_G_0003","Chr_Awake_Char_006_S01_G","3","80","Item_HeroEther_Char_006_S01_G","20","3","2","1","1","1","8","8","4","2","1","2","1"
