"Stage_Mission_0001","Stage_MissionGroup_0001","Mission_0001","1","Clear","0","None","0","Str_UI_Adventure_Stage_Mission_0001","True"
"Stage_Mission_0002","Stage_MissionGroup_0001","Mission_0002","2","Time","60","None","0","Str_UI_Adventure_Stage_Mission_0002","True"
"Stage_Mission_0003","Stage_MissionGroup_0001","Mission_0003","3","HeroSurvival","5","None","0","Str_UI_Adventure_Stage_Mission_0003","True"
"PracticeBook_Mission_Challenge001_01","PracticeBook_MissionGroup_0001","Mission_Challenge001_01","1","Clear","0","None","0","Str_UI_Adventure_Stage_Mission_0001","True"
"PracticeBook_Mission_Challenge001_02","PracticeBook_MissionGroup_0001","Mission_Challenge001_02","2","HeroSurvival","5","None","0","Str_UI_Adventure_Stage_Mission_0003","True"
"PracticeBook_Mission_Challenge001_03","PracticeBook_MissionGroup_0001","Mission_Challenge001_03","3","Element","Blue","None","0","Str_UI_PracticeBook_Stage_Mission_Blue","True"
"PracticeBook_Mission_Challenge001_04","PracticeBook_MissionGroup_0001","Mission_Challenge001_04","4","RoleType","Cleric","None","0","Str_UI_PracticeBook_Stage_Mission_Cleric","True"
"PracticeBook_Mission_Challenge001_05","PracticeBook_MissionGroup_0001","Mission_Challenge001_05","5","CharacterGroup","Id_Munchkin_Kingdom_Committee","None","0","Str_UI_PracticeBook_Stage_Mission_Munchkin","True"
"PracticeBook_Mission_Challenge001_06","PracticeBook_MissionGroup_0001","Mission_Challenge001_06","6","Time","50","None","0","Str_UI_Adventure_Stage_Mission_0002","True"
"PracticeBook_Mission_Challenge001_07","PracticeBook_MissionGroup_0001","Mission_Challenge001_07","7","Time","70","None","0","Str_UI_Adventure_Stage_Mission_0002","True"
"PracticeBook_Mission_Challenge002_01","PracticeBook_MissionGroup_0002","Mission_Challenge002_01","1","Clear","0","None","0","Str_UI_Adventure_Stage_Mission_0001","True"
"PracticeBook_Mission_Challenge002_02","PracticeBook_MissionGroup_0002","Mission_Challenge002_02","2","HeroSurvival","5","None","0","Str_UI_Adventure_Stage_Mission_0003","True"
"PracticeBook_Mission_Challenge002_03","PracticeBook_MissionGroup_0002","Mission_Challenge002_03","3","Element","Green","None","0","Str_UI_PracticeBook_Stage_Mission_Green","True"
"PracticeBook_Mission_Challenge002_04","PracticeBook_MissionGroup_0002","Mission_Challenge002_04","4","RoleType","Knight","None","0","Str_UI_PracticeBook_Stage_Mission_Knight","True"
"PracticeBook_Mission_Challenge002_05","PracticeBook_MissionGroup_0002","Mission_Challenge002_05","5","CharacterGroup","Id_Food_Distributor_Department","None","0","Str_UI_PracticeBook_Stage_Mission_Food","True"
"PracticeBook_Mission_Challenge002_06","PracticeBook_MissionGroup_0002","Mission_Challenge002_06","6","Time","50","None","0","Str_UI_Adventure_Stage_Mission_0002","True"
"PracticeBook_Mission_Challenge002_07","PracticeBook_MissionGroup_0002","Mission_Challenge002_07","7","Time","70","None","0","Str_UI_Adventure_Stage_Mission_0002","True"
"PracticeBook_Mission_Challenge003_01","PracticeBook_MissionGroup_0003","Mission_Challenge003_01","1","Clear","0","None","0","Str_UI_Adventure_Stage_Mission_0001","True"
"PracticeBook_Mission_Challenge003_02","PracticeBook_MissionGroup_0003","Mission_Challenge003_02","2","HeroSurvival","5","None","0","Str_UI_Adventure_Stage_Mission_0003","True"
"PracticeBook_Mission_Challenge003_03","PracticeBook_MissionGroup_0003","Mission_Challenge003_03","3","Element","Blue","None","0","Str_UI_PracticeBook_Stage_Mission_Blue","True"
"PracticeBook_Mission_Challenge003_04","PracticeBook_MissionGroup_0003","Mission_Challenge003_04","4","RoleType","Fighter","None","0","Str_UI_PracticeBook_Stage_Mission_Fighter","True"
"PracticeBook_Mission_Challenge003_05","PracticeBook_MissionGroup_0003","Mission_Challenge003_05","5","CharacterGroup","Id_Emerald_Relief_Corps","None","0","Str_UI_PracticeBook_Stage_Mission_Emerald","True"
"PracticeBook_Mission_Challenge003_06","PracticeBook_MissionGroup_0003","Mission_Challenge003_06","6","Time","50","None","0","Str_UI_Adventure_Stage_Mission_0002","True"
"PracticeBook_Mission_Challenge003_07","PracticeBook_MissionGroup_0003","Mission_Challenge003_07","7","Time","70","None","0","Str_UI_Adventure_Stage_Mission_0002","True"
"PracticeBook_Mission_Challenge004_01","PracticeBook_MissionGroup_0004","Mission_Challenge004_01","1","Clear","0","None","0","Str_UI_Adventure_Stage_Mission_0001","True"
"PracticeBook_Mission_Challenge004_02","PracticeBook_MissionGroup_0004","Mission_Challenge004_02","2","HeroSurvival","5","None","0","Str_UI_Adventure_Stage_Mission_0003","True"
"PracticeBook_Mission_Challenge004_03","PracticeBook_MissionGroup_0004","Mission_Challenge004_03","3","Element","Blue","None","0","Str_UI_PracticeBook_Stage_Mission_Blue","True"
"PracticeBook_Mission_Challenge004_04","PracticeBook_MissionGroup_0004","Mission_Challenge004_04","4","RoleType","Sorcerer","None","0","Str_UI_PracticeBook_Stage_Mission_Sorcerer","True"
"PracticeBook_Mission_Challenge004_05","PracticeBook_MissionGroup_0004","Mission_Challenge004_05","5","CharacterGroup","Id_The_Witch_Return_Oarganization","None","0","Str_UI_PracticeBook_Stage_Mission_Witch","True"
"PracticeBook_Mission_Challenge004_06","PracticeBook_MissionGroup_0004","Mission_Challenge004_06","6","Time","50","None","0","Str_UI_Adventure_Stage_Mission_0002","True"
"PracticeBook_Mission_Challenge004_07","PracticeBook_MissionGroup_0004","Mission_Challenge004_07","7","Time","70","None","0","Str_UI_Adventure_Stage_Mission_0002","True"
